miliseconds,TFp53,miR34a
0,-0.0313030366410907,0.0005418184156053998
100,0.02783472250846664,-0.0006625950389195713
200,0.09521637431978794,0.00042100413416558397
300,0.1896359147892028,0.0018488025057995737
400,0.1901651464721239,0.0029842711072848435
500,0.21968471533771544,0.004952788962152566
600,0.32195142089439016,0.004762613656985876
700,0.3524173302966575,0.003850236460510861
800,0.4289951402352698,0.00801483726141373
900,0.4570567075360329,0.009499358978861309
1000,0.5200402349962642,0.010742294155341958
1100,0.5539389967565908,0.011914808213914775
1200,0.6285063356886024,0.016345483294043023
1300,0.6943421441284441,0.015536584887695378
1400,0.7476293357630046,0.019578289366140478
1500,0.7225178014156024,0.02175376415910651
1600,0.78617299413101,0.02487040362035741
1700,0.8828137506952076,0.028525927130866963
1800,0.9239125779905848,0.027728767034784656
1900,0.999526038468344,0.029944673068949886
2000,1.0028769275089247,0.032632696690953734
2100,1.057767232215263,0.03616475424349817
2200,1.106274819316216,0.04099519548217083
2300,1.169664325089854,0.042996727847054106
2400,1.2724716558666915,0.04376626648595709
2500,1.3017936096698817,0.05049868268492182
2600,1.331424744889775,0.05088615516652685
2700,1.4141624912974862,0.055640549068690696
2800,1.4706295005727563,0.0565267071667057
2900,1.5366287157112197,0.058581962074914076
3000,1.576586594809607,0.06524371259501884
3100,1.6146306557295278,0.0677317550388911
3200,1.6855760552000454,0.06862599105048799
3300,1.7399933009587953,0.0717121424104477
3400,1.8382634934536328,0.07720982096253765
3500,1.8529444800557575,0.0768654669564167
3600,1.9289689051472403,0.08019339557096067
3700,1.9614476193548465,0.08674937186057338
3800,2.062051141238529,0.08890936418249734
3900,2.083980052694935,0.0927849243446636
4000,2.110437962836443,0.09283888247108406
4100,2.2410946700457735,0.09611543628462205
4200,2.262222099007224,0.10105199650513437
4300,2.307768996267889,0.10314317781432338
4400,2.3744773925793403,0.10900516329644902
4500,2.4182854836164642,0.11115136859861646
4600,2.493894212818931,0.11420174665209776
4700,2.5837783296043177,0.11541611314369506
4800,2.6652219755507587,0.11776663210170889
4900,2.7109404189124757,0.1247606016912568
5000,2.7869777234014466,0.1272513123326997
