miliseconds,TFp53,miR34a
0,-0.006290560084797425,0.0010735936390838725
100,0.08065917687509881,0.0007170349334951
200,0.13498610417041296,0.0021779027918026085
300,0.1637237806758999,0.0011930981071196533
400,0.2278093131670551,0.002090727743344412
500,0.2471044025928232,0.0044424984456557775
600,0.27599233786648525,0.003696657734425248
700,0.3134790793898625,0.0038790050264292317
800,0.37749884312389975,0.005660335208469876
900,0.439176646821602,0.011027834572737105
1000,0.531643981803975,0.012266076391106289
1100,0.5205565224299205,0.012112448020477303
1200,0.6216751585391178,0.01407811782476099
1300,0.692968070571459,0.015437972858600725
1400,0.6832816005916146,0.01992652332199013
1500,0.7864127232248842,0.021308897968754025
1600,0.7887488744770125,0.024027682343603342
1700,0.845077181901271,0.025107749167887668
1800,0.9592675461650226,0.02857492384767678
1900,0.9597476164211671,0.033778873962776026
2000,1.007430050531176,0.03404574797303302
2100,1.0458355002272453,0.037525955021045894
2200,1.1701437663474508,0.04177746946865379
2300,1.1899283137067151,0.044468776640762625
2400,1.2179453013337322,0.044516408829127795
2500,1.3232978873194212,0.050084924999581074
2600,1.3209041581432523,0.05097032896347627
2700,1.3934579826094795,0.05508390757048986
2800,1.4808975823084982,0.05689786636310508
2900,1.4838549693395846,0.05963683949884305
3000,1.5812640664903759,0.06432457466449068
3100,1.617233690769634,0.0661905962876063
3200,1.723328067886855,0.07005049282986907
3300,1.7328630668111384,0.0718351171206997
3400,1.8142713439498057,0.07449322258409664
3500,1.871984608027144,0.07705319359757494
3600,1.8818210708741607,0.08031360596244515
3700,1.9986742547039587,0.08444163264826564
3800,2.0019887390205544,0.08653704331094413
3900,2.103191103695881,0.09246486432287505
4000,2.1516526841949073,0.0934465433008342
4100,2.2034795715277378,0.09708767699338774
4200,2.2601803124522832,0.10054510033447399
4300,2.3012104043259773,0.10584344925350452
4400,2.4089147758078457,0.10735924030350479
4500,2.44525816541223,0.10874542493979925
4600,2.540954568646657,0.11529912204204537
4700,2.541249940737593,0.11579095548674645
4800,2.6652326521650536,0.1206033170006636
4900,2.67571154164344,0.12376746006032505
5000,2.7591129003227195,0.12405839477160986
