miliseconds,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS
0,113.7277714672629,0.19226343985301908,-0.036154344923705097,-0.010218368137999787,1.3563359274388772e-06,0.003810134681831279,1.4434040057274995,64.4489397381994,2.1612152336304994e-06,1.1612207842076961e-09,-0.0037806662710040393,4.739481037091018,1.9015884647194107e-06,-2.003184816089383e-05,-4.6161714907613706e-05,91.83576706340105,7.392194996615695,5.096952152747391,5.7728592150193645,0.0019646895102230963,-0.0013780430876021974,0.02165881025222776,-2.206893870727039e-06
100,23.776363594841676,82.33339095969173,0.060961662929676495,4.876400271471287,0.0002472707409566053,0.0065092077851069755,1.4434039981702758,64.41006388912459,-2.3020031166792993e-06,-2.425873498041309e-09,0.017312932503346392,4.739411030649295,1.659175479835808e-05,1.732968670438829e-05,-7.091226649193091e-05,1.9273560387487674,0.0035823621034724376,3.5018423582992204,5.772781169863071,0.009236847376598235,0.4620016392213882,1.530800142711004,4.074000372708823e-05
200,22.241044332794505,84.10412569363172,0.1339080955258963,3.736389142817908,0.0004056454846308873,0.005399147947340365,1.4434039945118653,64.28818477427858,1.4375640770282607e-06,-3.941942040481164e-09,0.03448356958596361,4.739561972925626,-2.3166361483633487e-05,6.490337586166284e-05,-2.614483162667923e-05,0.4198761976839647,-0.016040196426723618,2.3848841528240716,5.772798368696811,0.028335282441116078,0.4665434719822951,2.6963840951026765,0.00012300818234778016
300,22.044399849995795,84.30265350463625,0.11195729424549566,3.111391919113572,0.0004973485682489107,0.002754878641982903,1.4434040023310621,64.24962548047245,5.43528511870755e-07,-2.1848353922370976e-09,0.04885217642725978,4.739676237158286,1.1076577872293405e-05,5.2512432731341646e-05,0.00014707336288380886,-0.3512249920102222,-0.0265124725421632,1.7674916420082056,5.772784460280201,0.04612382408062356,0.4623645265963299,3.3201927468927797,0.00021293314847326133
400,22.154725815800735,83.50966463366647,0.20189344358851313,2.7296079083569005,0.0005544093483040168,0.007184276377307033,1.4434039953346731,64.20875296650178,-1.4964118299293027e-06,5.98305403344916e-10,0.061604931836704055,4.739438029784412,1.1595847404759993e-05,8.414888095009267e-05,0.00010576895942831664,0.19132302220318448,0.04965130653583769,1.294527913818484,5.77281277580393,0.06696124835100642,0.46543223854646215,3.664765768553569,0.00027653820492348633
500,22.279356969966003,83.67094462421908,0.24331286350294917,2.463278733627065,0.0005843917285930128,-0.001999544895820384,1.4434040012327134,64.09498935283274,-1.43435127925879e-06,2.881718793520424e-09,0.06557955162230354,4.739481995816724,3.956317435496645e-05,5.437015736920917e-05,4.677863424792528e-05,-0.39532143668468417,0.042981076816978436,1.011702761424108,5.772706135863175,0.09000598208980469,0.46541746789138855,3.9548528513800165,0.0003415494925812784
600,21.44634802795049,83.86206686790747,0.2561653983979054,2.2775076820747002,0.0006097035398552904,0.013727837026766996,1.443403997326256,64.01514781684479,2.3079964999368467e-06,2.198670958368075e-09,0.07407654959766805,4.739524524322974,7.877415014893764e-06,0.00010883423892844446,5.381775412401394e-06,0.2060896565679824,0.007985885392775567,0.7978405077017638,5.772717202648405,0.11249257675028329,0.46458626643222506,4.137412038146808,0.0003892783456357905
700,21.745260668088743,84.05395300474214,0.3583011352012045,2.1109313697936276,0.0006334134734815775,0.016423859394537443,1.4434039995741192,63.944782592582044,-1.548818497961424e-06,-5.494882986453416e-09,0.08872666348066205,4.739318092502965,5.859553016189364e-05,8.337676439368786e-05,-1.8129115934234498e-05,-0.05899445667833022,-0.04742744416537072,0.6952525135131746,5.772652112885649,0.13832013375003016,0.46746290189521855,4.318527915665939,0.00043619617813134997
800,22.151270140254475,83.48173087489951,0.38858424037001243,1.9547331972873085,0.0006397870993509119,0.008779046722323013,1.4434039943335015,63.87556349378346,1.0250517393594085e-06,1.6134658934655415e-09,0.08828254455105403,4.739412734599598,2.669412399924198e-05,0.0001324954794248936,1.8829069673544456e-05,0.2144199191282657,-0.020646512410946543,0.5592897469980981,5.772608229072017,0.15147941057581912,0.46687186584919177,4.3866844649768515,0.00046292712438294846
900,21.890518961366663,84.27371628989553,0.4038651861002084,1.8588619596999467,0.0006509878460809668,0.020440872875276444,1.4434039967720262,63.80899893760795,-2.4193712098379576e-06,1.8183705428790647e-09,0.09868514135017507,4.739527133408682,8.296765630744861e-05,0.00023387945059228924,1.6678474953145578e-05,-0.1423681411507119,0.04804886416358149,0.47615547865317187,5.772619448078618,0.16944015569838347,0.46664800635514075,4.4924093780220415,0.0004919432690301825
1000,22.037296412815426,83.55448128186406,0.49170533246964926,1.8137949233539703,0.0006618016635786865,0.02204015406744749,1.4434039950696798,63.71900378983421,1.0982693093486935e-06,1.4115220808258448e-09,0.1072693582996577,4.739377698134427,7.894994603544653e-05,0.00021765154657200954,4.782692337016466e-05,0.020188388773882137,0.028630011400179275,0.31447314584907077,5.772526495963427,0.18657066417182072,0.46636928472023165,4.585419817944358,0.0005093322322816795
