milliseconds,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS
0,113.62385034556145,0.2723647912108994,0.034894640346346456,0.012138380394769756,-3.877585779552522e-08,0.0059781639218745965,1.4434039965196859,64.42602233055933,4.153874729716513e-07,3.226684792259014e-09,-0.0008001762909624272,4.739695937684038,1.1795899592813466e-05,-5.376648793058892e-05,-0.00015409060178187312,91.48796247913097,7.386972484904428,5.072582713290992,5.772804412055642,0.0026220846943496964,0.0018783319918784776,0.041062555142539196,-4.903231169145119e-06
100,24.6233037840785,82.54078249086089,0.018720699299646777,4.880266669113592,0.0002485663110346446,-0.00285326719961127,1.443404000829682,64.45579195817469,-1.5571560764694197e-07,-3.1830688032498622e-09,0.014424060972011321,4.739488481222835,2.2415887834766803e-05,4.955533401229143e-05,-7.225845667358343e-05,2.75111673855807,0.02060386021918146,3.5024265634841627,5.772805310061558,0.005790745206236665,0.4606067248009678,1.557268002179953,5.263921886600151e-05
200,22.343180596373916,83.58828066123263,0.13517410739829575,3.7379688985783996,0.00040007562309782063,0.0019424694794788176,1.4434039968203305,64.32754514626357,-3.132512601817647e-07,1.8076441195583595e-09,0.03360589683985745,4.739671349899188,-2.2997696903255495e-05,2.8698558924823703e-05,7.69523029292661e-05,-0.3900575753362043,-0.042776220634730064,2.426053483039404,5.772848833628848,0.029711021413856526,0.46617692822594703,2.6701324517508205,0.0001310341675122354
300,21.43965272634009,84.46763997379304,0.10914337872030834,3.1508558212732094,0.0004958587153680638,-0.003613034878081649,1.4434039954331028,64.246161235302,-1.6511391052193238e-06,-4.685959300919675e-09,0.044201753195126606,4.739536956548391,1.8201036804584737e-05,4.038931632211918e-05,-0.00010875544928519993,0.42128796917344974,-0.021069538450169026,1.724229951144227,5.772746074621484,0.04750501175845896,0.4632011875160114,3.2561543691355066,0.00021328513090577482
400,22.057157545768465,84.12730153452999,0.1527274794904266,2.7125912104437564,0.0005456034077070839,0.0007322372014461902,1.443403995701242,64.12866461323777,2.9511094368147888e-08,1.7188270485633008e-09,0.0620208451683142,4.739360332545693,1.8066223952342463e-05,0.00010994912691564706,1.095071400274877e-05,-0.3688187522243804,0.005739153443320877,1.3019202174050164,5.772821809944219,0.0688483588287338,0.4660282721174348,3.695072951841113,0.00027952695101904026
500,22.35015381911044,84.05526479610323,0.2216461547426498,2.4241898209543113,0.0005826492028323542,-0.0005326618266704407,1.4434040024313948,64.08238638530007,2.1458992730425387e-06,5.664935599509096e-09,0.06499715477269136,4.739468258971134,-6.733833944119654e-06,2.572794304243078e-05,9.276394893357205e-05,-0.6011336343096586,0.006249196655438941,1.075017223129393,5.772719258578194,0.09032367368486909,0.4636448312481315,3.943108921311455,0.0003405516778854634
600,22.51339100511417,83.87026453256105,0.24542642917056384,2.267835541610936,0.0006072458515677526,0.007354285623461977,1.4434040057443374,64.02353135969022,-1.025945059983134e-06,-4.738935831405216e-09,0.0800922772485344,4.739479735089417,2.410751690110798e-05,0.00013556915147685506,2.1893771282998923e-05,0.05814622433305714,0.04319281328267722,0.8190812619866901,5.772700964923137,0.11755808968611245,0.46250757347278054,4.152059294920438,0.00039400113822647676
700,22.10397215706313,83.3896920651047,0.31136596899115315,2.0823429484886953,0.0006342359243487507,0.005258862419697547,1.4434040022147645,63.96680663309076,-2.3442474178071444e-06,4.2698557660839164e-09,0.08373330821661164,4.739310262984273,2.1339028186472057e-05,0.00017362423478131208,-9.835916713414987e-05,-0.4436667755375069,-0.007439450432859408,0.6230857202109282,5.772725613608723,0.1328044407462108,0.46744036240246484,4.305676222883141,0.0004265910648972271
800,22.48575208718985,83.69910003969166,0.3877248724840735,1.9486728690376665,0.0006392259395294327,0.011495896070401909,1.4434040054710395,63.88338875425567,1.1849787511898461e-06,8.573231118811529e-10,0.09063170448763017,4.739574745392012,2.7720805221519754e-05,0.0002242543778071338,0.000192241580515486,-0.412781488500167,-0.01768723502951411,0.5027081260212922,5.77264890330458,0.15438626958381738,0.46858433582994097,4.382988873431948,0.00046799588252121005
900,22.450998424677977,84.15011614037302,0.46167331531920114,1.8697087696091712,0.0006525016961390077,0.017650570977981322,1.4434040023597314,63.70943319146681,3.790667933136733e-08,-3.0237651941509573e-10,0.1001053252148036,4.739600047618641,6.134194423214333e-05,0.00023245866110999322,0.00017266705035611302,-0.6379903242450791,-0.004186770973615644,0.46957995244067613,5.772610146401227,0.17276260171789168,0.4624103097966706,4.487027807222924,0.00048620922392087396
