milliseconds,TFp53,miR34a
0,0.062136988655793146,-0.0029965948392605803
100,0.1111038816926398,-0.0003267276797921908
200,0.04646197957980441,-0.0031478944795039383
300,0.09320767666728344,-0.0007805593536057039
400,0.13059391568162904,0.004845794765924859
500,0.2738433371288764,0.003935006461683398
600,0.22377180413971545,0.005933543826270638
700,0.424199332402808,0.00525044628471618
800,0.4815703572323077,0.007959795882664948
900,0.5016779533629998,0.011969022037801667
1000,0.5215898737991459,0.010243112350563247
1100,0.5759508036217876,0.014363354075605449
1200,0.6346846534918683,0.017930383053131535
1300,0.6408165992281978,0.015542857674303858
1400,0.6446567454073183,0.021400181652949775
1500,0.7643891979381661,0.025141007495049866
1600,0.7373389150469134,0.024548854876148697
1700,0.7964664391127685,0.02795705061222538
1800,0.9012706071129537,0.026945781327367403
1900,0.9726164746836242,0.032675385695028494
2000,1.0129826161958349,0.03066625276703623
2100,1.0157231297019047,0.03586523506392114
2200,1.1951224204869657,0.04383471388891548
2300,1.1080227071092128,0.04565998742043667
2400,1.2634051056053417,0.047268706959848486
2500,1.227865264132458,0.04659409917537344
2600,1.3036840228035156,0.05450286879688125
2700,1.3705052454571933,0.05262112509680826
2800,1.4984351779634608,0.05736474878330962
2900,1.5852588983411298,0.05906497622347753
3000,1.6328914789312274,0.06054782638658206
3100,1.677162336443332,0.07030977379861826
3200,1.7563853427755165,0.07321402576241683
3300,1.7026772733047673,0.07440572074299773
3400,1.8778457778769904,0.07859137073724277
3500,1.8255327303778206,0.08067636619668496
3600,1.8754320518264185,0.0782399808899164
3700,2.0173057432372645,0.08844123467876062
3800,2.0499463855085285,0.08907739788012788
3900,2.0437079657844697,0.089972337027875
4000,2.1006065687894284,0.0904762820485265
4100,2.2150594490450386,0.0973925622456551
4200,2.3360821325012484,0.09841226997884582
4300,2.348712406016071,0.10127105688114778
4400,2.404416853959854,0.1090499392651015
4500,2.519861045698964,0.10659584443397352
4600,2.4525940336010326,0.11081273156722732
4700,2.5556849964685084,0.1152526546428217
4800,2.6625331909536283,0.11911465550317639
4900,2.7400453603553965,0.12353603052586634
5000,2.7965691130301575,0.1262770420102468
