milliseconds,TFp53,miR34a
0,-0.07275009941041995,0.001452690352541806
100,0.010968557290452277,0.0005855434267531843
200,0.10046343379029228,0.0013522775841303695
300,0.11178865620335911,0.005089152547819074
400,0.2345353034194152,0.00478282196197367
500,0.3030143585539127,0.004748464594716359
600,0.2662489611858304,0.005968316632312429
700,0.3921512525555988,0.00689438138040898
800,0.34268264298879736,0.004937510099623004
900,0.4647166771440251,0.00684624607506765
1000,0.4434920507954104,0.014944001693160545
1100,0.5223873811353588,0.015143051776640768
1200,0.635944229381378,0.017898919497391797
1300,0.7176505223655715,0.017269297825788062
1400,0.6821594029192357,0.0229566806834282
1500,0.8195757771598305,0.024633963181269626
1600,0.8471608228176185,0.026580078979898003
1700,0.8369931070049451,0.026498301611694884
1800,0.8822648927603567,0.02661196934070887
1900,0.8923477630047856,0.031181258517713934
2000,1.0180295585328534,0.034929138370424946
2100,1.052691385465564,0.03629498764467827
2200,1.1447954043630788,0.04389573584398025
2300,1.1198823781429705,0.04144733827456955
2400,1.2076301843736164,0.04237028048703518
2500,1.2365011266789065,0.04715399681928556
2600,1.2685928471882533,0.05020531853368286
2700,1.4132106111921947,0.056758690945315375
2800,1.3828493488034181,0.05526462843477586
2900,1.5618997353346944,0.05647192938735697
3000,1.6532736514285755,0.06692865986596133
3100,1.6497640848222475,0.06702481622071345
3200,1.665825094114126,0.07237253677961254
3300,1.7202381186188134,0.07389070818481273
3400,1.7716533292977703,0.07939682362943253
3500,1.9103087423735128,0.08167029139099298
3600,1.853979127499779,0.07848925245933794
3700,2.0153747468436376,0.08652132438933084
3800,2.0860872121902276,0.09024746087863676
3900,2.05003791007787,0.09347428162369556
4000,2.0722267675764314,0.09753417326233776
4100,2.2609802261221046,0.09420063420027457
4200,2.192730697396595,0.10322937677469177
4300,2.31929211045023,0.10503854352843145
4400,2.39712531901164,0.10846296218137905
4500,2.527095971522665,0.11188425027974085
4600,2.578602232573019,0.11291333742223401
4700,2.5877793249821464,0.11810391150603099
4800,2.641280258141438,0.11698548034054325
4900,2.7569937969287466,0.12307573614029535
5000,2.8380988260475397,0.12955410228781786
