milliseconds,TFp53,miR34a
0,-0.027630606716416935,-5.2723669048943224e-05
100,0.11662134614204446,0.0003309627247376678
200,0.1510310955611969,0.004232942235185163
300,0.18184724077162517,-0.0002951233806515474
400,0.20882916202101012,0.00025602973476047193
500,0.17510526149326713,0.0012923392505603721
600,0.3071973956549647,0.007769223110698709
700,0.28455026313982873,0.0064294948372933345
800,0.46788000191291773,0.010933268388260167
900,0.47440030375237496,0.005202957817732583
1000,0.46146258835003595,0.013506246876009917
1100,0.6084064575641078,0.01334453083952054
1200,0.5477551844409947,0.014500408802307532
1300,0.6075339214289761,0.01942558617676294
1400,0.6285717732503399,0.020200851080198153
1500,0.6938649483562418,0.023562289509996972
1600,0.8146868583403264,0.025463199963409962
1700,0.7976384112165035,0.02875041980096751
1800,0.9463989529122374,0.029184181985232167
1900,0.9782608364388824,0.03405256023157145
2000,0.9997338750821108,0.034378168332105864
2100,1.0988793548870952,0.04040930677507814
2200,1.2038082852056047,0.03741069203677253
2300,1.1824889289831115,0.04320867681401316
2400,1.2817422908938736,0.04447242699163348
2500,1.3677131598871266,0.04975818279063048
2600,1.2813715467648703,0.05484798363625806
2700,1.368494004565301,0.05623223656581787
2800,1.514443055995048,0.0599001512283229
2900,1.472677601943692,0.06420615783762831
3000,1.604330449635544,0.06684072148436854
3100,1.6848489532863735,0.06325213308357484
3200,1.6225031751716388,0.07247449202065148
3300,1.746466678722218,0.07173910119290358
3400,1.7633496844014072,0.07404715754201546
3500,1.9152519719368049,0.07890075208566245
3600,1.9204259384190843,0.08543478796159701
3700,1.9543445654214793,0.0876206301803772
3800,2.0838551700171006,0.08768390015900177
3900,2.0849532603402654,0.09343992040547945
4000,2.192777194776191,0.09284215100661264
4100,2.230833695817104,0.09720577918604316
4200,2.298780292306252,0.10414353390565534
4300,2.379387196268909,0.10255717375726597
4400,2.3073856427387054,0.10871341962778568
4500,2.3731189489481386,0.10834315608542722
4600,2.479664115746107,0.11386791596287014
4700,2.544421298566981,0.11890701727801069
4800,2.5680738508102023,0.12026010766502233
4900,2.6643098897405997,0.12441984268134944
5000,2.7025640256149495,0.12861849374382758
