milliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
0,0.085,22.8,0.33,9858.0,932.1,3067.9,0.00123,-60.9
100,0.0850002939817852,22.799999636579834,0.3299999761632434,9858.002440680584,932.2051148261937,3067.7948851738065,0.0012300051205009514,-60.88906581814745
200,0.08500060016033864,22.799999273312448,0.32999995233462603,9858.004871680598,932.3102233810336,3067.6897766189663,0.0012300252560776648,-60.878219495701074
300,0.08500091927810437,22.799998910215443,0.3299999285150829,9858.007292407592,932.4153252459233,3067.584674754077,0.0012300611959978809,-60.86746626642617
400,0.08500125146500782,22.799998547301968,0.32999990470531,9858.009702752952,932.5204203025427,3067.479579697457,0.0012301129292333348,-60.8568069201941
500,0.08500159663527004,22.79999818458259,0.32999988090586585,9858.012102778837,932.6255085428116,3067.3744914571885,0.0012301801785508173,-60.84624069562193
600,0.08500195481439374,22.799997822050614,0.3299998571163964,9858.014492468534,932.7305899850595,3067.2694100149406,0.0012302630789406811,-60.835767863392114
700,0.08500232570470662,22.7999974597311,0.3299998333382259,9858.016872042066,932.8356646527061,3067.1643353472937,0.0012303608441100228,-60.82538594287835
800,0.08500270941083042,22.799997097615233,0.3299998095708891,9858.019241422107,932.9407325375204,3067.0592674624795,0.0012304737504143552,-60.815095805937354
900,0.08500310576407712,22.7999967357151,0.3299997858150241,9858.02160073362,933.045793662031,3066.954206337969,0.001230601386777993,-60.80489608231657
1000,0.08500351461083082,22.7999963740418,0.3299997620712175,9858.023950090395,933.1508480463115,3066.8491519536883,0.001230743377207062,-60.79478552250035
1100,0.08500393603033402,22.799996012589517,0.32999973833916213,9858.02628943361,933.2558956803375,3066.7441043196623,0.0012308999174583102,-60.78476477405571
1200,0.08500436969062806,22.799995651381096,0.32999971462006483,9858.028619007544,933.3609366118337,3066.6390633881665,0.0012310702187049451,-60.77483117635911
1300,0.08500481566984193,22.799995290411164,0.32999969091364173,9858.0309387547,933.4659708295678,3066.5340291704324,0.0012312544666032773,-60.76498535560828
1400,0.0850052739229138,22.799994929682814,0.3299996672200565,9858.033248708241,933.5709983400183,3066.4290016599816,0.0012314525540738244,-60.75522695063624
1500,0.08500574431747941,22.799994569205037,0.32999964353978395,9858.035548964881,933.6760191625434,3066.3239808374565,0.0012316641724511724,-60.74555491091766
1600,0.08500622659817005,22.79999420899511,0.3299996198737368,9858.037839710867,933.7810333346497,3066.2189666653503,0.0012318887290462554,-60.73596721465867
1700,0.08500672078051667,22.79999384905204,0.32999959622186315,9858.040120935255,933.8860408538759,3066.113959146124,0.001232126256691384,-60.72646397914512
1800,0.08500722677300741,22.79999348938207,0.32999957258449214,9858.042392705012,933.9910417335534,3066.008958266447,0.001232376541051544,-60.717044476430985
1900,0.08500774443552583,22.799993129994533,0.3299995489621171,9858.044655120582,934.0960359943359,3065.903964005664,0.001232639268774891,-60.707707620354356
2000,0.08500827364277087,22.799992770897813,0.3299995253551812,9858.046908272201,934.2010236546456,3065.7989763453543,0.001232914156691398,-60.6984524339429
2100,0.08500881431150487,22.799992412097623,0.3299995017639858,9858.049152221141,934.306004726567,3065.693995273433,0.0012332010073221196,-60.68927825023124
2200,0.08500936633636165,22.799992053601066,0.32999947818890685,9858.051387043917,934.410979225519,3065.589020774481,0.001233499578108105,-60.68018423916685
2300,0.08500992964413867,22.799991695412846,0.32999945463019237,9858.053612789477,934.5159471619464,3065.4840528380537,0.0012338097266254408,-60.671169877694275
2400,0.0850105041287511,22.799991337540135,0.32999943108822116,9858.05582953495,934.6209085513791,3065.379091448621,0.001234131208077603,-60.66223432890097
2500,0.08501108968670722,22.7999909799899,0.3299994075633617,9858.058037355238,934.7258634089458,3065.2741365910542,0.001234463785741646,-60.653376780626594
2600,0.08501168622228665,22.799990622768547,0.3299993840559526,9858.060236318752,934.8308117485495,3065.1691882514506,0.001234807245941555,-60.6445964927112
2700,0.08501229368760856,22.799990265879103,0.32999936056615287,9858.062426454962,934.935753576385,3065.0642464236153,0.0012351615090781419,-60.635893153441515
2800,0.08501291196805544,22.799989909329298,0.3299993370943718,9858.064607847655,935.0406889093999,3064.9593110906,0.0012355263085137254,-60.62726585341693
2900,0.08501354097247509,22.79998955312522,0.3299993136409307,9858.066780561518,935.1456177607614,3064.8543822392385,0.0012359014433752926,-60.618713893389874
3000,0.08501418061702698,22.79998919727243,0.3299992902061232,9858.06894465488,935.2505401423382,3064.749459857662,0.0012362867355663095,-60.61023664439029
3100,0.08501483082913137,22.79998884177567,0.32999926679019986,9858.071100176283,935.3554560639999,3064.644543936,0.001236682042068188,-60.60183358568212
3200,0.08501549151227243,22.799988486641404,0.3299992433935024,9858.073247195076,935.4603655398661,3064.539634460134,0.0012370871452999253,-60.59350396646482
3300,0.08501616257932805,22.79998813187543,0.32999922001633697,9858.075385772445,935.5652685823877,3064.434731417612,0.0012375018569425248,-60.58524712622661
3400,0.08501684395143375,22.799987777482865,0.32999919665897376,9858.077515960442,935.6701652021699,3064.3298347978302,0.0012379260270163957,-60.577062507516224
3500,0.08501753554548616,22.79998742346917,0.3299991733217015,9858.079637815812,935.7750554107654,3064.224944589235,0.0012383594858613217,-60.56894949997872
3600,0.0850182372710189,22.79998706984041,0.32999915000484054,9858.081751403437,935.8799392213732,3064.120060778627,0.001238802029631119,-60.560907401363544
3700,0.08501894904183417,22.799986716602305,0.32999912670869297,9858.083856783478,935.9848166462384,3064.0151833537616,0.0012392534742982477,-60.552935562694834
3800,0.08501967077173415,22.79998636376057,0.3299991034335608,9858.085954016093,936.0896876976058,3063.9103123023942,0.0012397136358351683,-60.5450333349967
