miliseconds,CaI_1,g_1,IP3_1,r_1,CaT_1,g_2,r_2,CaI_2,IP3_2,CaT_2,CaI_3,IP3_3,g_3,r_3,CaT_3,CaI_4,IP3_4,r_4,g_4,CaT_4,r_5,IP3_5,g_5,CaI_5,CaT_5,CaI_6,g_6,r_6,IP3_6,CaT_6,CaI_7,g_7,r_7,IP3_7,CaT_7,r_8,IP3_8,g_8,CaI_8,CaT_8,IP3_9,CaI_9,r_9,g_9,CaT_9,r_10,IP3_10,g_10,CaI_10,CaT_10,IP3_11,g_11,CaI_11,r_11,IP3_12,g_12,CaI_12,r_12,IP3_13,g_13,CaI_13,r_13,IP3_14,g_14,CaI_14,r_14,IP3_15,g_15,CaI_15,r_15,CaT_11,CaT_12,CaT_13,CaT_14,CaT_15
0,0.19987569847838982,0.24944412756701137,0.09940475998644216,0.5001592906210061,499.99983225310285,0.24960046987332596,0.4999641394981177,0.2002162132324575,0.10020268182345587,500.0002286035126,0.1998273025531775,0.10096529002755615,0.24941581690911058,0.5020667348479864,500.0000590691562,0.20017353795273896,0.09920549409398803,0.49683179739249217,0.24965600917319802,500.0002103719561,0.5026362984641519,0.10075518968842424,0.2497865457145293,0.19974152756419516,499.99994032635846,0.19980968049686001,0.2504206562394292,0.49917100688572197,0.09974189549724306,499.9998958542063,0.20005807855203359,0.24963598009029053,0.4974610261533346,0.10020219429670303,499.9998643017528,0.49645929473718203,0.09943057907811632,0.25034230947319747,0.20013103402207283,500.0002428856421,0.0991372929674741,0.2001249871996492,0.502290998772638,0.2503451447597078,499.99984954795417,0.503378162929246,0.10064285122263976,0.2494635603902192,0.2001876116231985,500.00009276243645,0.09966171500081622,0.24968840815955964,0.19999172680386654,0.4991603752661907,0.10012745002079748,0.25030486879501135,0.20007723178668227,0.49989637535832554,0.10115811654177892,0.25061383975533214,0.1997563169739475,0.49828731139688076,0.1011164650351992,0.2498948518485564,0.20010081241706273,0.5000839781714197,0.09938533150480555,0.25047687757895903,0.19980679101334448,0.4981702813728863,500.0001744991758,500.0001082944976,500.00009931495055,499.9998867746655,500.0002211553909
100,0.20089873521973423,0.2486264548308835,0.09160141949312815,0.5310988432438314,499.99910503105525,0.24880135048410668,0.5521139276210089,0.2008813493351979,0.09222856894831198,499.9989720716841,0.20078957213539053,0.0914032365044087,0.24866807348366174,0.5720933928830557,499.9992820826926,0.20092510284722054,0.093265129949023,0.5447199858026355,0.24966572900109085,499.9990425723515,0.5660335715955884,0.09244987599831063,0.24888396893399803,0.20074032822689894,499.9991509287876,0.20062205820350157,0.24921320982786163,0.564046084976416,0.09137001061246768,499.9991216929529,0.20107894282283334,0.24887436194743826,0.5547586450424314,0.09120081321598053,499.9991495603915,0.5629546144159135,0.09104077777078748,0.24957948792803694,0.20059714666817652,499.99923619691555,0.09256067472906204,0.2010443595122259,0.5342272963939012,0.24855309137797277,499.9990309668909,0.5612531303509123,0.09336186521392317,0.24874755292192596,0.200921602878669,499.99933189921,0.09324936169702937,0.24906492992570492,0.20104085196447016,0.5501386423136583,0.0912855536499378,0.24965308485924378,0.200833953424749,0.5723729714979087,0.09150310967759986,0.24920917815256455,0.20090770143494488,0.5413709474026942,0.09336741600243452,0.24957588027031244,0.20075351955657705,0.5317861490130034,0.0917492210513363,0.24906767255509912,0.20067793992152544,0.5406218270027366,499.9994246014001,499.9991604300912,499.9992260925068,499.9992759793274,499.9993044183506
200,0.2015556856616837,0.24834833063874448,0.084395736054471,0.5560280301575222,499.998569921132,0.24813017618519959,0.5970999231812368,0.20154579450912868,0.0849802436988734,499.99827162534524,0.20162977891225825,0.08574370178208963,0.24863812202816757,0.6240040302623667,499.9982673606974,0.2013616594533068,0.08464671202759542,0.5890477677038379,0.24816595565473654,499.99869597230423,0.6195369849336863,0.08508305393741243,0.24778727753347923,0.20125118236610892,499.9985287296574,0.20134827182281217,0.2488155199513126,0.6148973512742768,0.0852550650433284,499.99834604921347,0.20147353584676242,0.24857692773615453,0.6014824723100506,0.08397781828222332,499.9985073185185,0.6099767458103632,0.08531939994826578,0.24786495662549307,0.20136579521975873,499.99866587619823,0.08490486986991087,0.20147540049596452,0.5682550073789,0.24878955621716067,499.9984570188851,0.6091366801309488,0.08445472022902804,0.2478303052279621,0.20156838820080575,499.99846692792374,0.08639323474748611,0.2479381116840287,0.20169825428781002,0.5933401309414736,0.0844842621857906,0.2484882732510121,0.20130766692947577,0.6336853423913203,0.08530297887142366,0.24881607122646834,0.20134655549045394,0.5756322653091914,0.0860878736828811,0.24763182975357917,0.20155299920120645,0.5620797165811504,0.08639490962120927,0.248691800682429,0.20141422102525386,0.5796247095702459,499.9983270344804,499.9987101415068,499.99867855813886,499.99871013165205,499.9986954935085
300,0.20205353192562414,0.2473153509179836,0.07805205488245354,0.5825283040490328,499.9980415915351,0.2479047602152997,0.6350320276745656,0.20227641114303394,0.07864287210291838,499.9977205198125,0.2021914515305162,0.07757259407719444,0.24733205992447532,0.6735584225005532,499.9978559578234,0.2019484892573447,0.077909000969177,0.6228537555042762,0.247998846153891,499.99774664025216,0.666526261363275,0.07831248234680843,0.2473975241896009,0.20193775437249548,499.9978748696826,0.20202923627726999,0.2469263151283524,0.6615460871004113,0.07748272359859304,499.99795421654727,0.20219799766764,0.24690877931734798,0.6405130235253818,0.07832397692336754,499.99773108214686,0.652592875579616,0.07914249989587656,0.24701953500968962,0.20229914226112622,499.9976476795832,0.07909997126032994,0.2022596962433022,0.5983355722825645,0.24717954393399846,499.9980530657647,0.643706335370746,0.07785129105327002,0.24704850840550735,0.20221900394148193,499.99808655500823,0.07781796682987065,0.2467449474089317,0.20190125359682495,0.6291816774297158,0.07919065660183965,0.24736268733409106,0.20205277712620928,0.675337730784352,0.0795853451734273,0.2469313121738203,0.20210790999220862,0.6068053708867359,0.07871592770922592,0.24689208646273236,0.20196170179353884,0.5873661524764576,0.0782912575859979,0.24717198468164286,0.20191036406984278,0.6097383015436445,499.9977311782477,499.9977064015524,499.99775067466624,499.99815095718253,499.9979700492585
400,0.20260516673347895,0.24644729462024947,0.0715643512014149,0.5994887454017567,499.9975400268195,0.24657109715245973,0.6653662270273238,0.2026372692259217,0.07198650320716507,499.9974188605387,0.20279204945686183,0.07252585324224983,0.24602976477687583,0.7098818197632056,499.9972973262354,0.20279865238526268,0.0721374259429682,0.6509739312619774,0.24647665025994106,499.99736855256856,0.7031687450113181,0.07262071052583927,0.24697774340097958,0.20268109802302353,499.9975705507433,0.20250021119780184,0.24706811721362407,0.6975792783018187,0.07260869200584147,499.99741777394246,0.2026372799760509,0.2469377916228434,0.6736993945667274,0.0733417214259306,499.99752070602534,0.6843423228423556,0.07129599479594546,0.24629965051730043,0.2024464208600499,499.99760093680146,0.07364967167131319,0.20263880657313543,0.6180004263132239,0.24703531998808498,499.9973305591174,0.6770555029371556,0.07177271503611216,0.24603167934526313,0.20242783507047898,499.99735352884613,0.07172135984240667,0.24674214454292637,0.20249211897418715,0.6557302135391063,0.0720374941089513,0.24677918222745665,0.20245111652755907,0.7154612977679551,0.07143976881484043,0.24590609037764502,0.20289338380387723,0.629535228381471,0.07388787474910956,0.24588038549958058,0.2024018426962593,0.6096587045528984,0.07146049784701328,0.24595705589277658,0.20279313487649084,0.6422218905145243,499.9972759098098,499.99715902419337,499.9974365619221,499.9973277865457,499.9973880395539
500,0.20288030575727448,0.24507741758304422,0.06725344356190152,0.622372213018952,499.99681629244304,0.24519767416351282,0.6901940614863084,0.20340085619486015,0.0683644084104679,499.9968407957227,0.20331084490489662,0.06717209804245672,0.24602090319999229,0.7408004902855441,499.9967122552417,0.2032093582414739,0.06655106643823612,0.6713749794902577,0.24511841925793185,499.99705599826575,0.7313716418113099,0.0683209475949161,0.24554585046723326,0.2029821256001868,499.9969117189001,0.20293564733298403,0.24593104233035212,0.7237578222794117,0.06811665964404502,499.9968587860923,0.20320564291697518,0.24535723315604174,0.6976452330804347,0.06739974805273417,499.99662617202006,0.7168797253449508,0.06616955948247276,0.24532559173263888,0.2032636623027363,499.9966718948071,0.06702290158422641,0.2033986480004969,0.6397079741389661,0.2450341007029964,499.99681679895394,0.7071327848578774,0.06811358205574942,0.24511339805957966,0.20301564616927337,499.99695830773595,0.06722902271073503,0.24533997350308262,0.20290825490154782,0.678599838924325,0.06719276521079878,0.2451373656155055,0.20332526034728649,0.7447457050768463,0.0667829078603002,0.2460846285762584,0.2028824812254015,0.6541011791836017,0.06626913153569514,0.24529841850125134,0.20302116025402314,0.6291437477300562,0.0667898412290252,0.245039746713566,0.2030045569470896,0.6591326521346852,499.99689098740447,499.99679995506824,499.99685308870727,499.9968813245622,499.9966294407189
600,0.20334124423436556,0.2451647381078452,0.061559421711852434,0.6385826987502466,499.99622097584034,0.24526195410869944,0.7076349497505284,0.2036363261352633,0.061116713240730855,499.99625602105095,0.20375788641798107,0.06204633313777933,0.24520516148795676,0.7575277133367315,499.9964694503111,0.20350742802470126,0.06266199299003479,0.689489240510649,0.244709311340186,499.9965116061085,0.7504907346406294,0.0630532620041687,0.24500124074231888,0.20371728401560008,499.99667219918877,0.2035972126764883,0.24412708088627574,0.7443259851229307,0.06205256163035852,499.99659306767916,0.20342531024711966,0.24508996535065694,0.7167797328453857,0.0615118836686439,499.99625513807644,0.7359825423139624,0.06080468166842054,0.24431270916471695,0.20356901692273108,499.9962258399839,0.06273093778674058,0.20342581323172576,0.6579986585478607,0.24489528745146608,499.99641010121746,0.7299841468840811,0.06178183199586915,0.24429132720597735,0.20336745191019395,499.9964757329933,0.06305379226793617,0.24489637737451686,0.2034516018600125,0.7039174917905778,0.06305447984829425,0.2452659013823014,0.20382188658806372,0.7689217648619496,0.060696956881646925,0.24416097512343193,0.20383056227185983,0.6723411195335101,0.06257501455053545,0.24458980344353953,0.20377648298754314,0.6471015301402722,0.06240274543392243,0.24485816721437104,0.20363739710122142,0.6792033798217483,499.9966435835962,499.9965446395198,499.99619570150503,499.99661632827775,499.9962909566504
700,0.20423958584168947,0.24347742405561693,0.057248682492736076,0.6469485728109555,499.9959398964348,0.24428771033438135,0.7285518886271228,0.2041645171172735,0.056387297562096886,499.99610957556376,0.20419413151009197,0.05824037776901493,0.24363199904075525,0.7800009579948282,499.99603328658884,0.20421964755607416,0.05778665093907401,0.7101619552444464,0.2434138066283306,499.99599923203266,0.7728689075691872,0.05607936452468874,0.24336598599406764,0.2040657746872648,499.99591606787703,0.203841351381986,0.24363854804959478,0.7633835470947566,0.05745053508746276,499.9960166065906,0.20412877507108143,0.24406751996471818,0.7400984310376355,0.05663943800569596,499.9960736408235,0.7579158001963855,0.056940716251435465,0.24331508760960885,0.20412618037117278,499.9962030279317,0.05623152124487254,0.2040280879261973,0.6765546799506578,0.24393561587590715,499.99594721554126,0.7480302265955219,0.05656566453808906,0.2443529099278319,0.20389936814779278,499.99619736299655,0.056065847993740335,0.24375509310593416,0.2038645315637721,0.715315569188766,0.05794624998870787,0.2434767112979382,0.20409424842099283,0.783480490627313,0.05630249651880816,0.2444434463343725,0.20391184852150168,0.6871575566235344,0.057198498109076484,0.24380548597111965,0.20400915530771682,0.6642254882560101,0.058344660839411026,0.24347811267426478,0.2039992972293143,0.6999069891830546,499.99608648083324,499.99603962508684,499.9957247234972,499.99591871921365,499.99584179322585
800,0.20458830120759006,0.24284703030189153,0.05314137182248215,0.6622192067319586,499.9954847514598,0.2434081522187644,0.7428004150879933,0.20436554591684133,0.05366820676583851,499.99536897078667,0.20435036144370494,0.05152822390290031,0.24325160232978582,0.7910448788009192,499.9953939062116,0.20448299761827893,0.05219183591266139,0.7228027194514084,0.24268884949461925,499.99567477449585,0.7836152835799179,0.05306473624689457,0.24332351228158977,0.20449046575159777,499.99571026315346,0.20416940784917328,0.2428137575188776,0.7747356305443974,0.05272212785056083,499.9954698598434,0.20449811422214348,0.2431674671758225,0.7554030411206388,0.051576277891564694,499.9955467087367,0.7733242189062998,0.05387875665168114,0.24297591095171175,0.20429140720823977,499.99554729548396,0.05400394024274894,0.20439843933006574,0.6901340331052119,0.2436003697186415,499.9956290208116,0.7596204367785395,0.05259006560715775,0.2434633833445019,0.2044744151361688,499.9956795597779,0.05350260664876357,0.24320828610908496,0.20450587365286882,0.7364901700759928,0.05152819284488903,0.2428462167613993,0.20430507567555964,0.798596742029286,0.052264300674731055,0.24310247025025045,0.20452543384991434,0.69875567898695,0.05223454393098961,0.24314880666718014,0.20466342863923606,0.6757720665449763,0.051756748511769764,0.24291330893148527,0.20455025529902285,0.710359192416479,499.9954075504606,499.99537229630516,499.995560239745,499.9954111811374,499.9957673153434
900,0.20453099043153258,0.2417037592597503,0.04959818080572299,0.6713018836856925,499.99534892272703,0.2417596136165172,0.7550887947356838,0.20494179943706983,0.04851114101331649,499.99545351380203,0.2045631675768993,0.04912856466109871,0.24167198949339402,0.8067525826809077,499.99536705000133,0.20488375849387616,0.0478688173514136,0.7347949057951546,0.24263166523189147,499.9954097540329,0.7938291251207629,0.04750544875201925,0.24248085179254447,0.20461852212371054,499.9949672712174,0.20502109001150204,0.24185595826270845,0.7879355224310918,0.04834368201642717,499.9954287606118,0.20504909418499664,0.24249095661536058,0.7641867174260415,0.04905983044502528,499.99523839253163,0.781966485993738,0.049804117999540626,0.24264248919903628,0.20498108078494504,499.9952906819623,0.04857779862712374,0.2050450067366694,0.7006215686955508,0.24252608433791037,499.9951997655453,0.7721186440368183,0.04972105326998311,0.24222603381027746,0.20481489174818276,499.9952828224293,0.04941343276854105,0.24196308864845434,0.20454718098223673,0.7481237729401139,0.047619122882264546,0.24153577763571799,0.20458786435338142,0.8140328670069639,0.047353289792809415,0.242140946233846,0.20460112700016622,0.7147315115145354,0.04930641854529247,0.24216221445555575,0.20502413410958603,0.688018356069092,0.04864894682308537,0.2421578816696471,0.2047370615599774,0.7230772630928496,499.99537166538397,499.99515686378095,499.99537265626896,499.9953009492956,499.99538687311053
