milliseconds,Cln,ClbSt,MBF,Nrm1t,ClbMt,Polo,Sic1t,SBF,Cdh1,Cdc14
0,0.09954998147979827,1.0014795723518337,0.0500176194253489,0.5090013728542537,0.9995812314711032,0.2496870481576146,4.120574112771344e-05,0.9979424837550499,-2.2894342641903536e-05,0.10152869902413861
100,0.10883063449729974,0.9892588571674128,0.04988196786424206,0.5091769940231178,1.001214271582953,0.25114511727569144,0.00169030335103492,0.21853921397781692,0.0011107433108507464,0.1016849054292594
200,0.10833448360637632,0.9821353016562369,0.04943106359860302,0.5094617824407409,1.0014161081806017,0.2517774311016246,0.002746048052798513,0.06304142668077117,0.0011374301783499822,0.10369131188333235
300,0.10708932659470936,0.9767882670697552,0.04916453174548807,0.509578641784774,1.0031626790724033,0.25195985152361355,0.0035066483738007037,0.05116459410568679,0.001162841003051633,0.10688064464239781
400,0.10579525934206345,0.9651375066780868,0.049144221011208626,0.5099183914599897,1.0033127751722573,0.2524013570923153,0.00398883941453715,0.04127942059351286,0.0011759702066518791,0.10782519048500899
500,0.10554538441421568,0.9544861984636217,0.048698427666015204,0.5101625885137137,1.0043807312065345,0.25364814833933685,0.004339409059203244,0.04855201300606732,0.0012086612790134592,0.11125853696018399
600,0.10429445953443989,0.9440305979766883,0.04847217317498321,0.5102329877315536,1.0056620810009465,0.2546251300479116,0.004655147080190189,0.037829794568120544,0.0011996784535188427,0.11319512359159892
700,0.10270147644211162,0.9315325116239217,0.04838063972318033,0.51058892893603,1.0066609637389239,0.2553701623973863,0.004838562834831973,0.0413626024952487,0.0012296147873023522,0.11403222547628701
800,0.10071372900482578,0.925770000443562,0.04813125037747978,0.510777996983605,1.007379649850698,0.2553406933729085,0.004942817101021276,0.04014418744759093,0.0012573120653108147,0.11710476124714089
900,0.10013244036706638,0.9170574283211599,0.0478354871788896,0.5109332083952525,1.0078809728531237,0.25627591006958284,0.004998530091807868,0.03564667383755511,0.0012753535337365121,0.1191684230999859
1000,0.09923607623047614,0.9156040989118819,0.047530596693346985,0.511132625954375,1.0090817916084054,0.25749528878614825,0.005035889301063163,0.04678336258905436,0.001270617041305725,0.12191064706687377
1100,0.09830104249879337,0.9022143622432208,0.04735507754440849,0.5115015215020255,1.009871053276806,0.2577058008558625,0.005116816526451906,0.0409892711609111,0.0013080481895271228,0.12472023693411585
1200,0.09673287875240051,0.8988203584438474,0.047141931801663324,0.5114683171156188,1.0109267671117388,0.2590789913219874,0.005128121524251328,0.04245245889863512,0.0013249704177305912,0.12472804086432737
1300,0.09606536858111528,0.8810298628523654,0.0467791441790841,0.5118197182456301,1.0116536591745664,0.258895346753469,0.005167373541801808,0.03892712024450183,0.001343229474160374,0.12996751365925494
1400,0.09403672879502753,0.8797436001304272,0.0465520640841884,0.5118879522562519,1.0124559516596592,0.2599429048029376,0.005280752302672829,0.04441642410612737,0.0013979836000010482,0.13065275953358843
1500,0.09310279169577931,0.8648106727154825,0.04646886066596491,0.5122783432360926,1.012457468309655,0.2607516450047847,0.0052435981400101705,0.038171305731203635,0.0014134717986210197,0.13293846151764274
1600,0.09272892054061756,0.8643990158956907,0.04619886160730177,0.512416450390372,1.0137959335270448,0.2619268116508993,0.005312010096152685,0.0387505104479945,0.0014307369761629764,0.13764950640833098
1700,0.09174093898063015,0.8590540910795942,0.046113211788727994,0.5126697916923725,1.0146113856744272,0.26267250351237675,0.005270985458058329,0.04424139933209627,0.0014356472656692496,0.1371573221856639
1800,0.09046620420823273,0.8461575700700543,0.04568819673253635,0.5127888206093493,1.0157516002548481,0.2626967381419156,0.005327733895720687,0.031841510121178675,0.0014551303399544329,0.14262074898360003
1900,0.088803613915555,0.8372892566175741,0.04564213718926515,0.5131199244633627,1.0164962329262575,0.2630917390104685,0.00534618895386081,0.04364442224594815,0.0015251860858893752,0.1433270832416116
2000,0.0881848900507489,0.8277983652651594,0.04543873064039723,0.5132139244160016,1.017090307845069,0.2647236624670161,0.005403466389777253,0.04100914629301803,0.0015271065344203802,0.14480372847976963
2100,0.08674214360632503,0.8204809447499616,0.045147265187172325,0.5132992753205243,1.0174594780364534,0.26474213149256615,0.005432772566008179,0.03600338591875545,0.001534031208680009,0.14910307625995609
2200,0.08643849762594162,0.8183423369461255,0.044726457297455904,0.5135041768705554,1.018252834350234,0.2656257075333038,0.005458462186868985,0.04365460813478751,0.00158416036169428,0.15279216567392767
2300,0.08582982747672484,0.8108431922166212,0.044757011797188405,0.5138021998228507,1.0201495905009959,0.2662390809454642,0.0054347908369109695,0.03992365718018204,0.001623785040035191,0.1554146504782909
2400,0.08372289120970156,0.8050585552875108,0.04439432051324182,0.5140252172599219,1.0200421306203629,0.26714586217287567,0.0054239312135413355,0.037210364232846474,0.0016338540739501003,0.1581521647858334
2500,0.08343122566118359,0.7928890329772007,0.044111211769739714,0.514159955733609,1.021764119439554,0.2680440878954258,0.005517823094975501,0.03566415866021705,0.0016730240014058812,0.16253869743949387
