miliseconds,STU,STUS,STUST,STUSU,SU,ST,SUST,SUSTU
0,5.014022882594521,-0.01071050411459839,-0.007213961401745943,0.007481194428633217,-4.126904691799647e-05,0.046006489467716426,0.0005290205564170991,0.00019943834861994487
100,0.6897779279515766,1.8866348475038113,2.3603066477959094,0.0259537326542392,-8.184421110293182e-05,0.2800928442964788,0.0005309619841711557,-0.00026186931062569663
200,0.5548458894915588,1.6409806222347094,2.7052479912044056,0.0329366846353804,0.00011097811565539781,0.655851666898168,0.0003435382587730222,-0.0002945749534904941
300,0.5460111711256856,1.607054084471873,2.736762622904397,0.05578849546261651,0.0003098922906624426,1.2427906279699361,-0.00031457182537372334,0.0003843566542334399
400,0.5032701420202683,1.5902336732855884,2.7449059189120555,0.060522081763007246,0.00047760831888632736,1.675482450796037,0.00024377169588589152,-6.857455381884815e-05
500,0.5088324085881478,1.5731487233728334,2.713948341710962,0.07645991569983995,0.0007472055683938431,2.0983625926222955,0.0003391491206702652,-0.00011318728929260963
600,0.5184955624738148,1.5692321596760064,2.712313653235771,0.09149627464239468,0.0009308912680992302,2.4498884184838423,0.00012816018916004724,0.00025685958020391097
700,0.46318755946878115,1.5538914039789762,2.694674262740047,0.11314986801538233,0.001245413872841842,2.702560987619573,2.5735881010981437e-05,-9.779253359891267e-05
800,0.4805588576127976,1.5438844199172557,2.6956603190014743,0.12216769341886129,0.0013742553045578752,2.956724157045876,0.0011152147689997935,-9.94412353079037e-05
900,0.499191502582866,1.5383766932497447,2.673742041734672,0.1364539303747253,0.001811482467835059,3.4313351228180764,0.001355772651603353,0.00025533485820519025
1000,0.4371428841248847,1.524258964812324,2.677567385413044,0.1570683803206915,0.0018520734576334076,3.5790524736173523,0.0017395211183132582,0.0006498964096190218
1100,0.47128744048179916,1.502601957176913,2.6708236707273723,0.16441403679521305,0.002097053729651682,3.928653545445321,0.0016321546414386741,0.0004934760751193053
1200,0.42608782076799945,1.4892290850279364,2.669757386614739,0.184136212164589,0.0022391858105410625,4.076827272973162,0.0018705695781983554,0.0006147492885597712
1300,0.4755183587534964,1.4875359062358429,2.6605662925200697,0.19318108988020682,0.002522313275930641,4.307874042022651,0.0034728971335820386,0.0008825560715662726
1400,0.4366873201033905,1.4665402750840513,2.618394057198405,0.19932725702430776,0.0026425211755251614,4.560161845155383,0.003962612085335648,0.001238905326581576
1500,0.4209433374567047,1.4591487041769553,2.627502722566107,0.21880990642882917,0.002815915868242591,4.629778752235323,0.004376860290860735,0.0013786747637376858
1600,0.41309390325905054,1.4514635613871394,2.6247233015152434,0.22441972403405208,0.0029740237983430316,4.7582503502738,0.004399510243941502,0.0016301477628279713
1700,0.4323052411210969,1.4383078548280408,2.5975081980893098,0.24776152064277548,0.0029729326317661127,4.983013812729941,0.00534894409775828,0.002134317425014734
1800,0.40777532318115217,1.4432118709109099,2.5913895306828056,0.24818867962823865,0.0030541312728388646,5.168392786865099,0.006176871464829517,0.0026622491422309486
1900,0.401319679970354,1.4311718210179982,2.5924133085263215,0.26491059155350294,0.0034074818261359534,5.302364412650918,0.006644488391214896,0.0030133646486673518
2000,0.4178556145558042,1.4058476665833508,2.5469814858687956,0.2733496420935246,0.003548519050636619,5.460453091710977,0.007376784421731263,0.0033502157240905346
2100,0.43618191209158336,1.3980958933974823,2.550529907648151,0.284437182430729,0.0036777517913031484,5.55345993330863,0.008259714239879423,0.0036253210675979666
2200,0.4458950670797442,1.3913383327547686,2.540575698903891,0.29390567017436897,0.0037715296942993086,5.679826362361341,0.009123794865223472,0.0042381768141858825
2300,0.40249490557238754,1.3830217768648294,2.5257605691487335,0.31914721263453905,0.004066521691438454,5.666829654720429,0.010064813282469462,0.004205134374257054
2400,0.4337361320052148,1.3928571740735123,2.504512506233242,0.3247908867748988,0.004069713119059774,5.845505627040768,0.010855688037516647,0.005127917227588119
2500,0.3760715713655116,1.3811846803947128,2.5025884745200804,0.3323855241171764,0.004279688775210253,5.975950403895504,0.010832274328578702,0.005286429771127327
2600,0.4112841729269589,1.3794682639946736,2.4914017597926104,0.3461350927608445,0.004465114404018796,6.03005418134933,0.01190283506098559,0.005840642468025867
2700,0.41957652177389043,1.3587521639680837,2.4807925800016153,0.3597438596854102,0.004535558252009316,6.138283019420697,0.012483507733607591,0.006820813512090571
2800,0.39747995521552015,1.3632954739404346,2.4778149999769896,0.36012251227040426,0.004835757430047058,6.186809285409988,0.01330079130502366,0.007212423704822187
2900,0.4228890458724694,1.3571917373179232,2.449553309003966,0.3764492545310382,0.004934702276578644,6.146237925010616,0.014977219301442014,0.007752821302825658
3000,0.39541792266934433,1.3367796834266212,2.433666424842026,0.3865180958552491,0.005145684118570538,6.333809924011909,0.016007302195438895,0.008347820975825478
3100,0.3707269250158791,1.341518328503389,2.428298029322526,0.39131762878112414,0.005433692792186622,6.304017905632754,0.01661232495384571,0.009411296327596621
3200,0.39172903383761176,1.328829446415167,2.4234776484627822,0.3962355214147585,0.005432022975293144,6.382179669258964,0.01788506894145301,0.009523315159874087
3300,0.37570111592037037,1.3266609248822312,2.419163531986086,0.41042619818191856,0.005716117111666154,6.307855586699956,0.018801974181492716,0.010769512033961993
3400,0.39580876092797374,1.3126747750989038,2.4160400632367014,0.41347531638644125,0.005763244646333061,6.397022337466872,0.019429474090124403,0.011178485594210195
3500,0.38209913874264423,1.3117016256007226,2.3835000422575265,0.42966186477720086,0.006113985642446901,6.495340650649176,0.02057663748342295,0.012249986961507808
3600,0.40081783599750875,1.286643390439486,2.374872817521589,0.4384508281928197,0.006284146366737639,6.49192081962711,0.02122938724877708,0.013002228677910746
3700,0.3581581321228868,1.2795708422663876,2.3559124174875925,0.4424986675449968,0.006357549621795846,6.471582217705149,0.02228360699278876,0.013518618472379096
3800,0.3985655478353933,1.2819327295026848,2.359969201718236,0.45695635058975453,0.006656465936741478,6.580252099942771,0.02324010936059846,0.014157595002196693
3900,0.3851299717645556,1.285726073892754,2.3612999774494297,0.4704600022722973,0.006730258291601659,6.62558593267653,0.024881716869882154,0.015394656109724325
4000,0.37960343470669433,1.2777323223106045,2.342243220158244,0.47229458195122864,0.007020792337142058,6.573051957041239,0.02579914180086629,0.01620251716162741
4100,0.3663696683364406,1.2725526816918553,2.307962180953296,0.4857502086805231,0.007305980794553422,6.655959882946233,0.026907374493711805,0.016588159213330865
4200,0.36312991036565684,1.257341167905989,2.3075692600574094,0.48928040831746294,0.007535208594327331,6.5848555064976315,0.028097994722337625,0.017292015670380665
4300,0.3832265902011165,1.2470926914054754,2.2849441738050933,0.4885352292616399,0.007575630100044443,6.612853910029926,0.029107973134980678,0.018410813282019562
4400,0.3769650168936992,1.2383605039349912,2.291352546877491,0.5073380417088785,0.0077522893328216755,6.624842795261308,0.03073959711344135,0.019103157482138675
4500,0.357920174263398,1.2387577889114614,2.2879623559930757,0.5112928451430477,0.008167947103897679,6.743634892038502,0.030849136295382423,0.020545253552810352
4600,0.3313925089174397,1.2253613226121214,2.2784533617078666,0.5123750318502452,0.008187621375868252,6.673838317193607,0.03239568456107832,0.021436021561986218
4700,0.3475614259504526,1.239189432560477,2.2584516014039573,0.5187328682237707,0.008474648070213163,6.704840021302386,0.033401123847962164,0.021825927662470188
4800,0.3738465601476501,1.2320115524887172,2.2503489685743814,0.5346098799173506,0.008771153157917853,6.6567013837961575,0.034798259555221304,0.023529069702068726
