miliseconds,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit
0,5.027123664761494,56.84518078294846,0.05102086196954389,63.76511999910066,0.006371934733231951
100,5.040468270980276,57.7761803204433,0.051644798823553446,64.72341032964447,0.006628704918154908
200,5.080390969107367,58.80172009497491,0.053391738774868594,65.54039050324668,0.0068761507505089425
300,5.080986011943258,59.64680198965404,0.05392483129989629,66.44589284246605,0.007072866829302641
400,5.141589941813975,60.06931636107191,0.054870732734560015,67.09734603306525,0.007334390813647023
500,5.146761661162163,60.89670370399616,0.05607221590569158,67.48840860050855,0.0076164167465797945
600,5.157884189591452,61.995430483269665,0.05756637617361282,68.57359774128147,0.007818329102675476
700,5.195053089134458,62.67958939084627,0.05873065994666707,68.74259697713917,0.008109803566689378
800,5.239876553645658,63.1593714899179,0.0607768823276313,70.08505389976901,0.008413355324357477
900,5.262711972325053,64.33142857426758,0.06161036797901996,70.04937576524195,0.008709600604782904
1000,5.281918679208524,65.4752540839075,0.06316282954002894,71.15142835054017,0.009101511568268942
1100,5.319663841077769,66.4130201166299,0.06421548772158932,71.67317711900883,0.0093927685348932
1200,5.363119426991011,66.86134160465444,0.06625570130959342,72.87254773208225,0.009771828060115369
1300,5.3480571153139085,67.41428177275702,0.06762572059477008,73.67279752739948,0.010032847120930563
1400,5.411163290665062,68.27165731840374,0.06907729510898768,74.00090954920027,0.010435930126081164
1500,5.412723633554738,69.32402167736313,0.07090849215278285,75.1608346232639,0.010818234694888396
1600,5.449326378105281,70.56952270407308,0.07167047767875233,76.15442452824975,0.011311597832185142
1700,5.491320854177304,71.50606073190762,0.07380276444273554,76.77154872770348,0.011735361535658842
1800,5.488287018655605,72.4419587961815,0.07495776227158019,77.36197755878922,0.012094921170994085
1900,5.527319794705031,73.56464610122173,0.07689325321245633,77.3502434052492,0.012604194738761305
2000,5.551410525314836,74.3155673350822,0.07939960724385427,79.02237069210729,0.013138468799795777
2100,5.583325708364811,74.91540834290971,0.08121155582342283,78.85191583306322,0.013587748421983818
2200,5.603280984563736,76.28448573880533,0.08315688161787364,80.01013929657574,0.01406665271886968
2300,5.618294945994494,76.95662610018461,0.08456690266613134,80.44344336047506,0.014622857580943583
2400,5.6433018007853315,77.6043961759042,0.0869909151175146,81.62991566721617,0.01526948406170589
2500,5.687260409501391,79.01690583404,0.08926470784618543,81.5528531355674,0.0158024948839184
2600,5.685047821977383,79.41446008434679,0.09092896829605339,82.42499748430987,0.016416692566148684
2700,5.726435373225062,80.78086703682818,0.09357260182383155,83.03124725495114,0.01714322711506884
2800,5.756173741889233,81.4942825627318,0.09591123687749452,84.22504051883189,0.017760864821598384
2900,5.792877776949629,83.02488540274811,0.09787565560240029,84.19310485229045,0.01856627754720551
3000,5.785040175384582,83.41260558025583,0.10064850803969912,84.89459207995233,0.01920666897155437
3100,5.816772441724952,84.94290267352034,0.10312793515059152,85.51212915198533,0.020035343829099963
3200,5.831370708228117,85.78220055702245,0.10581242461185393,86.50327025710143,0.020883258751087774
3300,5.873041644073286,86.76944544635808,0.10819746260828435,86.54660489039236,0.021764392334494415
3400,5.879850366474667,87.70610690889148,0.110940639756207,87.28888567873508,0.02262252720086133
3500,5.925658948617253,88.70621257348674,0.11449070545554181,87.78668681936179,0.023583892725383186
3600,5.934329407348895,89.60802116602201,0.11778108742806159,88.62440421754592,0.02457903452328385
3700,5.962125755555403,90.63684345165103,0.1206780194723646,88.79790421586344,0.025582588552078366
3800,5.953086492388225,91.66534145970633,0.12380419977573702,89.41206674188669,0.026721745545891903
3900,5.9840011213449005,92.71198610081404,0.12682810826437146,90.01078604948003,0.02774948732741257
4000,6.009706651365992,94.07789202828256,0.13077489962836278,89.82073676971909,0.028977425845114223
4100,6.036222791736168,95.10628451724024,0.13430707578988585,91.00761747455806,0.03030523373357545
4200,6.05583506299862,95.6993377283409,0.13834333378207167,90.77918255141154,0.03156943101462823
4300,6.0628300520550935,96.66691996109154,0.142140515110848,90.99814481545647,0.03293786271444266
4400,6.0894879156076485,98.18726525723805,0.14653650461539516,92.18835617134962,0.03441128247744779
4500,6.115496676182956,98.93225871697554,0.1510204570525015,91.62854500870115,0.035945942095096994
4600,6.1164849935771555,99.66414353687117,0.15590142657588782,91.99308227835488,0.03757607084980469
4700,6.146875222609998,101.24297687265326,0.1602708667141772,92.3118509739125,0.03927659858019398
4800,6.154631102541044,102.40046394053371,0.16533636305462066,92.35793884093,0.04108460215875538
4900,6.186382376122785,102.97368462038189,0.1710386622797781,93.35243282802219,0.043022524658347425
5000,6.176321022517377,104.71141815059809,0.17690931459494624,93.24323097248832,0.0449991541152688
