miliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,-2.022165006135913e-35,0.0117590568706314,-1.7382148878453653e-34,0.0379799887571665,-4.864430855547155e-35,0.00394239990123767,-2.9922105152073533e-36,0.00200010981212238,-1.7788333774016735e-36,-3.0522451705962297e-40,1.5821833083706003e-05,-2.9015875071036615e-37,2.30017456622937e-08,1.3524819675704803e-05,9.353347240589147e-06,3.3311210465159e-08,2.6442927116800195e-52,-9.360320264112102e-36,-3.04512248274557e-37,0.000286841656341217,0.0030378361484431904,-1.5953281370995909e-34
100,2.6019385257851494e-35,0.0117590568706314,-1.2986661564158622e-34,0.0379799887571665,-7.391669885091012e-35,0.0039423999012376705,1.0796952068431442e-34,0.00200010981212238,2.910634121327439e-35,9.050527553376328e-40,1.582183308370626e-05,1.8984006107167756e-35,2.3001745662293693e-08,1.3524819675705141e-05,9.353347240588553e-06,3.331121046515881e-08,-4.683706361115072e-51,5.310096234348284e-35,3.773598310056382e-37,0.000286841656341217,0.0030378361484431904,-9.475486015311293e-34
200,5.331513210539957e-35,0.011759056870631399,-5.7241944657666486e-34,0.0379799887571665,-1.4220555276608148e-34,0.003942399901237671,1.9444569543405225e-34,0.00200010981212238,5.871710193274823e-35,2.415074300834883e-39,1.5821833083706274e-05,4.898885048800916e-35,2.3001745662293693e-08,1.3524819675705182e-05,9.353347240588492e-06,3.331121046515888e-08,-1.3037978274397012e-50,1.5870109258636463e-34,3.5172498043621616e-37,0.000286841656341217,0.0030378361484431904,-2.652181911984546e-33
300,1.0611285986562964e-34,0.011759056870631399,-4.439650051294232e-34,0.0379799887571665,-1.8180343980867505e-34,0.003942399901237671,1.499700126132761e-34,0.00200010981212238,1.0119584751265016e-34,3.4257054338411346e-39,1.5821833083706298e-05,7.785712186514216e-35,2.3001745662293693e-08,1.3524819675705224e-05,9.353347240588434e-06,3.3311210465158936e-08,-2.189937638457976e-50,2.303904272678418e-34,1.3315719207208083e-36,0.000286841656341217,0.003037836148443191,-4.364598343625177e-33
400,1.7435823283320701e-34,0.011759056870631399,-2.767481105342513e-34,0.0379799887571665,-2.6391206675809344e-34,0.003942399901237671,2.1591393072857443e-34,0.0020001098121223797,1.2761382738607497e-34,4.412538434273399e-39,1.58218330837063e-05,9.71095209003154e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588385e-06,3.331121046515899e-08,-2.8340980453454444e-50,3.281682179996925e-34,4.4087266414038676e-36,0.000286841656341217,0.0030378361484431913,-5.906770760182167e-33
500,2.1360460049647394e-34,0.011759056870631399,-3.8113169922038413e-35,0.0379799887571665,-1.252770512025602e-34,0.003942399901237671,4.256951339913654e-34,0.0020001098121223797,1.3426165147063873e-34,4.8158537503432995e-39,1.5821833083706305e-05,9.626109680549814e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588392e-06,3.331121046515899e-08,-2.843751281594266e-50,3.3493118481286778e-34,3.819690486347901e-36,0.000286841656341217,0.0030378361484431917,-5.299347968598235e-33
600,2.6173049614666874e-34,0.011759056870631399,1.61073224937825e-34,0.0379799887571665,-2.899646176296802e-35,0.003942399901237671,5.686365603781591e-34,0.00200010981212238,1.4650953552704721e-34,6.5010816480299e-39,1.58218330837063e-05,9.384630310799538e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588386e-06,3.331121046515899e-08,-2.961140926725846e-50,3.4729850144756187e-34,7.061923968885605e-36,0.000286841656341217,0.0030378361484431917,-4.1279554811183845e-33
700,2.9342132444580955e-34,0.011759056870631399,8.090566493983182e-34,0.0379799887571665,1.0800962806463554e-35,0.003942399901237671,5.682239197780892e-34,0.00200010981212238,1.5792617042907212e-34,7.396873764576753e-39,1.5821833083706305e-05,8.919150338193959e-35,2.30017456622937e-08,1.3524819675705258e-05,9.353347240588383e-06,3.331121046515899e-08,-2.9946227766852035e-50,3.808274964752647e-34,1.0387181878277778e-35,0.000286841656341217,0.0030378361484431917,-3.618298659577511e-33
800,3.571619550548691e-34,0.011759056870631399,1.5011885821620296e-33,0.0379799887571665,9.502975368238366e-35,0.003942399901237671,7.135150886480958e-34,0.00200010981212238,1.597164960989462e-34,8.862909491128025e-39,1.5821833083706305e-05,8.657132934833245e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588388e-06,3.331121046515899e-08,-2.970442112234477e-50,3.9914452114070445e-34,1.2587521188627967e-35,0.000286841656341217,0.0030378361484431917,-3.080560292931257e-33
900,3.93528549704051e-34,0.011759056870631399,2.0987323361041753e-33,0.0379799887571665,1.4386332986131006e-34,0.003942399901237671,8.154126058600467e-34,0.00200010981212238,1.758614768696348e-34,9.682507486647005e-39,1.5821833083706308e-05,8.420634738624831e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588393e-06,3.331121046515899e-08,-3.1004946240369197e-50,3.921553473830005e-34,1.277146600327711e-35,0.000286841656341217,0.003037836148443192,-2.2525070618990934e-33
