milliseconds,VENUS
0,1.002388646155343
100,0.9951129356393261
200,0.9976270297977967
300,0.9922022591752039
400,0.9927512117448777
500,0.9908840457285648
600,0.98934014521129
700,0.981881226300975
800,0.9818621791781604
900,0.9785391400510218
1000,0.9763062487601474
1100,0.9776171486997336
1200,0.975570911626319
1300,0.9695174085710591
1400,0.9719358634869885
1500,0.968038154623718
1600,0.9684633266959634
1700,0.9645491800241837
1800,0.9589968048843834
1900,0.9587049269854043
2000,0.9598652616833948
2100,0.9567151836318557
2200,0.9541148916959545
2300,0.9534535140334602
2400,0.9507627722513871
2500,0.9440995127267409
2600,0.9467440366876119
2700,0.9448893035108286
2800,0.9417390073758367
2900,0.9381029719677304
3000,0.9385833344537947
3100,0.9354145859890981
3200,0.9316147136858622
3300,0.9269610262436795
3400,0.9274466301790822
3500,0.9255992538849047
3600,0.922169048243559
3700,0.9194120275669889
3800,0.9217591854121119
3900,0.9197709011907935
4000,0.9173366685073809
4100,0.9138527260772741
4200,0.9122429588816381
4300,0.9102859018657011
4400,0.9049551560057089
4500,0.9025229156427016
4600,0.9057472009679651
4700,0.9022961553338219
4800,0.9010527926713635
4900,0.8965404916394241
5000,0.8983639361705306
