milliseconds,VENUS
0,0.9978374204584177
100,0.9978280243331368
200,0.9967830937378008
300,0.9949452749039975
400,0.9923044224732492
500,0.9916494133264465
600,0.9854739698386951
700,0.9844438149163989
800,0.9823001733432247
900,0.9805469810303747
1000,0.9812997463465174
1100,0.978083875129533
1200,0.9715644084247934
1300,0.9703273547170034
1400,0.9689870554757593
1500,0.9702266686185836
1600,0.9684274140317122
1700,0.9622861007139485
1800,0.9604680672570423
1900,0.956946211955288
2000,0.9564957171774091
2100,0.9561656019883296
2200,0.9541395898307534
2300,0.9513400764957385
2400,0.9465133818670458
2500,0.9437290624603015
2600,0.9415757653921296
2700,0.943957580740137
2800,0.9375604656514203
2900,0.9410114123440332
3000,0.9351575491090561
3100,0.9360776046156892
3200,0.9349172508083089
3300,0.9314062691281748
3400,0.9255236436503761
3500,0.9250422691586684
3600,0.9261913325915133
3700,0.9237069216583177
3800,0.9207647859460583
3900,0.9189882156579623
4000,0.9156108642832815
4100,0.9154577728905503
4200,0.9135934525923071
4300,0.9096926650014887
4400,0.9080454882444637
4500,0.9025413487987235
4600,0.9013693154041165
4700,0.9009245704700286
4800,0.900482450068607
4900,0.8969390012657679
5000,0.8938553235695382
