milliseconds,VENUS
0,1.003020074085187
100,0.9996599831751911
200,0.9927686263932626
300,0.9916825572984187
400,0.9894653319652679
500,0.9892732621153487
600,0.9848530672471972
700,0.9819497668543404
800,0.9799351764909088
900,0.9808619693304013
1000,0.9763776282738871
1100,0.9763689391321203
1200,0.97183564578657
1300,0.9718080854070595
1400,0.9675227433414089
1500,0.9684219514396367
1600,0.9658910648178951
1700,0.9634039615668603
1800,0.9608374334788744
1900,0.958884049490071
2000,0.959064092089979
2100,0.9553598520607207
2200,0.9544043886751911
2300,0.950905960164425
2400,0.9492902503163245
2500,0.9472892799680339
2600,0.9433144324683055
2700,0.9437887561719772
2800,0.9407076105009745
2900,0.9358865249045116
3000,0.9371060871399777
3100,0.9354282379398186
3200,0.9295291345374478
3300,0.9301039459825164
3400,0.9304086595524794
3500,0.9254881450150334
3600,0.9225674637612479
3700,0.9217839499030673
3800,0.917867579373573
3900,0.9201463889754237
4000,0.9146806430069525
4100,0.9156091957269251
4200,0.9139763634510871
4300,0.9100877563755039
4400,0.9073962911019459
4500,0.9041530134694453
4600,0.9062433853132966
4700,0.8996599194113871
4800,0.9010570710058678
4900,0.8961419536168004
5000,0.8961893645238036
