milliseconds,D_1,E_1,R_1,RS_1,theta_1,X_1
0,0.0,0.0,2.5,0.0,0.0,0.0
100,0.00957970254712894,0.016028436760516924,2.4996772400455227,0.0003226779047656206,0.00419887966156841,0.00013464959833673582
200,0.01914711017871163,0.03211288285319121,2.498769800842209,0.0012289559941775327,0.007814145755517587,0.0005074664764499711
300,0.02868990457930901,0.04824521288656535,2.497359337603711,0.0026347029446108397,0.010929773609564408,0.0010773708467210301
400,0.038195781390352526,0.06441826533322598,2.4955158845224905,0.004466276362796238,0.013619208118777407,0.0018098999021837264
500,0.04765249273354551,0.08062573675271337,2.493299265382529,0.006659478127600038,0.015946438993059232,0.0026762206461829
600,0.05704788747862667,0.09686208449558413,2.4907603691910705,0.00915856875833725,0.017967004585724596,0.003652286422832847
700,0.06636994960415617,0.11312243739464851,2.487942295306053,0.01191534452522534,0.019728926499413713,0.004718119113686956
800,0.07560683550070045,0.12940251370067773,2.4848814022959544,0.014888265953914199,0.021273578888585346,0.005857174371032754
900,0.08474690969457474,0.14569854540977098,2.481608254131973,0.018041650851184893,0.02263649616730386,0.0070557874186084136
1000,0.09377877859056373,0.1620072098203994,2.478148441311395,0.0213449494378906,0.02384810844639232,0.008302712515253887
1100,0.10269132244538362,0.17832557242893488,2.4745232902482797,0.024772099088923315,0.02493436734838829,0.009588739951754197
1200,0.111473725789125,0.1946510310617991,2.4707504940095673,0.028300938358241552,0.025917351632105283,0.01090636152153316
1300,0.12011550640365523,0.2109812704615513,2.4668446721813835,0.03191268039554866,0.026815768865550132,0.012249478296321129
1400,0.12860654244172653,0.22731421933362764,2.4628178529899754,0.03559144879200191,0.02764542803959011,0.013613156579958844
1500,0.1369370977686307,0.2436480143080332,2.4586798835883408,0.03932387268658647,0.028419638274344284,0.014993427276260074
1600,0.14509784550708554,0.2599809678811837,2.4544387822724434,0.04309873282092458,0.029149564727329418,0.01638711723843317
1700,0.15307988986147558,0.27631154090426624,2.450101043803103,0.04690665065860863,0.029844535968649413,0.01779170517692484
1800,0.16087478611815423,0.29263831859151074,2.4456719010234345,0.05073981783858827,0.030512312677343903,0.01920520074487618
1900,0.1684745587460474,0.30895998981992034,2.4411555464157075,0.05459176284616928,0.03115931998512099,0.02062604489297159
2000,0.17587171763074433,0.32527532928651404,2.4365553200554437,0.05845714949586323,0.031790848674766885,0.022053027515064563
2100,0.18305927240005498,0.34158318228649126,2.4318738687815356,0.06233160357994031,0.032411228159626354,0.023485219079242517
2200,0.190030744836729,0.3578824517462288,2.427113281112749,0.0662115637073254,0.03302397493104369,0.024921913797094665
2300,0.1967801793579226,0.374172087162263,2.4222752008747706,0.07009415345947936,0.03363191998496987,0.026362582968478484
2400,0.20330215122173753,0.39045107544948554,2.417360919635938,0.07397707498134155,0.03423731530977135,0.02780683823904678
2500,0.20959177360622389,0.40671843258935797,2.412371460521834,0.07785851147933807,0.03484193168947194,0.029254398683009157
2600,0.21564470168490082,0.4229731976201082,2.4073076402052056,0.0817370526395247,0.0354471316854033,0.030705067612314327
2700,0.2214571371192587,0.43921442572077435,2.402170137423821,0.08561161335763388,0.03605395193428061,0.03215870627140637
2800,0.22702582793600273,0.45544118460896016,2.396959527858173,0.08948138742384788,0.03666314961834559,0.033615222538446045
2900,0.2323480660989661,0.471652551557739,2.391676312071056,0.09334580902379515,0.03727524149049207,0.03507456208824632
3000,0.23742168563749264,0.48784760946110484,2.386320955588474,0.09720450212484744,0.037890554128773735,0.03653669374091912
3100,0.2422450591070951,0.5040254442057962,2.38089391389938,0.1010572452909158,0.03850925952951737,0.038001601735689304
3200,0.24681708941366404,0.5201851430815341,2.375395649131009,0.10490394663643308,0.03913139978072194,0.03946928035937831
3300,0.2511372028136928,0.5363257927765593,2.369826649562487,0.10874461534327877,0.03975691589879468,0.04093972783330143
3400,0.2552053401119234,0.5524464779763162,2.364187443454571,0.11257933949219773,0.040385670058104985,0.04241294228984024
3500,0.2590219447573577,0.5685462807373527,2.3584786051999065,0.1164082725649617,0.041017459320027275,0.043888920583035965
3600,0.26258794982166606,0.5846242799673362,2.3527007604363916,0.12023162121710658,0.04165202803978721,0.04536765728646727
