miliseconds,Dsh_i,Dsh_a,APC__axin__GSK3,APC_axin_GSK3,GSK3,APC_axin,APC,B_catenin_APC__axin__GSK3,B_catenin__APC__axin__GSK3,B_catenin,B_catenin_0,Axin,TCF,B_catenin_TCF,B_catenin_APC
0,100.0,0.0,0.009660085871125058,0.004830141619498366,49.99999993429645,0.0009805815388711535,97.99999902212059,0.0020200189100196275,0.0020200250203143634,0.9999715744939737,25.10002584539121,0.000493024869837934,8.169985555273135,6.82999284436755,2.0499965786646883
100,100.0,0.0,0.009669629684554704,0.004833418268384901,49.99999640035979,0.0009732030816395255,98.00034663327654,0.002015432939818196,0.0020154781117909725,0.9998554811492311,25.097766631012032,0.0004965782456981078,8.167313188484028,6.8327164091003025,2.0496592518077006
200,100.0,0.0,0.009669787092790875,0.004835308304215682,49.999993713119395,0.0009715175899941519,98.00033203443019,0.002015538523674332,0.002015511543807884,0.9996588162114527,25.097904632761267,0.000495684368909266,8.16726809127814,6.8326995429252,2.0496722009460986
300,100.0,0.0,0.009670065236993517,0.004836415278751321,49.99999198649332,0.0009703211001984765,98.00032408112914,0.0020155632799815386,0.0020155829694776008,0.9995280075475926,25.097979889692194,0.0004951293197369135,8.167282105415994,6.83272255332459,2.0496730603599653
400,100.0,0.0,0.009670583747375321,0.004837193527102334,49.99999078579713,0.0009697217858296294,98.00031138978301,0.0020156591210176164,0.002015665333810085,0.9993442932795119,25.098160466384172,0.0004946612222024659,8.167232802445998,6.832727696951925,2.0496879216745407
500,100.0,0.0,0.009670735153668127,0.004837399121211825,49.99999008440647,0.0009690439833852172,98.0003103340062,0.002015726652013853,0.002015764434123984,0.9991686641266625,25.098221743548287,0.0004943981806639301,8.167243256334404,6.832756104504203,2.049690320347243
600,100.0,0.0,0.009671267587328268,0.004837633420836262,49.99998960711821,0.0009686261618427075,98.00030018950771,0.0020158690523036957,0.002015845738626905,0.9990146116079179,25.098268062895723,0.0004942185305378736,8.167195231855661,6.832780102484947,2.0497033424414686
700,100.0,0.0,0.009671508861227432,0.004837418252399517,49.999989003646135,0.0009683237880393448,98.00028641234236,0.0020159333845684085,0.002015909198568496,0.9989416264326341,25.098483068493916,0.0004940296741862065,8.167220634792987,6.832815563732467,2.0497077290569234
800,100.0,0.0,0.009671843791956257,0.0048373210239221155,49.99998877451958,0.000968035900587579,98.0002867683286,0.0020160115070812536,0.002015993835565333,0.9988378329641038,25.098516433641855,0.0004939331692590186,8.167205294034884,6.832817113918818,2.049715631397931
900,100.0,0.0,0.00967254988600179,0.004836995149582364,49.999988506603835,0.0009678979389381989,98.00027912443913,0.0020161253553572433,0.0020160899990865288,0.9986568784525838,25.098651919840922,0.0004937844617751078,8.167184971599275,6.8328132713807666,2.0497230474851604
1000,100.0,0.0,0.009672518856171892,0.004836733710799215,49.999988376045735,0.0009677828447584761,98.00026727470954,0.0020161697062588044,0.0020161399093228042,0.9985368251132825,25.098785774929024,0.0004937218336321867,8.16713721534574,6.832832798724519,2.049737423187798
1100,100.0,0.0,0.009672921085066113,0.004836230408296934,49.99998819258541,0.0009675253814174643,98.00026077812254,0.002016216516053022,0.0020162832564753867,0.9985003559365032,25.098828277742346,0.0004936963929273754,8.167122274852881,6.832840009765605,2.0497414245727477
1200,100.0,0.0,0.009673380663927261,0.004835997599868144,49.999987971351274,0.0009675007715367582,98.00024958609565,0.002016371912355831,0.0020162956459368487,0.9983699137668602,25.09895130778052,0.0004935915109090048,8.167123991407443,6.832857697388459,2.0497462217576707
1300,100.0,0.0,0.009673701091365297,0.004835577697844098,49.999987800056125,0.0009673177827014167,98.00024624269955,0.0020164395462404184,0.002016395222805827,0.9982694199705581,25.09896469492844,0.0004935964099666074,8.16713589773527,6.832869760310249,2.049755504533401
1400,100.0,0.0,0.009674003837278074,0.004835520914413857,49.99998777138795,0.0009672003381725618,98.00023438937507,0.0020164385128947217,0.0020165064029054815,0.998231652007812,25.09917403558107,0.0004935005517432981,8.16711185760901,6.832917671682149,2.0497649314197135
1500,100.0,0.0,0.009674460504044394,0.004834893061028719,49.9999875415533,0.0009672924777996944,98.00022543139673,0.002016564306755411,0.0020165516155663302,0.9981370367783765,25.099248113549947,0.0004934475062881319,8.167107765186364,6.832926209897444,2.049775522079671
1600,100.0,0.0,0.009674644756905592,0.004834758805256239,49.9999875143504,0.0009671073995141523,98.00022240906812,0.002016602005066481,0.00201656611174104,0.9980490703942565,25.099334262456424,0.000493481596482145,8.167094931928371,6.83292844279697,2.0497790174938055
