miliseconds,Dsh_i,Dsh_a,APC__axin__GSK3,APC_axin_GSK3,GSK3,APC_axin,APC,B_catenin_APC__axin__GSK3,B_catenin__APC__axin__GSK3,B_catenin,B_catenin_0,Axin,TCF,B_catenin_TCF,B_catenin_APC
0,100.0,0.0,0.00966000731479657,0.004830083982087516,50.000000120737624,0.000980679560876326,97.99999684967612,0.0020199851097295212,0.0020200382045450676,1.0000317843292414,25.099945983501705,0.0004929900105234677,8.17000071593236,6.82998067328181,2.0499952545599784
100,100.0,0.0,0.009669362537201178,0.004833280942249824,49.99999632262963,0.0009733780104992451,98.00034653581228,0.002015477001321492,0.002015403916295781,0.9998521537063559,25.09774443994178,0.0004965559517318817,8.167317540247744,6.8326950988171475,2.0496563049492513
200,100.0,0.0,0.009669822521346473,0.00483531385290949,49.9999938638473,0.0009717048602680363,98.00033859038959,0.002015488758364479,0.0020154750055993696,0.9996666377596813,25.097871641666988,0.0004957496877793161,8.167278328165086,6.832722590024469,2.049671766729362
300,100.0,0.0,0.009670172628387945,0.0048365105861405315,49.99999209781769,0.0009704012440226786,98.0003212292158,0.0020155929655904068,0.0020156097450203963,0.9994564757549246,25.097984066940548,0.0004950938745913592,8.167243594536803,6.832726277318213,2.049677246323018
400,100.0,0.0,0.009670411539516047,0.004837290280524324,49.99999101436237,0.000969548480081339,98.00031857800415,0.0020156719962055305,0.002015638198395352,0.9993794451641255,25.09807262835807,0.0004946921998009828,8.167245319421308,6.832746999063906,2.0496832441809327
500,100.0,0.0,0.009671010452928739,0.004837487246310645,49.99999007484014,0.0009689579869275239,98.00030528295446,0.002015775850450413,0.0020157745668307474,0.999198873428299,25.09818267933473,0.0004943665239762892,8.167236856201827,6.832782890073327,2.0496920305950623
600,100.0,0.0,0.009671095060148672,0.004837529792369794,49.999989431924476,0.0009687046596860191,98.00029775073554,0.002015887413400285,0.002015856192348764,0.9990554049995966,25.098328899821098,0.0004941615589009205,8.167213684048388,6.8327859446056625,2.04970731514257
700,100.0,0.0,0.009671706986092859,0.004837571722582419,49.999988953507824,0.0009682903129937994,98.00029398479364,0.0020159120165342153,0.002015947052192896,0.9988998097800188,25.0984721367708,0.0004940119590284296,8.167180186876767,6.8327856315532065,2.0497140652387817
800,100.0,0.0,0.009671927474398385,0.004837175502367337,49.99998869502595,0.0009680520510657257,98.00028625737708,0.0020159791225988323,0.002016028344702264,0.9988407434181508,25.098500930781782,0.0004939484060181341,8.167196693301914,6.832792536951939,2.049714401013184
900,100.0,0.0,0.009672208740046123,0.004837058501237149,49.99998855876448,0.0009678672206188369,98.00027780996164,0.002016144916979032,0.0020161168453197006,0.9987036172861795,25.098616200035362,0.0004938504642627088,8.167152282004036,6.832825604836004,2.0497313450162884
