miliseconds,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr
1800,0.20149504311531893,0.35694050990185494,0.17699794881862527,0.05767238409049918,6.3683718885801825,0.009422570272812422,7.711813038992099e-05,0.0056794157317311186
1900,0.2186137954683923,0.35694050990187043,0.17700046391553612,0.058231604140576404,6.377955582062757,0.009380939453817747,7.824867510409969e-05,0.005677536082024612
2000,0.2260122170823561,0.3569405099019171,0.17700431655629115,0.05874769893402896,6.377178060729361,0.009463615389688613,8.01387880777708e-05,0.005689231457243818
2100,0.23042616272137806,0.35694050990201076,0.17700396410935762,0.0588582995934495,6.381576171414177,0.009381647422035209,8.01411851134823e-05,0.005690490651287616
2200,0.2447903370362843,0.35694050990220444,0.17700754635425558,0.06016232874445696,6.389362964452772,0.009300067678378926,8.3149448595776e-05,0.0056927729293649665
2300,0.2462147247063329,0.35694050990227427,0.17701107860213522,0.06047193843530566,6.392824058042731,0.009298115055062358,8.230951379484663e-05,0.0056956827050911275
2400,0.2587234565333409,0.35694050990228693,0.17701056074128124,0.06074209553359161,6.394191965923211,0.009326548507955872,8.418656639931628e-05,0.005700841661335862
2500,0.2685746159454163,0.3569405099024904,0.17701630241548502,0.06166076905129888,6.400422684301532,0.009283364047497893,8.666955983818996e-05,0.00570317597506094
2600,0.2763285682940054,0.3569405099025379,0.17701718991469928,0.06247576891437696,6.406598732721744,0.009269928592690352,8.961306079340186e-05,0.005706136850140553
2700,0.2932439236111484,0.3569405099025765,0.17701760772202757,0.06332562529998184,6.410402231887259,0.009198216664468233,9.04187986960098e-05,0.005716709114445869
2800,0.2956536966048547,0.356940509902752,0.1770225646221151,0.06419837049962288,6.4169690001223865,0.00919663070301531,9.29742847283736e-05,0.005725587859432594
2900,0.3003653054117898,0.3569405099028348,0.17702769808453647,0.06467525907129999,6.417623636541336,0.009183984752112368,9.345356183712279e-05,0.005732148159211657
3000,0.30853891357715857,0.35694050990282694,0.17702982537236958,0.06527305668771657,6.421737608857311,0.00912069901857243,9.712842147193034e-05,0.005738647436866574
3100,0.32219658194399164,0.35694050990300435,0.17703081616427835,0.06632840930895562,6.4277065901674835,0.00901553524253232,9.746666685684582e-05,0.005747558346776135
3200,0.3275816526157074,0.3569405099030632,0.177037191882464,0.06738674754902126,6.437615255440944,0.00906272237923963,0.00010081847214066914,0.005747050628771102
3300,0.33386280273568875,0.35694050990313975,0.17704288088648093,0.06824833370944938,6.4383361983295275,0.008960624555064155,0.00010228462262872572,0.005760975832757881
3400,0.3480097626112338,0.35694050990325293,0.17704578191205073,0.06893870510915845,6.449142053607985,0.009007234718927346,0.00010344762720299686,0.005770760620307123
3500,0.34485289322340135,0.3569405099033144,0.17705061256045637,0.0698922055847339,6.450457043287645,0.00894379873555719,0.00010710323099624208,0.005781282997801278
3600,0.3590838483137339,0.3569405099033784,0.177054344583664,0.07047820033667727,6.461562823362264,0.00898553960886265,0.00010926469315986778,0.0057930610498085336
3700,0.35993338972240085,0.35694050990339593,0.17706122995218687,0.07205606647324801,6.464305095210314,0.008927801283127463,0.00011082262065640162,0.0058035197235640785
3800,0.3709597524123969,0.3569405099035789,0.17706514426136122,0.07336529158037663,6.47177463651269,0.008839508053300821,0.00011299026924964176,0.005816728410482552
3900,0.3798565828717536,0.3569405099035528,0.1770694463795208,0.07348435689795808,6.480351027748365,0.008773002500595936,0.00011566418752230706,0.005827763666038182
4000,0.3885408621549363,0.3569405099037382,0.1770741930798541,0.07483982031657874,6.486590752568879,0.008857603556756329,0.00011759531355354079,0.005843239542054882
4100,0.3963615643348857,0.35694050990374154,0.1770824688275426,0.07645050262143162,6.492238422252191,0.008780248188013746,0.00012144936803619608,0.005855120733513234
4200,0.3948676740169258,0.3569405099038431,0.17708893557961572,0.07695481867980021,6.497334701537063,0.008679950925014071,0.00012352792794203488,0.005871917661143438
4300,0.4057278583241557,0.3569405099039214,0.17709322331561314,0.07844422901411573,6.502529130109994,0.008721106276292353,0.00012648413707378996,0.005884713666669093
4400,0.4077429880655977,0.3569405099039661,0.17710378210723315,0.07946660234038148,6.508754840995157,0.00866517283958008,0.00012817740052714456,0.005899150347762453
4500,0.4239208553690486,0.3569405099041489,0.17710699950696449,0.07988976519212551,6.520658806143954,0.008652520162529658,0.0001322118936386916,0.005913603266128066
4600,0.41922249007443463,0.35694050990418974,0.17711664440786504,0.08142574714623561,6.524370803086234,0.008603276111352006,0.00013477179104608202,0.005934454444144435
4700,0.429801173963681,0.3569405099042175,0.17712555467528843,0.0828840809423368,6.53266669884006,0.008615613805015196,0.00013646042454139068,0.0059588520537542395
4800,0.43129155405856145,0.3569405099043576,0.1771296369379744,0.08364609142863831,6.5443827102309795,0.008494997157501172,0.0001406974570666078,0.005980052272535368
4900,0.43920780153488953,0.35694050990443993,0.1771382297638684,0.08473015504597399,6.549277121631103,0.008578508561339704,0.00014294467527899832,0.006002945715581748
5000,0.443844272854212,0.3569405099045295,0.17714660043388308,0.08621093534868961,6.554788870534017,0.00855040800609325,0.0001463931177182008,0.0060188544287757524
