miliseconds,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr
0,0.010352785739695088,0.35694050990005277,0.17699166449726372,0.052694290702179736,6.340585420927183,4.802886442177732e-05,6.359635534499051e-05,0.0056675235503364195
100,0.018360619318613915,0.3569405099000785,0.17699333816071097,0.05249430829013912,6.340767001102168,0.010037356337338718,6.38839555992325e-05,0.005662330246998035
200,0.03517884825410103,0.3569405099002078,0.17698942966993128,0.052661011378152336,6.33887319181541,0.009995841149861294,6.539304681588979e-05,0.005659519172084697
300,0.04049485988608952,0.35694050990034076,0.17698992037875297,0.05285674640051733,6.33943040384306,0.009896305490870325,6.535322835706421e-05,0.0056670202205204075
400,0.04886671275384816,0.356940509900405,0.17699094035004545,0.05231802978988746,6.340025216492581,0.009940731185567705,6.36187517308271e-05,0.0056680343883885745
500,0.06951126156911477,0.3569405099005575,0.17699210843638574,0.05280995463375987,6.3448842845917275,0.009800630748396016,6.387415108404323e-05,0.005664042485260635
600,0.08188453295461041,0.3569405099005831,0.17699188982471895,0.05329831868868608,6.344462765399741,0.009775722504298702,6.512589634263549e-05,0.005662752679617597
700,0.0867184999719894,0.3569405099007514,0.1769933884159734,0.05321391922316287,6.345597825361773,0.00975592888819848,6.496966108699467e-05,0.00566686261555822
800,0.10404694568258292,0.3569405099007943,0.17699249801246084,0.05300554375755723,6.345894590202238,0.009787041548672989,6.615704587026257e-05,0.00566456736418733
900,0.10652478825495613,0.3569405099008698,0.17699166567485522,0.05407718095548254,6.350321052354275,0.009797144060538221,6.712801547954489e-05,0.005666917560759154
1000,0.12940073859688636,0.3569405099010342,0.17699255474550815,0.0543548770528761,6.346999555210043,0.009657583862881363,6.795124203142241e-05,0.005667902677207538
1100,0.13497106593572836,0.35694050990114584,0.17699555901884306,0.053928082018314734,6.351268673721793,0.009674314748038352,6.93960119693814e-05,0.005671244346426642
1200,0.14657322275995882,0.35694050990118126,0.17699299940428329,0.05456470823370496,6.356104563510879,0.009607953036220496,6.897344668703018e-05,0.005671586717472053
1300,0.14895358759164923,0.35694050990127973,0.17699560596290898,0.05495249453542606,6.359349028401337,0.009647577784012804,7.183077531479665e-05,0.005668440765052399
1400,0.1695438781742991,0.3569405099014137,0.176993660072091,0.05499392600088732,6.360630526459561,0.009570876526695325,7.044750418678172e-05,0.005670332695987635
1500,0.1784429141104463,0.35694050990155596,0.17699618691325672,0.05608830299058576,6.365190674305921,0.009504856929412695,7.219747722276537e-05,0.005676224654069325
1600,0.18662394964586673,0.35694050990158893,0.1769988518144104,0.05612366940368417,6.367581923096494,0.009518863656554485,7.266509709637473e-05,0.005669995418963943
1700,0.19521057614721926,0.3569405099017457,0.17699821187021547,0.057271516091277286,6.366474833199025,0.009520656044637992,7.610951507822749e-05,0.005674243490609077
1800,0.20066369506338097,0.35694050990184656,0.17699919053692545,0.05693482499345816,6.370099768641546,0.009412286780554197,7.666717675094826e-05,0.005676712502627419
1900,0.21878005984297122,0.3569405099018957,0.17700131890825063,0.05781167249465622,6.371873395371856,0.00949368420046496,7.6503726778499e-05,0.005679330338016744
2000,0.2268387561956126,0.35694050990196474,0.1770055061139481,0.058219358149304554,6.379628873680241,0.009405467770508791,7.901514293484437e-05,0.005684426769591392
2100,0.23384843841785935,0.3569405099021149,0.17700344856520756,0.059145669771584614,6.382329974795695,0.009382789803126916,7.951837885365668e-05,0.005691614885170574
2200,0.2489221072410468,0.3569405099021275,0.17700498073776505,0.059685324693018765,6.385455806829805,0.009384733305398563,8.12982383716712e-05,0.005687552017130625
2300,0.2511608621255706,0.35694050990221726,0.17701114449228963,0.06057663533248647,6.392500673031273,0.00929948345112071,8.26167628360141e-05,0.005695334504322085
2400,0.2561124229970915,0.3569405099022893,0.1770131528544632,0.06075733508570767,6.394345754351574,0.009219866432703405,8.403335207946092e-05,0.0056968607369420375
2500,0.2709870669820644,0.3569405099024685,0.17701589767052636,0.06135162215654174,6.40158773261555,0.00921054073424301,8.696457566009959e-05,0.005708483643855623
2600,0.282290516645387,0.35694050990257026,0.17701732259531672,0.062205302197414936,6.406455295494349,0.009270032083332934,8.793429467100052e-05,0.005714969009052224
2700,0.28136840772739363,0.3569405099025574,0.17702083706294766,0.06302607301211316,6.408556542061622,0.009223052185275428,8.982130373113634e-05,0.005714859762248448
2800,0.2924996625822616,0.3569405099027356,0.17702205691340459,0.0635071029541967,6.41648410237497,0.009152797148383292,9.108585707000154e-05,0.0057216488326532824
2900,0.3020317587733936,0.3569405099028017,0.1770278069134053,0.06428819407907123,6.418677999908474,0.009140626938137315,9.36402482855822e-05,0.005729845858289414
3000,0.31546863333068786,0.35694050990291815,0.17702950604715395,0.06537646301586429,6.424515776804183,0.00914561679730196,9.559297016200751e-05,0.005734058013060875
3100,0.32054127591188875,0.35694050990299,0.17703142523090212,0.0664644971576525,6.429959523035288,0.009047164583824544,9.683724356897077e-05,0.00574013749743097
3200,0.3250496691954335,0.3569405099030434,0.17703842049811816,0.06751684497511845,6.437589248150851,0.00905892083955118,0.00010059002568968108,0.005750581466119284
3300,0.33397440037378073,0.3569405099030542,0.1770416231384551,0.06802848676177659,6.439395848364134,0.008948803597433254,0.00010246559207374184,0.005760040308376026
3400,0.33933894798980024,0.35694050990321685,0.17704559315018062,0.06940338595597008,6.447597419297297,0.009044265044368519,0.00010352042389946029,0.005765947161037355
3500,0.3479996402825974,0.35694050990330156,0.1770508337515732,0.07047762019645834,6.453655231989003,0.008997922454880606,0.0001074743883929486,0.005774441994767801
3600,0.3641659908663334,0.3569405099033177,0.1770563610938892,0.07044513387224345,6.461463299049837,0.00891381200517728,0.00010867910242372654,0.005788277301392675
3700,0.3621191360428351,0.3569405099034856,0.17706034150334557,0.07190904770460754,6.463947010423733,0.008949475836069164,0.00011133654818401122,0.005805567787041331
3800,0.3701664838115425,0.356940509903555,0.17706579145839688,0.07304060813125472,6.468942896872566,0.00879985056760947,0.00011442058229735743,0.005814339820430518
3900,0.37983234888714806,0.35694050990361553,0.17707192127625448,0.07406973592198336,6.4810677101933,0.00882813537942353,0.00011577971327769754,0.005826439275565073
4000,0.38266608028721744,0.35694050990365633,0.17707767268360883,0.07442470543467246,6.484820006056634,0.00878781745649754,0.00011858125528680107,0.005838228877534306
4100,0.39010403257659165,0.35694050990381254,0.17708296061610312,0.07606429926315639,6.49156579060804,0.008808009657886013,0.00012224618087743253,0.0058548863142002545
4200,0.39379172401608975,0.3569405099038761,0.17709022975759908,0.0768946335525059,6.49516426291739,0.008781323210859296,0.0001226613245041595,0.00587303737302635
4300,0.4051136687094837,0.35694050990386955,0.17709382892831665,0.07857261463553557,6.503638409363128,0.008750235840722844,0.00012681854751998395,0.0058886143659661406
4400,0.408389959372209,0.35694050990399384,0.1771022958868088,0.07951653535309246,6.511468000366514,0.008705166757646226,0.0001301202391737578,0.005898022076741208
