miliseconds,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr
0,0.005584594544712347,0.35694050989996706,0.17699264303137432,0.05232798291580572,6.341758477285958,1.9690367695696136e-05,6.398079754710661e-05,0.005664863349152851
100,0.014748195227917801,0.35694050990007437,0.17699200321951383,0.05275499616451646,6.336196273252123,0.009981397510398025,6.397017136438309e-05,0.005663352574785813
200,0.0358897955962366,0.3569405099002619,0.17698941342163388,0.052545556790138906,6.338437298216021,0.009912656901030733,6.447118061313176e-05,0.005668119042744875
300,0.04582812381361787,0.3569405099002509,0.17699176140401238,0.05277739037463706,6.342753764182246,0.00990130998316107,6.400979086895822e-05,0.005664619548885027
400,0.05403275372117199,0.35694050990044546,0.17699011842351198,0.052084495433492306,6.34055896862163,0.00991308919980407,6.479665881235605e-05,0.005667264368498176
500,0.06431006764196324,0.35694050990053267,0.17699362354107115,0.05273831195358827,6.340338596624156,0.009877964145266723,6.529959880818233e-05,0.0056676987137935795
600,0.07241697117474297,0.3569405099006861,0.1769902733258713,0.05291432825665016,6.339896326508412,0.009861513072743308,6.43082853577166e-05,0.005669000993223877
700,0.09292921670734738,0.3569405099007801,0.17699273691216044,0.05349196414855074,6.3415366514347635,0.009848259010202722,6.539812095967507e-05,0.005666912867606168
800,0.10672023113004708,0.35694050990081144,0.17699073191866577,0.053218868008217804,6.345631352573931,0.009769377733232727,6.553052260788106e-05,0.00566584348476183
900,0.11654283813635766,0.35694050990097237,0.1769914478747713,0.05405094014479023,6.345417154591228,0.009715661567045659,6.813500357711726e-05,0.005662523536574434
1000,0.12641061367644693,0.3569405099010583,0.1769910444007587,0.053915102653868445,6.351315143857713,0.009639925126699945,6.745996937582258e-05,0.0056620012863052484
1100,0.13324540076849464,0.3569405099010965,0.17699525849987563,0.05439416480197102,6.351456900398164,0.00971262605119823,6.924386324863935e-05,0.005672964115222385
1200,0.14070853800910452,0.3569405099011946,0.17699173876385413,0.054133834703178736,6.352466842733983,0.009694407155030865,7.020136504262159e-05,0.005669315245987375
