milliseconds,FGFR,MSH,B_Raf,MAPK,C_Raf_inactive,C_Raf
0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.09045605682547148,0.003494852282991281,1.1500901768886636e-05,6.500895661951313e-10,4.270177172569176e-06
200,0.0,0.18001206084740864,0.013443564704610275,8.771859084315095e-05,3.934518684111929e-08,6.437850239620802e-05
300,0.0,0.2686769677405668,0.02910602607860192,0.0002835487120136214,4.2484884487596054e-07,0.0003079961438439474
400,0.0,0.35645964406952363,0.04981989452260772,0.0006465560247903715,2.2678918580786515e-06,0.0009224983995561316
500,0.0,0.44336886817506344,0.07499248994871045,0.001219849332549569,8.23679446632801e-06,0.0021402111272286308
600,0.0,0.5294133310520222,0.1040935307932372,0.002044261351958182,2.3464280949006407e-05,0.004228405751724366
700,0.0,0.6146016372183872,0.13664862821365176,0.0031600224187183458,5.6559426781240575e-05,0.007482750684679797
800,0.0,0.6989423055757674,0.17223345650396862,0.004608068213896107,0.00012069739938212209,0.0122232446947642
900,0.0,0.7824437702612868,0.21046853223470058,0.006431080828609188,0.00023477294785423494,0.018791920304317387
1000,0.0,0.8651143814909775,0.25101453827448206,0.008674336891523806,0.0004246112388076282,0.02755176038478175
1100,0.0,0.9469624063948242,0.293568132478518,0.011386414930390382,0.0007242342432776237,0.03888639637578701
1200,0.0,1.027996029843593,0.3378581886155733,0.014619797056840793,0.0011771827971554577,0.053200247415469394
1300,0.0,1.1082233552671465,0.3836424437130673,0.01843138305890534,0.001837897809690161,0.07091882671730285
1400,0.0,1.187652405464869,0.4307044812370137,0.02288293633774717,0.002773156511119392,0.09248891973877259
1500,0.0,1.266291123407923,0.47885103314408967,0.02804145939031195,0.004063562532094106,0.11837840924023992
1600,0.0,1.3441473730333338,0.5279095700693325,0.03397949390826397,0.005805082426620641,0.14907548773789867
1700,0.0,1.4212289400310643,0.5777261133282561,0.040775345771919,0.008110607059142454,0.18508709895911182
1800,0.0,1.497543532622393,0.6281633034962302,0.048513200475391205,0.011111530182602983,0.22693618071644572
1900,0.0,1.573098782330209,0.6790986804232546,0.05728310773777816,0.01495930731867419,0.2751574595116756
2000,0.0,1.6479022447423186,0.7304231212283068,0.067180816058794,0.019826942460677486,0.33029162708600796
2100,0.0,1.7219614002672476,0.7820394363409322,0.0783074128983693,0.025910365855807808,0.3928774767049299
2200,0.0,1.795283654882354,0.8338611195263074,0.09076872955509958,0.033429623607006916,0.46344174772724706
2300,0.0,1.8678763408741603,0.8858112368627068,0.10467445754918821,0.04262979204688056,0.5424863396913568
2400,0.0,1.9397467175717311,0.9378214214779963,0.12013694565394105,0.053781533886125304,0.6304728505366822
2500,0.0,2.010901972072647,0.9898309741348839,0.13726961403309831,0.06718116946324336,0.7278041936346383
2600,0.0,2.0813492199616817,1.0417860595041164,0.15618494232876204,0.08315013511680003,0.8348033739877544
2700,0.0,2.1510955060223584,1.0936389866473386,0.1769920013702763,0.10203370224572567,0.9516897238166163
2800,0.0,2.2201478049413024,1.145347564892245,0.19979349361390078,0.12419879674886317,1.0785530646797021
2900,0.0,2.288513022005995,1.1968745225432953,0.22468233971117219,0.15003086132096058,1.215326780418967
3000,0.0,2.35619799379513,1.2481869909818282,0.2517377813081529,0.17992954321643984,1.3617607542108872
3100,0.0,2.423209488862308,1.299256040736059,0.2810211108346224,0.2143032097687881,1.5173959646081558
3200,0.0,2.4895542084128857,1.350056266108618,0.3125711216250379,0.25356224876376415,1.6815425801782948
3300,0.0,2.555238786974017,1.400565413423561,0.34639944218318935,0.298111152345595,1.8532639303623057
3400,0.0,2.6202697930583527,1.4507640462356268,0.3824859634551104,0.3483395859486511,2.031368242331945
3500,0.0,2.6846537298207043,1.500635248097254,0.42077460405305445,0.40461259163030044,2.2144109757981627
3600,0.0,2.7483970357084164,1.5501643548364763,0.46116971728399736,0.4672602995787546,2.4007091910663667
3700,0.0,2.811506085105184,1.5993387151944685,0.5035334485142543,0.5365675077092183,2.5883695273996805
3800,0.0,2.873987188968481,1.6481474763170463,0.5476843412522292,0.6127636627474231,2.7753298567118754
3900,0.0,2.935846595460807,1.696581391149546,0.593397411429709,0.6960137410264761,2.9594134222763095
4000,0.0,2.9970904905743727,1.744632646946058,0.6404059847745864,0.7864106156300399,3.1383942589725615
4100,0.0,3.057724998749742,1.7922947110253207,0.6884053012522867,0.8839693828850854,3.3100694293364654
4200,0.0,3.117756183488223,1.839562192936947,0.7370579143921407,0.9886240982787692,3.4723340324327054
4300,0.0,3.1771900479582946,1.8864307206943658,0.7860006546883682,1.1002271086267337,3.623253758801218
4400,0.0,3.236032535595967,1.9328968300807579,0.8348529226261401,1.2185511324503657,3.7611302116677687
4500,0.0,3.294289530699049,1.978957865759491,0.8832259165531023,1.3432940530634017,3.8845540289624934
4600,0.0,3.3519668590156178,2.02461189249748,0.9307322531891908,1.474086044709095,3.9924424941928853
4700,0.0,3.4090702883265034,2.0698576158681505,0.976995490070683,1.610498677987081,4.0840593366937465
4800,0.0,3.4656055290222416,2.1146943108859473,1.0216590643341261,1.7520553491346507,4.159017490565604
4900,0.0,3.521578234674035,2.1591217584930162,1.0643942046427424,1.8982426089553432,4.2172645096383174
5000,8.958624565277712e-12,3.576994002590418,2.203140188309199,1.1049065431211582,2.0485216531121075,4.259055318803517
