milliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
0,10001606.619529521,455931.7427486376,79972.22340711085,-540.7575991660061,10058.511539387913,74.96081134468865,119000.7488936874,150.81051586248623,120088.38931677997,67.9304109893389,120330.04042298479,-170.67124601041186,120000.0,120044.79397862239,-2.4303352677849017,119982.85145036824,-25.7854711312073,599026.4790808159,-6878.62621747863,609711.6950102081,-17696.17017971747,120647.43644688778,1660.1333309865852,119964.46626815443,-25.316021555547447,118775.855562608,2680.8551218002326,120367.26002542055,-22.62365116334653,120000.0,120000.0,120000.0
100,9921263.000419974,455948.90359354694,1118.618684561012,79131.21630095133,9901.86871915041,90.56371070180577,50595.602907378394,68595.56620571349,120045.28353408555,-96.15134241701446,107055.59284797659,12882.68280554636,120000.0,119761.5153606842,340.4218079390552,119991.3321160248,6.162066375254925,593987.0819013977,-3657.802640994991,582022.0407488355,-17456.289436253675,90398.1553175486,31255.202067649716,120003.847645504,118.12377519104403,117266.65557095183,-644.6869318767062,119768.61266963939,-201.96037140452228,120000.0,120000.0,120000.0
200,9920901.3158313,455798.0063411127,-511.1918835365774,79182.36258981097,9926.462057874465,199.0718123572801,19537.58523969984,102684.11839590817,119980.27718569514,-52.16380124206998,101105.14658145765,19215.5720849325,120000.0,119188.62100787717,813.6787258592307,119990.53610969332,19.77916396343869,598209.9484156802,5815.4235133193315,584858.0607454504,16235.86698015428,64062.794283214425,55125.977468922654,119849.68000045003,45.02761659897853,117464.26025623723,3813.292419565419,120427.85484880212,-455.99039628625894,120000.0,120000.0,120000.0
300,9922717.819225118,455776.9661528993,-476.9098485966594,80003.05235098298,9763.717072391199,151.47462293056563,5396.904756911004,115698.15239222134,120023.80807558449,-123.19055474513354,98011.87256144521,22072.078238931877,120000.0,118873.77587655956,1187.3410555358648,119981.57818450268,-12.334836338314723,601403.1095462344,4443.836831484124,597116.4829738342,4572.544073279015,47606.74558672921,74128.44716766867,119884.1756893632,51.364283179493015,119405.59504378364,1231.9689822494784,119489.3012862228,797.3972853385557,120000.0,120000.0,120000.0
400,9922082.762821592,455755.65163932316,850.2874119402537,80696.95048967465,9819.794708927106,265.258490360399,1086.0850560235979,121266.50416189503,120018.76572400716,-117.69748085305471,97570.05924312626,23022.632442068723,120000.0,118289.13496027175,1677.5184309605975,119980.46689574551,19.243539299649264,590300.9301639268,9602.264955353818,591253.132810443,6511.039583564951,30909.52974847154,90935.43884872473,119818.55469061469,195.66252509795157,117082.49493504027,4657.026848906703,119438.51868878615,856.5962323808217,120000.0,120000.0,120000.0
500,9922440.487583755,455716.2392677039,78.46904492060197,79924.93685672981,9683.8379079919,344.861618327002,1436.6497267414004,121067.9204395866,120096.6507758135,-45.07589402759697,97201.34533010799,22506.825299580312,120000.0,117922.86807477457,2083.4291622622814,119967.98958965647,14.769153559554908,585775.7029541568,8790.860806722276,612571.7391537898,19112.85045767451,21438.92856753917,100645.58450598555,119666.2953006021,320.14702800541454,107149.15864018643,7136.241567280286,119215.20893881934,1360.6228559438712,120000.0,120000.0,120000.0
600,9920927.434896419,455601.0495968973,-1016.5378639318656,79621.9196943985,9650.433835358397,385.5487831933046,475.0693224823101,120077.3321179012,120001.12697637996,-15.234475668696792,97181.18938372053,22685.935658664686,120000.0,117778.54756892998,2219.0495495437876,119947.67439508012,51.43169620244757,581273.823612734,17966.863784791603,589544.725885977,5601.052273081078,12554.790859029308,104442.77255371764,119785.47040869402,377.4616047782183,109272.1568630122,11735.272436224703,118583.34844742801,1374.1503849301657,120000.0,120000.0,120000.0
700,9921533.883408595,455555.79209422244,-446.4175993711936,79087.37403577681,9498.440643041411,481.1849082529107,-978.4957791239013,119610.84726382197,119916.52318377577,-104.13280039447365,96929.31679348364,22609.74372222556,120000.0,117453.01649926048,2574.158565572952,119961.52345173334,37.56403941210688,577083.1927042126,16636.77714434939,597634.8450008574,12504.829103129656,8383.39786734495,111278.60216669679,119481.19172563683,519.8314164273481,102319.94833927989,23987.224517412807,118218.95546844898,1492.943898617733,120000.0,120000.0,120000.0
800,9921370.938686965,455528.1940149832,-26.20692376848614,79911.54753259898,9578.559594089538,486.2611592929813,-588.832188064058,121057.87956821416,119912.63556988629,-40.16246612895513,97326.66210194021,23101.446139186166,120000.0,117276.78877979264,2699.9274976842435,119941.23076934194,70.16162657526816,572922.3395436219,16991.57903502513,579209.1003556337,36356.472235537,3813.3894926859366,115431.2373680873,119526.3465817662,468.03388161925204,97329.77589355326,27466.12944354708,117962.33928840906,2658.407527420507,120000.0,120000.0,120000.0
900,9922781.29922977,455509.7013598496,564.4431453116096,80974.02081976445,9474.223889210401,512.0621889203959,1044.415712455927,118510.76236187264,119912.97499294509,-99.78215266202494,97004.18382610155,23086.817749662812,120000.0,117092.13415240168,2882.538085197602,119913.44165554567,69.29020150286198,578841.2177943657,26450.426584827772,560294.3684362799,40245.81236840499,3887.310708934227,117401.07409917099,119247.46860147422,569.0521470034205,91614.689378223,32209.5995232824,117264.76934978875,2729.8271459562716,120000.0,120000.0,120000.0
1000,9922242.738996973,455394.165231508,290.3928607924804,79296.8711496945,9322.63613417856,604.1004340490418,-1056.9223731109498,120118.01861744073,120081.95261063268,-90.25670208691002,97569.7350799594,22750.317477986246,120000.0,116956.90293245629,3113.859891404443,119860.59663907102,144.67343475559295,564911.587353663,27385.17148178348,570887.7119251322,55387.21075624325,1141.2300960354473,116533.36535938628,119129.25312100966,687.3857700628196,76064.621345431,41491.65535528107,116067.95439251725,4210.908664700219,120000.0,120000.0,120000.0
1100,9920890.404621975,455391.4455961967,-906.9125503711925,79436.33661761048,9374.83982854418,595.9374908144421,-802.6041798527156,119445.17148547506,120067.58726160706,46.45722289238324,97467.37460822641,22953.574599631975,120000.0,116713.47118083343,3228.1908864772467,119861.00019886732,141.7486615847517,565934.0152941348,42864.756131725546,555240.13414823,65068.197096386255,-501.97101127466635,119515.51543145678,119263.46318898175,921.622817620599,68284.90015230037,49956.80011997935,115435.33751300036,4652.670264487754,120000.0,120000.0,120000.0
