milliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
0,10003116.635358797,456004.54652559204,79735.2886685529,408.4233106391269,10044.330166806207,-41.88914761185153,118873.7551393482,-1692.2391203802536,120097.7391261584,49.244198275034286,119927.50337661647,226.0119728963424,120000.0,120009.07367385259,33.688942856574066,120010.68516352824,21.85025758926396,604691.1640332083,-1794.0564265436958,591912.0856318244,15255.411046867262,119074.52417823349,-720.608717587759,120070.12386637962,66.50472555752258,123925.35445102757,-3758.1364724394366,120324.88441380224,302.37216861350674,120000.0,120000.0,120000.0
100,9922762.23849805,455991.95494020317,-299.61712517995414,80321.45217511829,9890.50721276915,78.65321604359927,50892.234745559275,68345.52937764228,119873.40958777301,-126.75352847584976,107219.50518389046,12544.381286407248,120000.0,119655.06997778105,189.00618610628533,120007.86230272231,24.6934117175978,600417.422687212,3408.38530075672,594101.9477759004,8464.482752115957,91944.80800049694,30318.863338985244,119956.83106761501,2.29926281296267,116504.25092798762,-313.0179873461529,119692.84452249395,-122.05554642358513,120000.0,120000.0,120000.0
200,9921511.617849167,455886.92879220925,1064.1689025884702,80062.12598477396,9886.320934781954,47.210221818177786,17058.403054881477,101812.8858037585,119993.17267813088,-81.10296699011896,101134.11001717269,18918.642479756534,120000.0,119313.0751079803,689.7288708633113,119999.7871898863,-26.182919270797573,593037.2926654912,4055.073641888852,602142.9622536465,-1775.1795108049673,65872.57516586827,56182.13395166284,120062.2295159115,-90.8897513613008,113925.43982477745,-2180.2226353243354,120393.45569493668,-347.7194471150946,120000.0,120000.0,120000.0
300,9923041.309823541,455758.99023689213,824.665209096458,79638.19698155407,9786.661881986662,178.73047601437565,3142.5343810120753,115820.45527574098,119996.0487782836,-39.50880396744389,97850.60543839204,22028.01217291168,120000.0,118758.97562910199,1289.6796595715489,119987.57114852988,-1.3738819702012615,603263.2593323782,-3699.966153958656,611087.9374652994,15986.943635572456,46693.2121859799,75527.12113962998,119997.92552042897,109.45314255928334,112656.074700813,3810.7995806899658,120296.50550607008,-63.880723741626326,120000.0,120000.0,120000.0
400,9922299.349411484,455742.69196139544,1115.4175745800833,80150.86753784429,9797.825155000566,185.04348375033334,1809.8727402783882,121485.67243789135,120029.56667263797,43.17260671193582,97024.79233784338,22456.3163278251,120000.0,118435.07037893275,1715.6907887143816,119986.68341677528,4.036662483539149,592221.0764382259,5651.697686899815,600144.3696772014,18250.629231317656,30534.269507733166,88385.74233527663,119846.02514605001,80.45636564393497,114948.37504720518,5075.859328820874,119464.4723208854,627.973277613447,120000.0,120000.0,120000.0
500,9921112.365880597,455643.5372019605,690.272051910324,80269.53083143459,9637.447655604185,323.7869022698125,1614.2632853434145,118290.10734534831,120032.42641630062,-47.34123046685438,97512.34404407127,22544.97922222938,120000.0,117924.58779715496,2032.8531226771158,120006.66928616136,-2.1191254177263446,592550.6930184823,2043.9284447545542,588016.1787394646,-3752.564838528584,22339.86207988994,99457.58874563024,119794.61490049682,121.8386442946385,108938.32983439873,6573.610198361226,119174.76649357638,616.6221944871921,120000.0,120000.0,120000.0
600,9921631.024666354,455683.9550693925,707.5091263460101,79528.78258299806,9568.955299633964,292.53954170356127,1352.3560811724867,121269.89433113084,119970.16775986289,103.51349850896663,97181.8798890725,22640.575818319372,120000.0,117706.36513976155,2384.940939148711,119974.76040915264,36.96735808171612,584693.3807607023,11740.49000532881,588395.5438205216,251.49057312243895,15482.399506347714,107938.83068724607,119733.4744528978,308.08100435190454,104595.05084288804,14383.522944119652,118565.149076447,959.631147672635,120000.0,120000.0,120000.0
700,9921833.496815013,455505.089440934,-126.83308982290325,79983.12767033724,9578.418395395302,380.6843822864696,1005.2431735690334,121282.52559553062,120117.50269867408,-43.99709444191822,97130.41223954668,22645.400873247683,120000.0,117474.99004671295,2565.176300765237,119971.42319142494,33.44132775943372,575952.3400414393,24453.653526370894,598174.0900995911,13123.957614746923,10593.505339558973,111127.00919601413,119698.56890139123,465.1491439027306,96860.17699361274,20138.44662646458,117709.1707265012,2084.28846133536,120000.0,120000.0,120000.0
800,9922298.84429956,455574.93116091634,-990.4361989088966,80215.78885123988,9478.751861005121,537.3368168226078,1774.350403043316,119575.41822559756,119906.00527121012,11.532225206010951,97491.12431996323,22651.450783536147,120000.0,117200.53306983903,2832.836943457434,119908.3312548408,77.9370859933717,577199.4598343577,29049.534041357994,570180.8339980214,3774.0569298787486,4500.536776384264,114348.53684521912,119493.66320630895,686.2902817170635,97758.53094263333,24657.197699488257,117787.54929494807,2626.3267831042667,120000.0,120000.0,120000.0
900,9921792.081871038,455427.3734050563,-206.49252623102404,80166.47188173656,9507.020757144395,609.0771667660167,1351.8978553944169,118566.82812766146,119953.65506775085,-68.41296033386502,97575.63682342852,22453.280024551794,120000.0,117112.43072142114,2925.041435274092,119923.27901813984,113.80693217966706,575498.3989392192,31843.297699874136,566402.9172219564,15019.291385977533,5441.770959678256,114364.64103257781,119490.11518262548,763.9223178460338,87894.0397385259,33885.82545123258,116651.45885531056,2613.2516481039197,120000.0,120000.0,120000.0
