milliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
0,10001734.626427723,456010.3039811461,80197.25903031879,-287.0666230875988,9931.190738503785,58.96363913311656,118507.42279156994,252.197503324219,119875.99447982128,69.5914305333487,120007.21262185744,340.4755175556427,120000.0,120060.94230364368,-4.942851740912839,120013.96876222172,-15.411805582011565,595676.9097823541,3601.7325380439083,590577.3691022604,19502.501774050183,119634.08281873075,-1746.8615451368548,119952.5206823411,-96.71101182769274,121946.03313973734,-4026.9688450637195,120095.04262628888,48.94322811785554,120000.0,120000.0,120000.0
100,9921293.560982594,455933.25845150533,281.56395731353075,80515.09729443201,9979.458369363072,118.16855216154204,50997.77820554799,71673.14167842086,120102.89223638077,78.99844198164077,107376.882876654,12724.85687015916,120000.0,119813.96864664335,337.8851876197013,119983.17226946387,9.533241040730754,595309.1458462651,-94.90841315713425,612871.4530727742,-5777.177941402637,88308.10920667264,27627.86950703526,120111.22413912976,100.13839650428221,117492.44693223805,4743.623673625158,119797.22610141989,28.582972806249067,120000.0,120000.0,120000.0
200,9922283.814425364,455943.76073522767,1085.4487580039006,80377.2362936477,9865.672367791078,91.44338868068203,17153.55833664173,101019.03903441114,119962.75313934265,61.84622436659578,100771.53117671101,19019.656780824476,120000.0,119224.53105141687,661.0997592259394,120013.81327754329,1.7517243569691892,593820.3640760494,7576.872569629659,615170.1089958367,2400.0946396510985,65217.46881963808,53306.72403365862,119944.82944361003,40.41260946524447,119324.22125453169,-857.6011120327998,119929.81032495985,278.71362783386576,120000.0,120000.0,120000.0
300,9921368.933791822,455825.09379221336,153.87632147978562,79037.48299226786,9796.045447967437,177.80547468190431,4866.243145280802,117102.12820408198,119946.5565940097,-41.03308504891033,97878.5399197261,22033.577273538554,120000.0,118819.71170319097,1245.0180465946237,119974.4084709447,-5.556639041313355,601420.7306525854,-2991.2672258483726,612933.6283756281,-18462.595774178535,46813.31080591818,74845.00021023532,119949.45988357058,118.58246533097919,118108.3300668825,6593.224547518987,119423.68814685206,228.4983466757929,120000.0,120000.0,120000.0
400,9921675.9920319,455822.4324014127,463.6955896075657,80017.27265961036,9709.524700198359,301.0202374022442,663.4796001669991,120355.06166555452,119989.77756802068,41.78321495118089,96987.21905433663,22931.49039699507,120000.0,118321.24139063903,1647.9569201618513,119963.90536378442,17.476606113778764,596458.1990002226,2609.589274800347,604190.5972336573,17995.015754494165,30585.192129452975,87541.67218863327,119847.13955329685,225.52333260918525,110592.81646103474,2539.358116082261,119533.60989920335,409.5130617517616,120000.0,120000.0,120000.0
500,9923111.979612134,455693.70423956995,660.8893678493133,80931.88627718833,9739.063900148089,324.7763851364062,236.85956755518754,119731.60178578025,119906.21093691597,13.093394415332787,97302.79787966309,22468.205984455963,120000.0,118034.08804407924,2013.869476259544,120000.70394619607,15.175599576331265,589570.1848435139,4268.8402720376525,606534.9963444787,21091.614712471095,22405.42552831222,100831.0051774832,119636.4215158855,313.13997834712075,111129.41143968338,9430.527200933948,119658.61885595262,657.4848047179254,120000.0,120000.0,120000.0
600,9922710.12826405,455557.5420885899,-954.1596620448455,79147.84480199318,9584.516099301294,440.7108487326024,-994.0063891646147,120350.38840317499,120066.27634489897,55.81260546720906,97018.30408788793,22642.978545103048,120000.0,117663.73137334353,2312.4551231362243,119944.26046982846,50.83556474409462,586920.9678563245,8104.449476065539,579924.6046244244,26029.154528145475,13735.557772858032,105584.33807463,119533.24395000805,438.9798069351733,105748.87580524498,12474.251940817412,118306.25844646055,1616.2958794374156,120000.0,120000.0,120000.0
700,9921794.534163292,455626.0733627753,15.544775945741033,79371.31888683882,9568.971526149899,406.79615165553986,1178.9621682891477,118300.75984812161,120108.66367850792,-38.65641761487154,97125.70586702277,22860.764003922355,120000.0,117410.9691046475,2465.1976819267097,119926.01456179359,41.675595895688566,584651.7741143054,21736.032734734,587135.6795275204,31529.987672808245,7089.328230701838,113483.510906527,119534.56312818862,348.1600604635449,96513.08129823979,21431.447269324784,118501.04713224898,1816.0870561008192,120000.0,120000.0,120000.0
800,9922687.06972979,455542.7459527593,193.18340172916973,80808.620802337,9551.92006990042,413.579693822014,1106.499334435641,121275.24474421727,119978.35574283144,115.16796470091498,96990.8666380731,22921.045797750412,120000.0,117155.62525878017,2829.2788048845105,119927.47107955605,68.45507451715197,571405.1200601185,24933.16168625462,562425.2559964679,18788.767317158832,5601.423992872198,113271.24199850217,119350.35026693213,543.4759966036297,96559.57223102827,24250.56976385983,117204.27472595529,1882.3198029951907,120000.0,120000.0,120000.0
900,9922278.35100312,455414.4175502698,1003.982556436671,79894.78643388176,9383.718630781623,545.2526395994198,-582.1853051944988,118655.88237273348,120030.9040483384,58.32062699772381,96979.73091157699,22963.82715208885,120000.0,117150.62427927354,2995.1343179198125,119892.79250253078,106.2099064886579,576552.9648624213,32760.207880837275,565360.628199088,21733.885619831453,3205.513932710768,116447.01887959446,119392.80322467323,688.3938363705772,85546.98269975404,33869.40810159958,116787.95040119957,2778.8742950236897,120000.0,120000.0,120000.0
