miliseconds,P,Pt,M,N
0,0.09990828716026068,1.9802372125577177,-0.0014606655588420836,0.10184177049911372
100,0.013027623105504938,1.8646098885521742,0.013910518828825127,0.1124971960286934
200,0.0014794556476199093,1.710485103238395,0.03108009219796127,0.12285004526149583
300,2.6874873689850482e-05,1.6210134386601502,0.04751758274988592,0.13556673654612514
400,-0.0006185003907153716,1.4667185343280653,0.05834371875624422,0.1400728143984072
500,-0.0005339679890565847,1.3513683360683917,0.07545457481783391,0.14541493135642047
600,0.00041741559985328453,1.2247031914821933,0.09108268906930858,0.1482819075159535
700,-0.00023773987861819783,1.1256673955692784,0.10303535038756549,0.1470808791155914
800,-0.0007022444475274103,1.05653413245476,0.11038593617918967,0.1481639135550979
900,-0.0001811574771774214,0.9745715896622746,0.12239930272872268,0.14650601816235237
1000,0.0002092562701514462,0.8777740735837202,0.13139663476331875,0.14332389335054266
1100,-1.4514482430591354e-05,0.8259453461188497,0.1404971068996541,0.1418149868008399
1200,0.00012140873515596899,0.7236476918535655,0.15403066920733288,0.13856652653518614
1300,0.0003892965935786881,0.6894444735870883,0.1612873257476494,0.13361203378972447
1400,0.0005579906427940129,0.594802381617596,0.1663265895197529,0.12592232472171766
1500,-0.00022568165027667318,0.5922173203430031,0.17648350990562714,0.12447449343023734
1600,0.0002854390757797351,0.5518470255017446,0.18746746985031434,0.1189348395141188
1700,-0.0002532026842560423,0.46348116439841874,0.19532999917809452,0.10973715790286821
1800,0.00046626683221253425,0.4322455913254211,0.1989564877089978,0.1025186203297226
1900,2.764576326994317e-05,0.43398728511458584,0.20777445659123633,0.09820430855990943
2000,-0.0005471588192888968,0.39786061577811727,0.21031758550945626,0.08889629518549835
2100,0.0002796974355951498,0.3610836587202899,0.2203089191036379,0.08415524398240312
2200,-0.000663945675101587,0.3152107534652299,0.22306992820296126,0.07861444016076201
2300,0.000440031091370288,0.31599374950467624,0.22821519431919293,0.06931002192925607
2400,-0.0006031357133716363,0.25160674101645,0.23424447400934983,0.06636514701402235
2500,-7.425818249619972e-05,0.23887858793389677,0.2387907783121503,0.058527502685619244
2600,0.00045311609647674764,0.22207921140047643,0.23799677799425312,0.05073427795396982
2700,5.826528323091329e-05,0.2239236664542721,0.24480640110166277,0.049067732212977624
2800,0.0002706427465048169,0.18450979586561814,0.24711080036732144,0.0441526414558203
2900,0.0003846198586902697,0.17732158474203513,0.24874995339787154,0.03831089039927036
3000,-0.00041645755726771327,0.1581986890291878,0.252509325679482,0.033032336673795154
3100,-0.0002606716412573383,0.12459141926176265,0.2583473002413052,0.03041477644712072
3200,0.00023718517623114112,0.12431931682367836,0.2607260993064583,0.026689703955669882
3300,0.0003098432492183743,0.12439835941581802,0.2668784070527778,0.022922756488846376
3400,0.0002990018239244354,0.08616474291207543,0.26158970591936165,0.020215215589057093
3500,0.0006591897265231795,0.0918759752069554,0.2662790977023697,0.017531407160943493
3600,-0.00019522321514985435,0.06830075475244701,0.27100320940530065,0.01740632722905918
3700,0.00032705099018015896,0.07897134357502175,0.27308243462488374,0.01509976931350349
3800,0.0003899466833280122,0.06830226450421549,0.27029067098143456,0.013492650211224137
3900,0.0001988872639083584,0.08029562367351761,0.2743621102547569,0.014792358099178015
4000,-0.0003732452441885521,0.060218725765146135,0.27164986539641783,0.013126725879447194
4100,5.219577921797029e-06,0.04576692055564956,0.26929827629921116,0.009709805578358367
4200,-0.0007036507434412409,0.058704450500341274,0.270075833599378,0.01147709820583746
4300,-0.0006267888136954489,0.05580339689948836,0.2708639660437369,0.008650713923597814
4400,-0.00031670056425176863,0.05786302886613218,0.2752322645358842,0.008787619418199864
4500,0.0007022016090097412,0.0518397998785443,0.27096520671393176,0.007422641072542937
4600,3.197504357989989e-05,0.042381741500837775,0.2705450203541715,0.006069563678012047
4700,-0.0002188004238001205,0.029633595206494074,0.2681491581986838,0.004382092222313213
4800,-0.0005717562411769065,0.033691820636509634,0.26669249364557884,0.004534256177734344
4900,0.0006029399089743034,0.01758310517600532,0.26057316950472204,0.0025435748636312393
5000,0.00019601418374077384,0.01998269933473922,0.2591271758374086,0.003414484379517337
