milliseconds,P,Pt,M,N
0,0.09990168943496401,2.0078366750625216,-0.001488321417008649,0.10162821724883009
100,0.013838007678966787,1.84528908010837,0.015956328541061313,0.11525766021025947
200,0.000760265866987538,1.711775367422464,0.030072916193420764,0.12618535998034697
300,-0.00059317609212933,1.6124949091938365,0.044343960449293215,0.13486105935978673
400,-0.000692121694356391,1.4750737873507478,0.05912415295426868,0.13700924533883208
500,0.000497962170243772,1.3368237480574399,0.07256282815154322,0.14387220414657628
600,-0.0003028973505699874,1.244739927899933,0.09135192262610588,0.14716316129404206
700,0.0005032427885091701,1.151922571449258,0.10301499549750487,0.14979704382889789
800,-0.00044528336121583425,1.0397807018386085,0.10847148390843873,0.14604969480498056
900,0.0004429889544439373,0.9549843267170532,0.12570337009305618,0.14559686932764868
1000,-0.00033901399725882244,0.8856655424188792,0.13283964106563415,0.1452266907467336
1100,3.0650475102112225e-06,0.7958629696622738,0.14297632189870446,0.14343737180590957
1200,0.0004680655042624654,0.7066814866454327,0.14889593388653852,0.13671958643935667
1300,-0.00011206606672097874,0.6565322528636872,0.1634345055427077,0.1314223114316567
1400,0.00021057173465489833,0.6290890624778269,0.1653426516688913,0.13051968033553468
1500,0.0005880612825324787,0.5539730766801962,0.17500647857871113,0.12117713500330626
1600,0.0002961308104085376,0.5468779266146274,0.1831900421576933,0.11444483856736383
1700,0.0004738490422981365,0.501767367964446,0.1925301223404014,0.11067227616833426
1800,0.0001437333175445329,0.45107463444266177,0.1978758046883257,0.1054169208733626
1900,-0.00040851123188873,0.43365501742354845,0.20761558630565846,0.09571486328288611
2000,0.0004182340728774635,0.38241113767478124,0.20716483249239218,0.09202868630278203
2100,2.8427330802374558e-05,0.3594583197999139,0.2166446672759786,0.08220751275992845
2200,-0.00034203977001886327,0.3169085828416748,0.2249996503776082,0.07924863140742956
2300,-0.000227406600700033,0.2729846642053879,0.22377136573932588,0.07148047561441644
2400,0.00036094446945302136,0.25510505025416963,0.23452070557380036,0.06566550042573473
2500,-0.00017152762473374294,0.2601788884406825,0.24022840563573694,0.059724014871694965
2600,-0.00034321490449216595,0.22922359179415944,0.24241868989447976,0.05043931256939718
2700,-2.1386672559344136e-06,0.2144426642080961,0.24374950674319976,0.04507587187903369
2800,0.0004792294499266174,0.16754683925180397,0.24499217374877308,0.04216422643206969
2900,8.90847424422669e-05,0.17489789708587117,0.251090876426928,0.04002583039091282
3000,-0.00016789316043178498,0.1622330003908126,0.25633874363202164,0.032126487178497636
3100,-0.00012134437173152024,0.16429259393321655,0.2557227997560137,0.031776072754187284
3200,-0.000693412440250491,0.10827570966631725,0.2611552270491583,0.027428041397487876
3300,-2.1993747930303758e-05,0.0989690755826587,0.26404136094724096,0.026757660914916298
3400,-0.0002368746129880361,0.12160026220098626,0.26593065986163644,0.02255466426032516
3500,9.08969135493584e-05,0.07889232879573896,0.26516966761757377,0.020659259180000708
3600,0.0006947957970188706,0.09929047819471183,0.2668980357999741,0.01619396764250839
3700,0.0006146587644265647,0.10561231272887624,0.2700232900772904,0.014199457514482804
3800,0.0007044621980143853,0.0690061656924971,0.27193315011720753,0.016069707271594586
3900,7.696215059344679e-06,0.0874655828322557,0.27233811208943304,0.011372591379951308
4000,-0.00043453163155452893,0.044538535564713655,0.27026335804088886,0.011591803089434357
4100,-1.7753991390659746e-05,0.04640047730247763,0.2751578276650836,0.011560487889598589
4200,-0.0005856727713971623,0.05196692796072529,0.26984306885659437,0.01047938842056751
4300,0.0006172909351329978,0.016068023800700673,0.27428392270565854,0.008330359804257911
4400,-0.0005248970457143283,0.027358066823970587,0.26881570863399357,0.005334017159681716
4500,0.0005898055643083462,0.037958661360667376,0.26697371756833554,0.009210891605334944
4600,-0.0002612381040176753,0.042733177300654804,0.26736777416551327,0.006773057373148727
4700,0.00043642664717539423,0.04662660828609227,0.2710479467229939,0.0061666721389977966
4800,0.0004982596409846647,0.030536659070913005,0.26639206055193515,0.004465942402846778
4900,-0.0002990023652012488,0.03122529692827381,0.26458647298307375,0.002439680995389452
5000,-0.0004845892745902273,0.01520304711336113,0.26288946917920386,0.005852446469088576
