miliseconds,P,Pt,M,N
0,0.09972701719687231,1.975554502254621,0.0024770693203359563,0.09948050743007875
100,0.013277907304379855,1.872458224291877,0.020012939998901108,0.11426942053342336
200,0.000964378984452982,1.742370276856038,0.03251741253311891,0.12408765863857213
300,-0.0002887108497026989,1.6023339301808166,0.05032915436627076,0.13304819063960002
400,-0.00020982415069963566,1.4777221975241097,0.061309713336005274,0.1374128135787073
500,0.00043678649686296965,1.344266515943812,0.07106681551421563,0.14245284329953875
600,-0.0006013867084062508,1.2427807071296901,0.0836552554323302,0.1462113116314449
700,0.00021177302025207222,1.1439928181159833,0.09867929643018722,0.1485888854682053
800,0.0001533839671206225,1.0575246207383164,0.11455604671578778,0.14942088017167354
900,0.000550095749468795,0.9543185807155371,0.12039556337858105,0.14964433881177946
1000,-0.000170416191330094,0.8723597088549685,0.13523854605472455,0.14573842176808982
1100,-0.0006317333924914452,0.8207226960362837,0.142133609483409,0.14291642180297784
1200,-0.0004440813063839223,0.7477343473490619,0.149815150674245,0.1385608737391058
1300,-0.0007002515856260937,0.6853971972291841,0.16134101480499624,0.13322720284847592
1400,0.00043126572914796516,0.6167299960082571,0.1654759559515556,0.12845551705651506
1500,3.812991261968413e-05,0.5573046693275686,0.17851527493705224,0.12296883943388476
1600,0.0006850688098999886,0.5347116313736678,0.1818583275498223,0.11688418662486774
1700,8.25045606338873e-05,0.4810142555802389,0.18921954948366715,0.11123917400486434
1800,-0.000621277508512309,0.4536190810977994,0.20079912665766217,0.1023236146046764
1900,-0.0005900324911066275,0.4378021828082821,0.2047019165680021,0.09571568371408502
2000,0.00033386774213277977,0.38756654652984057,0.2107111524698786,0.08776594320837859
2100,-0.00029430442145699664,0.34827261108942664,0.22016671789542686,0.08246479988001916
2200,0.00029874695403121407,0.31685384444271264,0.22471012668320592,0.07930631494082938
2300,-0.0004222142381758199,0.28333662893341677,0.22720421107577102,0.07038578422017783
2400,-0.0005339514560387752,0.2663038040960159,0.2297180891137775,0.06552055019482715
2500,4.3392482659101e-05,0.23955042180625166,0.23877829788913735,0.05697712965532147
2600,-0.00013878254613446225,0.23951755744972458,0.23990787152134777,0.05472182653631415
2700,0.0005380993232938904,0.21454573009325337,0.24392633692332844,0.048376475713487466
2800,0.0004332638856511982,0.19187511860073514,0.24771722098577012,0.04003386482192753
2900,-0.0001364321228129804,0.18653496014970355,0.2520794819808216,0.0368649777792314
3000,0.0001445838733825065,0.18493064194758924,0.2563369133598981,0.03443681890790204
3100,-0.0005556728615209773,0.1598475830114917,0.25805392323940035,0.02888317349056511
3200,7.645678122211612e-05,0.13551995869133057,0.2624759457791925,0.025758816438517806
3300,0.00039776058565392985,0.11177951482814949,0.25995402945432416,0.02476067458407774
3400,5.8689863667316e-05,0.1278785472758342,0.2686171682626268,0.02085669262873999
3500,0.00042976032530574074,0.08928584630304855,0.2696891893715614,0.021811990163663267
3600,-0.000532481380582172,0.11020700494470856,0.26516212899936936,0.017844489933484586
3700,-0.0004356078046096952,0.08806738674252541,0.2683902261775783,0.015489579849045853
3800,-0.0006731016163983864,0.08409860382536238,0.2704137126567128,0.013810810146339161
3900,-0.0005171613973746236,0.06553994046764061,0.2749672195678601,0.011033591816616124
4000,-0.00011748681085877866,0.062343044877007876,0.2750268324255014,0.010138205745666656
4100,-0.00026478568418153675,0.06756275310522171,0.2729522169345446,0.010110028827226279
4200,-0.0006623852974669044,0.027577008143529685,0.27551263405288684,0.01157516100928539
4300,0.0002848187180283624,0.06657911401023764,0.2703380114048831,0.005427387169553642
4400,-0.0006245326669047711,0.049013964240261776,0.2753880548982825,0.004820780292565751
4500,0.000234482436510529,0.011802509482679458,0.2688703067391907,0.008665391049008065
4600,0.00026768436513358544,0.00955191801209002,0.26958846488873034,0.0035248159492709354
4700,0.00022991930316017888,0.008088888962362893,0.26517268048925546,0.004265196365662928
4800,-0.0006453476987448831,0.03359533842697278,0.2648012597637064,0.002890012545724332
4900,-0.0002940248478136851,0.048889440440948756,0.26355875528773476,0.005349687488252349
5000,0.00022152069310017573,0.006341464156376538,0.25898600507857883,0.002537006606700986
