milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
1000,2999.7602733837916,199.76027338379123,99.9999999999601,19999.999999992026,1.6648535381428674e-09,9.488317709146112e-18,999.9999999999997,10000.0,4.6219829522088534e-14,40000.0,2.161115686503818e-13,10000.0,100000.0,2.1219718808572076e-17,1000000.0,9.478905895449018e-16,3.484614179683831e-82,20000.0,100000.0,4.3269603522775096e-17,20000.0,0.2397254171255881,1.1927306422242562e-06,3.9894890495740756e-11,6.31263648147082e-09,6.729442584981148e-22,3.5194894791706963e-13,2.97682751579424e-13,9.409734918935574e-94,2.4493468865653959e-88,1.1907310063176964e-12,6.50641186379396e-17,1.469820049643294e-15,6.49889033275941e-15,4.076480979058119e-90,2.0517401898903353e-83,6.873647784005199e-16,3.0036153896867553e-16,1.928099612037479e-21,1.3994168264932767e-76,9.194905363742533e-47,3.4982818743518145e-78,500000.0,8.050281370923683e-77,3.8790667363926443e-78,100000.0,5.1262681009726185e-79,4.3653959103650925e-79,500000.0,2.56313405048631e-78,2.18269803498292e-78,1.837684403675172e-81,100000.0,7.129895300255522e-84,5.968504705864141e-85,100000.0,5.502715679528756e-20,3.720956731381619e-45
1100,2999.736330768354,199.7363307683538,99.99999999994694,19999.999999989395,2.3891152840732476e-09,1.8962201986166626e-17,999.9999999999995,10000.0,7.786809459124281e-14,40000.0,3.685699016625856e-13,10000.0,100000.0,4.281526618664502e-17,1000000.0,1.8941863472528006e-15,2.7994876318950675e-81,20000.0,100000.0,8.735095952791824e-17,20000.0,0.2636677808659555,1.4425093046582217e-06,5.304653630307923e-11,8.217880304470906e-09,1.4543201058578644e-21,5.550346413958104e-13,4.624487407341453e-13,9.209241113873536e-93,2.291970778850658e-87,1.8497949629365817e-12,1.187567514728077e-16,2.7115440098592175e-15,1.1860808932813318e-14,4.004266796156271e-89,1.7375034238467165e-82,1.283760268124214e-15,5.544162755893505e-16,4.614918249245576e-21,9.17901032345077e-76,4.6850514519902305e-46,2.393749829643908e-77,500000.0,5.487088038684015e-76,2.7415465068818924e-77,100000.0,3.719610438124197e-78,3.336578608281932e-78,500000.0,1.8598052190620984e-77,1.6682893753060795e-77,1.4805180824796663e-80,100000.0,6.029739546483085e-83,5.315498111787096e-84,100000.0,1.208630319107832e-19,1.7161775107950245e-44
1200,2999.712393610679,199.7123936106787,99.99999999993118,19999.99999998624,3.3185654238188637e-09,3.51723436466094e-17,999.9999999999992,10000.0,1.247732712426744e-13,40000.0,5.973008751192974e-13,10000.0,100000.0,8.008651521034108e-17,1000000.0,3.5132139160495252e-15,1.358984222003003e-80,20000.0,100000.0,1.6344977146038914e-16,20000.0,0.2876046629043734,1.7159075515505612e-06,6.881279217140333e-11,1.0440545998547886e-08,2.875046713313608e-21,8.396883366415972e-13,6.895881569055138e-13,5.0076749290914794e-92,1.2135778434348705e-86,2.758352627622054e-12,2.039593554058766e-16,4.7025076059954056e-15,2.036862887657924e-14,2.1824403771447844e-88,8.687171110342922e-82,2.2510772407148843e-15,9.618620234486988e-16,9.893629497143889e-21,3.960420159734859e-75,1.835763942985144e-45,1.0612489992168305e-76,500000.0,2.426890116991512e-75,1.2388976019341231e-76,100000.0,1.706059534508569e-77,1.5755416030667575e-77,500000.0,8.530297672542853e-77,7.877708381774533e-77,7.198789736177008e-80,100000.0,3.012348860131334e-82,2.7348276518458542e-83,100000.0,2.422090723785447e-19,6.535562113384562e-44
1300,2999.6884619094744,199.68846190947392,99.99999999991256,19999.999999982516,4.486023935082125e-09,6.230195114585265e-17,999.9999999999987,10000.0,1.9241807600539487e-13,40000.0,9.315179774948493e-13,10000.0,100000.0,1.4309114102481573e-16,1000000.0,6.2226253527641165e-15,5.9986326761115474e-80,20000.0,100000.0,2.921074653375797e-16,20000.0,0.3115360645383624,2.012905421692065e-06,8.742937623788756e-11,1.2994879227277258e-08,5.4135617817859136e-21,1.2288849495406156e-12,9.947075607276314e-13,2.3868369319954078e-91,5.684326905595015e-86,3.978830242910525e-12,3.3560961631534146e-16,7.815063715318605e-15,3.35130772324766e-14,1.0418139197962772e-87,3.9142597068723054e-81,3.782823393218157e-15,1.598869954053413e-15,2.018139713815159e-20,1.5981682655161364e-74,7.084828259300266e-45,4.380539379093097e-76,500000.0,9.998668906383537e-75,5.1906592332374806e-76,100000.0,7.22839587939098e-77,6.819023981481746e-77,500000.0,3.614197939695489e-76,3.409512159204107e-76,3.1812953932326913e-79,100000.0,1.3565466931876632e-81,1.2565834891965842e-82,100000.0,4.625008372873809e-19,2.516493254613925e-43
1400,2999.6645356634485,199.6645356634475,99.99999999989086,19999.999999978176,5.924989442701675e-09,1.0560070470334973e-16,999.9999999999983,9999.999999999998,2.8689589268565425e-13,39999.99999999999,1.4041309944304645e-12,10000.0,100000.0,2.4460437020017683e-16,1000000.0,1.054649875291926e-14,2.5129099872614022e-79,20000.0,100000.0,4.993988229319505e-16,20000.0,0.3354619870652407,2.333483661127838e-06,1.0913189070019414e-10,1.5894419320308974e-08,9.706561899201155e-21,1.747437290716782e-12,1.3943145134618496e-12,1.1532711753629823e-90,2.6618052880862435e-85,5.5772580538473985e-12,5.311751024621552e-16,1.249077206887121e-14,5.303714867341849e-14,5.047923276764908e-87,1.706420331814224e-80,6.11171161202651e-15,2.5556655599336023e-15,3.8998943854970745e-20,5.426306690699452e-74,2.6800365372312815e-44,1.580094841740538e-75,500000.0,3.589430052602666e-74,1.9424085596311615e-75,100000.0,2.7767001111479326e-76,2.7441571679738562e-76,500000.0,1.388350055573966e-75,1.3720786602357846e-75,1.335792209036047e-78,100000.0,5.9075523274023e-81,5.681608626230739e-82,100000.0,8.406541564428545e-19,9.260178431123447e-43
1500,2999.640614871309,199.64061487130795,99.99999999986584,19999.99999997317,7.670790645503597e-09,1.7257866225716335e-16,999.9999999999976,9999.999999999998,4.157499059784745e-13,39999.99999999999,2.0566694008792458e-12,10000.0,100000.0,4.031004431823162e-16,1000000.0,1.723450054650755e-14,8.170468891329538e-79,20000.0,100000.0,8.230129385510677e-16,20000.0,0.3593824317821572,2.6776249072951556e-06,1.3415569247377349e-10,1.9150815061687286e-08,1.671236365043616e-20,2.4246271558233732e-12,1.907202447876821e-12,4.033258015383755e-90,9.172357482992199e-85,7.628809791507283e-12,8.138319927116395e-16,1.9324867806527345e-14,8.12531507187348e-14,1.7676597575356102e-86,5.671023943773994e-80,9.556282712252505e-15,3.953744167023554e-15,7.198665619965242e-20,1.530302447331655e-73,8.297377975346577e-44,4.667627850922914e-75,500000.0,1.0566437370808712e-73,5.888197729048818e-75,100000.0,8.565422238691002e-76,8.715479873419873e-76,500000.0,4.2827111193455e-75,4.357740195088753e-75,4.348905610554609e-78,100000.0,1.9621653480988035e-80,1.9242792237904337e-81,100000.0,1.4666128746754375e-18,2.8095395327436306e-42
1600,2999.616699531765,199.61669953176389,99.99999999983726,19999.999999967455,9.758471198121051e-09,2.7676262867810766e-16,999.9999999999968,9999.999999999998,5.880707096618964e-13,39999.99999999999,2.9416877114687772e-12,10000.0,100000.0,6.53525166884457e-16,1000000.0,2.7636386247526752e-14,1.3713639885577067e-77,20000.0,100000.0,1.3338739742612316e-15,20000.0,0.38329739998583423,3.0453115324938636e-06,1.6273606967893483e-10,2.2775982178193477e-08,2.8524581735520413e-20,3.293423250481581e-12,2.5530371258914125e-12,3.54133001199266e-88,5.386040690528766e-83,1.0212148503565653e-11,1.2162844808926942e-15,2.920698808756266e-14,1.214224924205778e-13,1.6314753349279986e-84,1.4349416761842268e-78,1.4619053402485564e-14,5.973234399990266e-15,1.3603558130177746e-19,6.375839123499618e-73,7.1550824752159776e-43,2.61871550829155e-74,500000.0,5.717680305828845e-73,4.114249749023825e-74,100000.0,6.963418003930936e-75,1.0219873018162932e-74,500000.0,3.4817090019654585e-74,5.109937511581842e-74,7.524375141886627e-77,100000.0,4.891313861874378e-79,7.34965486914642e-80,100000.0,2.552023322387425e-18,1.720374704073425e-41
1700,2999.5927896435255,199.59278964352427,99.99999999980488,19999.99999996098,1.2225763632823414e-08,4.3038727687101756e-16,999.9999999999957,9999.999999999996,8.136613148225289e-13,39999.999999999985,4.114705202440806e-12,10000.0,100000.0,1.0267621025540488e-15,1000000.0,4.2973197201870065e-14,4.4245413983820805e-77,20000.0,100000.0,2.0948258220356573e-15,20000.0,0.4072068929728321,3.436528674520377e-06,1.9510798940718191e-10,2.6779071801060344e-08,4.687934333460591e-20,4.389833417663988e-12,3.3537875703463318e-12,1.1995115690558024e-87,1.8141757436077157e-82,1.3415150281385332e-11,1.7716368355728165e-15,4.3012998795288084e-14,1.7684721342044962e-13,5.5291300549791e-84,4.725516942657634e-78,2.1782256482979162e-14,8.792244981786599e-15,2.434171192091669e-19,1.6786428251762252e-72,2.174931244089612e-42,7.42267157804875e-74,500000.0,1.6083226708227853e-72,1.2136664182140488e-73,100000.0,2.1002745090963983e-74,3.210090490634864e-74,500000.0,1.050137254548199e-73,1.6050455800582402e-73,2.4321135443043585e-76,100000.0,1.6098261211192678e-78,2.4530896514362912e-79,100000.0,4.266691100401472e-18,4.959955246919511e-41
1800,2999.5688852052995,199.56888520529827,99.99999999976849,19999.9999999537,1.5111978699369028e-08,6.472426653669929e-16,999.9999999999943,9999.999999999995,1.1033980171676954e-12,39999.99999999998,5.637535355924657e-12,10000.0,100000.0,1.5576054634570316e-15,1000000.0,6.462120807841453e-14,9.793189109913926e-77,20000.0,100000.0,3.1766811612914694e-15,20000.0,0.43111091203946567,3.851263104621122e-06,2.3150619367123675e-10,3.116760278049434e-08,7.37312054019139e-20,5.753270444059463e-12,4.333234423849464e-12,2.6929949600543927e-87,4.0665109953194854e-82,1.733293769539786e-11,2.517049217709437e-15,6.17270770954765e-14,2.512338729086419e-13,1.241523993306974e-83,1.0523455375257556e-77,3.1588198835430246e-14,1.261093265183176e-14,4.0784294540045265e-19,3.4600277414751306e-72,4.724579807631977e-42,1.573857491781599e-73,500000.0,3.4007105563083805e-72,2.609882661722862e-73,100000.0,4.550464498900505e-74,7.046698331124352e-74,500000.0,2.2752322494502522e-73,3.523349914019019e-73,5.3861753073974253e-76,100000.0,3.58435594793333e-78,5.484288972691357e-79,100000.0,6.8014778239808826e-18,1.0582493900743313e-40
1900,2999.5449862157966,199.5449862157957,99.99999999972783,19999.999999945565,1.8454030857950223e-08,9.569419200032347e-16,999.9999999999926,9999.999999999993,1.4707996357476944e-12,39999.99999999997,7.593115541502656e-12,10000.0,100000.0,2.325921773197575e-15,1000000.0,9.553435576024374e-14,3.525007319275229e-76,20000.0,100000.0,4.74053985875291e-15,20000.0,0.4550094584814009,4.289499179645933e-06,2.7216552600849046e-10,3.595151094687326e-08,1.1436107521997106e-19,7.428498349612165e-12,5.515088837663174e-12,1.181186118162468e-86,1.708822970107112e-81,2.2060355350652706e-11,3.5101505230755797e-15,8.701409621777273e-14,3.5032668672566533e-13,5.480640727023191e-83,4.0000310565181945e-77,4.502748106612249e-14,1.7762941380837993e-14,6.823484529569937e-19,1.0048854991933185e-71,1.4958859044294782e-41,4.812152134348865e-73,500000.0,1.0319356726144864e-71,8.273226195085081e-73,100000.0,1.4733034865339482e-73,2.4126378926937685e-73,500000.0,7.36651743266975e-73,1.2063192462966269e-72,1.9486118924194339e-75,100000.0,1.3593370301575135e-77,2.1929637191892374e-78,100000.0,1.0722050408959427e-17,3.1611519387965225e-40
2000,2999.5210926737277,199.52109267372643,99.99999999968267,19999.999999936532,2.2292052547090572e-08,1.384857346185519e-15,999.9999999999906,9999.99999999999,1.9298112799991995e-12,39999.99999999996,1.0064590762050051e-11,10000.0,100000.0,3.398794068505011e-15,1000000.0,1.3824394547259025e-13,9.187911262842825e-76,20000.0,100000.0,6.922073025222489e-15,20000.0,0.4789025335942203,4.751224560025452e-06,3.1732046944854197e-10,4.113742915679154e-08,1.7301087194717763e-19,9.462882496562816e-12,6.925640518982548e-12,3.2884055208630615e-86,4.695902863140903e-81,2.7702562075930202e-11,4.805906762893778e-15,1.2041366099697603e-13,4.796058301035143e-13,1.5286991734802497e-82,1.063349696508427e-76,6.29926745058884e-14,2.4558451168411917e-14,1.1061848807940408e-18,2.40139785072925e-71,3.701514194305727e-41,1.1750307683198244e-72,500000.0,2.511527214864966e-71,2.0508924385966523e-72,100000.0,3.683867562309843e-73,6.169527139295207e-73,500000.0,1.841933781154922e-72,3.084764381493011e-72,5.088711637101212e-75,100000.0,3.610699716744359e-77,5.931098511660112e-78,100000.0,1.6472297311019075e-17,7.62521177871385e-40
2100,2999.4972045778018,199.49720457780055,99.99999999963279,19999.999999926553,2.6668383098956726e-08,1.9557413996860517e-15,999.9999999999882,9999.999999999989,2.495203511561692e-12,39999.999999999956,1.3139083183563492e-11,10000.0,100000.0,4.84096560268013e-15,1000000.0,1.9521964729238938e-13,1.884139084596551e-75,20000.0,100000.0,9.852410250944808e-15,20000.0,0.5027901386733202,5.236429180018689e-06,3.6720522966386385e-10,4.672971740330001e-08,2.536717868367444e-19,1.190688477025237e-11,8.593280065094126e-12,6.93078242391729e-86,9.845512095849702e-81,3.437312026037651e-11,6.4607913349663065e-15,1.634854727715065e-13,6.447023963857538e-13,3.2243976379617835e-82,2.1989817635491253e-76,8.637688410456807e-14,3.3312482958333175e-14,1.7144178623501723e-18,4.740238096161413e-71,7.4168006579255e-41,2.3414748966994393e-72,500000.0,4.997310727584803e-71,4.114267644944956e-72,100000.0,7.418251530903999e-73,1.254720728545254e-72,500000.0,3.7091257654519993e-72,6.273605334279058e-72,1.0443851716585752e-74,100000.0,7.464303538536912e-77,1.2354185606848707e-77,100000.0,2.4464022325501972e-17,1.5102170857797112e-39
2200,2999.47332192673,199.47332192672872,99.99999999957794,19999.99999991558,3.162281924910529e-08,2.716456723529001e-15,999.9999999999853,9999.999999999985,3.1846728919540215e-12,39999.99999999994,1.6928320653723526e-11,10000.0,100000.0,6.782685418113977e-15,1000000.0,2.711350405949106e-13,5.589878878824125e-75,20000.0,100000.0,1.3792686782982995e-14,20000.0,0.5266722750134921,5.745100406961976e-06,4.220541363217511e-10,5.2735304968339884e-08,3.6542809985092246e-19,1.4816932483255803e-11,1.0546028529914171e-11,2.1547462702746592e-85,3.021320637618713e-80,4.2184114119656684e-11,8.555960931343342e-15,2.186594858301814e-13,8.537035995115226e-13,1.0047742073679578e-81,6.584362369190088e-76,1.1667000334733553e-13,4.45078375098684e-14,2.614177519402899e-18,1.4175137454070896e-70,1.6319370781925058e-40,6.929288071970147e-72,500000.0,1.4798892996436386e-70,1.213563737625808e-71,100000.0,2.18532046054869e-72,3.7032652441372503e-72,500000.0,1.092660230274345e-71,1.851633134607743e-71,3.1013063830809548e-74,100000.0,2.2338635668947134e-76,3.740991573421162e-77,100000.0,3.571396172557668e-17,3.205652949477335e-39
2300,2999.4494447192233,199.44944471922196,99.9999999995179,19999.999999903568,3.719568501413988e-08,3.720626046641685e-15,999.9999999999818,9999.999999999982,4.0174583222861165e-12,39999.99999999993,2.1554967076160617e-11,10000.0,100000.0,9.373693777992894e-15,1000000.0,3.71337688725069e-13,1.4920625163609695e-74,20000.0,100000.0,1.9042885353396835e-14,20000.0,0.5505489439091865,6.277226170544774e-06,4.821013824286974e-10,5.916056027328114e-08,5.188143107639906e-19,1.8253501565346167e-11,1.2813160292239922e-11,5.877053422075629e-85,8.18861840415076e-80,5.1252641168959696e-11,1.1181862865219393e-14,2.886671467048831e-13,1.11562182149096e-12,2.7436562977206354e-81,1.7641461263461012e-75,1.5555798385076277e-13,5.868632848930709e-14,3.9317875363623486e-18,3.829209844630294e-70,3.4906563320105426e-40,1.8572670378691053e-71,500000.0,3.9692810731991715e-70,3.2422164982076136e-71,100000.0,5.829653165378504e-72,9.870723898740833e-72,500000.0,2.9148265826892532e-71,4.935363330085986e-71,8.281167223640955e-74,100000.0,5.98377057649531e-76,1.0074758924986428e-76,100000.0,5.1407221777012346e-17,6.638023876970369e-39
