milliseconds,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2
0,70.0102085903495,29.96054138747868,249.94294573236257,71.40147429407432,50.434372483855334,50.081543498095094,70.45682649158917
100,70.01348253394539,29.78778204681908,249.97418475372973,4507.757474018629,50.02075972200908,49.9793479925484,108.85043298873427
200,70.01687174653195,30.55621430563823,249.50282088721912,6765.441667466543,49.175572419925686,50.13263874708361,134.8727951934385
300,70.01543259586263,31.021185935051818,249.22190019765935,8066.413050303194,48.08651536214124,50.181249376695234,138.54089960110682
400,70.01905092177397,31.35824962354319,249.1017683552689,8703.454591282567,48.324860020826584,50.27088342547443,179.25010662157132
500,70.04197951028813,31.47362264020645,249.25288390180413,8808.5658338096,47.53049376671514,50.385805871433384,179.91958585542793
600,70.04705542154491,31.360886870384636,248.9727214787982,9013.586224990522,46.960555726802944,50.43961502082756,193.66706673862308
700,70.05902991836584,31.871366141202195,248.7809402843726,9159.97614673274,46.98284142501352,50.59830273732313,243.92806108052895
800,70.05914578085874,32.852073682097654,248.54937864233256,8957.770631884203,46.422605566173424,50.65179904625776,270.63119202887907
900,70.06351696381196,33.31855440902088,248.23120598011985,8995.755708801025,46.179480567698135,50.68474222217312,293.08699632205065
1000,70.07917429125526,33.35044936870383,248.45980378993016,9070.301860413758,45.18165208034891,50.781332226059696,320.7158330348348
1100,70.07605410678575,33.31838079793494,248.23547390516273,9227.483994359178,44.158836827598286,50.7486980306392,326.57102398985546
1200,70.08968971911318,33.58210069146692,247.6905310251998,9060.708830527334,44.547221768396085,50.881903964997896,378.19746625498925
1300,70.09854958852328,34.60377768807554,247.49514324751945,9051.676984800222,43.621070969058394,50.86983057812917,381.79750996375776
1400,70.0932522316792,33.992161271320064,247.64805982149502,9131.634820022322,43.59923336800649,50.89615395024502,396.15283988445094
1500,70.1134903933354,35.20705110641856,247.38799796700226,9109.872843770205,43.370220857597474,51.124862697230576,438.4424499354854
1600,70.11381674389986,35.11140047190348,247.31172861571542,9227.64651873999,42.10894383121396,51.20437481909511,447.74948360444705
1700,70.1250439286839,35.8776455379502,246.89201783408532,9252.706210796761,41.63622582231101,51.290719945028,498.9556684431623
1800,70.11699921926002,35.84965140189075,246.9378718769156,9215.26330943698,41.188138550234065,51.269488038089555,477.4150474211685
1900,70.13564706429987,35.763245136927694,246.77743167632534,9062.949111599393,41.606752033393,51.302285792228616,522.1982845238131
2000,70.13103452938056,36.939472212026324,246.3769025867172,8991.680797197987,40.679459903526876,51.48455625971671,562.6572394552562
2100,70.15591159119815,36.81326552325501,246.26310313527236,9041.991700620836,40.003134356402825,51.52574364245047,560.9369538493414
2200,70.14604993268736,37.28973602667429,246.18019629257856,9125.544231074435,39.724168577901814,51.497229811957915,565.4941973480381
2300,70.16154149946104,38.05308758865342,245.88030966069203,9027.888460268114,39.21215659949133,51.61671802810382,589.0800873440239
2400,70.15948566618661,37.59652577772621,246.02678302208446,9261.478020904127,39.74826677956669,51.64662558197654,594.6019087630609
2500,70.17960052514366,38.945486012502656,245.5023359235763,9213.09687687366,38.284893299101576,51.70479154119155,654.5291299118612
2600,70.19165558726165,39.35263352906179,245.31027629592936,9158.614749057358,38.105254901158354,51.870604968605015,651.6841271077022
2700,70.19966280312505,38.73676921999031,245.49139650863984,9257.898894333002,38.35174253891962,51.90766732261458,660.5474571465106
2800,70.2050385951829,40.22582262348134,245.21521911888203,9195.168651789556,38.00110937027186,51.95367422735271,692.4555470315305
2900,70.20788311222192,40.19665473964786,244.86529417141293,9040.290997266033,37.72229978557957,52.03989421082712,692.670865511747
3000,70.21085933906551,40.821625403483715,244.89420318229804,9029.511235282926,36.91914488316436,52.079831980117554,743.8525448602824
3100,70.22630080528117,41.077004475554574,244.64258144113867,9113.206103756353,36.04756580627797,52.18720043507581,745.9963959813697
3200,70.2167740401291,41.24074230281751,244.3587268384921,9035.453699517175,36.06691924380973,52.255840536786856,775.2936086615138
3300,70.24048372575697,42.18606791651608,244.1322601952387,9105.726245982542,36.016391372252265,52.2969452762959,767.3621904648892
3400,70.24535231280748,42.14479396120343,244.3580957685419,9027.418812834554,35.71333453918385,52.36384927696908,787.5536088184072
3500,70.24699908685368,42.754136859035185,244.0854833070717,9194.839864488938,34.93661717354006,52.49741282817616,829.4029720747363
3600,70.26242764347275,43.133811671794035,243.57741468445386,9254.803641259914,34.87780228099149,52.50545758587455,821.4016076664042
3700,70.24908662442208,43.8080937689682,243.717619528649,9144.960605118842,33.97187002518796,52.502473445247894,864.6760043086695
3800,70.26287242295713,44.00796956041658,243.6595458925605,8996.28841088003,34.02082043044109,52.74588303757678,876.8977231662813
3900,70.2747889437485,44.26422446824718,243.43999612158976,9006.47988877615,33.87487957680301,52.67172294378302,883.3989369574086
