milliseconds,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b
0,8797.15,30.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,8788.232969053206,30.141673037833847,9.677283062174302e-06,2.477944494555075e-06,1.8530783619616518e-06,4.69995960904293e-06,279.43203798437816,12.86395809015021,0.1356086847998395,0.35221195184283005,0.1268779577765036,0.10208830573365266,0.4655880731845339,1.2092909602241528,0.43573966255688285,0.350608594612351,974.4857541437632,44.87673197082315
200,8779.354622346671,29.74258273498685,7.327188014488915e-05,1.852667855961946e-05,1.4049249820492891e-05,3.5122098234987555e-05,552.8013767520466,24.937003683209483,0.5175189930155377,1.341775385744055,0.47564897924657684,0.38240541684523,1.8055313768209538,4.681349024924855,1.6599334319380754,1.3345472472463498,1943.8470815747762,87.71637352889248
300,8770.514662388392,29.36181539641444,0.00023998968065632676,5.993809597079332e-05,4.6076290619379396e-05,0.00011357034558746625,823.7984982294907,36.4392227232425,1.1305440766012262,2.926073708061893,1.021172877001514,0.820313666544233,3.9657274074250344,10.264387202340226,3.5830897824673458,2.8783545282544036,2904.7928948487506,128.52937792376895
400,8761.712802219034,28.99852201130555,0.0005558296865463181,0.00013715674828291237,0.00010685380901754001,0.0002597509000651279,1092.5026429289994,47.414892937397184,1.9612171661577178,5.06727896736103,1.741657188235861,1.3979202925357628,6.898336201030755,17.824025963602008,6.127763319987204,4.918443835518219,3857.604596559931,167.47307001175923
500,8752.948763144333,28.651910427611774,0.0010639390183787836,0.0002594563060291695,0.00020479654967518588,0.0004911123625910898,1358.9858709368764,57.9030520212123,2.9975307398426905,7.7316332220394095,2.618103175573089,2.099624905449851,10.560706269058349,27.24035642465553,9.226443736894819,7.399380623374109,4802.538066567626,204.68613944400803
600,8744.222274017387,28.321239355559687,0.0018049126929391866,0.00043508675410825696,0.0003478677149503392,0.0008231296560972907,1623.3140545967162,67.93835656833811,4.228712026470236,10.888831027136716,3.633851125375925,2.911747965400943,14.91457577085228,38.40574313022547,12.819937613532264,10.272560236277311,5739.82719334282,240.29169767619692
700,8735.53307062123,28.005813323524894,0.002817047242939047,0.0006713972942822635,0.0005436239577136768,0.0012695412569114196,1885.5476854706192,77.55175948606883,5.6450434720891876,14.511524382359491,4.774219945963647,3.8222360670401363,19.925433760780717,51.2230628037049,16.856085994244033,13.495159233287877,6669.686744282472,274.3996886139939
800,8726.880895126715,27.704978325185404,0.004136560401024591,0.0009749416522445662,0.0007992542707574563,0.0018425525801926777,2145.7425514823744,86.77106436643015,7.237714165088543,18.574912199488235,6.026210980025736,4.820419568057476,25.561991690853773,65.60424408951381,21.288710669914735,17.02927313745807,7592.31477377389,307.10886100754664
900,8718.265495618523,27.418118084120014,0.005797780278689313,0.0013515676464792932,0.0011216133975513367,0.0025530090790941546,2403.950301451748,95.62137433432561,8.998697869544227,23.056402552786896,7.378266939011304,5.896815173614011,31.79574961857766,81.46906634096177,26.07675668161109,20.84121421614782,8507.894630540059,338.50836518327304
1000,8709.68662567727,27.144650815505454,0.007833309739346619,0.0018064940828240597,0.0015172507977679653,0.0034105449379042787,2660.218920064672,104.12545911966964,10.920651999619265,27.93533227831511,8.820073785940567,7.04296356444101,38.600636938195265,98.7441624916764,31.183587685218136,24.90093398681963,9416.5966463101,368.6790586971177
1100,8701.144044003368,26.88402634746543,0.010274172628467658,0.0023443784915278885,0.0019924363705923686,0.004423714117088527,2914.593140809275,112.3040669861847,12.996830856411574,33.19272575333242,10.342391694915163,8.251290772019312,45.95270388805683,117.36216140497004,36.57638483286688,29.181530264147668,10318.579603698176,397.69461566611324
1200,8692.637514090691,26.635723667219143,0.013149938478208128,0.002969374045740238,0.0025531823352160808,0.005600100542559981,3167.1147859060175,120.17617261926914,15.221015562302963,38.811099568137735,11.936919886653653,9.514997226433684,53.82987243150228,137.2609934094722,42.22566614386335,33.65885263234879,11213.991944520734,425.62240828665824
1300,8684.166803932289,26.39924873144525,0.016488833646571985,0.003685179759211481,0.0032052626982165206,0.006946415324854904,3417.823061509066,127.75918760558298,17.587454040542127,44.77429485695015,13.596181476018616,10.827963164766354,62.21172287669211,158.38329423666914,48.104877082577815,38.31116613112976,12102.972819012719,452.52425523564926
1400,8675.731685751345,26.174132479128147,0.020317841967740356,0.004495085549970826,0.003954230861384175,0.008468584060654616,3666.7548199420735,135.06914431363643,20.090808248592126,51.06732966658391,15.313422660822251,12.184665776410597,71.07930631682285,180.6758802792082,54.190032176229444,43.11885671196282,12985.653017738186,478.4570754054037
1500,8667.331935758899,25.959929060758864,0.024662794239930882,0.005402011823534555,0.004805435249072168,0.010171823549957994,3913.9447874099324,142.12085131865945,22.7261090189121,57.67627236132913,17.08252715585122,13.580108825717458,80.41498412210662,204.08929865181054,60.45941085622501,48.06418107281208,13862.155780756193,503.473440417848
1600,8658.967333938877,25.756214284213126,0.02954844645823673,0.006408543578268255,0.00576403294239962,0.012060707927650635,4159.425757302165,148.92802132285294,25.488718405174914,64.58813579916142,18.897945470252882,15.009764428791966,90.20229411474466,228.577451096818,66.89330608108132,53.13105971157996,14732.597484479022,527.6220293220904
1700,8650.637663849537,25.56258418685339,0.03499855142544599,0.007516961335951034,0.00683500214528503,0.014139228652692834,4403.228763607841,155.50338410980527,28.374296281275598,71.79078329471137,20.75463239108838,16.46952155569465,100.42583186127729,254.09725978772886,73.47380213486238,58.30489389034749,15597.088257844622,550.9480300758756
1800,8642.342712440175,25.37865372293081,0.04103592429615687,0.008729269187086346,0.008023153582931118,0.01641084891103165,4645.383237131828,161.8587867376203,31.378770544014937,79.2728446147354,22.647991480490163,17.955640287354036,111.07114480307301,280.60836886785853,80.1845773946499,63.57240308618493,16455.732537249285,573.4934956042573
1900,8634.08226988733,25.20405559927973,0.047682500333266306,0.010047219129721277,0.009333140528976646,0.018878550843581154,4885.917139631037,168.00527693780344,34.498311959379585,87.02364489859615,24.573828766943098,19.464713613401905,122.12464287334575,308.07289188057723,87.01073975034889,68.92148922337562,17308.629543088202,595.297640196994
2000,8625.856129434582,25.038439136409085,0.05495939131721135,0.011472334788912535,0.010769468597653275,0.021544881571766265,5124.857094949315,173.9531851018293,37.72930957505496,95.03313519338751,26.52830722206998,20.99362988575715,133.57351114771666,336.4551649924909,93.93866489258606,74.34110329761391,18155.87374554493,616.3971307606248
2100,8617.664087272538,24.881469432658136,0.06288692601779132,0.01300592757750125,0.012336502732540982,0.024411984586445168,5362.228474582257,179.71217269689137,41.06835567917673,103.29184954681511,28.507919741550626,22.53955045315373,145.40565640783043,365.7215945652625,100.95590032677599,79.8211659229526,18997.555168508534,636.8262588021176
2200,8609.505942402397,24.732826397842622,0.07148469749783877,0.014649116194078902,0.014038475406660965,0.02748163758390986,5598.055502256673,185.29129545830483,44.51222664421096,111.79085063658171,30.509454317467853,24.099880885222763,157.6096389968408,395.8404637682916,108.0510413507911,85.35246486680242,19833.75976140459,656.6171654068595
2300,8601.381496515378,24.592203905022156,0.08077160422785018,0.01640284321564305,0.01587949373770703,0.030755284670563047,5832.361343227796,190.69905673539012,48.05786684727302,120.52168406592082,32.529964539831894,25.672246596110277,170.1746158543559,426.7817706291672,115.21362674564494,90.92656884325217,20664.56971570992,675.8000299542805
2400,8593.290553883442,24.45930902462284,0.09076588689851488,0.018267889693932872,0.017863545851696073,0.034234064694403946,6065.168181535792,195.94345192601725,51.702375032337656,129.47633946771685,34.56674512162298,27.25447258799166,183.09029194631313,458.51708954374834,122.43405142226155,96.53575522569446,21490.0637398526,694.4032286289361
2500,8585.232921253464,24.333861282654485,0.10148516397548238,0.02024488919218508,0.019994507029117172,0.03791883848730013,6296.497294545318,201.03201153641686,55.442991159954026,138.64721300517814,36.61730821565114,28.844563853407518,196.34687360447276,491.01943820990044,129.70348244835915,102.17294055664496,22310.317323727013,712.4534871186746
2600,8577.208407758142,24.215592040264,0.11294646093114741,0.022334338907408477,0.022276144748162325,0.04181021045007457,6526.369111359461,205.97183324221461,59.27708644524329,148.02707883292385,38.67936587475891,30.44069083377359,209.93503314492312,524.2631762698757,137.01379675208446,107.83162890085369,23125.402946125003,729.9759944759024
2700,8569.216824827932,24.10424387914754,0.12516623918076725,0.024536610695475546,0.02471212367909402,0.04590854994449946,6754.80327037776,210.7696138016663,63.20215352813373,157.60906092533776,40.75081268141787,32.04117501830605,223.8458739412652,558.2239052180945,144.35751938475175,113.50586066287363,23935.390279190207,746.9945165222019
2800,8561.257986114419,23.999570066459164,0.1381604209320563,0.02685196028701741,0.02730600997328814,0.05021400916224298,6981.818666760804,215.43167544727777,67.21579851972778,167.3866102009001,42.82971163102962,33.64447723172614,238.07090217861173,592.8783871637955,151.72777339172205,119.19017099619828,24740.346356956095,763.5314895555808
2900,8553.331707391539,23.901333865758833,0.1519444219863399,0.02928054002484312,0.03006127692625992,0.054726547849492,7207.433520020479,219.96400352231143,71.3157292677712,177.35347100217226,44.91427338381298,35.2491804483708,252.60198517876105,628.2044257874567,159.11820612058955,124.87952876385279,25540.335815355327,779.6081540201742
3000,8545.437806520324,23.809308291798622,0.1665331617007678,0.03182240146869276,0.03298130669355358,0.05944593830772126,7431.66538527143,224.37225150577285,75.4997541737815,187.50367735116006,47.00285451147912,36.85398828621772,267.4313472127612,664.1808530795126,166.5229829956483,130.56933119135772,26335.420932103065,795.2445723430342
