milliseconds,susceptible,exposed,asymptomatic,symptomatic,detected,recovered,deceased,detected_cumulative
0,14367997.999748139,447.39674513176266,187.711024298891,210.88232992269488,1.0460033764549845,9.313621104082333,0.21004383568562335,1.136628486717772
100,14367968.528861625,443.37586795832993,188.58763069130603,210.7738678829058,1.4313355869817206,-0.5118509931686619,0.5762595609118328,1.1074363879845937
200,14367956.367225131,448.77202160897633,193.1303129422788,214.84282494432347,1.324221345090851,18.815768447273808,0.09837140181959203,1.7846764271328404
300,14367923.398331033,457.861824508275,191.41136472540367,214.97837126233512,1.5239215302009073,10.803945614391221,0.8791265203609069,2.037474550820828
400,14367943.835474782,459.0206731733072,194.62643967169805,213.08770378618365,2.0506891950985593,21.719613094477545,1.7933460837010946,2.5679719779762227
500,14367923.327648517,463.641430913252,197.82026683875108,214.10644812856668,2.7281669598176124,19.93480869160021,1.2536616074947622,2.0917257386512564
600,14367882.945453955,467.1861062370415,195.58330653318697,216.55766665708998,2.7272419577059686,40.861021128005895,1.8863471041489004,2.8675041611824486
700,14367894.839719228,477.18263813099543,201.491372735776,218.44252768973948,3.1339330417252613,42.4206538634141,1.8761090697013185,2.5626864995430045
800,14367866.60955072,469.9880428244475,199.93497905597337,219.59468570885738,3.1559312811225455,53.20571100967817,3.1529013725457515,3.6765753595774284
900,14367866.987856833,482.2436572371431,202.48327777615236,217.4041510779642,3.694348511422849,50.721935115728236,2.8208997201355483,3.7739275772520493
1000,14367855.115595609,481.74519665720896,206.77382796284195,219.3174499947536,3.552960034887475,50.56870011153205,3.525989949170437,4.217885642660587
1100,14367853.442562895,491.7924847369883,207.63289480481475,221.8215923155753,3.841104487584519,59.45689379429561,3.591857034388233,4.210528327199305
1200,14367800.4216676,492.14872118715306,209.5590176629472,222.5369828666703,4.572454994437879,71.55734128710829,4.2977081519001725,4.671567131754966
1300,14367828.202883562,501.85317090207457,209.64724968095925,223.08552426163624,4.652671390954151,78.18477779437656,4.423242068617242,5.235185243954852
1400,14367809.918217769,502.83182967312047,214.7346170225247,222.95219334477727,5.1627355123174254,87.87508804711193,4.557063481933341,4.698740058709087
1500,14367780.901478998,500.01775415373226,215.04539854957176,226.42429655128922,4.795000214470759,96.46711247837843,4.7615342606306506,5.300496543313274
1600,14367761.106802175,514.5972147865185,217.136065322015,228.0030876991937,5.634660887456241,88.87353276857112,5.415780157514492,5.759926135638374
1700,14367736.895868665,516.0074731873872,218.04921288502265,226.8444530685705,5.900876921514289,97.94141822012388,5.877148848337053,5.971028095569781
1800,14367729.031900724,523.5299035545403,219.9022230569115,228.24879255725972,6.010730953737267,105.8331060471304,6.213659170750904,6.6595144238022055
1900,14367723.690375624,525.820915897704,223.58634652628712,231.19700583597336,6.1193730123351875,106.59259473393452,5.9509284000332,6.608258271299411
2000,14367695.123523992,530.7271772331894,226.31458643892546,232.770671290904,6.553266344455075,114.6709776753588,7.2402193932508725,6.6165500789014295
2100,14367707.645666372,537.6718630468156,225.80829836770442,233.46511661561422,6.431896541299549,118.77256411478129,6.55697216635163,7.408364122814177
2200,14367668.455073241,532.2245481537631,228.1974287929856,233.20602112180413,6.707838512795534,128.13662985455275,7.340227589924715,7.638234859267507
2300,14367647.774859896,540.6395546680083,231.31673801698784,235.41302845807803,6.936546968142932,129.82619852038587,7.579111680827601,7.907415899603162
2400,14367669.655928172,540.4111387398677,231.72902417465934,236.33389629787922,7.114860570802142,148.31056212091607,7.986270515534997,8.687527667470505
2500,14367620.653984454,544.4248828101641,233.56171290859294,238.92404043585287,7.290437990152072,150.2613474613461,8.159443311262585,8.653707777136377
2600,14367637.695612168,554.448759975296,233.03477599015537,237.75077372711468,7.957700881744726,166.24335543114535,8.90164198299624,8.468117478484167
2700,14367602.587818343,552.914974228313,237.87081405207434,238.80186030907564,7.9123365907381205,169.27751530426912,9.610056333395121,9.505320562127983
2800,14367567.933142228,566.6721595541431,242.21937476640258,242.7071746812746,8.199683188386102,172.60143227863765,9.648575269650527,9.528297819804509
2900,14367555.04590776,563.9275017970809,241.77495563511062,244.2405289828608,8.395712195801579,172.93476268037477,10.52306873051145,10.01674989425427
3000,14367571.376157437,573.9924518722679,243.2067801782417,245.72510854248793,8.614121087685973,179.6798251967342,10.5949503555561,9.801417945094132
3100,14367540.31465078,577.3028643979465,248.8951031560367,243.89374094272955,9.474702136733383,199.19944601464562,10.962019277536365,10.141513382400912
3200,14367541.45946347,585.7546742535583,246.80189843392952,245.67997589751184,9.666271961349565,192.52721070060852,10.847019649795532,10.910240268385957
3300,14367491.279483987,592.6262695649054,252.55888670184453,246.64161484104596,10.073490817963185,206.38006831324742,11.32753106807883,10.937266424564513
3400,14367497.193543466,596.2302664823038,253.94604572154344,251.4426813478333,9.883138087707595,215.81633517750413,12.321839826207981,11.650740828620577
3500,14367475.147424579,598.0617980777338,253.21676651097314,252.09068600889623,10.268128146594826,216.3693218305266,12.616091367304366,12.256382732663027
3600,14367463.335734459,598.1456035449899,254.18842800506926,252.04936603671558,10.08278780449622,225.65174233267368,12.982781896450852,12.525130367384863
3700,14367468.23292704,610.112933613861,260.57355709180774,254.97839522302837,10.674990762786486,241.03703466395078,13.045871750649887,12.962379963171754
3800,14367450.57715872,614.3361914188564,263.1612806106695,255.80617314516041,11.247630051683009,236.3417635743153,13.407893625453628,12.904985528006982
3900,14367394.788841397,615.3238856609631,266.1089752621498,257.03901819276695,11.034067263654377,243.33829750013675,13.408217355825323,13.320253656109024
4000,14367386.830405734,621.3392939319305,268.4262015579188,258.58663832623654,11.480699750037727,259.42172098735256,13.872699014210216,13.362838809829073
4100,14367387.399705574,626.6200511955003,268.89610722378535,261.8892840421155,11.952547202068308,258.2317149688647,15.032940579487322,14.298197357589416
4200,14367343.98962725,623.7225381965408,267.3284596408832,261.6127972226127,12.263748223206363,271.72662130116805,15.637244801097209,14.140890978983508
4300,14367348.443148946,636.9258401294835,271.75312033714135,265.32416636046094,11.999230604237527,280.0773517345209,15.45407436935718,14.833223040594973
4400,14367311.081970295,633.3262977954628,273.2035077783644,264.29735735962566,12.87712182123504,286.65438669575707,16.14403412658504,14.968715203263622
4500,14367326.84133428,643.1557597135725,277.45742032494974,265.93494808005204,12.704505210661646,289.8863801298293,16.06338104768236,15.726455358926337
4600,14367289.319503156,651.382111093281,279.9020043445445,269.65388595051274,13.282431589329974,296.72508583661426,17.27994115411085,15.454942713323707
4700,14367259.26989157,655.4992868880704,280.6810282915291,270.25075349411156,13.210210441090892,316.9108434577405,17.49484526013045,16.149038354738586
4800,14367282.50652363,660.7545285362767,285.3672036763272,271.34222755121687,13.92572106578208,320.3046233686169,17.215575478183162,15.997455248908564
4900,14367252.96702117,657.7331239068097,288.67924073111243,272.54056077141576,13.73707419017393,316.83125857700696,17.66436685776228,16.836587554181694
5000,14367215.896205872,664.7066386868912,288.6658057627225,275.4193179838682,13.877061453040477,334.28176511121217,18.758934723525513,17.35040982448088
