milliseconds,susceptible,exposed,asymptomatic,symptomatic,detected,recovered,deceased,detected_cumulative
0,14367981.314274378,443.58926468827303,190.06017735582188,211.549868418658,1.0980728802022197,-4.824065599245118,0.07890529258462602,0.7649180838899621
100,14367965.49744739,451.03181596676166,190.67665910294764,212.30628858333463,1.1156305227018708,-4.239494727285411,-0.1655582765725494,0.943155640605096
200,14367954.111200301,452.9207421686097,192.35003718157398,212.05423469666974,1.7369422771566625,17.59386127657117,0.5716276426606266,1.2450732810689686
300,14367941.945426999,451.223156231384,195.71450140147456,215.28607753290382,1.62797534949157,7.454715221845182,0.5276113452927006,2.004138683880055
400,14367916.499159694,454.01838037131233,194.86645266920075,214.023827495182,1.9413120274531457,24.049651774322896,0.94758147051506,2.2585060998981166
500,14367936.760349475,463.5205669692632,195.94795591062274,214.00773061987576,2.6796847844509615,33.634496740022506,1.377916401303356,2.1457560800907496
600,14367892.264054123,461.7373231573708,198.57254505432758,217.97842968726883,2.818834011289634,40.121371097181814,1.8017687819063466,2.2750576196386914
700,14367898.643432952,474.94448483170834,198.31651077668283,216.36544587904353,2.8360919145392263,34.11189650394771,1.7746480222217071,3.0913269064520477
800,14367874.09900216,473.21966813300656,201.7925496937985,219.23652604692106,3.0214306113347353,55.73924145030635,2.2978231464578536,3.3838519263245868
900,14367847.032210832,485.98900347442446,204.69003748897387,218.90766388915563,3.682986297609697,44.329713510957696,3.377793704781142,3.594525022271461
1000,14367866.985246954,479.71958334848813,205.78230339241003,218.99251926907723,4.032075548783259,52.32812156631159,3.2138190688870747,4.373309923440114
1100,14367846.238000728,485.09324071630647,208.20093125736943,219.3536561161404,4.154055598043007,61.24111384442448,3.4720197547913925,4.1816191207451245
1200,14367808.954593373,498.1692138797722,206.49366761182785,222.22866588398136,4.257865884336278,73.45820878749406,3.6012594545401067,4.2075867700377945
1300,14367785.572418377,496.6381200056124,208.88843565888476,222.90036711766606,4.419853320739441,84.77434516787372,4.675577387225736,4.990498065299905
1400,14367781.440537563,503.88232339328806,213.23392908298155,223.48989475934093,4.671975278945812,78.5331081085517,4.297857302086145,5.290427043008602
1500,14367786.344822638,504.1888229361989,216.90904166742962,226.00202690747028,5.095927608410999,86.5284903726502,4.542262021289721,5.846911474404025
1600,14367775.596980548,512.5584792221762,217.50948943957656,226.19500208504815,5.602858258044768,91.4724629417749,5.631219874371063,6.0123921635338675
1700,14367754.927114757,521.629121641821,220.73403846090736,226.99975580348948,5.585122572464887,106.29402622892954,5.1533511298317665,6.471120912893131
1800,14367757.874165727,522.9686610840064,221.9445097007269,230.35275987668172,5.735903924268285,100.19155385370358,6.03181739793923,6.253487725789558
1900,14367712.061607296,524.6120017508819,222.29069118282982,229.86232385170723,6.325386965490002,111.55234409741678,6.598179940998629,6.776213999589263
2000,14367714.293791268,525.8777999422508,226.4654754036588,232.80045977472628,6.226127354214194,111.44746624819327,6.590377384247252,7.096866197870863
2100,14367689.802093575,530.2375767453678,223.13008708907861,231.22660547504327,6.443626884577475,129.0646460963149,7.597446069469305,7.477821373733019
2200,14367694.790446904,532.3353392523719,229.04318684181,233.5359200059393,6.499347024243957,122.88711772931552,7.000326319423163,8.056493382706584
2300,14367667.418678558,535.5401230391489,230.1282460818271,233.48867381780263,7.372048852811976,137.56336739557256,7.618522986194415,8.181159347053212
2400,14367657.998617647,551.4108630469321,234.56120138345509,237.00171516883597,7.391641230980634,139.25280046397899,8.131882155149105,8.431878322925712
2500,14367653.618159957,546.9953510069616,232.48565336140973,236.0475985522658,7.891806603883839,151.8334444371279,8.5591974545634,8.622704313949429
2600,14367641.314655077,556.8195420783941,234.84976410320016,239.8816027666977,7.9980700354029315,157.44762563419104,9.403542596281753,9.220685103782419
2700,14367613.68271492,563.9352943855945,238.1268398864343,237.96456691254602,7.977999558080244,168.2740128424298,9.025715424966744,9.067320063520008
2800,14367611.264512304,560.614884272223,238.03988248240472,239.38616678549786,8.29608569486248,178.42581636990755,9.904849209262803,9.971568213566721
2900,14367577.761949923,569.4829040824384,240.29722698389614,242.25165515638656,8.997566334827388,186.77131902636395,9.699172544080582,9.768956518954667
3000,14367559.81699659,573.2394901342171,244.5691699365868,244.2174871468186,9.30873776312411,195.64955473346294,10.904627904710225,10.35728201717637
3100,14367528.913915785,574.2987402697861,244.759506932661,246.6490504646197,9.288083907026625,193.42998232169688,10.535887020436583,10.148464776015505
