milliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,0.02772721933385811,0.0032467078348055807,-0.05625074742190993,6.662636887843145e-06,8.731059003648687e-10,-7.847123404556151e-11,99.9999999995178,1000.0000000003533,1.520289806471053e-08,-1.5255769962617875e-09,-1.1208575647464022e-19,-3.526222285774859e-32,-4.3173549402060197e-41,2.2055327842403966e-10,-1.2909621449902084e-11,-7.693882905394216e-11,-1.6688733418335177e-11,2.4329285363766003e-13,-3.672859037939256e-12,8.753558274212185e-11,50.00000000007227,4.0752082586729785e-13,-2.7582489633985765e-26,-7.544314653876176e-43,4.001406577765754e-18,3.2912436898761123e-21,-8.210486516507886e-22,60.0,2.0290730661480855e-22,4.375361644392598e-26,-2.047386789865784e-26,84.2847393442655,19000.000000000095,-1.4583140927680377e-10,-2.8579957306323134e-11,67.00000000000018,-4.715797512770569e-13,2.27906715921163e-15,2.253138949216028e-15,67.0,41667.0,-3.655740843279032e-14,1.4293592468673446e-13,6.050845668737352e-16,67.0,3.170024605198531e-29,35000.0,-4.8204422932941475e-30,9.787786354138237e-32,-1.0301670218105931e-64,-8.644050622861607e-30,33.59452507091192,5.101949313119116e-24,5.928878854331951e-42,9.368104472820676e-30,3.2405537722774535e-12,-1.0049115831238484e-30,12.046110538946467,7.093975216657348e-30,5.164411134203058e-13,7.607706878129296e-47,1.0428348302758214e-62,1.5916574529116516e-19,-0.6994865988627406,16667.0,-3.6851690709297626e-63
100,0.02441340472095628,-0.0023428182933497997,0.1939381230404848,1.5406572480420837e-05,-8.59135156170741e-09,1.7114601945486533e-10,99.99999999945815,1000.0000000376598,2.4292938281900977e-08,3.806355105137122e-09,-2.5078225512955352e-18,-5.741295614947094e-32,-2.313041710666721e-41,-1.7510849846726306e-10,6.3338128122117236e-12,6.990985491561134e-11,1.533538453448607e-11,1.5629959702993503e-12,9.727747266332449e-12,-1.9609686455356366e-10,50.00000000017444,4.839418867801998e-13,9.186136815784073e-27,-7.353012971489037e-43,1.0107339289537926e-17,-7.98862367576915e-21,2.354547758415968e-22,60.0,2.7748468252756273e-22,4.1257323954609033e-26,-7.117133012192708e-26,83.86095405186106,19000.00000000013,-5.6446642057955547e-11,-1.7255131639277632e-11,66.9999999999998,9.183048056168844e-15,3.9681699448095595e-15,-3.0149426941513308e-15,67.0,41667.0,3.701826959085777e-14,-2.5436852400020936e-13,5.946713544762833e-16,67.0,-2.1905622746980718e-29,35000.0,-1.5305142704517665e-30,-1.6368891166754126e-31,9.243701203641912e-65,-1.4982916364145193e-29,32.41773553868851,-3.4034716617511295e-24,-6.783086205359588e-41,-4.3364638140934983e-29,-1.1112676500222715e-12,-2.6933283461629653e-30,11.837582783076826,-2.5863486817788614e-29,7.489092096426246e-13,-6.040127972583727e-48,9.815710773524689e-63,1.1708150490463092e-19,0.7863083777104465,16667.0,-7.626201895332012e-63
200,0.025411738378396824,0.004364094403281333,0.1420715449553395,-5.308090632008519e-06,-1.165060563458965e-08,-1.3425060778443802e-10,100.00000000087489,999.9999999773838,-2.9499205401826138e-08,-2.205528799435836e-09,5.775864888698593e-18,-1.7354146091129677e-32,3.4654143820934375e-41,-1.894448209833656e-10,4.484100316092507e-12,6.344095009311894e-11,4.5000739881038183e-13,-1.0483284067567133e-14,6.010077408232424e-12,-2.06642496245779e-10,49.99999999979428,-3.522993276819808e-13,9.664276594985875e-27,-2.482745385190156e-43,8.608872627964091e-18,-4.3285630011762885e-23,3.567628384118468e-22,60.0,-1.055755384594505e-22,-1.7377107417130285e-25,-6.325551375506634e-26,82.96649666705103,18999.999999999905,-1.2289143812808666e-10,1.2132946258622198e-11,67.00000000000063,-1.5714659449295866e-13,1.4082283301832052e-15,1.993980259208535e-15,67.0,41667.0,-6.039650360333643e-14,3.646102229064712e-13,-6.686373855666618e-16,67.0,1.3775037754270737e-29,35000.0,-5.295214260774467e-30,-4.340543601009945e-31,-1.856671801899482e-64,-1.264962311905191e-29,32.175877892937926,3.492032908842236e-24,-3.077316581897537e-41,5.491963372180659e-29,-3.122307319666918e-12,4.353797829616759e-30,11.826875686939504,-2.6567122628358003e-29,-5.275535530631289e-13,-2.545317572763693e-47,5.263935201723944e-63,-1.091082261664912e-19,2.503242528877848,16667.0,-2.1254684593676036e-63
300,0.07217474315927927,0.004641602267436045,0.3592409741345367,9.065343066370981e-06,-9.423428989995852e-09,6.169179405071292e-11,100.00000000017035,999.999999984028,1.760900809970516e-08,7.59636798687394e-09,5.023483387080213e-18,-3.1166791172479587e-32,-1.045383415242472e-41,-1.9992455391813398e-10,-1.7562817752618248e-11,-1.1559591344657586e-11,-1.2406479090401284e-11,-7.216618515657249e-13,-3.708444582196918e-12,-8.378198434441856e-11,50.00000000010013,-6.913408796667838e-14,2.546585881095747e-26,2.3921173164725268e-43,-3.9077215244262e-18,-1.908253266466254e-20,-1.0950246914594857e-22,60.0,-1.1799372505027087e-22,-5.883656441515907e-26,-1.1160394232088704e-25,81.58661306426886,19000.000000000047,6.721107144790032e-11,-3.408431487090331e-11,67.00000000000043,3.009961345202381e-13,4.534553196717678e-15,-1.3322979128861549e-15,67.0,41667.0,1.2161045344061124e-13,-1.5049173679500558e-13,1.457611634515939e-15,67.0,5.595664011821029e-30,35000.0,2.6500564402971404e-30,-8.029464959486547e-31,1.3133626488892252e-64,5.581476153644115e-31,29.85565019044762,7.622762717555602e-24,4.801094716947761e-41,2.4902145246937242e-29,-2.295305771607232e-13,1.0416625614843163e-30,11.744078871583175,-6.520007343799532e-30,3.0292694232095937e-13,-6.766811606789247e-47,2.4866826816558955e-63,2.370252859868011e-20,3.0684767480925497,16667.0,4.1380675441398164e-63
400,0.11031351929271588,-0.0008091605176722801,0.4313471943067877,-7.0878054688344885e-06,1.0042858772715365e-08,3.282524047059159e-11,99.99999999940123,1000.0000000385232,2.108864896604313e-08,-1.7972663437799937e-11,4.348317370041475e-18,3.525545916196567e-32,3.0780848852423457e-41,-3.614723244768706e-11,2.0133143835207283e-11,-1.79429591211149e-11,1.3737057369844357e-11,-1.1271751767052612e-12,2.4884801081327517e-12,1.5363500849359393e-10,50.000000000034085,-2.953698342067635e-13,-2.827140522167803e-26,5.922637409137957e-43,-7.56529145554705e-18,-3.592773405724962e-22,8.760182153762515e-22,60.0,1.7455934239696515e-22,1.2712096244531339e-25,8.676909659767174e-26,80.71140667566463,19000.000000000047,8.927073625298846e-11,-3.545488360080804e-11,67.00000000000097,-8.193615592035968e-14,-1.3338273092219667e-15,-2.969644102510675e-15,67.0,41667.0,1.2474540540517117e-13,4.486368003773556e-14,1.425574933241605e-17,67.0,3.1247755599252816e-29,35000.0,-5.275717959419962e-30,7.388901324335395e-31,2.379092690393081e-64,-5.711899265059042e-30,30.048032085035853,-3.754925505584279e-24,-1.0835467095070871e-41,-1.0173544961526228e-29,-3.3583424860797897e-12,2.5421414518959297e-30,11.66325881484447,-1.5797926184273502e-29,1.2097511385776799e-14,-7.701071036865606e-47,-2.7503350644145987e-63,1.860437692620006e-19,4.766791004216049,16667.0,7.486096473383837e-63
500,0.12569440260086961,-0.0005169502342851086,0.430966189440789,-5.86782816172128e-06,-7.696106908214305e-09,9.635585276593607e-11,99.9999999994751,1000.0000000514406,3.9726886555105655e-08,-6.975650967925267e-09,3.3387563752440764e-18,2.5630783789491905e-32,1.9480721265979815e-41,-1.259298522161649e-10,2.7951324603756566e-11,-2.0276302317614987e-11,1.922734623336251e-11,-1.888642738720963e-12,7.718375271387526e-12,-1.8261595961813701e-10,49.99999999982198,-6.472532008228456e-13,-2.745491080266306e-27,7.671990607960035e-43,8.411792779624186e-18,7.391047108941375e-21,-2.1116849816756055e-22,60.0,1.498986023368306e-22,-2.5929088982988786e-25,1.9622211160449935e-26,78.81855359383107,18999.999999999807,8.792892477057112e-12,2.2146191671047048e-11,66.9999999999999,-2.7654987685434153e-13,4.853678371782912e-15,3.0589306727306622e-15,67.0,41667.0,1.084509223753585e-13,2.0747033914965336e-15,2.300891029237358e-16,67.0,-7.413535108719762e-30,35000.0,-5.892893847194077e-31,-4.941601013014514e-31,1.7914340593411744e-64,-3.2495290150527634e-30,28.90380155590653,1.2751467459648807e-23,-1.1228892968395308e-41,-3.7495179875098655e-29,2.682810752741592e-12,1.786963192438566e-30,11.558671075048009,3.125965891042902e-29,-3.7577760342276727e-13,-7.468410150548156e-47,-5.85324938190937e-63,-4.2056383603347214e-20,6.305225776380436,16667.0,6.949776051719574e-63
600,0.19891972756912457,0.0019582748262753392,0.5787304685859869,-1.662870514495477e-05,1.7786638683874004e-09,-1.2242539441995696e-10,99.99999999973916,999.9999999762465,1.41636822811059e-09,-8.308847011371638e-09,1.757009294030387e-18,6.599165293195636e-32,2.188443175524453e-41,1.1922691546831052e-10,-2.831998084382577e-11,4.694032533492907e-11,-4.4461043586014545e-12,1.0745015136440645e-12,7.390387516527376e-12,5.5248644029682836e-11,49.99999999980646,-6.411085953241554e-13,-1.9175357117914e-26,-1.0859946546211948e-42,-1.485834044281836e-17,-8.174651797816368e-21,5.325289533130626e-22,60.0,2.267847317697426e-23,-1.3723270535676917e-25,-6.565082689208851e-26,78.90309082057418,18999.999999999975,1.2623817605047748e-10,3.10676170120975e-11,67.00000000000072,-1.957730966442511e-13,3.206546748998959e-15,-2.2933819803115396e-15,67.0,41667.0,-4.568062628114832e-14,-1.7127595804817296e-13,-1.0333524568909105e-15,67.0,1.0424652764488248e-29,35000.0,5.348074408919747e-31,-3.8003717840552e-32,3.373238531061347e-64,-9.843399898409131e-30,26.810347534315863,-2.4117191732675425e-24,-2.9300278325571146e-41,9.185000911357777e-30,-1.941240561267142e-12,2.3095721852801887e-30,11.436951395568956,-1.711371007856899e-29,-7.477758008426645e-13,-1.1079874102982745e-47,-2.8962522788600685e-63,-7.802925915324518e-20,6.608753775685172,16667.0,-2.5755747470783984e-63
700,0.17878710381633564,-0.003422377978541005,0.6946820361586485,4.4340081382314536e-08,2.8301532836788832e-09,-4.752261578207365e-12,99.9999999998709,999.9999999524618,1.1487966534384847e-08,-6.084177262292956e-09,-4.420862588554756e-18,1.27405288719482e-32,5.174316679360594e-41,-1.5396330433634138e-10,-8.838688930612765e-12,6.664210200970386e-11,-2.867132193697161e-12,-7.608514837540502e-13,5.945388027207405e-12,-1.5270961976692805e-10,50.00000000016253,-5.846048512976542e-14,2.2667102026021174e-26,-7.545070089477885e-43,5.9001239760344255e-18,1.767410640030664e-20,-1.0047645022242273e-21,60.0,-1.317555216568354e-22,-1.449004108289866e-25,6.640622747345979e-26,77.53457693186994,18999.99999999983,5.920491755210599e-12,9.26193123001953e-12,66.9999999999994,5.897661993636491e-13,4.20998394855582e-15,5.316071009006468e-16,67.0,41667.0,-9.201319094979089e-14,3.362829478045185e-13,7.614618729877948e-17,67.0,-1.4890875410539652e-29,35000.0,-4.0971079700669596e-30,-8.82923912233427e-31,2.5818922969427225e-65,-1.017941631318818e-29,26.27563888221671,9.758291676712151e-24,1.0146139897874101e-41,-6.363601197640454e-29,-3.447653204747968e-12,1.9907470009513152e-30,11.460510136040206,5.715630919188039e-30,-4.03266855525531e-13,-1.1156811692670545e-47,-6.447100089580206e-64,-1.2772744978227682e-19,8.262870574575022,16667.0,2.4445922790236994e-63
800,0.23380409724511797,-0.003234870728557261,0.6389919392805316,-3.1118545593034142e-06,-3.3623657733273384e-09,1.1147352518490922e-10,100.0000000001255,1000.0000000269955,3.4017732552237114e-08,-8.528195141777784e-09,6.104619620123137e-18,-3.264829964186013e-32,-4.93975557187799e-41,1.6203001631978223e-10,1.0549664298623827e-11,-5.71754490437469e-12,-1.818268370417664e-11,1.5601088205114232e-12,-4.3826180200341e-12,7.936530555809544e-11,50.00000000018873,1.1263634647993192e-13,-2.410394807011944e-26,8.618727705850487e-43,-1.391281086051485e-17,9.25323351107127e-21,-6.992605844184419e-23,60.0,-8.626681822290321e-23,2.0945076082152724e-25,-6.625441794908996e-26,77.08902100188554,19000.000000000135,6.611922339187098e-12,-3.112073693298848e-11,66.99999999999972,5.665643139667616e-13,7.141547323369939e-16,6.196621352484485e-17,67.0,41667.0,-1.7394286700909824e-13,1.294211994721973e-13,-4.1070676322419025e-16,67.0,1.7939191028634838e-29,35000.0,-6.587378290542587e-31,1.1893094579078201e-31,1.792120880343962e-64,5.160909249837008e-30,25.81459023958819,1.3189830256226686e-23,-2.794290247489747e-41,3.951084259753203e-29,9.98186834800747e-13,-2.6360357500092857e-30,11.269584604195424,2.947543689597473e-29,1.6071862525185576e-13,-5.059422783434626e-47,1.3594858536541137e-63,-2.175086955113397e-20,7.87892384406012,16667.0,-5.501336675267173e-63
900,0.2905436726912213,0.005810965235761313,0.8749939087978943,-1.25675152872224e-05,1.1345884863034449e-08,-8.969864582671894e-11,100.0000000007169,999.9999999802957,9.444543941864815e-09,8.750655869391457e-09,1.049517425793859e-18,3.3553471882450104e-32,-4.577048092988887e-41,-6.18857963760993e-11,1.688782357476249e-11,-7.140677246846423e-11,6.420902667291309e-12,1.5729711742597034e-12,8.571864428832241e-12,-1.5119603590677503e-10,49.99999999982146,7.077546819181058e-13,1.9818872308202998e-26,1.019496292132986e-42,1.514984327480172e-17,-3.39193711933789e-21,-2.5357099726997975e-22,60.0,2.508127936799723e-22,-9.050629537222858e-26,-9.521871740002663e-26,75.00505479454232,19000.000000000004,1.340983958086408e-10,1.69463566324411e-11,66.99999999999898,1.855281080420619e-13,4.80882367712363e-15,2.8050925850815453e-15,67.0,41667.0,-6.083255343204404e-14,7.787657645713066e-14,1.7348245287451898e-15,67.0,2.2641754288660745e-29,35000.0,-4.960000051366152e-30,-5.991649360280149e-31,-1.9805937639199726e-64,1.99901374337597e-30,25.013042689932938,-7.376920966355461e-24,-5.513519529072319e-41,-7.961143154193837e-30,-1.919778470267308e-12,2.5121964215274167e-30,11.09898755535888,3.590840707285462e-30,-5.521506573784614e-13,2.1189541758743456e-47,-7.579066196918381e-63,3.951047490279734e-20,9.118629831400408,16667.0,-5.736822301424593e-63
1000,0.30014702938894783,0.002571979910670511,0.8551767619050958,-1.6796181238404977e-05,6.357955137219324e-09,5.233336850944516e-11,99.99999999938888,1000.0000000435441,2.4931529615327098e-08,6.9116697138326e-10,3.757303802744796e-18,2.790076940155659e-32,-3.918411148900099e-41,-3.2008835245738157e-10,-2.6715956666605418e-11,7.362993271862424e-11,-4.630841531837096e-12,-1.5307754449881416e-12,-1.2217788283466956e-11,2.129249102925318e-10,49.99999999999949,-4.616790774896707e-13,4.959279704454335e-27,-9.219603230227575e-43,-1.385923305510711e-17,1.4956045075390756e-21,3.8511868463796225e-22,60.0,-2.998910256072172e-22,1.3976625297053865e-25,7.977795947593925e-26,75.20958944716463,19000.000000000146,7.442894531389545e-11,1.5612800857468373e-11,67.00000000000045,6.342712604009979e-13,4.0664354534281275e-15,-1.914208672429728e-15,67.0,41667.0,2.2575872379570938e-13,-2.181378918588838e-13,1.5398800045508771e-15,67.0,4.491552646519544e-30,35000.0,-3.587935770474907e-30,-5.159535732168131e-31,-3.288413375091293e-64,-1.2346614135152716e-29,24.318565615157446,-1.3781707272739707e-23,-1.7016042071370122e-41,2.182067207358887e-30,1.2662426320721486e-12,3.0404718084263397e-31,11.150931727219708,5.9519540730831774e-30,1.7974951533073475e-13,-2.7527708022041537e-47,5.636746023296773e-63,1.4174213853422583e-19,10.741543999614093,16667.0,-7.116532123740026e-63
1100,0.34971738501642974,0.003969813349849444,0.9557698663414014,-1.4845075626843893e-05,-7.34721259652011e-09,1.907274446455205e-11,100.00000000050824,999.9999999797918,-2.9539016815689498e-08,-9.177653507065433e-09,1.790439755418768e-18,-5.076769791017148e-32,-3.2001669223664966e-41,-2.020530879643926e-10,-3.846497547435314e-11,4.013979690546991e-11,-1.5354702754961516e-11,-1.1499924263392367e-12,-8.02186348722703e-12,1.3116574268084115e-10,49.99999999995511,2.003320875169242e-13,-2.1690835051815157e-26,-1.133997108665386e-43,3.2224785321355287e-18,1.6591965083741183e-20,5.045404203620645e-22,60.0,-6.87992336982132e-23,2.394096014031151e-25,2.7002412311319387e-26,74.22748854043282,19000.000000000135,7.56498781995282e-11,-1.156936497553773e-11,67.00000000000071,-6.473987846724028e-13,2.9140655742206544e-16,2.205401029130871e-15,67.0,41667.0,-1.2448408122583488e-13,3.720881273938146e-13,-3.276169722715891e-16,67.0,-1.1332230529186927e-30,35000.0,2.1430947503845826e-30,8.153151859943743e-31,-2.7890016494034607e-64,1.1519922680662912e-29,23.028254804878554,6.980551000846881e-24,3.219458928934628e-41,5.734159896716039e-29,1.0393028373134944e-12,3.995747877907676e-30,11.11076833529342,1.1877968077535927e-29,-8.035801264827023e-13,-7.23108459756006e-47,-6.88912420126245e-63,-2.0465716312309797e-19,10.980285216828483,16667.0,3.2011684975940487e-63
1200,0.3667600393084716,0.002223726877721028,1.0385744138487754,1.805363864211929e-06,-1.4411457859246004e-08,-1.3058054425966746e-10,100.00000000041948,999.9999999940137,-4.2320493419074923e-08,-6.0608063011272395e-09,-1.7198541220210421e-18,4.259482935396629e-32,1.6671283149984956e-41,-1.2594387256655463e-10,-1.494839215024685e-11,6.884221486199534e-11,-1.651958430316267e-11,-3.1495995661622783e-13,9.191861253469311e-12,9.774130727497097e-11,50.00000000003864,6.407079193232969e-13,-1.1556266135290084e-26,-3.797965829313603e-43,1.218006207901294e-18,-2.542547580660515e-21,-7.657812477970618e-22,60.0,2.64533973826432e-22,5.360930746991021e-26,9.194711721964443e-26,73.72941236595686,18999.999999999927,1.955210188845533e-11,-9.152181149485209e-14,67.00000000000092,-4.1307392674639963e-13,4.08672886175186e-15,-2.8453386512884647e-15,67.0,41667.0,-1.6644878726504864e-13,-7.381052967006845e-14,-2.4332815769276806e-16,67.0,-1.5387496254619549e-30,35000.0,-1.0520789519854098e-30,-2.7943007176368387e-32,-2.433456054371316e-64,-1.278437504661512e-29,21.741709347455913,-2.325528411255248e-24,3.1645277013147873e-41,-3.953841436632779e-29,-2.3262381081041656e-12,-4.248763138227611e-30,10.97570651920603,1.2954780098700102e-29,5.837738919239676e-13,3.90105753154175e-47,6.252963862039102e-63,5.3373428407724847e-20,11.685732807703278,16667.0,1.8535019455712192e-64
