milliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,-0.01984940806977559,-0.003279872006878512,-0.07878276115290764,1.6863553371375094e-05,-5.919302182395872e-09,1.0162482930205102e-11,99.99999999995964,1000.0000000343559,4.20348710782116e-08,-7.459334042536325e-09,6.2006175217706696e-18,-4.422470273631316e-32,6.083768348713213e-42,-3.2169011110373496e-11,-2.090514709448273e-12,-3.0902071038869086e-11,-1.4552410945562698e-11,-4.36248932813764e-13,3.9499058808535716e-12,3.9528098084731e-12,50.00000000006704,-5.089356105892709e-13,-2.6836268733964505e-26,-6.7252615949265e-43,1.3660269571107113e-17,4.400565618580152e-22,-4.548900420676268e-22,60.0,-1.5541707901663517e-22,-2.2944206342386085e-25,5.580124222632539e-26,85.06548059401537,19000.000000000025,-4.946587165849119e-11,2.1310099736216686e-11,67.0000000000009,-5.625058166728852e-13,2.2683871335792653e-15,-1.5086347386747612e-15,67.0,41667.0,2.2091260437061488e-13,-2.9821599783007966e-13,1.811624102352977e-16,67.0,3.025223101528912e-29,35000.0,-2.5988630351507242e-30,-1.3123857239082666e-33,8.025903788118399e-65,-3.4220215830778574e-31,33.39495544142017,-1.2107016836163203e-23,2.570836063206904e-41,-5.643381312579179e-29,1.0500854779468197e-12,3.943554319996142e-30,12.049353778096751,2.5998483813417895e-29,4.895271005929411e-13,-4.503297976334074e-47,-2.0132954874017597e-63,-7.005682393956822e-20,-0.09883902708012904,16667.0,-5.531735106949093e-63
100,0.02116118105955419,0.002767716389164774,0.17123280453574408,-8.626471229882731e-06,-1.0623714444664307e-10,-1.1956971001951774e-11,99.99999999916471,999.9999999947574,2.204863264148673e-08,4.146420167315086e-09,-1.3222119600198906e-18,-2.475852397179885e-32,1.5605384822459606e-41,-1.7270081318121194e-10,-1.2450141924221436e-11,-6.465254391273332e-12,6.958600543050473e-12,1.7216337248388768e-12,1.7486359639755355e-12,-1.8995278521778016e-10,50.00000000009266,2.8163626229351975e-13,3.5615353455208e-27,-3.5767336799953428e-43,3.3493409793984734e-18,-5.239956850644346e-21,-1.2219486480280237e-22,60.0,-2.478438459118733e-22,1.1791829313904903e-25,3.8659075176337786e-27,83.80263268334853,18999.999999999865,2.971832743783016e-11,-2.4345527047921127e-11,66.99999999999906,-1.4454864922858984e-13,-1.2268436333160608e-15,-1.0422434013451653e-15,67.0,41667.0,3.197846194165163e-14,2.479251763890473e-13,-1.7402263813125034e-15,67.0,-1.5787116281975612e-29,35000.0,4.724317794271959e-30,-9.198122033823253e-32,-3.569245336387807e-64,-8.107520612751787e-30,32.10984196021764,2.2425091247482402e-24,6.78314897004261e-41,1.2391554256589848e-29,-3.0975555834310003e-12,1.4967925560720513e-30,11.988354422189209,2.2405626262206285e-29,9.074234072372345e-13,6.611455790394244e-47,9.13147200934309e-63,2.0257483909219015e-19,0.6213384957005733,16667.0,-4.7745214743754945e-63
200,0.07978972212751359,0.003122055382252378,0.22232802449239275,-1.681121533245665e-05,-5.576137250781128e-09,3.1216059707005134e-11,100.00000000003116,1000.0000000430248,-3.8930864488367774e-08,3.521359747414458e-09,-5.211407355587201e-18,-6.837221604591595e-32,5.900782722582651e-41,-3.136265735187014e-10,4.127954170118219e-11,5.274253449771105e-12,7.30164199966976e-12,1.34475894415408e-12,1.6126697639028251e-12,-1.5628559513713042e-10,50.00000000017973,3.542580696344824e-14,1.2627514074641946e-26,1.954604201350279e-43,-1.7027795494392206e-17,8.347375442099998e-21,3.471660678342739e-22,60.0,1.741326399424207e-22,1.7651252805592896e-25,8.017475192823714e-26,82.17178528605078,19000.000000000182,1.4534011249809808e-10,-4.707033536419355e-12,67.00000000000036,3.3681389210351267e-13,-4.038943122484802e-15,-6.481388753929399e-16,67.0,41667.0,-2.591232019351274e-13,-3.6899698731807456e-13,1.716483056429043e-15,67.0,-7.549153019650087e-30,35000.0,1.8031999802653327e-30,-1.370288824439015e-31,1.8853269983065338e-64,1.192960718400451e-29,31.756868191808113,1.3118020574041365e-23,-8.39339437289135e-42,-1.1865397757064826e-30,2.8251881324007237e-12,3.713383340256227e-30,11.765951015097572,1.193736526663239e-30,9.201212572801804e-13,5.59514000801185e-48,1.3796703146198245e-64,-3.113413940851934e-20,3.2093731313475797,16667.0,6.943851253230233e-64
300,0.07423658592397948,0.004727126010142622,0.3061344086231332,-1.275766731578912e-06,1.203453472175368e-08,1.9213718753176532e-10,99.9999999992294,999.9999999728051,2.5519687999788625e-09,-7.795258212490961e-09,-3.681416641654278e-18,3.878436826058957e-32,1.224454049246981e-41,-1.5660974524948343e-11,5.510523274694272e-12,-7.967318209758693e-11,-1.5102040200068132e-11,1.2779626226742775e-12,5.717300859215283e-12,1.7161157292030872e-11,49.99999999987659,2.56984536999693e-13,-1.1481113021962183e-26,2.685692873779514e-43,-6.532606935936036e-18,1.688904863869646e-20,9.26010099248625e-22,60.0,1.1140803761365265e-22,3.3732303636017084e-25,8.425613522318906e-27,80.92078690486305,19000.00000000012,9.414229744744315e-11,1.975886928458445e-11,66.99999999999937,-1.2577046873533125e-13,7.966143855778356e-17,2.5083029233250775e-15,67.0,41667.0,-2.873326491213894e-13,2.79337380788238e-13,-1.0882178835528961e-16,67.0,1.46985244379529e-29,35000.0,-2.571064397293487e-30,3.791635265706818e-31,1.5937759624950464e-65,8.107156812212732e-30,29.721272702497885,1.0132396999856172e-23,-5.025453200054196e-41,6.008045219318935e-30,-1.6963161714659324e-12,2.242245658670569e-30,11.802573468610905,2.860585696650929e-29,-6.324257209329819e-13,-2.5783874276780014e-47,-8.136500094715891e-63,1.0337274664815767e-19,2.8604252656163878,16667.0,5.560864148855325e-64
400,0.10617824613032534,0.001223509990171704,0.3893100148493108,-1.0489860455404221e-05,-4.477117594231421e-09,8.449617797555416e-11,99.9999999996564,999.9999999825973,3.023399381890352e-08,-8.154564027289753e-09,2.206841026403735e-18,-6.851731185440083e-33,4.69845105716235e-41,2.1806343570436204e-10,-1.1390285862282993e-11,-6.826523596366292e-11,-1.507129257325724e-11,1.4423710004592963e-12,-1.1866636218753818e-11,-1.7722298336519384e-10,49.9999999998901,3.2801328454138947e-14,-1.7498904258073428e-27,-4.875192735393019e-43,-1.6533330690712852e-17,-1.1370976808751731e-20,-7.071731615238517e-22,60.0,2.9249408939650915e-22,6.505179876295512e-26,5.170278925519698e-26,80.17451229922284,19000.000000000146,1.1801358695528194e-11,-1.0967682286288898e-11,67.0000000000003,5.70766378501792e-13,-1.0576323559021965e-15,-3.012982998401304e-15,67.0,41667.0,1.6156015453121079e-13,2.5331600764667774e-13,1.3409847805416105e-15,67.0,2.5139150539327356e-29,35000.0,-8.384399193174453e-31,-1.0340827294514906e-30,2.2237770210980416e-64,-1.4037258781819812e-29,29.10190023545352,5.389591461861725e-24,-3.987506978302263e-41,-7.65064459725779e-29,-6.762193327734506e-14,2.6019638731763914e-30,11.728313145060055,-2.031966301012507e-29,-8.503671965117082e-13,6.448908440526757e-47,4.1069992153701375e-63,4.5354625816986915e-20,3.9828910704218536,16667.0,-7.189204558116568e-63
500,0.17268411230821198,-0.0011987691525636088,0.45047651541845346,7.2942025397152215e-06,-1.037940694457317e-08,-1.4222610527205069e-10,100.00000000073899,1000.0000000331107,1.827194508005761e-08,7.605600361027133e-09,2.258451496030506e-18,-4.6301744359674015e-32,-3.792200102660963e-41,2.686352209542314e-10,3.889040382816975e-11,5.035590166724779e-11,-1.8305141963703938e-11,6.236260942199563e-13,-5.292977464140895e-13,-1.2860541779725636e-10,49.99999999999679,6.973978482484768e-13,2.8671986997272805e-26,-7.01243229034108e-43,-1.0570569950371798e-17,-1.408537506710991e-20,3.43794326253162e-22,60.0,-5.948647448546357e-23,-1.8137689938675726e-25,-4.921193986656416e-26,79.82306645613444,19000.000000000033,8.414589980373695e-11,8.273557518304322e-12,67.00000000000043,1.288961553087922e-13,4.1834703143399286e-15,-2.2965882139795264e-15,67.0,41667.0,2.68129355832134e-13,-4.270522419508386e-14,-5.210284837360686e-16,67.0,-5.811551789069173e-30,35000.0,-1.5062387872590903e-30,-2.483388849539286e-32,-1.8300508844086132e-64,4.147342772391522e-31,28.679417398655538,-6.811728478543685e-24,-3.6744738575586256e-41,2.2457969825761317e-29,-1.174008424758203e-12,4.7692299622226616e-30,11.534983840775656,2.3065119302338568e-29,4.09712141720393e-13,-3.615625877590265e-47,7.371700134296883e-63,-3.5771349748545965e-20,6.329421977579595,16667.0,-7.547128130860799e-63
600,0.19673995483255508,-0.003487467590224407,0.5275078880775035,-1.901465258373312e-07,-7.3703785379295595e-09,1.8515322406023436e-10,99.99999999976987,999.9999999543311,-1.7573243990693774e-08,-1.6383651208379302e-09,5.738279948848806e-18,-5.095901362486193e-32,4.4936966949461075e-41,-1.3284118191784494e-10,-3.721756162491978e-11,3.574708361967997e-11,1.3796712569329504e-11,1.3405551474563547e-12,2.0505269141566788e-12,-7.332140008112534e-11,49.999999999793765,5.2522177049149164e-14,1.3593183292433133e-26,2.0209859374870903e-43,-6.465460611237733e-18,5.567656404620215e-21,2.51126832620575e-22,60.0,3.042965529856293e-22,1.6672045848974443e-25,1.2468454539010822e-25,77.92482047178972,19000.000000000193,8.14806590419594e-12,8.575939039259164e-12,66.99999999999923,-2.4563154423340863e-13,-3.5109039792752967e-15,3.4921875645537742e-15,67.0,41667.0,-2.790340670797857e-13,3.451926549976684e-14,4.676207566034644e-16,67.0,2.4751434616015999e-29,35000.0,-3.499593877298324e-30,-8.865938092813799e-31,-2.094683837356987e-64,2.371155881917099e-30,27.214813191202676,-5.180388580811925e-24,4.60227061735968e-41,5.343967188942265e-29,-3.1662665657196055e-12,-4.040078357885838e-30,11.344804002032257,-1.6843922467712071e-29,5.272121355425202e-13,-2.28465634488087e-47,-1.4763933850930465e-63,2.0572860097214868e-20,6.79746756015765,16667.0,1.409368759506457e-63
700,0.18697637542190354,0.0022057649296659387,0.5852438173576497,1.8652789735140779e-06,5.710744588386633e-09,-1.8517695055158022e-10,100.00000000080166,1000.0000000000555,-4.16610009142646e-08,1.3553310644764054e-09,-4.84810150270455e-18,3.664611001567528e-32,4.154990466861971e-41,-2.1657890987729264e-10,-1.3445993374199424e-11,3.3389464444531186e-11,1.2229226716627782e-11,1.6619211355911098e-12,-3.992767700079472e-12,-2.0523648930434577e-10,50.00000000013197,-7.574300070308684e-13,-1.615127134255437e-26,1.0004676289641808e-42,1.1004791929347381e-17,1.594334719790271e-20,-1.0710012045815425e-22,60.0,-1.4165138113009517e-22,2.6675886636639366e-27,-1.2642962079340464e-25,77.07825831279071,19000.000000000135,4.1293487790479446e-11,2.621069833838926e-11,66.99999999999964,3.500978570272753e-13,3.4876492188443905e-15,1.315719407259282e-16,67.0,41667.0,-1.4150337855474707e-13,-2.8439261900950477e-14,4.058218891781723e-16,67.0,2.124140346675656e-29,35000.0,-3.960830308183455e-30,-5.808152753259429e-31,7.000596228727653e-65,5.9169980194823176e-30,26.846964899500772,8.907445652707583e-24,4.890984444872995e-41,2.339035713486034e-29,-9.798711044384548e-13,1.1599099921432249e-30,11.35119897475348,1.1332222358324371e-29,-3.0603745076042684e-13,3.481841016652695e-47,1.043515565190844e-62,-1.7321303455037403e-19,8.040536128879149,16667.0,3.519162056640366e-63
800,0.20693152528057263,-0.0005189089239480449,0.6322097857166513,-1.3185608275739384e-05,5.5638893554566215e-09,-1.6876894198668247e-10,99.99999999930938,999.9999999499626,1.2174956284394736e-08,4.662043782945911e-09,-1.3524220453799898e-18,-1.1731482468323164e-32,3.737349816412137e-41,2.511657906671321e-10,-1.9966827486429628e-11,6.904547330696233e-11,1.8751695539244463e-11,1.0283549426285747e-12,-7.156452009341121e-12,-1.4188282627594065e-10,49.99999999999129,-7.113209604736728e-13,2.570115150822668e-26,-1.0046167014682073e-42,2.55177186362467e-18,4.2085693511458966e-21,5.128484709744283e-22,60.0,1.045350417229818e-22,-5.0460806931056367e-26,1.2724469237016276e-25,76.160161342142,19000.00000000014,-8.605178240768143e-11,1.916966930798814e-11,67.00000000000043,7.180053797394859e-13,3.5634001398975746e-15,-2.864147445408967e-15,67.0,41667.0,5.2476870735667544e-14,-3.111410804704004e-14,-1.127044245811878e-15,67.0,2.966774719149775e-29,35000.0,3.741242900153458e-30,9.976319212514373e-33,-1.5093698596065098e-64,-1.3598827817559693e-29,26.033738856346226,-6.509554752126451e-24,-6.399800876870077e-41,1.2461099073126465e-29,3.9567089696266724e-14,-4.180389479109307e-32,11.166724386242683,3.0276852436408374e-29,2.6206488897516105e-14,-8.023891559811186e-47,8.05636514102513e-63,-5.418357407035297e-20,7.884620545839072,16667.0,3.0679313177513936e-63
900,0.2993105293021661,-0.002271926911183152,0.9069075624071278,-1.3326785664895715e-05,-1.0345076945834337e-08,1.0604059802831802e-10,100.00000000071138,999.9999999627963,-2.2829624927017206e-08,1.2187372912109928e-09,3.7289582878034625e-18,-3.908691837238316e-32,1.3854061513994233e-41,3.071621730132272e-10,3.243848570910521e-11,6.396027092444019e-11,-1.299907421775563e-11,-1.338900570919436e-12,-1.8843103432815606e-12,-3.830066276918282e-11,49.99999999999299,6.481669188355035e-13,2.4090939364220407e-26,-3.1604107384383455e-43,9.560253731330979e-18,1.1098069045476242e-20,1.0381427466207586e-21,60.0,-2.8618739373435314e-22,-9.8484143519666e-26,3.922776730548652e-26,75.23996876235564,18999.99999999998,6.401998546160941e-11,3.407744318788945e-11,67.00000000000063,-8.395721819875677e-14,-6.503411814992734e-16,-1.2997733967465733e-15,67.0,41667.0,1.1247282537714172e-13,2.6317558133530095e-13,9.900519164842195e-16,67.0,9.925074988624822e-30,35000.0,-1.3816746628959741e-30,1.1118474750841067e-30,6.944607613926435e-66,8.736540768695537e-30,24.46854022646255,1.1469191391263039e-23,-1.632449928976851e-41,4.448099956587043e-29,-1.8104964992154644e-12,-7.441916573852156e-31,11.168390875066061,1.0335408445460898e-29,1.2304550137169148e-13,3.488685454742619e-47,-5.422848566308243e-63,-1.1021134594756168e-19,9.147263526450958,16667.0,-8.071529614726312e-64
