milliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,-0.003623824586819507,0.003033503872298312,0.027456558464506415,-5.776356887138466e-06,9.073410465342133e-09,1.7750161278639832e-10,99.99999999968512,1000.0000000004085,4.1095769684021664e-08,4.723319771369465e-09,3.451777111364589e-18,-4.4156237348876656e-32,2.660768830609948e-41,-7.260909211525393e-11,-6.059034954091624e-12,6.195730060971291e-11,-6.233041190839357e-12,-1.6783363960990894e-12,9.079116995828913e-12,1.8386762449150416e-10,49.999999999903544,-1.6685831313186448e-13,1.5634316366926396e-26,7.655682608302304e-43,-1.2113062850180315e-17,-1.0082181389191026e-20,-5.157086587637123e-22,60.0,1.0439684873200672e-22,-1.7659113548269735e-25,9.487124498138643e-26,84.51207324390488,19000.00000000018,-1.9736561483504293e-11,-3.042075931660412e-11,67.00000000000004,4.3177705096066175e-13,3.319417577592265e-15,-8.33664460436713e-17,67.0,41667.0,2.0647561354696926e-13,1.6033200773022704e-13,-7.980280799484331e-16,67.0,-1.5183394504844675e-29,35000.0,1.0556514167038034e-30,-1.1274566161600026e-30,2.967283649181758e-64,-1.650855883626237e-30,34.52409490666824,-1.4123649140377266e-23,4.825779921144928e-41,7.289325799514419e-29,1.2176565433050846e-12,-1.2555618818628462e-30,12.006237892844272,2.3934473097840816e-29,-5.902582139568149e-13,1.4471779501917286e-47,9.056232371774884e-63,1.6794573657496344e-19,-0.38164136839084456,16667.0,5.0981928656433e-63
100,0.02340266091813987,-0.003931431454971172,0.19078672304714098,-1.4635786466767053e-06,-8.614097398779422e-09,-1.2187324612123615e-10,100.00000000072319,999.9999999885031,-3.4515556982654443e-08,-6.624021260795285e-09,3.350102308877456e-18,1.102121485394053e-32,1.432513700022064e-42,3.0402854522595055e-10,1.3754304478819665e-11,-5.990660956291467e-11,1.8082452145019073e-11,1.8196525011878314e-12,-1.930826980312906e-12,-1.192889840493931e-10,50.000000000097735,8.229672207363469e-13,1.873304282688808e-26,4.065590773857565e-43,-1.0641109431025805e-17,8.04089362557016e-21,-9.808692760652875e-22,60.0,2.126331468868867e-22,2.561291189566918e-25,1.2037553182634108e-25,83.79355555268391,19000.00000000014,-8.61524183758834e-12,2.6379734218042793e-12,66.99999999999922,-1.7756025087073368e-13,3.414240198822022e-15,-2.5155176887167627e-15,67.0,41667.0,2.6361085212901644e-13,2.654252796777531e-13,1.773028442204743e-15,67.0,2.3380412771232554e-29,35000.0,-2.9556561320213435e-30,-5.633257412413911e-31,5.420718363929588e-65,1.403303180015686e-29,32.66137541478242,1.0477545069043752e-24,-6.771207281177055e-41,-1.9736413383581585e-29,-9.511972916772034e-13,-1.6325954365940216e-30,11.926565700420554,1.5106359137613482e-29,6.141509997608386e-13,-1.4343938208291854e-47,-1.016748805978004e-62,1.161422919197333e-19,1.0657061374550876,16667.0,2.7946017367814696e-63
200,0.054991753816638136,0.0014770645896944978,0.27129475656271346,-3.0660017481899793e-06,-2.179475281110961e-09,-1.8770180708607036e-10,99.99999999920904,1000.0000000479489,-1.178972584153231e-08,-9.29915250876873e-11,-3.434337550976589e-18,1.7242764543085398e-32,4.954921048128134e-41,1.70313915054796e-11,1.1688873218840823e-11,2.067535163788216e-11,-2.897689571393162e-12,1.038070907388006e-12,9.417951844509178e-12,-1.914522952359576e-10,49.99999999996643,6.937600281050651e-13,-2.1895434614692993e-26,-2.5733729605445488e-43,5.79230883557091e-18,-1.4703225979127913e-21,-2.167084831415094e-22,60.0,-1.5992743144266168e-22,-1.1788060333658606e-25,-4.21072665683816e-26,82.082215547434,18999.999999999847,3.343328314753365e-12,-2.4802991057844025e-11,67.00000000000004,1.1572718507219799e-13,7.14397467155488e-16,4.378383960328355e-18,67.0,41667.0,-1.8344442911579827e-13,-3.0369757447860007e-13,-1.3111896548457934e-15,67.0,2.7665038665874565e-29,35000.0,-3.0410346285037924e-30,8.604627570183908e-31,-3.0268984250588426e-64,4.9825548423163855e-30,31.796090821996998,9.21143351761234e-24,6.383899799606216e-41,4.703089218839732e-29,7.031092597015886e-13,2.5674219858979016e-30,11.872996960629084,2.985290953478328e-29,7.60195303568761e-13,1.4905994291549412e-47,6.842184830933049e-63,-1.6100648031389205e-19,2.4679889740811327,16667.0,4.152577268115062e-63
300,0.1008997167249931,-0.0034456360014827837,0.2820627383151759,2.60899675141624e-06,-1.1047252567421203e-08,8.731995226055528e-11,99.99999999956655,1000.0000000149706,3.36849839710087e-08,-3.8894900088578e-09,9.47901091264577e-19,2.471408476475477e-32,2.9609476311849184e-41,3.2222069117978204e-10,-2.5384964313948e-11,5.960095383225257e-11,1.629402938202456e-11,-1.629570630298737e-12,4.838190083433715e-12,5.351051688146493e-11,49.999999999834,1.1847567643658088e-13,1.4709811016027316e-26,1.987815034628914e-43,8.696656818199232e-19,3.3510767414847587e-21,-8.076990745238828e-22,60.0,1.8440622617215762e-22,2.834318839845956e-25,-1.2447804169560963e-25,81.57929525184178,18999.9999999999,8.005304349967361e-11,1.2866500500912534e-12,67.00000000000051,5.166612898729827e-14,1.0346311790232348e-15,2.915710994313586e-15,67.0,41667.0,-7.606497079206532e-14,4.0191411955248143e-14,-1.1932463505400921e-15,67.0,-2.3493088838133045e-29,35000.0,7.250193243381773e-31,-9.921302894233314e-31,-6.43158224678739e-65,-1.4638320713743583e-29,30.057219431574747,4.846611997040152e-24,-7.740236019983897e-42,6.552986210565412e-29,2.318510009787844e-12,2.2691927301277216e-30,11.711645617689898,1.8075461854155057e-29,-5.173881736267676e-13,-7.710126571467966e-47,9.395701050363755e-63,-1.0903006287332868e-19,4.159876071563731,16667.0,-7.501220956700026e-63
400,0.12527982690442377,-0.0002100196883424736,0.45263090360288644,-5.410575599363516e-06,5.311305851711111e-10,-1.1113368264073786e-10,99.9999999997333,999.9999999550033,2.490161023407717e-09,-2.337244729571454e-09,1.1217945797778922e-18,-2.502822722894221e-32,-1.4089051051188425e-41,-4.2189732438339575e-11,-3.85865314210296e-11,4.5794721901896667e-11,2.5353550158987415e-12,1.2991959302243138e-12,9.574065967240864e-12,-2.1707088543181513e-10,49.99999999996228,7.722318300258152e-13,-1.8317528188821418e-26,-2.5213395735965802e-43,8.281899233997554e-18,-8.134756783532774e-21,-8.870559911160904e-22,60.0,2.653965012317636e-23,2.1676539946391977e-25,1.1740125150960798e-25,80.70022283247505,19000.000000000025,-7.286102311894698e-11,-2.959272610881854e-11,66.99999999999996,6.350794238300826e-13,2.2447154215060013e-15,-3.3477189926181726e-15,67.0,41667.0,-2.6224047592208133e-13,9.364398550859651e-14,6.819816914536244e-16,67.0,-6.267760221427574e-30,35000.0,3.1128075919980316e-30,-3.333677450877479e-32,4.776458149615547e-65,8.759575498092452e-30,28.964172025099728,-1.2390422464904672e-23,-5.270654762248113e-41,6.022600040918505e-29,-1.1754383437262383e-12,-1.3326193891942079e-30,11.723260237654008,-6.189230218719048e-30,2.505665878941273e-13,-3.4062188634574616e-47,-5.511499251406075e-63,-3.1998973340668933e-20,4.617933476006845,16667.0,2.9914811650235563e-63
500,0.14695101078625522,-0.002502959782381454,0.5355489713755629,3.676143158796435e-06,9.012361017680107e-10,5.058386617713418e-11,99.99999999957866,1000.0000000428352,-3.816452238383833e-08,-4.477139800907542e-09,8.96295617924228e-19,-4.991588243995689e-32,-3.2921534853766565e-41,-3.1400339698612684e-11,-2.3508243068674475e-11,-5.5213545435572664e-11,1.5799063326698364e-11,2.165562513533316e-13,2.113128945960908e-12,-2.7483849197845014e-11,50.00000000000631,-3.209401935254383e-13,4.524045095025125e-27,-1.0091987394373844e-42,-8.691941267012592e-18,-4.365094066998627e-21,8.561221034224596e-22,60.0,1.5142228204644738e-22,1.9963380467408128e-25,7.104017323379553e-26,78.69194004621808,19000.00000000001,-4.728170394626258e-12,7.944634649940347e-12,67.00000000000053,4.608186184918984e-13,2.1346254027065752e-15,3.108581707442135e-15,67.0,41667.0,1.2069878786164924e-13,5.2104405487314636e-14,7.947151234481356e-16,67.0,-2.34690581125682e-29,35000.0,-3.627393761539137e-30,-8.895027256128595e-31,-3.469224197987886e-64,4.7337718856663276e-30,27.6665589771222,1.7481694920424312e-25,-6.217360300231925e-41,7.347937275892805e-30,1.2301945952167902e-12,4.3948798387494335e-30,11.610225711830523,-5.968618650290994e-30,-6.273044024455307e-13,-5.861793811417242e-47,1.216678327773506e-62,1.325483742307341e-19,4.973731281167142,16667.0,1.2666605547956888e-63
600,0.1585816874797747,0.0003327283188128146,0.61866201598997,9.362664016023552e-06,3.447861046792264e-09,3.817252726553004e-11,100.00000000081025,1000.0000000184913,-1.1783590813778341e-08,-5.346628444975774e-09,2.944201772452417e-18,-2.7658596229407287e-32,-2.6285838756220756e-41,-3.03321575185168e-10,3.182308780172361e-11,5.800086537887613e-11,-1.8703118988052996e-11,-1.4914476205304361e-12,3.2316161376895194e-12,1.498544420965841e-11,50.00000000002134,-3.581057049226833e-14,1.5268400257538806e-26,3.300534335328882e-43,1.6103242594590857e-17,4.980268956882033e-22,4.1639844881227477e-22,60.0,1.0341391854841548e-22,1.5263754694186084e-25,4.902417763874887e-27,78.66517251319304,18999.999999999993,3.917143925792784e-11,9.856502289181099e-13,67.0000000000008,1.51456348186669e-13,-2.8691215896414687e-15,2.6758058011050083e-15,67.0,41667.0,-4.163732226418473e-14,3.0003119870850956e-13,6.642167769073946e-16,67.0,2.3089841699965072e-29,35000.0,3.284453538427037e-30,-9.946307861083685e-32,5.5295575515481705e-65,-1.849553854416051e-30,27.14552975436058,-1.1214042206673718e-23,6.141352658765685e-41,-3.624398893315075e-29,6.153450603986418e-13,3.127093334908877e-30,11.525327248792946,-2.5023062544016365e-29,3.8240102218441276e-13,-1.669441266602734e-47,-6.299394047449473e-63,1.7595736384581406e-20,7.406464995335381,16667.0,6.715337868373586e-63
700,0.20413294862445583,-0.002816977966595607,0.6389127514695055,-1.5179108418345491e-06,6.648039975453346e-09,-1.7550600290489816e-10,99.99999999995612,999.9999999992912,-7.987297122894044e-09,-6.07657235719428e-09,-4.8213617198585864e-18,-7.048355458287449e-32,-5.285078152713993e-41,-1.4464499306632705e-10,-2.79875392685589e-11,-2.4117161140657642e-11,-7.482613227290943e-12,5.888524698047371e-13,-6.299667135275996e-12,2.1843076398589349e-10,50.00000000017618,-8.321564445854152e-13,-9.422389493653961e-28,6.856637139698848e-43,-1.2238413262022782e-17,-1.8034747487613582e-20,5.608088126445487e-22,60.0,-2.856692207256828e-22,2.672430121542505e-25,2.3675029026631323e-26,76.64284158156575,19000.00000000011,-9.153021654480673e-11,-3.023372676070271e-11,67.0000000000002,2.1831968061830302e-13,-4.118803725193022e-15,-3.873867372551638e-16,67.0,41667.0,1.3752292638870773e-13,-2.398998682414734e-13,1.262904623411561e-15,67.0,9.604528167064995e-30,35000.0,-3.5016116936531915e-30,-5.130405989792527e-31,-3.1177793352425404e-64,1.2164618308135115e-29,25.627465553929945,1.2960374595963188e-23,-1.8929233538634445e-41,1.322319656915378e-29,-2.2750547868451097e-12,-9.251795017358658e-31,11.361535552513203,1.83744768097898e-29,-7.339403740186672e-13,4.0252171810159677e-47,-1.144296623863315e-62,-1.5058388744192757e-19,7.418693054855167,16667.0,6.774220371341117e-63
800,0.27069441169715935,0.0006041575965840956,0.8164841436987764,-5.684778477532854e-06,1.3515832625692536e-08,-1.3092638199925013e-10,100.0000000004041,999.9999999905193,3.125524768114773e-08,-1.8460390392255454e-09,-4.355783029054641e-18,1.645400194395691e-32,4.354563958309734e-42,-1.9529352063026204e-10,3.809470615632047e-11,-3.6814324084686985e-11,-4.792005782265328e-12,1.0599934176767442e-12,6.974086701976792e-12,7.191398112890778e-11,49.999999999809944,4.1057550854005496e-13,2.7231757310724275e-26,6.034416803550653e-44,-9.943925218435796e-18,-3.6012090867552995e-21,-7.080125192714518e-22,60.0,-1.9275407534642182e-22,-9.420924182961791e-26,-5.582413853144937e-26,76.21739639749124,19000.000000000055,6.985659613731281e-11,-9.925661781096966e-12,66.99999999999896,-2.135327498081659e-13,-6.682611879384096e-16,-3.0307018291425683e-15,67.0,41667.0,-2.063515321962198e-13,1.6573904008670847e-13,-7.869451325941677e-16,67.0,-4.4553686811349214e-30,35000.0,-1.0259930224380901e-30,-7.976098397886498e-31,-3.176644597431218e-64,-1.1009379512064311e-29,25.77291933395911,4.7808915905323964e-24,3.550448485857697e-41,-7.236965315664594e-29,-5.457332999059506e-13,3.6525225223717475e-31,11.361743402763738,8.844180771869952e-30,-2.7923759142549303e-13,-5.128397006691854e-47,1.4223644303657462e-63,-1.852092887387413e-19,8.711927863506565,16667.0,1.7100729432929732e-63
900,0.2743814523857745,0.005569082914512595,0.8235688350161505,-1.501224060778129e-06,-1.1349066323451589e-08,-1.574039110390085e-10,99.99999999978753,999.9999999551297,-2.5629177669616117e-08,2.016791770453023e-10,-6.306226270702434e-19,6.905362676146976e-32,2.739532024852421e-41,4.136069266770908e-12,3.2711160394999345e-11,-6.108380382689769e-11,-1.5081810289279622e-11,1.7311112574687763e-12,9.09642056949996e-12,-1.386857171986477e-10,50.000000000007226,-8.606868973484885e-13,-2.5849639863980347e-26,6.095859022849761e-43,-7.120354633299116e-18,7.697185021660325e-21,7.965451053284599e-22,60.0,-1.4376529277211052e-22,1.4368207448560246e-26,8.679755564249363e-26,75.71907888428512,18999.99999999994,-1.0748611671318966e-11,-1.722186533914504e-11,67.00000000000054,6.888722860198699e-13,-9.790792195585539e-16,-3.0182791205858164e-15,67.0,41667.0,-2.5444969134878083e-13,-5.2485770958219935e-14,-1.0246037562989459e-15,67.0,1.5841461195923203e-29,35000.0,2.5422471338041393e-30,2.411263294793191e-31,4.141343269387456e-65,-9.150457490055178e-30,25.022313545242763,1.1226836126313965e-23,-4.2019615694091863e-41,7.217076241576547e-29,-1.2333752949010283e-12,4.30257360431574e-30,11.282464192119463,3.560754065633535e-30,-8.364482231341603e-14,-4.0237370911738485e-47,9.802121384946685e-63,2.5216285484592245e-20,10.119755670267873,16667.0,-3.734688263746707e-63
