milliseconds,N_Tumour,T_H,T_C
0,0.01,0.6,4.5
100,0.010554812579769764,0.659152767292538,4.523196310421323
200,0.011051505600635364,0.7227366680981159,4.572372240517265
300,0.0114164913678599,0.7907426868194284,4.64939267507278
400,0.011567751646237258,0.8624508054915145,4.75660056046891
500,0.011424683327862116,0.9361430249928457,4.8965442517767785
600,0.010924561683791195,1.0088613726493683,5.071490225675434
700,0.010043104812388006,1.0763249867261562,5.282693191505222
800,0.008813355095088623,1.133243406197258,5.529430549337474
900,0.007333201513838186,1.1742397323681697,5.808001191659075
1000,0.0057522799658058735,1.195326981206845,6.111112866967543
1100,0.004236728376792113,1.195342263555276,6.428171124749465
1200,0.0029248758097423395,1.1764147739149424,6.74664849239984
1300,0.00189411899043154,1.1431217378341239,7.054093254930481
1400,0.0011542287515648815,1.1008782864563385,7.339964199098368
1500,0.0006651901110974295,1.054515361072738,7.596662482648432
1600,0.0003648641672548154,1.0075758958993821,7.8196642049947505
1700,0.00019183093288307083,0.9622684167310376,8.007057725691228
1800,9.738226497819994e-05,0.9197577363094211,8.158862286968612
1900,4.8078568661729396e-05,0.8805216976752772,8.276384701313642
2000,2.3244564723669604e-05,0.8446424383525036,8.361715737506854
2100,1.1075594485762604e-05,0.8119985006911221,8.417380607985269
2200,5.23166796133238e-06,0.7823778271192167,8.446106864058077
2300,2.462797659950547e-06,0.755537813287961,8.450674958092522
2400,1.1608925927376179e-06,0.7312346439885112,8.433822523431253
2500,5.502254105417498e-07,0.7092363793448433,8.39818302542812
2600,2.631804012080177e-07,0.6893279633859289,8.346246964306845
2700,1.2743615839880163e-07,0.6713124559647333,8.280338370795574
2800,6.263534637988172e-08,0.6550105998219987,8.202602081427436
2900,3.131977711258344e-08,0.6402597195105557,8.114998799616405
3000,1.5962654619839485e-08,0.6269124045744746,8.01930582578727
3100,8.304475817106484e-09,0.6148351741923253,7.917121880280469
3200,4.415310503563916e-09,0.6039072046625612,7.809874809612469
3300,2.4016755298068836e-09,0.5940191491367205,7.698831223900385
3400,1.3375445266983518e-09,0.5850720564240013,7.585107329239581
3500,7.626198132689693e-10,0.5769763867923909,7.469680384601274
3600,4.4636893328104873e-10,0.5696511200204756,7.353400352261402
3700,2.674690378534652e-10,0.563022943607823,7.237001411326002
3800,1.632005512952414e-10,0.5570255198682137,7.121113110959417
3900,1.0279022425770334e-10,0.5515988258876489,7.0062709769225044
4000,6.591400579560572e-11,0.5466885448661363,6.892926596291216
4100,4.255099283865249e-11,0.5422455009240567,6.781457303154763
4200,2.7795939531152093e-11,0.5382252159117481,6.672173879886115
4300,1.8993882223930913e-11,0.53458748603998,6.565328059780233
4400,1.3740378078399063e-11,0.5312959319661524,6.461120403051545
4500,9.992897772693784e-12,0.5283176336127742,6.359706779638745
4600,6.722059921964612e-12,0.5256227743114018,6.26120466194002
4700,4.153736731718075e-12,0.5231843734299768,6.165697798628504
4800,2.7414564644555336e-12,0.520978022600658,6.073240738880877
4900,2.235108845018233e-12,0.5189816393247869,5.983862983862366
5000,1.8450967052161553e-12,0.5171752429829123,5.897572689839794
