milliseconds,miR,miR_gene,miR_gene_TF1,miR_gene_TF2,Signal,TF1,TF1_mRNA,TF2
0,1000.023883115948,2.0046624111840585,0.0,0.020218857738604275,0.0,0.0,0.0,999.9786765003139
100,999.9453357787226,1.9996482490757361,0.0,0.01956114060747028,0.0,0.0,0.0,999.9713658549898
200,999.9610286157372,1.9677823841863444,0.0,0.06050971440570331,0.0,0.0,0.0,999.9702632424058
300,999.8762839456094,1.9328694902736878,0.0,0.05794051926109393,0.0,0.0,0.0,999.9346149894632
400,999.8058921349933,1.9200197444207145,0.0,0.08264051499228255,0.0,0.0,0.0,999.9249971365593
500,999.7705385010682,1.9002782534510718,0.0,0.08267543092003056,0.0,0.0,0.0,999.9093166803259
600,999.7975403213668,1.898964706526501,0.0,0.12353905337096915,0.0,0.0,0.0,999.8745175757646
700,999.7758784588508,1.8558578193140982,0.0,0.14673837324338013,0.0,0.0,0.0,999.8563436509899
800,999.646674558343,1.8269722248827927,0.0,0.1685259525683171,0.0,0.0,0.0,999.843745397757
900,999.6309479615354,1.8419597332319184,0.0,0.15333402797843437,0.0,0.0,0.0,999.851033323264
1000,999.6268817369138,1.8051059235559055,0.0,0.18120105095943512,0.0,0.0,0.0,999.805664516143
1100,999.627174266568,1.7846027532987727,0.0,0.21432090430004025,0.0,0.0,0.0,999.7783362473651
1200,999.5295219954595,1.786043413078011,0.0,0.21834935388653332,0.0,0.0,0.0,999.7870025568392
1300,999.5339018370059,1.7373712546299087,0.0,0.24800198676619828,0.0,0.0,0.0,999.7401626654013
1400,999.502072591354,1.731288018217596,0.0,0.27393949467858486,0.0,0.0,0.0,999.7401184203902
1500,999.4013162467181,1.6990903618099285,0.0,0.27235581482232224,0.0,0.0,0.0,999.7447928233196
1600,999.3678951406719,1.719068585109032,0.0,0.2984906503405536,0.0,0.0,0.0,999.7112670495056
1700,999.3952635193695,1.7047585578683453,0.0,0.29124742410769905,0.0,0.0,0.0,999.6952898128262
1800,999.365190998976,1.6801535561818521,0.0,0.30937649625344726,0.0,0.0,0.0,999.6481797507136
1900,999.2957273901474,1.6490824810595852,0.0,0.3459190874554802,0.0,0.0,0.0,999.6558504056101
2000,999.3059933650933,1.640897619271226,0.0,0.3800688951451205,0.0,0.0,0.0,999.61968906426
2100,999.2168520688159,1.60505208243313,0.0,0.3840541718347404,0.0,0.0,0.0,999.620660471135
2200,999.245871065892,1.6137943209158396,0.0,0.39689354893850004,0.0,0.0,0.0,999.6037086288907
2300,999.1820896853195,1.6025384229759019,0.0,0.41930636616750483,0.0,0.0,0.0,999.5878008876716
2400,999.1566635444348,1.5767505432743283,0.0,0.424377961093816,0.0,0.0,0.0,999.5918231549038
2500,999.1556403928965,1.543546360465283,0.0,0.4407448243946653,0.0,0.0,0.0,999.5679400503423
2600,999.0390190372161,1.5527185411665851,0.0,0.4649648752707664,0.0,0.0,0.0,999.5506237325981
2700,999.047569087791,1.5279942140592015,0.0,0.4826104657767976,0.0,0.0,0.0,999.5370434579992
2800,998.9954375356238,1.4995714763532828,0.0,0.5094606692756848,0.0,0.0,0.0,999.4911288676648
2900,998.9871319077522,1.4764004174321343,0.0,0.4912180647480128,0.0,0.0,0.0,999.5097590319859
3000,998.9991721478326,1.474136741593078,0.0,0.5138536441779913,0.0,0.0,0.0,999.4840667122002
3100,998.9414952661892,1.4576824418437213,0.0,0.5176231893082904,0.0,0.0,0.0,999.4601907972877
3200,998.8748910324609,1.467180754070119,0.0,0.5381137792530089,0.0,0.0,0.0,999.4758996300741
3300,998.8581108751976,1.4192679116189322,0.0,0.5437782549574408,0.0,0.0,0.0,999.4187438495428
3400,998.8267410369906,1.4078698640969718,0.0,0.582992997649126,0.0,0.0,0.0,999.4453522682824
3500,998.8379223982664,1.408850279526393,0.0,0.5772223036930125,0.0,0.0,0.0,999.3933929237477
3600,998.7590751871143,1.4113633090223674,0.0,0.5813443927961177,0.0,0.0,0.0,999.4140961480136
3700,998.7934341410435,1.3715592088617194,0.0,0.6044962937463179,0.0,0.0,0.0,999.3784593776454
3800,998.7279720238207,1.3575857304225003,0.0,0.6182223169122774,0.0,0.0,0.0,999.3870384389124
3900,998.7197195166849,1.3563343546399693,0.0,0.6593683707132388,0.0,0.0,0.0,999.3489873126922
4000,998.6529291527779,1.3418609593282318,0.0,0.6578716781294618,0.0,0.0,0.0,999.3341447342942
4100,998.6481327046698,1.326078247977403,0.0,0.6717848808490781,0.0,0.0,0.0,999.326547229214
4200,998.650144354521,1.3149057840727492,0.0,0.7004955840105839,0.0,0.0,0.0,999.3127841350456
4300,998.6043030959992,1.2915525727228658,0.0,0.7002032060211768,0.0,0.0,0.0,999.2831038011801
4400,998.5737887817439,1.3108970801489415,0.0,0.7140717258191308,0.0,0.0,0.0,999.2687896519984
4500,998.5772213878304,1.2991588239785998,0.0,0.7368648169986552,0.0,0.0,0.0,999.2552300060246
4600,998.4986069732472,1.2582058549974615,0.0,0.7293394981710764,0.0,0.0,0.0,999.2504849720506
4700,998.4676514257701,1.2530923131812441,0.0,0.7574713515125993,0.0,0.0,0.0,999.2390789618727
4800,998.4663233971827,1.2267706823574154,0.0,0.7801223821003656,0.0,0.0,0.0,999.2584649542529
4900,998.4430889240917,1.2397565435656566,0.0,0.7564952173972073,0.0,0.0,0.0,999.2346428021965
5000,998.4426608026039,1.2336469374196641,0.0,0.7701767505537657,0.0,0.0,0.0,999.2182116486041
