milliseconds,miR,miR_gene,miR_gene_TF1,miR_gene_TF2,Signal,TF1,TF1_mRNA,TF2
0,999.9536776658013,1.9940178484164404,0.0,0.014049490429990335,0.0,0.0,0.0,1000.0009713619211
100,999.937640806806,1.9866781435281977,0.0,0.007703170830922581,0.0,0.0,0.0,999.9815439103425
200,999.9016170816845,1.9490833662307552,0.0,0.04227309326072529,0.0,0.0,0.0,999.9733500477824
300,999.9139049355726,1.9559548633214459,0.0,0.056617925842298675,0.0,0.0,0.0,999.9428686985391
400,999.8502648068791,1.929138971634585,0.0,0.0685263630713584,0.0,0.0,0.0,999.9268749854198
500,999.8033753775269,1.908457075985028,0.0,0.08635116241267883,0.0,0.0,0.0,999.9180575587839
600,999.7836506779139,1.874795407330204,0.0,0.0936642709656134,0.0,0.0,0.0,999.8628506273707
700,999.7124907136042,1.8494635244409006,0.0,0.15370062140709975,0.0,0.0,0.0,999.876693332529
800,999.7014209160968,1.869171992753868,0.0,0.1314357140640276,0.0,0.0,0.0,999.8665845060698
900,999.6211279982971,1.8315607585416462,0.0,0.15831982464523078,0.0,0.0,0.0,999.8236832356636
1000,999.5808074171001,1.8003670588336018,0.0,0.1718976091648949,0.0,0.0,0.0,999.795622714465
1100,999.5507765542735,1.776535032267863,0.0,0.1874047715090292,0.0,0.0,0.0,999.7770748015486
1200,999.5428364896603,1.774116734098106,0.0,0.224961684773585,0.0,0.0,0.0,999.7604687665046
1300,999.529839985385,1.7684726949318754,0.0,0.24303805350812036,0.0,0.0,0.0,999.7361410399451
1400,999.512773391899,1.75884904782708,0.0,0.2814533973272989,0.0,0.0,0.0,999.7267245325276
1500,999.4493435817247,1.7284393569204015,0.0,0.2647650859430653,0.0,0.0,0.0,999.7283047725192
1600,999.423906799382,1.704240488686577,0.0,0.3122939368406515,0.0,0.0,0.0,999.7155729630794
1700,999.4177297322113,1.685716655556225,0.0,0.3028311409768678,0.0,0.0,0.0,999.6737108992254
1800,999.3006421425548,1.679131165097032,0.0,0.31151937027751286,0.0,0.0,0.0,999.6822941204706
1900,999.2865833571333,1.6578464707197063,0.0,0.3302753923718565,0.0,0.0,0.0,999.6485061804393
2000,999.2880044430776,1.6274859956225363,0.0,0.35394358083925753,0.0,0.0,0.0,999.6409498673752
2100,999.2875339848779,1.616950354822305,0.0,0.38710645487260886,0.0,0.0,0.0,999.6332413026429
2200,999.1924311268177,1.6255438960871207,0.0,0.3889657836474681,0.0,0.0,0.0,999.603285225011
2300,999.1401074852804,1.5704077684765785,0.0,0.4015139252127237,0.0,0.0,0.0,999.5678063091462
2400,999.1490462409068,1.5775629940334743,0.0,0.4485610342115544,0.0,0.0,0.0,999.5816512297274
2500,999.1617320120852,1.5513341161279612,0.0,0.4650700715317563,0.0,0.0,0.0,999.5479349151117
2600,999.1263000703068,1.5505196535602306,0.0,0.44952617731687255,0.0,0.0,0.0,999.5536933588546
2700,999.0305109853807,1.5321493956540924,0.0,0.4650787473451896,0.0,0.0,0.0,999.5408614306289
2800,999.0095479022388,1.5287612564362127,0.0,0.47755908701658933,0.0,0.0,0.0,999.5137662472011
2900,999.0195626695499,1.4879893791518601,0.0,0.5252307384139534,0.0,0.0,0.0,999.4866708362354
3000,998.9502930978565,1.490256907226497,0.0,0.5044731911411894,0.0,0.0,0.0,999.4988866712177
3100,998.8883773288497,1.4465436139529488,0.0,0.5529864677969044,0.0,0.0,0.0,999.475754238327
3200,998.8963892361891,1.4533976881079833,0.0,0.5571224998390255,0.0,0.0,0.0,999.4328104266302
3300,998.8537558207375,1.4338769163709562,0.0,0.5496286219270985,0.0,0.0,0.0,999.4569525462636
3400,998.8419978746173,1.4160608580577578,0.0,0.553943456627676,0.0,0.0,0.0,999.4212034939414
3500,998.8272405440375,1.4251841905914318,0.0,0.5721367897893987,0.0,0.0,0.0,999.3986959263423
3600,998.7775003891727,1.4125374704840445,0.0,0.6172137002340088,0.0,0.0,0.0,999.4134457911911
3700,998.7768231002647,1.3838256077672153,0.0,0.5981691070173721,0.0,0.0,0.0,999.3612252157751
3800,998.710895442469,1.34949808805397,0.0,0.6127838616963307,0.0,0.0,0.0,999.3555013168133
3900,998.6850201224014,1.332471846303282,0.0,0.6237880025426363,0.0,0.0,0.0,999.3775788057776
4000,998.6577869178757,1.3634091747480477,0.0,0.6695859246422591,0.0,0.0,0.0,999.3457258911145
4100,998.6348788876385,1.3449204848882061,0.0,0.6588244129836175,0.0,0.0,0.0,999.3208705556586
4200,998.6499413308651,1.2977398908424338,0.0,0.6830652597489472,0.0,0.0,0.0,999.3020359828533
4300,998.5720930813261,1.310363866798092,0.0,0.6786883376707606,0.0,0.0,0.0,999.3006245066089
4400,998.5924439074344,1.3067654205658277,0.0,0.7008922739442186,0.0,0.0,0.0,999.2809773733527
4500,998.5716431661731,1.2964145696614553,0.0,0.722824478070308,0.0,0.0,0.0,999.2573012218082
4600,998.5074843947974,1.281566852523493,0.0,0.7498917485510477,0.0,0.0,0.0,999.2831379849398
4700,998.5330231337064,1.248170258702581,0.0,0.7518841715859047,0.0,0.0,0.0,999.2717446057403
4800,998.4742188550827,1.221479992524486,0.0,0.7489087981993431,0.0,0.0,0.0,999.2419651815727
4900,998.4761392228936,1.2163446838380831,0.0,0.7576759114084036,0.0,0.0,0.0,999.2293844253476
5000,998.4190780543881,1.1984795478835386,0.0,0.8031839824999473,0.0,0.0,0.0,999.2141022834087
