milliseconds,miR,miR_gene,miR_gene_TF1,miR_gene_TF2,Signal,TF1,TF1_mRNA,TF2
0,999.987466574548,1.9852153810820983,0.0,0.0033694252125326387,0.0,0.0,0.0,1000.0013834741071
100,999.9556103212618,1.9950016986266126,0.0,0.014199731160082774,0.0,0.0,0.0,999.996671857807
200,999.8926304278398,1.964524315074886,0.0,0.028040802978415692,0.0,0.0,0.0,999.9742643752109
300,999.8565008957926,1.9355616287899537,0.0,0.041370173873536906,0.0,0.0,0.0,999.9373336759128
400,999.8554439524347,1.9043179147096878,0.0,0.10033074560559926,0.0,0.0,0.0,999.902083654418
500,999.8142185182957,1.90215011114752,0.0,0.11043341684107613,0.0,0.0,0.0,999.908942827579
600,999.7725583564804,1.8793366364892647,0.0,0.10292992099101649,0.0,0.0,0.0,999.8718271390898
700,999.7705611824987,1.8592384005475493,0.0,0.15056313891453407,0.0,0.0,0.0,999.8517127333503
800,999.6702185645537,1.8655588327905637,0.0,0.1506207595081972,0.0,0.0,0.0,999.869362236505
900,999.6547219651703,1.815876842671419,0.0,0.1830100804470219,0.0,0.0,0.0,999.8279486539037
1000,999.5760694650465,1.814421943883806,0.0,0.201489223441421,0.0,0.0,0.0,999.81251707489
1100,999.6040952588688,1.7999375194464537,0.0,0.22463362667415537,0.0,0.0,0.0,999.779309688404
1200,999.5298389132663,1.762574023055692,0.0,0.2107859078269922,0.0,0.0,0.0,999.7548742746854
1300,999.5555355856568,1.7626044632891236,0.0,0.22166246637341624,0.0,0.0,0.0,999.7479274853997
1400,999.5005385407586,1.7157143001165032,0.0,0.24353896749942214,0.0,0.0,0.0,999.752833903749
1500,999.4609237653586,1.7228872825043482,0.0,0.27342777170117954,0.0,0.0,0.0,999.7031456544896
1600,999.3972932417623,1.6899905615250082,0.0,0.2888831369657386,0.0,0.0,0.0,999.7089577617223
1700,999.372299282858,1.6657375092124325,0.0,0.32508725101468045,0.0,0.0,0.0,999.698651933318
1800,999.3582200071197,1.6897459119108726,0.0,0.3239478218218636,0.0,0.0,0.0,999.6867098108846
1900,999.2980677046049,1.631244402395063,0.0,0.3478498583449049,0.0,0.0,0.0,999.6607646270086
2000,999.3019903074023,1.635625396401059,0.0,0.37538966463384704,0.0,0.0,0.0,999.641099260303
2100,999.2692210194107,1.6047387117474188,0.0,0.3629678049129301,0.0,0.0,0.0,999.6078551108634
2200,999.1821276190559,1.6217529560621948,0.0,0.37625515306458457,0.0,0.0,0.0,999.5894059906204
2300,999.1885964967131,1.606345029252123,0.0,0.3928718846476099,0.0,0.0,0.0,999.5985559861251
2400,999.1227871432685,1.5561135706471232,0.0,0.4091268303575069,0.0,0.0,0.0,999.5773144470265
2500,999.1117989984001,1.558166112395697,0.0,0.44919274095368433,0.0,0.0,0.0,999.5704675578218
2600,999.0403828749195,1.5221556621938814,0.0,0.4511309987957182,0.0,0.0,0.0,999.519693352791
2700,999.0432450864583,1.5303227769718655,0.0,0.4700125465017772,0.0,0.0,0.0,999.5076341835852
2800,998.9915697287007,1.519841121768602,0.0,0.5033067482565226,0.0,0.0,0.0,999.5179146120383
2900,999.0259710306668,1.4791153022604828,0.0,0.49901872826264876,0.0,0.0,0.0,999.5160211502848
3000,998.9391921467106,1.4760307472823306,0.0,0.5292732988372705,0.0,0.0,0.0,999.4710624579542
3100,998.9620661774973,1.464281018215312,0.0,0.5436205793391043,0.0,0.0,0.0,999.4881473899629
3200,998.9472388175445,1.4567010182368543,0.0,0.5362997900376035,0.0,0.0,0.0,999.4377657436854
3300,998.8549654594814,1.416181553891389,0.0,0.5741741933389007,0.0,0.0,0.0,999.4545144811561
3400,998.8599777001064,1.4457819682963333,0.0,0.592543715811988,0.0,0.0,0.0,999.4101834145555
3500,998.8266411990826,1.4084459344824078,0.0,0.5665611977817767,0.0,0.0,0.0,999.4243371754688
3600,998.811694286619,1.394601540877005,0.0,0.5902089227098481,0.0,0.0,0.0,999.3740483455438
3700,998.7487461272781,1.404902007054406,0.0,0.5980643716703647,0.0,0.0,0.0,999.4017082520606
3800,998.7373356322366,1.3838369176027354,0.0,0.6185515869798982,0.0,0.0,0.0,999.3520997782973
3900,998.7370429262431,1.3681781794256458,0.0,0.6416080626868982,0.0,0.0,0.0,999.3515790143906
4000,998.709441411059,1.34117003180014,0.0,0.6430412580129843,0.0,0.0,0.0,999.361423486849
4100,998.6838053538543,1.3485937929172223,0.0,0.6866646859662332,0.0,0.0,0.0,999.3077592539332
4200,998.6009782399058,1.292581621446904,0.0,0.7012113501262731,0.0,0.0,0.0,999.3381704462229
4300,998.6473927712848,1.317257601210251,0.0,0.6863835050625726,0.0,0.0,0.0,999.3111831949719
4400,998.6230408543313,1.3100418370022513,0.0,0.6893286821412796,0.0,0.0,0.0,999.2900599049289
4500,998.549053515828,1.2651652090268488,0.0,0.7331635686059982,0.0,0.0,0.0,999.2585139832406
4600,998.4930221204629,1.2797916783312502,0.0,0.7302297303467099,0.0,0.0,0.0,999.250926678979
4700,998.5401403023413,1.2516053933958056,0.0,0.7622289854012912,0.0,0.0,0.0,999.2313909794402
4800,998.4737047603383,1.256306705915491,0.0,0.7420502678704358,0.0,0.0,0.0,999.2220097919426
4900,998.4140191982184,1.2133676129219808,0.0,0.790865421311068,0.0,0.0,0.0,999.2325901720458
5000,998.3915518277988,1.2285635559342594,0.0,0.7706846169766981,0.0,0.0,0.0,999.2157496319287
