milliseconds,C,P,I,B
0,1.004639297087312,1.0058683153236492,1.371863731769452,0.43109753350077173
100,1.0541847780764282,0.997301842626799,2.1778833216566653,2.438947015242377
200,1.1003382348434594,1.0116950833625313,2.9195457834702188,4.6382872182354
300,1.1361635977131546,1.0114837801391072,3.8550482140810085,5.6643124714710655
400,1.1709895193423892,0.9966373621435282,5.4105007747836975,7.177579901802083
500,1.1930141650873058,0.9885077547115305,6.273887131472026,9.35048895706298
600,1.2033311760065932,0.9910200800870835,6.842398391802138,10.841385438092251
700,1.2146246902336266,0.9922979456246984,7.49200426364473,11.877455586947427
800,1.2233702909083541,0.9839343399283057,8.165316219026682,13.362018406737292
900,1.2335379778866262,0.9757380404252294,8.917801781362298,13.728912858059605
1000,1.235911770110334,0.9605157248853194,9.289729597575882,15.011357923381327
1100,1.2399350704344447,0.9655990402046117,10.085092748911146,16.355531259535145
1200,1.243449460819947,0.942227077815648,10.545660478845209,16.224784550519438
1300,1.241946754526652,0.9434520045346055,11.065406451404307,17.98599187732042
1400,1.2463641692480534,0.9249815191554798,11.839409798075968,17.891479512874746
1500,1.2432263010014788,0.9131151017894669,12.119103669486767,18.92744335693197
1600,1.2404957146918092,0.9257707516058553,12.003165727302456,19.432575820932996
1700,1.2352221612419978,0.9077576766394787,12.845820736274062,20.439945438390673
1800,1.2334224822371507,0.8954980470566959,12.44110632850264,19.74035663138508
1900,1.229878213793156,0.8941072498028064,12.769337893881202,20.02616286175736
2000,1.236537127951444,0.8722960845476886,13.368210615591588,21.33083337033997
2100,1.2269413040537718,0.864937768581745,13.702589219315783,21.1002599064421
2200,1.223311548878746,0.8555500845227404,13.948254755377711,21.29959731003844
2300,1.2207600506881247,0.8474243628350298,13.984160516141438,21.819233847904144
2400,1.2156070055103834,0.8538061573248121,14.048857524436123,21.762616715197115
2500,1.2194560660356912,0.8300780180241136,14.385987179048854,22.172297690298798
2600,1.2062392170881395,0.8226392942143606,13.96002720623832,22.606345452860925
2700,1.2073917964697842,0.8343009460013232,14.137239961755174,22.58971881480336
2800,1.2057760234227421,0.8186878672188246,14.127243167534155,22.501119905690764
2900,1.2041814769577683,0.8139205595281036,14.522227667018093,22.75885668081035
3000,1.194981019589858,0.8123722809224927,14.789114657559235,23.521096328494522
3100,1.1896890262055027,0.7850838028799149,14.932359241877915,23.511247296462507
3200,1.1847152623686636,0.785800915627042,14.338706218057363,23.019650670268547
3300,1.1833224281078756,0.7800843516400754,14.638723306372519,23.712716066134988
3400,1.1761938891943564,0.7691052054204297,14.415375862287426,24.295251373000117
3500,1.1801479359356835,0.7713127057342826,15.14818160072433,24.310274726100996
3600,1.1760457611151693,0.7513569400480733,14.705996019898166,23.58485853921754
3700,1.16430851702636,0.7547713874985277,14.77268538505961,24.353062515606624
3800,1.1638478093723705,0.7422788925157157,15.201378342985674,24.57040586370143
3900,1.160297865160229,0.725509346315922,14.92270808586817,24.335963867725315
4000,1.1505306560496011,0.7272415166262667,14.762911764763693,24.627398076695933
4100,1.1467551160479197,0.7275671378485755,15.27148182933494,24.540893227749756
4200,1.1438479562657398,0.7149717051168075,15.044893510870997,23.545255946661197
4300,1.1462547264989895,0.7115659805499815,15.115126318617483,23.65948214622506
4400,1.1434976319653272,0.697236726285383,15.1318356183137,24.46365548291792
4500,1.1306334412866392,0.68399440930206,14.740706203288992,24.169958420682363
4600,1.1279967765140175,0.6822720542890449,14.993803354122155,24.45370105663302
4700,1.1311220619061286,0.6720511595525287,14.878294745863933,23.838844427413584
4800,1.1249594686924387,0.6702066369464952,15.162566448143405,24.458325222562827
4900,1.1250396963783325,0.6609731513982766,14.868740279919091,23.835138492178032
5000,1.119904758499449,0.6665292970685502,15.037443079503888,23.76165877180245
