miliseconds,PGA,NADPH
0,2.3997006500661935,0.21026666578946834
100,2.4006667950808334,0.2096634619053483
200,2.4010828243448956,0.20848811632301448
300,2.401510697211841,0.20834683247594304
400,2.4020931618210044,0.20783904182023757
500,2.4021129610830387,0.20676901211563595
600,2.40297664994529,0.2062829983072224
700,2.403019290564107,0.20527766124790872
800,2.403922607759816,0.20512835145382116
900,2.404009206458146,0.20446787539206834
1000,2.404504264688869,0.20398261206258225
1100,2.4049877423969304,0.2027691240407709
1200,2.405744857944298,0.20232490847921952
1300,2.4063289865439703,0.20149416354975377
1400,2.407231488837494,0.20137198073542423
1500,2.4071193851545503,0.2007839665315995
1600,2.407546873791147,0.20048574043624953
1700,2.408705225223276,0.19973861821149808
1800,2.4091964208856824,0.19917410222801474
1900,2.409586490060066,0.19836992414723786
2000,2.4100671922676193,0.1974704056740906
2100,2.4106897740139948,0.1974259840377793
2200,2.4112182402048243,0.1964288678276142
2300,2.41169273334273,0.1956306939763964
2400,2.4117390114948845,0.195494893688408
2500,2.4124908360403077,0.19487105925161796
2600,2.4129198021706255,0.19402610873797074
2700,2.414043849507387,0.19317697618394641
2800,2.4139973893793063,0.19264394302271143
2900,2.414896649073363,0.1922136279191531
3000,2.4156605920504473,0.1919925276015845
3100,2.415639479170574,0.19095777677424974
3200,2.416363116990857,0.1908118712473364
3300,2.417067723200247,0.19018659203913077
3400,2.417820690949175,0.1896687923369906
3500,2.417795189743086,0.18882312304221116
3600,2.419081782288774,0.18826952161060548
3700,2.419683517553959,0.1874657180931659
3800,2.420205709555282,0.18760149221984854
3900,2.420209743167697,0.18635114180857004
4000,2.4212601503176283,0.18604334752055968
4100,2.42182787669931,0.1858302437258643
4200,2.4218677357003098,0.18509477859499915
4300,2.4223906682228615,0.1839918873099513
4400,2.4233118249983647,0.18355956676943072
4500,2.424153564560459,0.1836496897958765
4600,2.424643809860688,0.1825051152485695
4700,2.425310297569796,0.18230998519925104
4800,2.426101636215377,0.18177881379118047
4900,2.4263118664646264,0.18138860815656258
5000,2.4271598384836235,0.1806037823353071
