milliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
0,99999976.08555825,0.021703540031332298,40.42802878901093,99543.75238118856,-1843.4784745483817,49999666.96309339,0.0001143706701055334,-4.5797030149150266e-08,2.815322035930966e-15,-1148.372961810395,78810.21671429981,822.0225661848955,2109.3047287295276,-9.752749445138669e-16,-1.427802181176889e-16,18750.00000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0019087783317,48594.270346591016,-0.00020100795154621428,0.0,0.0,0.0,0.0,0.0,0.0,1.7997345651999152e-07,0.0,7.51340109079265e-05,7.73924209865045,0.0,274.99975473993396,-0.2798979299871851,0.0,0.0,0.0,18750000.00000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,99999546.11057991,0.018383641738019957,387.0586350644305,92244.63630177593,7906.014782346911,49990937.89331512,3.635365942222735e-05,3.8166605611917377e-08,-1.3778684380968416e-14,9303.292010518446,77395.88145068537,1034.6141663975002,3331.67790720139,-8.32174669186012e-16,-4.854967815493945e-16,18750.000000001935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.006152584905,51608.05662001076,0.0006216698796091669,0.0,0.0,0.0,0.0,0.0,0.0,1.0020142431044353e-07,0.0,0.0018229273858833015,-4.943371629160914,0.0,274.9997987428267,6.08431058265597,0.0,0.0,0.0,18750000.00000227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,99999263.24611375,0.04089320577861804,701.0677955177398,83343.14338276417,17307.108213672902,49984208.14009918,-0.0001779810549187345,5.2072833552102086e-08,-1.551941949940404e-15,19952.413619859683,77941.5632516341,2717.3348725736073,3005.275536259144,6.159291550853724e-16,1.0675063588653205e-15,18750.000000003853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.5886376141675,50694.04974980875,0.0004111585392486499,0.0,0.0,0.0,0.0,0.0,0.0,4.3925363162275496e-08,0.0,0.005709614189326167,12.943094904199304,0.0,274.9996688004782,10.731887782705709,0.0,0.0,0.0,18750000.00000369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,99998930.36619821,0.11092976388592184,1079.0993610914888,73322.7913830645,23140.856523409155,49976416.65731612,-3.917931019768921e-05,-2.1784282091740606e-09,-3.6395263315804884e-15,27059.684582386562,73865.67705192279,4255.654906748632,3135.522704908963,-2.542476018029969e-15,3.0859275802559445e-16,18750.000000004973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4347.187937237266,50705.626447803195,4.015192091561388e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0070222795761964e-07,0.0,0.00979481959018011,15.479029935212509,0.0,274.99965159039607,14.977432954236122,0.0,0.0,0.0,18750000.00000501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,99998679.41952176,0.20711620493045335,1244.5507873442202,66117.2644200275,31718.639162223233,49966282.02980171,-0.00014067128067413778,2.3940776642135648e-08,-1.5635745114031374e-14,31226.042504322402,70296.25363470693,5391.082128492179,2981.512758503088,-8.166480960219864e-16,7.967461979928245e-16,18750.00000000619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5699.046141188558,49885.02428179363,0.0005413194117368693,0.0,0.0,0.0,0.0,0.0,0.0,1.2822361900735324e-07,0.0,0.019168556453194305,23.822713708311397,0.0,274.999620846661,17.540337882515587,0.0,0.0,0.0,18750000.000006046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,99998516.57468957,0.29216305077826427,1521.2711781813634,61401.572830602265,40744.5244689735,49958968.8789527,4.117020245929133e-05,1.3489380014894103e-08,1.7091055363263255e-14,39587.170649713495,66494.01080986817,7449.705599945452,4447.002967658222,-2.248490648906253e-15,3.3872271696156103e-16,18750.000000007094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7984.569465382259,50124.41654982626,-0.000359862377638033,0.0,0.0,0.0,0.0,0.0,0.0,1.6596681107386794e-07,0.0,0.022416308142752122,32.42525305149235,0.0,274.99925683328155,19.307543128577468,0.0,0.0,0.0,18750000.000007074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,99998175.92624725,0.33188328935057626,1833.6659854453305,57480.49497796971,48693.3003976037,49952820.79168074,-0.00012859968300216895,-1.4814612662955867e-08,-9.318547909948563e-15,43194.07467008392,58103.17288246367,9161.785211324652,5382.8633012028695,2.8489999854168838e-15,-1.0729541861669243e-15,18750.000000007658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9027.414951912833,51275.57981301756,0.0010577378547879752,0.0,0.0,0.0,0.0,0.0,0.0,1.2726683215421277e-07,0.0,0.032584011477561264,34.645669691452326,0.0,274.9986950520695,21.57779664865464,0.0,0.0,0.0,18750000.000007555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,99997985.1589397,0.44994950825532004,2035.7734771908074,48050.18261300917,48532.33490184141,49951769.384524226,0.00020361667066493992,-4.9168466367661953e-08,-1.373978933400616e-14,52187.15534715773,56774.11184171857,11055.033333607662,5446.170102817771,-2.1112845087966375e-15,9.616190828340248e-16,18750.000000007993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10884.322112154865,53162.83292416719,0.0004073236220519816,0.0,0.0,0.0,0.0,0.0,0.0,3.145491805136001e-08,0.0,0.040168117862431796,43.44703967391832,0.0,274.9983747479418,21.969328504389328,0.0,0.0,0.0,18750000.00000793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,99997914.87790583,0.5405895788395738,2137.3489668489897,45345.564995628956,58708.14786276162,49943618.29830443,5.36978228394905e-05,-4.3107822965519245e-08,-1.5182949790992888e-14,55192.68278890411,50815.640608088885,12991.767351174407,5589.766179690609,2.9264745675796035e-15,1.2973927983072767e-15,18750.000000008382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13107.501455626612,55155.16001163356,7.913576548072051e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.9934814704565413e-08,0.0,0.04147345343436975,55.10232792475715,0.0,274.9981705784184,23.16189421150401,0.0,0.0,0.0,18750000.00000834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,99997715.27497533,0.58964211239338,2385.7584089087454,42833.49959107689,61780.90965651816,49940936.568268895,-7.780287240603692e-05,1.0914119543533373e-09,-1.5750916636102088e-14,56194.753318098534,45578.388911888236,14284.55031923754,6694.298464993577,2.152300061085164e-15,8.687088642057223e-16,18750.000000008647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14968.499782002007,56231.406333542865,-5.47795007965734e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.403233823584032e-08,0.0,0.05152318271999786,80.24167440062828,0.0,274.9974119235382,23.415403183657894,0.0,0.0,0.0,18750000.00000884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
