milliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
0,100000022.97537218,-0.05454466724940649,35.782833123562106,98576.89272595209,2205.0818165711016,49999667.834240325,-0.00016384659406498415,-2.8487920477694825e-09,1.759306445666822e-14,1895.6438667770287,79990.84025971845,1349.0010835373225,3540.3085843683843,-2.52452337342249e-15,-1.4011889551095424e-15,18750.000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.2746331216105,48879.24053733158,-0.00039604517863718754,0.0,0.0,0.0,0.0,0.0,0.0,-7.06173218724636e-08,0.0,0.000388781804652273,6.498070071702431,0.0,275.0002600547253,-0.6366722695820669,0.0,0.0,0.0,18749999.999999877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,99999677.78552926,0.06823896708091917,340.2103066356273,89233.35572161277,7020.841166389129,49988126.64433111,-0.00019396302436377842,-3.242254959986545e-08,1.502696932087976e-14,8284.091400717998,77227.97776208741,1319.2832372154946,2622.069823008084,2.282614582024669e-15,-1.137332407258161e-15,18750.000000002205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.335273001617,49790.17055154923,0.000727586218099604,0.0,0.0,0.0,0.0,0.0,0.0,2.6318320958868293e-08,0.0,0.0029989078390454237,5.492033854215752,0.0,274.9998502219815,5.855219042403251,0.0,0.0,0.0,18750000.00000233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,99999237.8714002,0.11533476784759021,776.9417659307901,81161.2752914696,15218.664582034327,49981281.3516875,-3.2223715520960854e-05,9.091914347157137e-09,-1.6344619983608024e-14,17882.049493543476,77344.97953412354,2272.3504409042744,4100.716279211388,4.975783875643943e-16,-1.0192125644758672e-15,18750.00000000392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585.9671232058668,49594.29934928064,0.0008728366544633143,0.0,0.0,0.0,0.0,0.0,0.0,-6.384168991433565e-08,0.0,0.004176571653936728,11.31308115963185,0.0,274.9997670663208,11.228900542742602,0.0,0.0,0.0,18750000.00000363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,99998982.04998274,0.06910558588042584,1119.1088154552124,76476.00401543787,24672.74982714188,49975119.97279622,-7.026981306218965e-10,3.1206789570666894e-08,1.383177495287308e-14,25548.942713840523,72154.34466632381,3686.8437990192624,4157.861750489149,2.5507259413867657e-15,2.9786548709115683e-16,18750.000000005166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.2833812378826,50587.17665399755,-5.6870527516564626e-05,0.0,0.0,0.0,0.0,0.0,0.0,-9.222374049120136e-08,0.0,0.01171577781613945,17.393870894984172,0.0,274.99969220208493,15.132859127008315,0.0,0.0,0.0,18750000.000005152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,99998681.74171095,0.1958240093851447,1314.6247041207964,67936.59272691434,36294.05349098034,49968888.019476555,-0.00012632219007933452,-3.718220303105011e-08,-1.109061812562224e-14,33436.837645513966,69455.84354687686,5366.967785128557,3041.9095377786184,-8.132349663321051e-16,-3.2133662777286765e-16,18750.000000006097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6082.516691677953,48945.59722576592,0.0007641460447718,0.0,0.0,0.0,0.0,0.0,0.0,8.51379222639938e-08,0.0,0.015025639518506424,17.05813958258051,0.0,274.9995525431896,17.495545483106948,0.0,0.0,0.0,18750000.000005916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,99998532.00576454,0.22686158654558494,1624.0608953943977,61873.06994081685,41593.107108027616,49963662.7658522,0.000184135991264976,-4.728709760641662e-09,-8.987986512079743e-15,39807.97467845063,63948.38136399504,7491.81441593384,3600.205225710258,-1.8532561938111428e-15,1.5043128843650798e-15,18750.000000007018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7070.014755629157,52659.5160358909,-0.000683164663576093,0.0,0.0,0.0,0.0,0.0,0.0,8.031352723116479e-08,0.0,0.023169310733795686,28.637572517070705,0.0,274.99921305084854,19.894412398703828,0.0,0.0,0.0,18750000.000006907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,99998284.58694647,0.36255256752848297,1856.036451448199,54642.47355429119,45073.83978252033,49953361.503445715,-4.2064717433802886e-05,3.444075554363906e-08,-1.8112557015925134e-14,44789.23194896613,62191.689190364836,9043.122069335503,5433.553734337808,-3.9290210532105594e-16,-3.7940433170038743e-16,18750.000000007672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9572.24430206995,51421.94414401937,0.0011779917456687641,0.0,0.0,0.0,0.0,0.0,0.0,-9.01560043073032e-08,0.0,0.03322832464798841,31.630267884364052,0.0,274.9988723549952,21.398840587395586,0.0,0.0,0.0,18750000.0000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,99997992.03219332,0.48300739756018063,1910.659278707187,47702.613430911406,51225.3915968861,49948986.13404647,2.1094161844791205e-05,2.232031363163831e-08,-6.8587696521610735e-15,49924.126250345325,53746.38924781283,11594.705054103679,5928.601942491129,-1.861886784163753e-15,1.4591261702641286e-15,18750.000000008156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11721.017800119362,51493.941483929186,-0.0003803490176277731,0.0,0.0,0.0,0.0,0.0,0.0,1.9222794826078108e-07,0.0,0.039490101542857564,49.16142311008404,0.0,274.99831108362235,22.066057580295645,0.0,0.0,0.0,18750000.000008285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,99997794.4964776,0.49456925732822193,2096.705436323307,43109.90964124662,59987.21456017267,49945679.82303183,-3.470281036636656e-06,-3.884880016146636e-08,6.516511291664921e-15,54321.38034062147,49190.67659325774,12879.939996842291,6525.919442569929,1.4459555472064482e-15,-3.8965232146506597e-16,18750.00000000839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13353.490826917565,54147.55961921276,0.0011328585249398336,0.0,0.0,0.0,0.0,0.0,0.0,1.4925590551322353e-07,0.0,0.045370034727174685,61.551561030557494,0.0,274.9982907312081,22.68200843396301,0.0,0.0,0.0,18750000.000008397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,99997602.20720282,0.5282071116009224,2334.399697705081,38711.58758757733,62263.28134825658,49938647.08549393,0.00012317631535123808,1.9963748605382585e-08,-1.0171855060643603e-14,60574.61040748729,44281.271818316854,14443.921587784867,6639.400365167488,2.0519987037733227e-16,9.500454904457586e-16,18750.000000008917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14959.134750745634,56316.590877224204,0.0004847335682551842,0.0,0.0,0.0,0.0,0.0,0.0,-1.3370105264574014e-07,0.0,0.05121504486356712,75.4271891049441,0.0,274.99757248997645,23.220179496937124,0.0,0.0,0.0,18750000.00000878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
