milliseconds,s118,s119,s120,s122,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,s126,s135,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,-2.079719908748226e-11,4.416490825435852e-21,2.254586378469139e-18,1.58809823326201e-21,0.0,11.971975946666456,0.042598354791210116,0.0,0.0,0.0,0.0,1000.0000000013688,5.689679646068675e-10,0.0,-2.231820515755508e-19,0.0,0.0,1.2744216055218158e-13,-2.233251187680654e-32,49.999999999983054,2.8107170346202812e-12,-3.844006161571706e-21,5.964875047660474e-31,85.29191931664296,0.0,0.0,34.178419812877166,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.2566651835075015,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,4.9036903988118247e-23,-2.611231050390611e-20,40493.0,0.0,0.0,-0.09280183443037746,0.00012074276499514482,1.9357289617936638e-07,7.224277971137111e-10,-3.23831217798748e-10,999.9999999933801,-1.4244178777115277e-09,1.6857413795177327e-18,5.400239100628109e-18,-2.107664595494706e-10,1.0635957188739228e-10,2.961517395572923e-14,1.3947693324173327e-29,-9.365364837240179e-32,3.0655203222203587e-41,-8.800622091517203e-21,-5.971084484806325e-41,-8.465803160706121e-43,-5.32785141994457e-48,12.046063131139633,100.00000000019081,0.0,0.0,12.044094035520098,-3.56339385021507e-21,7.626142694192566e-23,5.541549844508753e-21,2.552437114296867e-25,-5.642546830144455e-26,-1.9402398921534723e-22,-5.50200872541629e-26,-2.942200191402118e-22,60.0,-1.3784567574333316e-23,1.504335763608647e-22,1.6775642975519198e-24,1.4636722908675676e-26,5.584449922042944e-27,5.211044925061079e-27
100,-1.0408728190749637e-10,1.4941881577314628e-20,-1.5194472897652177e-18,2.836745571224124e-21,0.0,10.715583491922711,0.09818192330342988,0.0,0.0,0.0,0.0,999.99999999922,-4.478844834941206e-10,0.0,-1.7309383658224473e-19,0.0,0.0,6.608607022822945e-14,-1.8026114592273482e-32,49.999999999951534,5.08857296985094e-12,8.116651537027784e-21,-5.391980965866892e-30,83.83139141535914,0.0,0.0,32.366557767653134,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.3930672838899385,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,2.5007438719396273e-23,2.777370126819192e-20,40493.0,0.0,0.0,1.304822221116962,0.0006803781521824338,-1.7161203873669255e-06,1.8644039440693254e-09,1.0431502582258135e-08,999.9999999971423,-5.173165016346659e-10,2.0725191818461027e-18,-7.722070788190861e-18,8.839981400370447e-11,-1.306946229809171e-10,4.551564836049087e-14,3.396575655553577e-29,-1.1865963867356198e-31,-3.385783867677435e-41,-1.2594110590964767e-19,3.4672436386442803e-41,-1.2472410087963346e-42,9.753214369229733e-47,10.667150879955361,100.00000000014242,0.0,0.0,11.916217918212686,1.3037195563032138e-20,-1.9527346582337063e-23,-1.915028982026869e-21,-1.5985366045722766e-26,-2.062520923298108e-26,-1.9252120187739566e-22,5.672335764928058e-26,6.638140581291604e-22,60.0,3.526417546124338e-24,1.7926189213668248e-22,-6.8889144332422995e-25,-6.344181073278398e-26,3.10464890997335e-26,6.82874598206782e-27
200,-1.5402184892364909e-10,-3.583665773584084e-21,-2.464240439582357e-18,4.380849951601121e-21,0.0,9.663467426840427,0.22992552552309495,0.0,0.0,0.0,0.0,999.9999999988262,1.0457618607844455e-09,0.0,5.6676552128873525e-19,0.0,0.0,-1.2422406504827975e-13,-2.3383487534169133e-33,49.999999999859135,-1.43090921636898e-12,8.186004217742988e-21,7.923354472946586e-30,82.82089490320934,0.0,0.0,31.627489945309787,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.5227580844551256,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-1.0386061178669531e-24,3.1486414746702446e-20,40493.0,0.0,0.0,2.366629172310314,-0.000292150556980163,1.5403823055461213e-06,2.2357421144209504e-09,-6.1013683728367696e-09,999.9999999924514,2.3629655606751446e-09,-7.492989529374078e-19,1.513185989918017e-18,2.134137223536619e-11,2.5725923520967675e-11,5.27329818087864e-13,-1.5994422929346452e-29,-1.2776686101583767e-31,5.527204333931642e-41,1.4594592169020384e-19,-2.307416944717207e-41,8.048201428425264e-44,-2.061502088534454e-46,9.796513218981877,99.99999999991847,0.0,0.0,11.772537795973983,-1.3398564709442762e-20,2.834958818667174e-23,-3.0619585715265015e-21,2.376647564940573e-25,-4.275409997466358e-26,-2.0847468839441405e-22,3.9213499083793906e-25,9.981904034600084e-22,60.0,-7.858649514205482e-24,8.417071505161501e-23,2.4665124106193843e-24,5.683157315581034e-27,-2.4024156622962707e-26,7.973290660472268e-27
300,2.1706442822449614e-10,1.466638317238961e-20,-8.377833448049887e-19,-3.561705913039917e-21,0.0,8.774295714450842,0.3261751641174754,0.0,0.0,0.0,0.0,999.9999999999799,3.9996437675812825e-11,0.0,5.500397106430039e-19,0.0,0.0,-7.788627950177785e-14,-1.80269223795069e-32,49.99999999985902,3.3706364538036076e-11,1.096591845016447e-20,6.676820653595263e-30,81.14393932623268,0.0,0.0,30.59019071545028,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.6102822780895445,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-1.5113133266034268e-23,-1.1044372368775181e-20,40493.0,0.0,0.0,3.1518863457692095,0.0015466818439335678,6.843571801299232e-07,1.4608939305123514e-09,-1.0581216525508166e-08,999.9999999832016,4.4383137303402426e-09,-3.6956938511512034e-19,7.489286017247839e-19,-2.4856466336120025e-11,5.997932007750047e-11,2.984107457001959e-13,-2.0648268825186872e-29,2.4303236214147124e-32,1.6806555143058458e-41,-1.5241599378819542e-19,4.730859704453911e-41,2.1127089469205817e-42,2.4050759017176792e-46,8.831009387668137,100.000000000228,0.0,0.0,11.704048603405505,7.61855577601171e-23,-1.0173116119796508e-22,5.62357620269125e-21,6.230310296052207e-26,9.954054201883058e-26,1.9411346296714074e-22,2.0451369657911336e-25,-1.0464179295691767e-21,60.0,1.3517551867674315e-24,-1.4739587661667634e-22,2.56314026479614e-24,6.195774886201854e-26,-1.0750209085771074e-26,-1.7936463980390158e-26
400,-1.0808553782820063e-11,-1.9226450797678168e-20,-3.100012673501424e-19,-3.459832556531042e-21,0.0,8.179656083447648,0.38930114508300895,0.0,0.0,0.0,0.0,999.9999999989401,1.046451393567972e-09,0.0,4.363903989696059e-19,0.0,0.0,9.512426094923555e-14,8.412330105093168e-33,50.000000000009514,1.947529257129704e-13,-7.912921439415757e-21,-3.1052946119051097e-30,80.68276866756017,0.0,0.0,29.464657778045908,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.382662564425698,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-2.036026492543967e-23,3.5788841762543247e-20,40493.0,0.0,0.0,3.9124844048016274,0.0006683905870042859,1.6744448970867266e-06,-1.1949840864583734e-09,7.311932270583928e-09,1000.0000000005492,3.318482245477591e-09,1.675680110419877e-18,-4.800100650550202e-19,-1.720175337099647e-10,-1.473608604229879e-10,-1.2294116768406148e-13,-2.3993626887312935e-29,-7.384250753742989e-32,2.1031563667255548e-41,3.837070837960984e-20,8.442329500925437e-41,2.0767335859583217e-42,-1.0350960248686592e-46,8.090603554559891,100.00000000030262,0.0,0.0,11.605960372052024,1.683753146311534e-20,5.537796616052076e-23,-3.3288137448896412e-21,-1.7624784079515552e-25,8.362433199467169e-26,-8.086357452834331e-23,4.368025623110576e-25,-4.716623120182378e-22,60.0,-6.789349320857201e-24,1.4893220935543727e-22,-3.906651979967327e-24,-3.2947055540712345e-26,1.215035079671022e-26,-1.768090023852218e-26
500,1.2176964491225661e-10,1.1533816919508246e-20,-1.2709193242815223e-20,1.4919755835685912e-21,0.0,7.519406611323622,0.4734067932457169,0.0,0.0,0.0,0.0,999.9999999999156,-4.925920946588866e-10,0.0,4.887916325076994e-19,0.0,0.0,1.0664741520531522e-13,2.0707490874428262e-32,49.99999999995989,-4.446849403901466e-12,-4.1454860070698874e-21,-1.8799121097683075e-30,79.27502692627462,0.0,0.0,28.414717339211396,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.836616706598354,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-6.305834371060077e-23,-4.116041468350243e-21,40493.0,0.0,0.0,4.362482880364022,0.003370234759875894,1.8253898196991816e-06,1.6884084470207083e-09,1.1126263468962689e-08,999.9999999851867,4.33857682900799e-09,1.2380675010462628e-19,-9.687234836497997e-18,-4.3778047585103667e-11,-4.56332438099063e-11,-3.344599763021795e-13,-4.292989509270611e-29,1.800074991435009e-32,-5.671534371550025e-41,-8.564595347041838e-20,-2.6336129855822254e-41,1.2766307825063174e-42,-7.419265677065241e-47,7.516288783211605,99.99999999978552,0.0,0.0,11.537150906016631,-1.679430185864621e-20,3.0699101319188614e-23,-2.3304536466622225e-21,3.5513423856917557e-26,-1.392241972502861e-25,-2.6565868142538724e-22,9.275136449160783e-26,-2.611059132784948e-22,60.0,1.8398251510111766e-23,-5.816582849344066e-23,-1.3381102785373393e-24,-1.799046705938633e-26,-1.2084549282953587e-26,1.9198666355619568e-26
600,-2.3603872513132937e-11,-1.5088537158255196e-20,5.601776012458296e-19,-3.3389637341562607e-22,0.0,6.994419432148841,0.6041136919095103,0.0,0.0,0.0,0.0,1000.0000000010667,3.554377435657173e-10,0.0,-8.192891163359588e-20,0.0,0.0,-1.0957498444257116e-13,1.4630562241943703e-32,50.00000000000414,9.356774870370883e-12,-1.0707620875665516e-20,-6.947070992338488e-30,77.94084629833624,0.0,0.0,27.075892166047495,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.892032030362927,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,6.658138177032413e-24,3.785284295627197e-20,40493.0,0.0,0.0,4.962054161739381,0.003738843014088399,-3.2056599266559535e-06,1.5616876572341102e-09,1.2244595079130446e-08,999.9999999852661,8.490514298584493e-10,-1.6070163666014972e-18,-4.14186060178983e-18,1.652465441232317e-10,-1.4829933622552544e-10,1.8263518044430726e-13,-3.8604838157293654e-29,2.376117725908291e-32,-5.434019695298785e-41,-3.547725890230361e-20,1.9848624237650486e-41,-1.8238372163751893e-42,-1.829372445758929e-46,7.062725254209898,99.9999999998677,0.0,0.0,11.494485370719383,1.312881762085662e-20,2.7124713532040776e-23,-8.591667149584736e-22,-1.889829825627175e-25,-6.243926081921635e-26,-1.7953656177596225e-22,-2.8194021891368782e-25,-9.00328092627141e-22,60.0,-1.1406131831363299e-23,1.8954055733854347e-22,-2.0292384785312122e-24,1.509650470708903e-26,-3.666439755290946e-26,-1.900070515799486e-26
700,-2.668766728144736e-10,1.7191172141246727e-20,-1.8005131496781234e-18,-3.882596763855018e-21,0.0,6.694437512295478,0.6266069055028117,0.0,0.0,0.0,0.0,999.9999999986372,-5.434488592259944e-10,0.0,-5.529411041963792e-19,0.0,0.0,-1.0077038265000549e-13,9.04646015871811e-33,50.00000000012152,2.3318309294922584e-11,9.991395650861718e-21,-7.225128051749754e-31,77.28024183614555,0.0,0.0,26.70890239679321,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.341492533096228,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-1.7408694520784045e-24,4.177110869580496e-20,40493.0,0.0,0.0,5.461667652784397,0.0036517877341212283,3.7187453154246572e-06,3.2635076404146705e-09,-4.1607674668442474e-10,999.9999999877062,-3.1213989752673564e-09,-2.813020848501553e-19,-1.5487435951666408e-18,2.114121972898562e-10,1.1459181277029437e-10,5.462754668480224e-13,-3.3433357113032363e-29,-1.3619469951884903e-31,-3.9763307883204027e-41,4.8996101219405243e-20,-8.01333705866352e-41,7.566979936539578e-43,-1.9694582716741463e-46,6.645917791591579,99.99999999999288,0.0,0.0,11.389893001744284,-3.721735670025782e-21,-4.2573672290913646e-23,3.3577986169251755e-21,1.048290848252607e-25,2.7316107776879503e-26,4.9232320874115046e-23,2.5592921805486113e-25,-6.067120992008097e-22,60.0,-1.0813182364580962e-23,2.1535353426073256e-22,3.6881242664897136e-24,4.904517372635469e-27,-2.831411070022723e-26,1.4789082851061949e-26
800,-1.020208935372227e-10,7.95224953859967e-21,-1.0588062998064405e-18,-3.0339550237808158e-21,0.0,6.215065294371947,0.7808719140551847,0.0,0.0,0.0,0.0,1000.0000000013191,-2.6574038410535434e-10,0.0,-3.9321981548267255e-19,0.0,0.0,-1.0958768572874699e-13,-1.9312293188095927e-32,49.99999999984453,6.665223014818302e-12,3.7909732904524764e-21,1.7735978564441046e-30,76.29948194242775,0.0,0.0,25.342586878711696,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.45663630855661,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-2.6709727403349114e-23,-2.19459736090268e-20,40493.0,0.0,0.0,5.739040407748481,0.0066307420335507345,6.631872939258527e-07,-1.9960117531276557e-09,-3.2745617108853516e-09,1000.0000000077077,-1.5768511327201492e-09,-1.9298317398106452e-18,7.383038010231304e-20,-4.7879503744924736e-11,-9.071932292762446e-11,-1.5232696040778528e-13,3.1509199429912465e-29,-6.104289679499795e-32,3.7040395977632187e-41,-3.3284380835978924e-20,-8.139343811266194e-41,-2.005639049114857e-42,-9.987024945086636e-47,6.218742849981551,99.99999999986409,0.0,0.0,11.234890173986095,1.5010759437074538e-20,1.0478289497510896e-22,5.3303797934703155e-22,-3.302030463927407e-26,8.581484435346542e-26,-9.387936170550167e-23,-3.53471857024424e-25,6.295996327737452e-22,60.0,-3.148289304087184e-24,1.4464075946247086e-22,2.602994156059848e-24,-9.226502224548254e-27,1.6144567148999606e-26,-1.1368030354631785e-26
900,3.181975838648998e-10,8.74839250194035e-21,1.3395733469070851e-18,2.019366190067311e-21,0.0,5.8653953128851,0.8355449483399137,0.0,0.0,0.0,0.0,999.999999999462,-1.3938428559236503e-10,0.0,-4.532573728167843e-19,0.0,0.0,-1.4267368054260454e-13,-1.2676233397276405e-32,49.9999999999953,-3.153571131356057e-11,2.7298834082668205e-21,-3.1479597749251916e-30,75.2831165359467,0.0,0.0,24.494895109594406,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.12195312341668,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,-5.195193993019971e-23,1.1663372250129703e-20,40493.0,0.0,0.0,6.190271413536479,0.005796575047192741,1.862968454242543e-06,-6.328329376716307e-10,-8.468439649304161e-09,999.9999999867746,1.5253106807050607e-09,-1.4193178852853951e-18,-8.569391593342634e-18,-1.9185708474691446e-10,1.1710858108340586e-10,-3.388873333740307e-13,2.9656237024008566e-29,-1.186004048477792e-31,-1.6534679540285007e-41,-1.5449701220451954e-19,5.31016050963412e-41,1.8468790469938616e-42,-2.2985028855438146e-46,5.951962674879959,100.00000000019942,0.0,0.0,11.176742396133754,-7.517294378620475e-21,5.541164874297326e-23,-4.044022799357933e-21,-1.4680405477607683e-25,-4.6198399338692103e-26,-2.5269105868073273e-22,3.3535471591304987e-25,1.1150514062640077e-21,60.0,3.5744128000271516e-24,9.600132078300076e-23,2.051019225821474e-24,-6.783147485434779e-27,-1.1454562126248125e-26,-1.962233313962764e-26
