milliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
0,2000.0,100.0,2.3019314060396796e-11,3.4918580858004076e-07,2.8170666490367144e-10,0.0008356192657690612,2.2736803016002955e-16,-7.937971549966807e-06,8.719386082245052e-12,0.25250513175404055,1798.9066636126356,1.1339580514764669,100.0,0.0,5.0000014557880474,1.3285863125541728e-13,-7.401210618644572e-11,-3.3903943953845704e-13,1.4550646403040425e-20,169.43859519432453,4.167216864464354e-06,0.16726594750921794,5.000010120822237,500.0,0.029609723168809512,200.69891223720307,-0.0009139882060950536,6.14790034150667e-17,100.0,-1.8211211807048155e-33,2.1218757922234986e-34,100.0,1.8770062181439378e-28,6.212461020841546e-30,9.999717642535105
100,2000.0,100.0,4.294216111703309e-11,-1.5363628624543014e-07,2.678802825291254e-10,0.000349357973366222,-1.231211898352576e-15,7.69861482273618e-06,4.51627316697746e-12,0.12054984636085662,1800.2694970345444,0.9796938535288858,100.0,0.0,4.999995466704701,-1.8552270892907463e-13,2.5492954166995623e-11,1.2167982908316067e-13,3.015863423898768e-19,168.79705497344483,6.442117268320484e-05,0.00753661390967611,4.9999496652745306,500.0,1.210824405416666,199.35207369441707,0.0020218868185066384,8.840046870132317e-17,100.0,-3.674553896300041e-33,-1.1791253966669032e-32,100.0,2.7561667282846892e-28,-8.382313553374938e-30,10.000058975505002
200,2000.0,100.0,1.7717593921930738e-11,3.1626477610858826e-07,-2.1049970017010413e-11,-0.00031670804358418814,1.1766285811438828e-15,1.51056156230349e-05,-5.05189665645969e-12,-0.19726550044866165,1798.4580100427645,2.369050153986618,100.0,0.0,5.0000808016804665,-1.038632522474763e-13,-5.80716324200573e-11,-4.213120374958303e-13,3.7883269247899603e-19,168.32335375165476,9.018077499647194e-05,0.11113916899159415,4.999914008244752,500.0,1.7153752765053318,199.54807001227817,0.0015862680670524058,3.0207723685016614e-17,100.0,-3.5290421826134476e-33,1.179077322112816e-33,100.0,3.1767571986153375e-28,-1.4876574632359731e-30,10.000778819530593
300,2000.0,100.0,-2.075775365306041e-11,-4.198807229162777e-07,-4.416102258491107e-11,-0.0005305443627834941,5.76074876703705e-16,1.5922993095977545e-05,-1.607614939227306e-11,-0.06357789385461375,1796.0051291305922,1.9904226527394995,100.0,0.0,5.000187820966114,-3.743342583149397e-13,8.531269722669152e-11,5.929254214862646e-13,-2.2613358588115225e-19,167.72656930471783,6.991569717510895e-05,0.5501938738800203,4.999897065489024,500.0,2.1733893448166675,199.01760350111527,0.005134615280943691,4.877500000125072e-17,100.0,1.844905710828917e-33,9.333280102575037e-33,100.0,-9.421502338317573e-29,-1.5907674354092086e-31,10.001284843138011
400,2000.0,100.0,-1.8760504476730688e-11,-2.806187850767161e-07,5.190177310480905e-10,0.0007723875554585771,1.1182005417346535e-15,2.7902840505780367e-05,-1.394914096127377e-11,-0.12884723950904864,1795.5413836120863,4.2213450032317805,100.0,0.0,5.000167053042535,-5.775206228392702e-14,6.162322939963384e-11,7.95629834463578e-13,6.66059248132166e-21,164.98429897361038,0.00011770583894064868,0.4783603283073674,4.999929041243665,500.0,1.6230549120913598,197.57283770318782,0.006235133948192048,-2.807374223411778e-18,100.0,-8.212670226907711e-34,-2.176522007044997e-33,100.0,-3.3113951802570986e-28,-7.41063250882632e-30,10.001269509785233
500,2000.0,100.0,-1.8347184382612764e-11,4.7055991494121e-08,-7.743199355550657e-11,0.0004398962782813434,-1.2217703590682684e-15,3.2346523361324464e-05,9.199780536188465e-13,0.03498854712449273,1793.462991810873,4.146654989634104,100.0,0.0,5.0002389802941885,-3.249355877932173e-13,5.307264076909061e-11,-7.012296451785474e-13,9.096098657294688e-19,164.9563249188367,0.00017965896611759662,0.48917435613550886,4.999903312493543,500.0,2.7590760871640385,197.28498898760688,0.0049593656488190075,-9.232237727839722e-18,100.0,-4.385436339642937e-33,-8.105937968486505e-33,100.0,-1.8645654330780953e-28,9.986097308738867e-30,10.002247202780728
600,2000.0,100.0,6.639451719190459e-13,-2.3626096151411469e-07,3.2800832048877963e-10,-0.00031418078369927166,-1.1671387691499674e-15,3.313363373540949e-05,6.013021980815986e-13,0.3224857455732304,1793.2122845770066,6.552738291699916,100.0,0.0,5.000373737058374,-1.848910300723597e-13,4.5083168630552563e-11,-3.2084867292964865e-13,8.950669004529759e-19,162.83943015278464,0.00012732726096929896,0.8454142107998853,4.99987081954329,500.0,4.163002235760016,196.80528098484845,0.0052973931907347935,-1.209185183247355e-17,100.0,-3.8178235409988556e-33,1.700810644050094e-33,100.0,-2.2759190601486703e-29,-7.073158543446099e-30,10.001930499041032
700,2000.0,100.0,-1.170196297985585e-11,-2.7570664569710476e-07,-2.018856515316782e-10,0.0006421143608733626,-1.5917282888662296e-15,4.360181273036493e-05,7.388316562815886e-12,0.2137826616608433,1792.400884944968,6.597908579147198,100.0,0.0,5.000334233357,-1.6530307135511282e-14,7.031805397903488e-11,1.4335860082127794e-14,-4.3102928814736056e-19,162.46415027238362,0.00022072227483043816,1.07149527636335,4.999827615579631,500.0,3.342384181311381,196.3966406926883,0.008694050311913568,4.518407960805049e-17,100.0,4.4902069621595965e-33,-6.838632435688339e-33,100.0,-2.5740259406095673e-28,-3.7896121336325824e-30,10.003176630519956
800,2000.0,100.0,1.8756140867978795e-11,-4.553442464992973e-07,-2.5023634926135365e-10,0.0005367221120526023,1.1518586507862231e-15,4.2317265114340896e-05,1.9312523015954235e-11,0.5069844745909591,1791.2935297206316,7.214379318114558,100.0,0.0,5.000357073514714,-5.066784934082171e-13,1.4942417213327313e-11,-6.288309465606014e-14,-5.089852708167918e-19,160.67594140549272,0.0002389593278591607,1.1283478465096564,4.999791885109002,500.0,5.450264484714028,195.03463325863552,0.010338198015566735,7.776981991854903e-17,100.0,-2.7398502584846404e-33,8.916331735916445e-33,100.0,-3.491057880748717e-28,-1.2393281467498276e-30,10.00295556407795
900,2000.0,100.0,2.7177432850348265e-11,5.594808240766344e-07,1.6527736514923188e-10,0.00045800135660521214,-7.36792495916226e-16,4.4100989252401276e-05,-1.278893723688146e-11,0.4720508414050622,1789.8599044510192,8.408321357968772,100.0,0.0,5.000492316607867,5.506620411006104e-13,-5.0488350494891603e-11,-9.165036971938125e-15,1.7977398779236556e-19,159.82712434296886,0.00025064080409116784,1.0975331177265932,4.999810413913299,500.0,4.723249453954778,195.3696804370001,0.010582541522824606,-9.827309495993546e-17,100.0,-1.992836660477253e-33,-3.155689455180794e-33,100.0,-1.5828035940012505e-28,5.2659045663743744e-30,10.003184749557297
