milliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,1.0034302875004801,-0.0014172906758290746
100,0.9684333935821685,0.0402622297310856
200,0.941016188420517,0.06157384571071365
300,0.8988564202421472,0.10682338881304704
400,0.8744685115113793,0.1298780449597714
500,0.8419168473917574,0.16199298038830248
600,0.8062763175228157,0.18892196179138132
700,0.7829250485086718,0.20047914815407036
800,0.7612618110409891,0.22393641349178056
900,0.7492442897697885,0.2570076824260849
1000,0.7270306711249127,0.28102953486655013
1100,0.7283098477388078,0.26423952977417653
1200,0.7238207298985219,0.2683352774165576
1300,0.7243767263485069,0.2555639754077126
1400,0.7330275203747569,0.24978068294630235
1500,0.7465598004725966,0.24508699386605104
1600,0.7450539800918291,0.23358035335696745
1700,0.7511029998293579,0.2302383888695133
1800,0.7422234856421989,0.23685907881129284
1900,0.7541399288798311,0.224152629510957
2000,0.7486411283709519,0.21803685247458793
2100,0.765558396547805,0.2099103413025881
2200,0.7689090483513531,0.2138677519049042
2300,0.7556368027753926,0.21375020907780656
2400,0.7659648340688235,0.20951937726304684
2500,0.769425708798258,0.20529097988607875
2600,0.7796425501102567,0.19378207697803934
2700,0.7792882764777894,0.1943747365940055
2800,0.7858931954090099,0.19380071757661224
2900,0.7756248989660384,0.17943129332895977
3000,0.7814126257425448,0.1779986711872265
3100,0.767176203955779,0.19714466538852635
3200,0.7429408221232132,0.22602209335368686
3300,0.7162865951873214,0.2492260381809122
3400,0.7013730634187623,0.26403764377884115
3500,0.6692573991368155,0.28358983737699905
3600,0.6580260293146475,0.2984285344129211
3700,0.6440439636100304,0.32687675356988805
3800,0.6258920271930839,0.33652143513837873
3900,0.5933336237952482,0.35924676542331246
4000,0.5831316643136789,0.36145645492556105
4100,0.5925543870079141,0.35746572721781655
4200,0.5983244091352486,0.35186152483958844
4300,0.6064613342157872,0.34693230427139793
4400,0.6096460163400029,0.3400725444426978
4500,0.6068789042729315,0.3330662824168929
4600,0.6097836693225674,0.32491900670271057
4700,0.6261590297551434,0.32176043602669796
4800,0.6300536256647886,0.3152038769068535
4900,0.6334457432872729,0.29550397153469987
5000,0.6295666737781627,0.2936188910379396
