milliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,1.0046394893397845,0.00788489055812862
100,0.9566121369153875,0.04118812646493614
200,0.9326015191405378,0.06291517928885967
300,0.900000923113612,0.10515230087333462
400,0.8783171963629566,0.13536249951858442
500,0.8480477918062428,0.1602954386752223
600,0.8105050931029857,0.1882435960697765
700,0.7943314754856733,0.20835508955066218
800,0.7631246047478458,0.23265499645233456
900,0.7377588935163304,0.2492247649526475
1000,0.7217267725021626,0.26544591375326787
1100,0.716410474273469,0.26101779980222556
1200,0.7188019336610189,0.26307911945956775
1300,0.7254097147376136,0.2582154623664951
1400,0.7323883731256275,0.24458126716567835
1500,0.741078947816452,0.25092605883933167
1600,0.7430485217570544,0.24792838080202118
1700,0.747936814578111,0.23444650989965596
1800,0.7429847372798773,0.23539319237990117
1900,0.7544468766563994,0.23075563436358723
2000,0.7596242929841776,0.22699619581128416
2100,0.7664873130194929,0.2138822785140044
2200,0.7536860068808244,0.21428778990347988
2300,0.7630376794319051,0.21079067693093556
2400,0.7765522402374272,0.1975673503676903
2500,0.7642820576759886,0.2057373480560815
2600,0.7649873387596992,0.19259964438405736
2700,0.7771612797288755,0.1967290351315111
2800,0.7815653889500231,0.18710751939788728
2900,0.7912174474758313,0.18385405542769465
3000,0.7824884815409224,0.1730277787353192
3100,0.753575268805506,0.19685733356342025
3200,0.7392474083013532,0.22750079363630776
3300,0.7097936501605643,0.25299494303852266
3400,0.6949686195615896,0.2742316522294577
3500,0.6711620834837781,0.281351022512184
3600,0.6507150662204797,0.30640150093950963
3700,0.6424359705771373,0.32819725571993796
3800,0.615212012703854,0.33633538104308175
3900,0.5915333246726523,0.3522648871006958
4000,0.5812347880955717,0.360460673283328
4100,0.5852464324486242,0.3549900354201287
4200,0.594740060853081,0.3539320871029203
4300,0.6011382792829038,0.34025518814328753
4400,0.6126106167914572,0.34381116834885855
4500,0.6095198003913319,0.32807739414395976
4600,0.6109477754925917,0.33006485356209925
4700,0.6139019490985167,0.30800027977830846
4800,0.6294087013532313,0.30774374131711507
4900,0.6383179340393963,0.29856832422824986
5000,0.6307908061836998,0.3035312651001724
