milliseconds,NFAT_phosphorylated,NFAT_dephosphorylated
0,1.0046131999997951,0.007717676549516227
100,0.9558578973545176,0.03620223199534744
200,0.9341273235738322,0.06717424416113592
300,0.9051906132773588,0.10070598469948738
400,0.8657899716308813,0.13059172636247743
500,0.8320651533051309,0.1606953358529435
600,0.8202941607952589,0.18434451655750883
700,0.7843883173686594,0.20727979445269595
800,0.7623679793750213,0.23057593851468142
900,0.742456454191394,0.2592559326987983
1000,0.7236725218829133,0.2790856689177825
1100,0.7156449914974824,0.2641904107143246
1200,0.728688139282708,0.25587566509666715
1300,0.7376864496500111,0.2593247273256383
1400,0.727037935243503,0.2537586908539287
1500,0.7377518148826571,0.24626396006154697
1600,0.7313638825387125,0.2465242052621226
1700,0.7367731698110319,0.23899154472568326
1800,0.747088192630952,0.22636700397019333
1900,0.7430789428335502,0.2312165082630582
2000,0.7465998680485457,0.23013439195595442
2100,0.761243850733457,0.22194028817905256
2200,0.7676445239637755,0.20626018397682017
2300,0.7720298048089521,0.2153388382721022
2400,0.7756064738572851,0.2061840654184346
2500,0.7768662463458096,0.2006869929539187
2600,0.7684061712231787,0.19402455113654274
2700,0.775563404861517,0.1841776108687402
2800,0.7874431488821619,0.1947382518693053
2900,0.7875742775870449,0.18536450620856143
3000,0.7943920181082326,0.1867066677016664
3100,0.7684063072558088,0.19721869029304956
3200,0.7420313503408157,0.2225666366907936
3300,0.7092754287195098,0.24531131880715093
3400,0.6972730476688067,0.2704672926096083
3500,0.6675806646367085,0.2851904901954033
3600,0.6515801325984998,0.30432094008655464
3700,0.6339767485639834,0.31839984160298235
3800,0.6082275928597994,0.33697903591447775
3900,0.6013451576547251,0.3452431618655158
4000,0.5943899046494465,0.3706019487311186
4100,0.5853365415288763,0.35355345565757296
4200,0.5990324922852234,0.35841296894836056
4300,0.5918731605700186,0.3415184178664503
4400,0.6128187566401186,0.33163384978612515
4500,0.6170433474333993,0.3294477518662768
4600,0.608992484831728,0.3162012859989787
4700,0.6308006232540637,0.31781224115323786
4800,0.6317190222611552,0.30875914908773244
4900,0.6349193654478884,0.30694517720148123
5000,0.6371849467934158,0.2989317895451948
