milliseconds,Smad2c,Smad2n,Smad4c,Smad4n,T1R_Surf,T1R_Cave,T1R_EE,T2R_Surf,T2R_Cave,T2R_EE,LRC_Surf,LRC_Cave,LRC_EE,Smads_Complex_c,Smads_Complex_n,TGF_beta
0,492.61,236.45,1149.4,551.72,0.23699999999999996,2.092,2.06,0.202,1.778,1.148,0.0,0.0,0.0,0.0,0.0,0.08
100,492.6032485252668,236.4501744236594,1149.3934513499014,551.7195659497622,0.0689604102815453,2.0878277949846713,2.0558281586771936,0.03392603323915618,1.7738471725362428,1.1438455963551617,0.16805336765411746,0.004165184179406735,0.004165084361832454,0.006662686798991545,9.194178646740164e-05,0.07981876813064222
200,492.57615115760575,236.44957599926428,1149.3664187580837,551.7187731978362,0.054370465512239674,2.0820004681805657,2.0500015021903017,0.019304045187788183,1.7680380573933412,1.1380457940072328,0.18265616655342554,0.00998594605686549,0.009985447847236211,0.03366811381174308,0.0009661881190823701,0.07979516180559126
300,492.5264990645949,236.44729417671425,1149.3165512707549,551.717137558241,0.05084848215194126,2.075944840891309,2.043946888306273,0.015752232020438656,1.7619995550839094,1.1320287661394954,0.18619014054747765,0.016035375593694574,0.016034201584453043,0.08318449239412136,0.003655153953926084,0.07978267406219658
400,492.4541545566837,236.44247945190983,1149.2435850351862,551.7141880164105,0.049852431074274915,2.069846308780631,2.037849717950276,0.014728454187373296,1.7559171363960928,1.1259801479280267,0.18719737631262717,0.022127876622460508,0.022125915527276357,0.15528020448543137,0.00921626621786954,0.07977272469282129
500,492.3593399015053,236.4343789015118,1149.1476369158008,551.7094878586319,0.049567327670741734,2.063751798784156,2.0317569175812564,0.014417624326061331,1.7498377996017547,1.1199468982835254,0.1874929111613675,0.028216143899785124,0.02821363602196225,0.24963826617343385,0.01868659708765193,0.07976350649089534
600,492.24235781558986,236.42233516189117,1149.028923690891,551.7026375359949,0.049493800743855586,2.057674831056223,2.025682005331864,0.01432027529429104,1.7437751326544704,1.113942511063779,0.18757616373955424,0.03428603825489748,0.034283819494979655,0.36583945156994824,0.03307303826497294,0.0797545235947107
700,492.1035203977715,236.40577866345012,1148.8876886899416,551.6932737869467,0.049483570806893494,2.0516193890674774,2.019628962206952,0.014288037915548342,1.7377331835150378,1.1079709245313492,0.18759545510341308,0.04033265714854294,0.040332461065035324,0.5034367435502871,0.05334991422010814,0.0797456287923726
800,491.9431303548909,236.38421880564727,1148.7241806852098,551.6810678146966,0.04949196673722675,2.045586594968182,2.0135989077688063,0.014276157184048396,1.7317131357256086,1.1020332083738817,0.1875954912529089,0.046353603534146325,0.046358418645310345,0.6619771572646611,0.08045865952177023,0.07973677766076448
900,491.761477107213,236.35723552844826,1148.5386478592516,551.6657232723372,0.049505108822725304,2.0395767073243802,2.007592097970156,0.014270674913430079,1.725715306342023,1.0961295650823157,0.18759017913165446,0.05234693595483409,0.05236141486954393,0.8410083482421764,0.11530810682221841,0.07972795629643155
1000,491.55883713474003,236.3244716324909,1148.3313362544739,551.6469742732932,0.04951890553948363,2.033589717368922,2.001608521434778,0.014267426149676255,1.7197397423677345,1.0902599274396616,0.18758362877314722,0.05831052381434359,0.05834144053791054,1.0400806696353837,0.15877495601863595,0.07971916051231244
1100,491.3354754456716,236.28562588039406,1148.1024895768915,551.624583486739,0.04953202851276813,2.0276255331720354,1.9956480836370065,0.014265013793599974,1.7137864050950604,1.0844241431829538,0.18757717716339345,0.06424181851732964,0.0642985701280064,1.2587478291842709,0.21170429667426197,0.07971038884759137
1200,491.0916472097442,236.2404468447054,1147.8523493797638,551.5983403346506,0.04954425299303567,2.021684042283329,1.9897106695465534,0.014263148762079481,1.7078552329062968,1.078622037907304,0.1875710465068215,0.07013775017963672,0.07023289880085218,1.4965671280610402,0.27491014351482157,0.0797016409565452
1300,490.8275993459118,236.18872739390972,1147.5811553823007,551.5680592847469,0.04955539583195221,2.0157651281841287,1.9837961600812457,0.014261587669747146,1.7019461578749946,1.0728534316837097,0.18756540493419094,0.0759946745419503,0.07614452555957768,1.753099532358379,0.34917597291555075,0.07969291652793158
