miliseconds,Tn,Ts,M1,M2,Th1,Th2
0,35496.64802256242,959078.8166900194,-1759.089174638071,98.19453110805489,21.91885556973474,0.006745538913033395
100,-19208.4865552563,1085291.4903735786,1141.5011734857853,96.19039775108901,-5.3675422237758985,0.049467034671638876
200,-33292.52586082265,1154611.4372111585,-1173.3218057104648,94.61432658115211,3.1716596361479255,0.11351573202082657
300,52650.02078127064,1121177.3719617547,564.0736233713069,92.83185482714657,-5.214444679907302,0.26242021919776837
400,43356.21643203634,1155670.2709977834,-1811.620367466488,93.37299022681584,-15.529052066883095,0.26808544353850977
500,86951.319445164,1179988.0136686978,-621.8758060724972,89.69193478894184,3.518711122381644,0.4112627438893458
600,139603.7226324532,1376138.188469223,2111.941484152065,90.08388791610527,-31.537143588341365,0.45929339286815524
700,75194.20939773586,1375028.240181006,-1335.8347637975792,85.60368699275796,41.33063202284301,0.5070231513373602
800,154402.5237416882,1456154.5717287783,1409.2874299302455,84.13391601599966,33.32355917677725,0.5945154545706416
900,193707.851512752,1502974.0990727472,1780.1025053733526,82.04940290602892,36.462497747291,0.6072216710315811
1000,230753.10558346537,1591334.669854935,1044.5871885223369,81.42178484733772,-18.645828038558836,0.7105601587662448
1100,188385.57229067307,1654060.3196229204,-1058.4372110695265,79.97701666361206,-36.20283956602052,0.7265315762761088
1200,240506.5597842232,1801895.132772906,-1591.3961558005028,79.37965654194063,-5.504799590829497,0.8683286661416308
1300,210004.99026581677,1858117.2858758504,-953.7686024412774,75.97471320496933,-35.63542472191397,0.9025983971939956
1400,236672.9011017569,1999140.2512165362,115.95135268752563,75.18756040472894,-0.6822643688738634,0.9851834978244307
1500,358982.21341732325,1949189.245211562,72.08927742783294,76.80825432054189,26.213832692215803,0.965123719976386
1600,434781.9458145273,2040611.734158175,2191.15482648998,72.56005931690035,-20.45937184266214,1.054635815144168
1700,379814.18164543575,2127854.47890359,-387.9773946480508,73.09869642662498,31.867733482283132,1.0821572382891247
1800,500552.41351783567,2380899.1563634453,2124.790543389729,70.75013227814522,44.83806766424766,1.1734006058349247
1900,563206.022115903,2333358.4472356997,3479.1250227468645,69.25023651606914,-20.868665109927274,1.1989706264029216
2000,521534.27335234894,2459150.701925597,3511.5506248754878,69.83753918575452,26.256206254708715,1.242737854148059
2100,627243.9168836317,2622649.6389145735,587.334486359704,67.1952074037361,38.65774582372751,1.316782702914621
2200,628464.804585984,2728863.4010074595,4248.241519497002,68.06359734246911,48.76589353667184,1.3439270877944092
2300,755931.398061685,2905145.495088691,4616.690420456264,65.00000439477148,30.528473520019322,1.4364396631412342
2400,863632.6630502444,3008562.0579302283,2986.6284098706674,65.79925749408187,0.9022041733248454,1.471178636895614
2500,916956.1654958803,3160908.3079736657,6618.72010638541,62.90511069582824,-12.038974946888956,1.5275971342947983
2600,988147.519966197,3235156.85037315,9385.827203078694,64.40644274591122,48.69892797584053,1.5604398631949672
2700,1126251.758804742,3507632.88095045,11482.016703758982,64.16616150039935,15.416324610373309,1.6079708382715623
2800,1140675.9023747763,3723473.218045411,13419.748969694825,61.838648237177466,60.675742360960164,1.5948698006418984
2900,1297683.5121786431,3708072.619468614,19455.454179031258,63.283980916716835,20.578517452059742,1.6573222347678376
3000,1383544.823662713,3929299.0340661216,27181.655598048754,64.85236532544322,55.39485169663984,1.6975917588770648
3100,1563845.871095004,4173696.2599845,34984.68091852422,66.53731730358282,65.54214037750742,1.7330131120929442
3200,1626018.7364649184,4355331.207941294,44620.89300871785,67.91643102361103,107.01616236293512,1.8380418623197965
3300,1755790.2810985036,4424377.764605769,53946.3626414877,67.89440621821191,184.82649141578972,1.8017042138879376
3400,1932973.0319118039,4651536.256603045,60638.24850187981,71.95873078605902,214.50347649688536,1.9321635668295554
3500,2047279.0750010675,4688979.554330515,72450.16966048574,74.27914192805211,295.5060662430827,1.9576944261121056
3600,2168066.280503749,4864852.469617546,79624.71959513071,80.0903294606697,355.7762744336959,1.950119678317847
3700,2293283.686252711,4974308.162513908,84404.16670690382,86.40013248425404,518.6210767873155,2.0220411840170693
3800,2348451.0394073683,5168081.264705046,86836.11551603352,93.43255879964086,626.6783781909508,2.1212118691432815
3900,2510507.7248785687,5368208.73539757,90573.87570266228,99.21050820606875,717.025757451224,2.2170342042662776
4000,2658189.8451239085,5510187.040426192,93188.9448869411,104.69940568140399,869.4538039003979,2.287535848791818
4100,2812208.0885217465,5685185.261735879,96297.21572366377,114.68457544668047,1019.8814152160193,2.322731486742688
4200,3090484.180073358,5771040.412206169,96953.280244519,121.81670465638852,1182.5022323307473,2.4429053610482554
4300,3145581.417781695,5911480.55404107,97023.9220295751,133.8958278755162,1350.275223119003,2.5323125485848688
4400,3333686.72598673,6104393.407675459,94455.09990626367,143.82379389464734,1527.4414775924918,2.630637368284863
4500,3625466.757334198,6278407.380574834,95048.89879112206,154.87468243339416,1738.198864337216,2.6721301788412406
4600,3743863.9770315103,6489818.128156991,97069.8716191225,168.9163692966486,1941.6998613241153,2.80243254895649
4700,3933289.8061118117,6573611.310375196,95370.07088575793,181.2521757979059,2243.3937214069147,2.902471817080204
4800,4265943.803190193,6779562.113090377,96615.98378633898,195.54126039330808,2484.6332269236227,3.0313965936865928
4900,4387680.428495198,7044743.803125264,96816.22805533171,210.63269879654578,2828.84457881153,3.23429794250809
5000,4686052.16036737,7112343.763474847,95563.09066102363,228.2103400190954,3140.9006036674987,3.3417118509734633
