miliseconds,Tn,Ts,M1,M2,Th1,Th2
0,46626.42990036996,984668.3170640031,-106.43652077554214,98.99548819010295,5.834605831848686,0.02122763179104
100,-45259.839840265784,1040400.2058842365,1489.5862747233298,98.50406308057376,-40.48708824866328,0.037341158415799804
200,20512.466712238485,1084260.6391272973,1100.9964974016302,95.39244591070867,-18.21274816835325,0.11775489655926054
300,-23920.580395353725,1119084.7295659045,-752.6878182488222,92.80722736091548,0.012316647045535756,0.2588866763841325
400,8200.145409722762,1217661.4908415293,582.6879127902346,94.25265827676823,-18.36296026350335,0.3168066178230259
500,50696.05225390738,1309274.036667457,1231.1882739599669,90.18626324012305,-30.442617049951348,0.3858524271946197
600,67246.9632429699,1415420.272517887,-491.35929553407084,89.00911531283104,-20.88093237316053,0.4618214776930348
700,121074.6049442365,1344437.698085047,-284.38334418291583,85.73358992959129,12.29614482773155,0.49325914470473153
800,108731.33021048302,1442686.733624682,1222.9113481589222,83.62665201018788,10.611789123470652,0.5878110979762707
900,166662.56994469924,1574155.7079217578,619.7645664787347,82.72537392387534,22.584391019866747,0.6160094072170231
1000,101632.92751351657,1630242.8455283346,2206.874637070214,80.50167535431497,13.518500612708717,0.7075868300677102
1100,158554.05244272907,1606428.3384376704,1997.2151625852184,80.86630557601555,-16.505267348932236,0.7415750288299258
1200,253017.35725001807,1652741.6370059997,-793.1428200974399,78.05078685435001,9.797429508399876,0.8232493255738937
1300,213173.72809345508,1858115.5703472013,2411.7983635996166,78.94659450759694,-2.723443222434276,0.905750786337009
1400,279017.8225342688,1830057.7787940816,2220.810397115242,76.72591313911298,-0.6748720903789764,0.9458503675189669
1500,319131.19878403266,1912758.7392426229,434.0960680214348,76.75805363415003,-23.40408788070924,0.9799501219465893
1600,384591.6895755599,2109399.4716373766,893.8923685169696,75.06958874347418,-1.8269494256588006,1.0507251202671268
1700,385360.0960230117,2196589.614640347,2123.1214761563497,70.86483391686554,-36.189831565821436,1.1261959150936782
1800,442996.57286641415,2278499.3581216154,-811.6604702788889,73.04657134872193,-11.827747492927925,1.1408272388987055
1900,540632.4403942049,2463671.3199499683,-79.25736415833376,70.06944963478966,4.164555794971201,1.2168496340990669
2000,495096.81241181726,2582787.497018346,2564.2631513185597,69.7395780326259,-12.812912610601437,1.2715237122268566
2100,595110.3440103313,2615354.6903324095,1195.766241770951,68.72358148466368,7.793940930958108,1.316749102359176
2200,717481.7724557811,2852479.0049386118,2884.2482084358594,65.55581043240306,48.90396445815961,1.3950273367300792
2300,787749.1725775828,2980737.0918588517,5001.728831322384,66.10788649922699,22.288603304212437,1.42151176407091
2400,776176.7352720773,3045356.3001309615,5977.378030495301,64.26273549717769,45.40706146484753,1.4637163371212891
2500,876890.0541138593,3227765.0212058476,6571.860184739222,64.73540890891795,13.362455830844059,1.5183780505055309
2600,1019682.5385272887,3266356.7987230364,7530.459095918833,63.71454335886373,30.062807671424725,1.5279282198311535
2700,1035174.8107239684,3401166.8112471523,12801.589082428665,62.916518379715164,8.451245038876536,1.5873597380284343
2800,1171812.8710524577,3542118.0841096365,14864.68823158662,62.20394056297432,40.782555132207904,1.657091032973712
2900,1304766.7028643186,3862235.8372565378,20504.750464077584,61.99535752700873,23.17464895504701,1.6324476032090147
3000,1446191.6283536495,3920970.1254874803,24684.72349233685,65.90131140124225,113.51754843868858,1.750346812854534
3100,1519323.6385134847,4201852.1428147005,32832.51377291407,65.04574935579726,125.33670846668184,1.7310426067651679
3200,1591466.5383593463,4228361.715397507,41825.47936750798,68.76187117151775,115.99002640056486,1.755035164837491
3300,1700529.6875304452,4371668.750520252,52373.79181718093,70.21443085874674,187.7741587252829,1.8489036653509094
3400,1859782.624787322,4631073.667621161,64081.02117352633,71.1997938016933,234.97317585294226,1.9300260221795398
3500,2011614.544094044,4755214.35997104,69477.0227508108,74.56202410039403,311.3604680676176,1.8969445051815395
3600,2129908.022588483,4912981.317250414,77346.36302786446,80.82451495905478,376.4517253223394,2.0183895432381496
3700,2244589.942658579,5098007.029489471,82662.91597086619,85.16115327508832,472.7823414413127,2.0414056678084123
3800,2435999.3077725866,5164828.297456599,88330.01611635834,89.60261211422612,625.9213294875921,2.1124761037905206
3900,2618947.0000068583,5420882.160412733,89452.3645984175,96.57461076220689,719.7744769120197,2.1659282844299717
4000,2769260.977326773,5525262.116842769,91301.60328496611,104.91325438922168,835.9756679069536,2.2347911891151826
4100,2816542.570588175,5637604.285856371,93569.04696505434,113.37618391445416,1009.2096823699283,2.2970782014471993
4200,2969338.030059458,5723952.832001915,96098.80891004697,124.8003367656536,1199.7069417933496,2.3970757846859794
4300,3191317.864659626,5949504.502208181,96570.59554314068,132.90279585458782,1356.4323785982251,2.5305242382579998
4400,3424415.984816298,6134372.302831085,94209.43372550014,144.43654466969537,1514.0400988144293,2.5933757583618564
4500,3637408.8566153315,6247198.039906721,97399.02325712469,155.1786008222212,1724.2530690763263,2.7206874308002695
4600,3784893.050299094,6410938.154245497,96708.4158648528,165.0605788897058,1998.915795668542,2.812756600718244
4700,4026455.9843875375,6589331.689242194,95314.82707945725,180.94572467970804,2232.457172362464,2.9349418087344357
4800,4211869.690845319,6794976.401342417,96223.4476904707,195.81245436502823,2517.4344017350068,3.073948552521944
4900,4461804.286332749,7010940.9309083065,96279.59512812275,210.8424005938265,2830.7735790166703,3.213150512107509
5000,4680467.36071548,7222366.405081952,98635.20778645657,226.27142470639382,3071.6240069895325,3.378472930446844
