milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.152030385045059e-07,5.3836069187544654e-11,1.1986705718682131e-07,6.285869724631917e-07,5.189638997183235e-11,4.284245652971718e-07,3.49939110999745e-11,4.2558056555406126e-07,7.700405101252491e-07,4.812388355939819e-07,7.590049528821012e-10,6.093680057824915e-14,7.1188646196385885e-09,6.912439439950706e-13,7.677016890817784e-07,4.2075529191274986e-08,8.977025175147181e-06,1.0621644792086259e-06,2e-05,1.777921695384486e-06,2.2262789904231295e-07,1.63e-06
1100,6.083166137738853e-07,5.119998475240235e-11,1.1148436654588657e-07,6.366169399365752e-07,5.251963919329065e-11,4.083333977180007e-07,3.4664310102124726e-11,4.082876613643398e-07,7.875965104619964e-07,4.639069437137514e-07,7.3952784981031e-10,5.730324424087017e-14,6.615598907703402e-09,6.028810325556235e-13,8.00521252399555e-07,4.4083014924915876e-08,8.854635807875751e-06,1.0929044722163003e-06,2e-05,1.7066358428905354e-06,2.7862332309587584e-07,1.63e-06
1200,5.580389770851239e-07,4.745814608172463e-11,2.0405411147685987e-07,6.396139271622697e-07,5.1518245751920846e-11,4.003573742901561e-07,3.289869785488211e-11,3.6265302154973384e-07,7.721180566141565e-07,4.541140793428899e-07,6.892844387202132e-10,5.630833918657067e-14,6.863369071611877e-09,4.4802593516365723e-13,7.993645448034109e-07,4.444787234821355e-08,8.817465144327332e-06,1.1882910146520192e-06,1.9999999999999998e-05,1.7305804574203212e-06,2.84404689906126e-07,1.63e-06
1300,5.538864266752516e-07,4.64208253188449e-11,1.0782700137275577e-07,6.327913934181195e-07,5.241430970494211e-11,3.9466980936290885e-07,3.2924362449312345e-11,3.368265378946998e-07,7.747464332910696e-07,4.463533925784492e-07,6.729454099551329e-10,5.5238476642427694e-14,5.808294096207499e-09,5.410013303696861e-13,8.69415379298384e-07,4.813124654788252e-08,8.741915102532586e-06,1.176542155614494e-06,2e-05,1.6402718755836692e-06,3.6550454932038706e-07,1.63e-06
1400,5.21803654199686e-07,4.671734797007748e-11,1.7362030032605238e-07,6.391024309964244e-07,5.369909046178734e-11,3.8902072840654476e-07,3.201798902320552e-11,3.1163550305384e-07,7.898350014805881e-07,4.386819916447651e-07,6.662125197090745e-10,5.5446166508644116e-14,5.5754717735459535e-09,3.5921061454466546e-13,8.743271803485398e-07,4.939270684634157e-08,8.728298046818632e-06,1.2568628054314043e-06,2e-05,1.6470131283834218e-06,3.5784775251225703e-07,1.63e-06
1500,5.39266503399236e-07,4.502728250099589e-11,1.3412588035070934e-07,6.398101706849209e-07,5.350623400304186e-11,3.7939573525496545e-07,3.169638996938823e-11,3.020233221003943e-07,7.916855361493219e-07,4.274386994443248e-07,6.070314189667555e-10,5.427497165754095e-14,4.1604729182507955e-09,3.456325885482002e-13,8.839547606564304e-07,4.925294194485153e-08,8.712789519277169e-06,1.2625924044297699e-06,1.9999999999999998e-05,1.5962383526280905e-06,4.323860567449587e-07,1.63e-06
1600,5.151129432251775e-07,4.5948419596833397e-11,1.4549538934338532e-08,6.45381630833026e-07,5.462846954715009e-11,3.643485962532421e-07,3.13294461886738e-11,2.9140301638483863e-07,8.069241815728601e-07,4.1996545351089765e-07,6.217528002004307e-10,5.0601421531154174e-14,3.774455034891366e-09,4.1773095528227474e-13,9.149598843245643e-07,5.3334142793724716e-08,8.69971942384048e-06,1.2929939530729077e-06,2e-05,1.574403955785912e-06,4.410196674054706e-07,1.63e-06
1700,5.026774609156013e-07,4.25513594772454e-11,4.976784624060062e-08,6.638249406196203e-07,5.42227792251867e-11,3.514680309057151e-07,3.0176670538372366e-11,3.0727063027746823e-07,8.165259554534959e-07,4.1930480374384295e-07,5.957790063919961e-10,5.3214366190726206e-14,5.142520459499361e-09,3.121826887312163e-13,9.400507246190663e-07,5.332158118479225e-08,8.637785281318024e-06,1.3219284386625625e-06,1.9999999999999998e-05,1.5492886445372144e-06,4.999711455622108e-07,1.63e-06
1800,4.933399836671039e-07,4.383074652719763e-11,7.440732494751699e-08,6.609448415864901e-07,5.636038270842069e-11,3.4178527107013056e-07,2.9113981196313994e-11,3.32755482003343e-07,8.268930487197652e-07,4.001980724261784e-07,6.067816140473543e-10,4.8571654231311303e-14,3.950592205382934e-09,2.6240872208899094e-13,9.095885022026907e-07,5.285149704319668e-08,8.65799153957625e-06,1.3645917652742251e-06,2e-05,1.5041155971631168e-06,4.779764003098636e-07,1.63e-06
1900,4.7365652284222477e-07,4.2372349377092555e-11,1.121685655188225e-07,6.690354112812583e-07,5.6438384430408696e-11,3.4004832737561893e-07,2.8464676383746644e-11,2.8549721686418115e-07,8.165921150834213e-07,3.920003255523015e-07,5.687956198760458e-10,5.073335886826688e-14,4.274564560903462e-09,3.0537336697030154e-13,9.404177151263734e-07,5.386455495910086e-08,8.593212710405283e-06,1.3429472547667183e-06,2e-05,1.4821321821267875e-06,5.383308828471064e-07,1.63e-06
2000,4.931325518981162e-07,4.327296480990613e-11,1.0696521467898418e-07,6.651345948930672e-07,5.629019088466058e-11,3.301714566198938e-07,2.8996947191789052e-11,2.9875820955985836e-07,8.27343682946e-07,3.811076367273563e-07,5.980610947500282e-10,4.9238547240440465e-14,2.585185231916102e-09,2.546484349252973e-13,9.573984380433272e-07,5.407990535224083e-08,8.618366572120763e-06,1.4183389634217077e-06,2e-05,1.452934048335202e-06,5.819620978206164e-07,1.63e-06
2100,4.5887056226661453e-07,4.033180856690936e-11,-5.879934133715456e-09,6.865320883526251e-07,5.867833037144702e-11,3.346355668508487e-07,2.7741165655777054e-11,2.8222682243445275e-07,8.280928573775486e-07,3.910975878301405e-07,5.701071252766246e-10,5.01673178707793e-14,2.2348409509892034e-09,2.9242165793470213e-13,9.663224258653976e-07,5.6605373661420076e-08,8.570353009774786e-06,1.3863887251057542e-06,1.9999999999999998e-05,1.4010806766162292e-06,5.599037674383539e-07,1.63e-06
2200,4.7025017682839644e-07,4.1696262433172543e-11,3.4372837506147466e-08,6.901890163257239e-07,5.871638377296586e-11,3.2073860675909454e-07,2.7542171770766868e-11,2.443007566813852e-07,8.342576251044136e-07,3.824630585679922e-07,5.371207733634194e-10,4.530390823450667e-14,3.5660285156068086e-09,2.393351916735431e-13,9.413603241288588e-07,5.5572170742048015e-08,8.580144220108262e-06,1.436539016155387e-06,1.9999999999999998e-05,1.3962389265210382e-06,6.156613105149774e-07,1.63e-06
2300,4.9121881052941e-07,4.1035876471232115e-11,2.8441402387499937e-08,6.812977180757634e-07,5.828392209848798e-11,3.2172978313810614e-07,2.7265403000435603e-11,2.904192491133294e-07,8.489723263021101e-07,3.7764799014457636e-07,5.145303102294016e-10,4.460600947753813e-14,3.55457938497169e-09,3.3608009348675105e-13,9.618274171824493e-07,5.8171284854093466e-08,8.579978265269734e-06,1.4498391244210426e-06,2e-05,1.3341157806225916e-06,6.56408975203663e-07,1.63e-06
2400,4.7333696557170937e-07,4.05555167091974e-11,-4.616248985744194e-09,6.814971011317525e-07,6.038004842001236e-11,3.120634692854541e-07,2.686438803870972e-11,2.6635134195281317e-07,8.506940651920674e-07,3.5903598238305154e-07,5.244248787815112e-10,4.667012258910622e-14,2.1432296430795623e-09,3.289369545521105e-13,9.97009732576938e-07,5.810015028744249e-08,8.51259498471646e-06,1.443133013392322e-06,2e-05,1.3422731719218912e-06,6.94147065062189e-07,1.63e-06
2500,4.7027264786788394e-07,3.939572390498461e-11,5.519666447935584e-08,7.075550194944013e-07,5.965445927969832e-11,3.008941613242683e-07,2.6123496034169546e-11,2.497116651620018e-07,8.512375956067168e-07,3.610255203199449e-07,5.269880761272338e-10,4.448365814027581e-14,3.701340548976403e-09,3.0538333517905254e-13,9.702874388139665e-07,5.945662243322759e-08,8.493309499052136e-06,1.497697205666501e-06,2e-05,1.3115325966002632e-06,7.116629255091153e-07,1.63e-06
2600,4.2754454945975303e-07,3.981187150491589e-11,5.006739422400793e-08,6.994713878678397e-07,6.071786940025021e-11,2.9039918900545397e-07,2.5424549674224713e-11,2.4669820418671455e-07,8.610451481559332e-07,3.57839101007405e-07,5.18370694043476e-10,4.357729501138001e-14,2.6695906900329624e-09,2.7434300473790464e-13,9.7267528847012e-07,5.911492155610359e-08,8.488232639125722e-06,1.5128654509309855e-06,2e-05,1.307666265418102e-06,6.899950623523652e-07,1.63e-06
2700,4.08610894309911e-07,3.735786770413435e-11,-8.434454412028239e-09,6.971494827713185e-07,6.13923885657068e-11,2.9567219302011117e-07,2.4706924199389388e-11,2.1350354141011388e-07,8.567401374264591e-07,3.497434566255003e-07,4.956962693467823e-10,4.355957045906922e-14,1.6939874361356963e-09,1.7029727269137487e-13,9.86507498248288e-07,6.037077904129931e-08,8.51709749147846e-06,1.4811330999627281e-06,2e-05,1.2859110832041245e-06,7.251039425364646e-07,1.63e-06
2800,4.1229268212197426e-07,3.921106043712349e-11,3.263621309053531e-08,7.05547575997654e-07,6.123176618194138e-11,2.8835161459410795e-07,2.4513302519730508e-11,2.632037711359066e-07,8.525650738856435e-07,3.4418507549413233e-07,5.020988621370106e-10,4.508350058937395e-14,1.9584536488186297e-09,1.2979962828195116e-13,1.0166842496961297e-06,5.792644602036293e-08,8.527469939350852e-06,1.4598928229870619e-06,2e-05,1.228895421519853e-06,7.196703931889556e-07,1.63e-06
2900,4.004757427764714e-07,3.656295701156933e-11,-2.7483838731292434e-08,7.145571644850491e-07,6.258970392322787e-11,2.824816763141861e-07,2.4820141559977305e-11,2.2241542500468936e-07,8.727544879632108e-07,3.443284923251594e-07,5.370234825646374e-10,4.3953336850784066e-14,2.8219360264632505e-09,1.3078381106817477e-13,9.840127870684351e-07,5.8643108495849096e-08,8.449428643914752e-06,1.5274431959979853e-06,2e-05,1.2669969611066611e-06,7.90716482663042e-07,1.63e-06
3000,4.121740586995276e-07,3.829820603609622e-11,5.6095424089932006e-08,7.254386611818251e-07,6.313739867808037e-11,2.754801167390801e-07,2.4366173195530766e-11,2.038079753512553e-07,8.68890597248121e-07,3.3838445124289193e-07,4.993829819097791e-10,4.6979316441595735e-14,2.699665380130763e-09,2.5840696467110174e-13,1.0372713224822815e-06,5.861661107488642e-08,8.453110403686275e-06,1.5487371734343485e-06,2e-05,1.2061010770484227e-06,7.605547321136996e-07,1.63e-06
3100,4.0539992900333485e-07,3.8522342731118016e-11,5.8938662284432116e-08,7.226924002649875e-07,6.167009498367545e-11,2.718661477729886e-07,2.327418103338271e-11,2.173935684803782e-07,8.69180205179259e-07,3.450389750358597e-07,5.447451395629747e-10,4.188817697755465e-14,2.4988695304627933e-09,1.9705789460784074e-13,1.0228089937345737e-06,6.07608526612261e-08,8.49038505517048e-06,1.5202673906382996e-06,1.9999999999999998e-05,1.1701159928963913e-06,8.053442098083477e-07,1.63e-06
3200,4.186711712717678e-07,3.668174705868566e-11,-2.6234499321922573e-08,7.30395260377948e-07,6.225615889789797e-11,2.616659756043629e-07,2.3305762271548982e-11,2.1652468237542774e-07,8.735804033548847e-07,3.463405908026115e-07,4.869047085360962e-10,4.1419320368550354e-14,1.1044448679866762e-09,1.5122936057139618e-13,1.032191417256788e-06,6.046220197102742e-08,8.472722579254748e-06,1.5403293210437398e-06,2e-05,1.164413467679336e-06,7.902829083911281e-07,1.63e-06
3300,4.3760513264395286e-07,3.4843557936596456e-11,1.073421487293144e-07,7.245737627572562e-07,6.245520398259808e-11,2.5859603475465936e-07,2.2610973767987603e-11,1.8583400534154794e-07,8.790031688881072e-07,3.3386329774701773e-07,5.189920291679396e-10,4.402091364020312e-14,1.7271683597549474e-09,2.254342175300423e-13,1.049989650716365e-06,6.022745161281203e-08,8.443457247556787e-06,1.5751599694923806e-06,2e-05,1.1599612745999973e-06,8.558819072718416e-07,1.63e-06
3400,4.4563163315769646e-07,3.7221399854170684e-11,-5.995224991644061e-08,7.364695554545629e-07,6.390562370740467e-11,2.6561759608476135e-07,2.2517011127318745e-11,1.9457251188962018e-07,8.820553885278532e-07,3.270468197562059e-07,4.605483414152993e-10,4.207982007774873e-14,2.823360059492777e-09,2.0495541725564385e-13,1.0295785869094378e-06,5.97621980836648e-08,8.49198962504484e-06,1.553735304663188e-06,2e-05,1.1409128036919233e-06,8.725967482367849e-07,1.63e-06
3500,4.224105323178408e-07,3.5931425256183976e-11,7.960805568905958e-08,7.411476424977412e-07,6.351369383400345e-11,2.5459275454596667e-07,2.184342889956574e-11,1.87366657562152e-07,8.803607699952526e-07,3.2673354466380877e-07,4.786224267084608e-10,4.4267584893031865e-14,2.159272227506884e-09,2.4827789068034257e-13,1.011513777570335e-06,6.04000701733237e-08,8.42178042834778e-06,1.5920685130321307e-06,2e-05,1.122219277247433e-06,8.852454571661311e-07,1.63e-06
3600,4.4202021082327834e-07,3.695251852529933e-11,4.960307243278994e-08,7.278742375099401e-07,6.428616398762752e-11,2.4781351835816655e-07,2.277305336734897e-11,2.3228837006584682e-07,8.8262725070924e-07,3.233935189017566e-07,4.822186204992216e-10,4.296398877463744e-14,2.2091638861229255e-09,1.780749145635766e-13,1.0301484344196742e-06,6.156823497984724e-08,8.425395894568652e-06,1.5441337574098514e-06,2e-05,1.1664748659750073e-06,8.332212714404006e-07,1.63e-06
3700,4.2105624160567886e-07,3.589799828818735e-11,3.927120978490505e-08,7.502393015745468e-07,6.398755917149617e-11,2.591107496030655e-07,2.1786801380713268e-11,2.3104030113247115e-07,8.776347844046374e-07,3.3835521070722366e-07,4.748061029209285e-10,4.1697645928832903e-14,1.2821587910968438e-09,1.1513889052872693e-13,1.0338950441777806e-06,6.318219586066103e-08,8.460900507951993e-06,1.5536910592941702e-06,2e-05,1.1146623557748128e-06,8.916488825169717e-07,1.63e-06
3800,4.04143772190945e-07,3.429159795693495e-11,-2.593679015751469e-08,7.506142210425701e-07,6.57217715476837e-11,2.4091159869588064e-07,2.1287690049226975e-11,2.0148879205179802e-07,8.704144149807093e-07,3.2381365072341113e-07,5.137813698119294e-10,4.2164093249203516e-14,1.4299948236886173e-09,1.5974203586370472e-13,1.0630024283002687e-06,6.274641032912475e-08,8.432334126279609e-06,1.5461674482602238e-06,2e-05,1.0890822464022037e-06,8.876604259423707e-07,1.63e-06
3900,3.703700179332744e-07,3.4534939840056335e-11,6.652638695991377e-08,7.446165650455906e-07,6.582836300569317e-11,2.4901816476166807e-07,2.0757821912145962e-11,1.9599359211517613e-07,8.902029657386389e-07,3.228690151134507e-07,4.607069065844517e-10,4.45541863288022e-14,1.6070723858127398e-09,1.606880420804696e-13,1.0349594204432394e-06,6.08488122626185e-08,8.451657071641886e-06,1.5245322990977566e-06,2e-05,1.1301326348077882e-06,9.263707277252367e-07,1.63e-06
4000,3.7380774396098413e-07,3.490967350887661e-11,5.146446336187994e-08,7.433571788654449e-07,6.465579895235291e-11,2.482744880318271e-07,2.141917457599931e-11,1.8419271950613832e-07,8.774770975633984e-07,3.194712710326933e-07,4.812457379868922e-10,4.3184961919794305e-14,1.2729420896604303e-09,1.5852715810553457e-13,1.0589498957510376e-06,6.138371002477576e-08,8.453622109081753e-06,1.5330219972198572e-06,2e-05,1.0967501562050091e-06,8.754560369061788e-07,1.63e-06
4100,4.2777626217811745e-07,3.392402719969828e-11,3.481888617182367e-08,7.502999339568011e-07,6.525203184351117e-11,2.392848555507496e-07,2.0579902741334167e-11,2.224337415281579e-07,8.843426643756389e-07,3.3033247254060447e-07,5.005075177803529e-10,3.985127674924663e-14,2.319012496429693e-09,2.022961623893939e-13,1.0362863312011557e-06,6.239361023545043e-08,8.447213102031068e-06,1.5616548880388672e-06,2e-05,1.0937513053002614e-06,9.387382686569432e-07,1.63e-06
4200,3.6451336032579644e-07,3.322941995980541e-11,-1.584111574819024e-08,7.488182306911741e-07,6.62316893021203e-11,2.3742374422555756e-07,2.0639605954814827e-11,1.916864361091846e-07,8.730446369580637e-07,3.2232241510271605e-07,4.5635983588368424e-10,4.2634340644740516e-14,8.723294452837369e-10,1.1030149307649513e-13,1.0438186708882075e-06,6.38185968008239e-08,8.403463242576317e-06,1.607821269872518e-06,2e-05,1.0941760858308455e-06,8.929762278528656e-07,1.63e-06
4300,3.8236851634318765e-07,3.620659990233328e-11,7.8501803369438e-08,7.440782000621145e-07,6.515822841845604e-11,2.42426711640264e-07,2.078089114913439e-11,1.927268418890701e-07,8.68864452418078e-07,3.1920188799813363e-07,4.801305962339682e-10,4.3168972099745387e-14,2.2456295336599946e-09,2.377097102273289e-13,1.0225616232923703e-06,6.328811028017856e-08,8.430496515924716e-06,1.537798085441195e-06,2e-05,1.0950465581294205e-06,9.404709915692522e-07,1.63e-06
4400,3.7660372602717153e-07,3.454162929533451e-11,9.442707792658574e-09,7.515726261218745e-07,6.55399162356274e-11,2.3651407531567264e-07,2.045799045516057e-11,1.6203368676672068e-07,8.855570942145115e-07,3.154227698941066e-07,4.3337591516476906e-10,4.275634332485222e-14,2.211270494009784e-09,2.0611645578121766e-13,1.0472979623087091e-06,6.409663988893151e-08,8.445470093065577e-06,1.5946615728008168e-06,2e-05,1.05605999667191e-06,9.465725865473232e-07,1.63e-06
4500,4.19716839082423e-07,3.550173550006019e-11,-3.5113022339033426e-08,7.59770499804806e-07,6.728709242411726e-11,2.3020304755506434e-07,1.9458434767549583e-11,1.7090224421455942e-07,8.670872232873858e-07,3.188757676829319e-07,4.4976623557061325e-10,4.2503910423139983e-14,2.2008302248364513e-09,1.2544282343894073e-13,1.0397238615572406e-06,6.145437085803746e-08,8.436408412072862e-06,1.6271041011816263e-06,2e-05,1.080702757813067e-06,9.467305197021965e-07,1.63e-06
4600,3.587183170938348e-07,3.5784037994232176e-11,-6.061477035510602e-08,7.521718021641577e-07,6.734842125097095e-11,2.3386481965310638e-07,1.9282497219704955e-11,2.013629480944078e-07,8.735807377553573e-07,3.185481682316575e-07,5.044891957254487e-10,3.940198555067749e-14,1.6315382527812647e-09,2.1780974409518353e-13,1.0325738369316334e-06,6.17201841075454e-08,8.44541203199224e-06,1.6092135471786444e-06,2e-05,1.0620006082719355e-06,9.548494661099805e-07,1.63e-06
4700,3.622222417307975e-07,3.2862391774991565e-11,9.2960169537856e-08,7.570645448548223e-07,6.651399064515679e-11,2.241312496430322e-07,2.001872606192414e-11,1.829355624564297e-07,8.794598922891791e-07,3.294727200457188e-07,4.492073798137564e-10,3.833470688901976e-14,1.3118525766094374e-09,1.7868162621216953e-13,1.0440432573067348e-06,6.444078963040482e-08,8.41861351103163e-06,1.6080128621208254e-06,2e-05,1.0611017138158635e-06,9.558430559231404e-07,1.63e-06
4800,3.5504140657954026e-07,3.468240295163703e-11,-1.4131076494127728e-08,7.634534055212677e-07,6.63646588972548e-11,2.165570164407364e-07,1.990328748212904e-11,2.0974372634185806e-07,8.839711149551718e-07,3.15118906388479e-07,4.707652201300086e-10,4.123401823419314e-14,1.6825109439529653e-09,2.390053205663559e-13,1.0402935451614362e-06,6.336567561255476e-08,8.403208065486156e-06,1.5651184726241277e-06,2e-05,1.0421413906203247e-06,9.457125745798828e-07,1.63e-06
4900,4.027536911301553e-07,3.559483140589946e-11,-3.999327712069427e-09,7.705472466042185e-07,6.743892995131113e-11,2.1707453389391125e-07,1.9867434811690942e-11,2.0402884503290787e-07,8.788355138475598e-07,3.202877453195044e-07,4.754619074754741e-10,4.175802406019375e-14,2.7433525543778385e-09,1.980643613023311e-13,1.0709154787626731e-06,6.201128797123558e-08,8.364335144565828e-06,1.5649763664222962e-06,2.0000000000000005e-05,1.021948192825034e-06,9.404735671333474e-07,1.63e-06
5000,3.914238991752589e-07,3.4004513571465804e-11,5.1563819909754575e-08,7.628305684090935e-07,6.783757941557233e-11,2.1498764572960387e-07,1.94790070019016e-11,1.6334408641308913e-07,8.899066527856456e-07,3.152731888202438e-07,4.3978081888190435e-10,4.090134513786753e-14,2.0942973704755004e-09,1.869819564930097e-13,1.0685938776051353e-06,6.358981537109344e-08,8.360468086262382e-06,1.5953606586655924e-06,2.0000000000000005e-05,1.0481615217795744e-06,9.71698857595952e-07,1.63e-06
