milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.508600171206281e-07,5.195836037200744e-11,2.0778501474944027e-07,6.377627700900685e-07,5.1718536500763386e-11,4.30956144008733e-07,3.4805786170300647e-11,4.111728157568444e-07,7.652818040217831e-07,4.820987141854069e-07,7.365706310189111e-10,6.020167440037118e-14,8.52153226456815e-09,5.743871449083033e-13,7.392533009836394e-07,4.1869269554763844e-08,8.974375888750382e-06,1.0705441493109065e-06,2e-05,1.758588769692598e-06,2.2561308866678558e-07,1.63e-06
1100,5.874465353309454e-07,4.961505808537327e-11,2.4672061990915715e-07,6.367717110522047e-07,5.262789883225541e-11,4.065120299801252e-07,3.335394565882363e-11,4.1233557459977226e-07,7.883759560803488e-07,4.736274296325402e-07,7.152416627189209e-10,6.200487562530598e-14,7.633958497730235e-09,5.130771919954504e-13,7.989008148317053e-07,4.5669618624972244e-08,8.918116628025827e-06,1.1434818566050072e-06,2e-05,1.7461392821699983e-06,2.855148310873155e-07,1.63e-06
1200,5.713336637539822e-07,4.9689123734693784e-11,1.4060009814785382e-07,6.334191274087356e-07,5.174927897099164e-11,4.016963780367581e-07,3.371478054070272e-11,3.7703902769323983e-07,7.861772082999306e-07,4.517861466648254e-07,6.797483749730139e-10,5.725656340481847e-14,6.613073469535078e-09,4.628096772632897e-13,8.182671785369258e-07,4.6151104020774364e-08,8.81951712871451e-06,1.1460595273931035e-06,2e-05,1.6755639057397284e-06,2.7887268460447046e-07,1.63e-06
1300,5.488336995780187e-07,4.605290809544223e-11,6.124359668424667e-08,6.238828846722873e-07,5.324760541214393e-11,3.9592008211577166e-07,3.2207362502859696e-11,3.85504200157908e-07,7.777849847029563e-07,4.3969637560386904e-07,6.902809274462493e-10,5.583869800245992e-14,4.759194265976309e-09,5.183413615529969e-13,8.428350244126106e-07,4.7541263076129524e-08,8.74974114934824e-06,1.1907261741387236e-06,2e-05,1.6352051226141018e-06,3.5423882045938793e-07,1.63e-06
1400,5.607883227075217e-07,4.8194732411048246e-11,9.322278519961262e-08,6.330680107525302e-07,5.255241667839846e-11,3.814794265797007e-07,3.2057567760348046e-11,3.84498963443499e-07,7.922888270910262e-07,4.417588791132333e-07,6.810024715844883e-10,5.1979469927128435e-14,5.186319035001082e-09,4.419642878710852e-13,8.694842344086647e-07,4.920275728086575e-08,8.73325463545656e-06,1.2899371129319887e-06,2e-05,1.6258730011535908e-06,3.4445521491459606e-07,1.63e-06
1500,5.562518963165014e-07,4.584121502862028e-11,5.31131463435728e-08,6.495852357572944e-07,5.383433524450006e-11,3.6898834101900084e-07,3.20915286641174e-11,3.655063919813438e-07,7.849922247867219e-07,4.219113362288701e-07,6.124167455993432e-10,5.3757645721460337e-14,4.732083829737437e-09,3.646443753296716e-13,8.870897642230845e-07,5.011359496521217e-08,8.71043197537967e-06,1.2658055762307524e-06,1.9999999999999998e-05,1.5727949800661452e-06,4.2856577899277525e-07,1.63e-06
1600,5.195887809321401e-07,4.295860065936056e-11,1.1592189933769809e-07,6.403995945059546e-07,5.550229679946495e-11,3.593709359490132e-07,3.0798583600544145e-11,3.28623157709712e-07,8.132954182262116e-07,4.140068756270323e-07,6.336303569441019e-10,4.9677397682710145e-14,5.150400659551442e-09,3.8340484980635965e-13,9.152726588512637e-07,5.318962810135089e-08,8.65586449140591e-06,1.286304020318919e-06,2.0000000000000005e-05,1.5678273067124813e-06,4.26707083592867e-07,1.63e-06
1700,5.118209438203024e-07,4.3075621184252045e-11,1.4146853776176354e-07,6.579289599711352e-07,5.4616746063326696e-11,3.6553801261834953e-07,2.989202305531776e-11,2.850805634211498e-07,8.072331558755959e-07,4.1366385569425295e-07,6.41554797572901e-10,4.8790548378900926e-14,5.064232629635482e-09,2.8005904629797354e-13,8.981528300241707e-07,5.3618883573908554e-08,8.621220476951306e-06,1.3488858951251691e-06,2e-05,1.501708490414772e-06,4.9789071910823e-07,1.63e-06
1800,5.2577753506022e-07,4.461389324493019e-11,1.1103069770109508e-07,6.692056069507561e-07,5.548008158743599e-11,3.457894667224038e-07,3.0308718035725e-11,2.760358980084926e-07,8.239385707328173e-07,3.9734099375341223e-07,5.657562802268085e-10,5.2657877596382584e-14,3.80389620131769e-09,2.8993832365047025e-13,9.191917065814159e-07,5.520717148228608e-08,8.636044913029006e-06,1.3395692357022496e-06,1.9999999999999998e-05,1.500198789565927e-06,5.114793085989315e-07,1.63e-06
1900,5.19794353355119e-07,4.3695413898042995e-11,-1.6714104068761758e-08,6.715294379551929e-07,5.7411290323677015e-11,3.4889984494292144e-07,2.873379207242327e-11,3.1093503200698144e-07,8.174484636262213e-07,3.9363673203633096e-07,6.023597836065794e-10,4.9713814011274607e-14,2.8971908994533187e-09,3.2279067951739677e-13,9.54263241966822e-07,5.298644811130682e-08,8.602743554287174e-06,1.3920072141920176e-06,1.9999999999999998e-05,1.4681544645549361e-06,5.521495104440239e-07,1.63e-06
2000,4.6526920695602657e-07,4.237452414063586e-11,1.2987034350602324e-07,6.792382585583105e-07,5.701038988764255e-11,3.391115120973712e-07,2.788934707360429e-11,2.381070345023485e-07,8.318169564941622e-07,3.876997312263714e-07,5.634505437624588e-10,5.087311622761924e-14,2.8433609699641094e-09,2.5794941288766573e-13,9.36668458035578e-07,5.595305414059034e-08,8.56883870619819e-06,1.414429328443911e-06,2e-05,1.4459957539089699e-06,5.343855987396842e-07,1.63e-06
2100,4.972817144448823e-07,4.135607712272734e-11,3.269915504858981e-08,6.712124685075791e-07,5.703044181265012e-11,3.213175374802199e-07,2.7468651620618504e-11,2.2918964890938092e-07,8.43632914738798e-07,3.896629626608803e-07,5.563888545164171e-10,5.092618104821718e-14,3.827044400229632e-09,2.1026262939343326e-13,9.800912369676965e-07,5.422219896459481e-08,8.545934043593528e-06,1.4504022893350168e-06,2.0000000000000005e-05,1.3934806255617755e-06,5.899550055216834e-07,1.63e-06
2200,5.014714986511646e-07,4.1352110782309174e-11,-8.412243319521869e-09,6.7849905778454e-07,5.869338581828647e-11,3.2516789982365716e-07,2.7967115360619162e-11,2.2381283131288613e-07,8.422406084473208e-07,3.731295717591193e-07,5.768721713830439e-10,4.8296570103092324e-14,3.3035653889309145e-09,2.637047125506726e-13,9.90051201366432e-07,5.6433180222845505e-08,8.56455093000717e-06,1.416441091682086e-06,2e-05,1.3634395503808631e-06,6.160608852617568e-07,1.63e-06
2300,4.5335554305559417e-07,4.022094502268282e-11,9.950947385587016e-08,6.9214036880193e-07,5.8203206574756515e-11,3.134826134107525e-07,2.638532989353788e-11,2.8158103086327935e-07,8.318622816766073e-07,3.7821525405899065e-07,5.407188539830391e-10,4.70608482939412e-14,2.8102568990186143e-09,3.2096275963611357e-13,9.742897968809231e-07,5.688315775308531e-08,8.546055932679011e-06,1.490788312630889e-06,2.0000000000000005e-05,1.3347725123391792e-06,6.609350118080564e-07,1.63e-06
2400,4.7277712509911374e-07,4.1188200296762706e-11,1.0722012076162171e-07,6.977451562816231e-07,6.018171238556497e-11,3.0202921046653733e-07,2.6982735763688305e-11,2.639591203164389e-07,8.441573202264174e-07,3.6023162810710183e-07,5.090649715108901e-10,4.865167632027363e-14,2.8969833483493564e-09,2.0051200113122322e-13,9.944241630848355e-07,5.799012987748988e-08,8.571875720860363e-06,1.4319848937876025e-06,2e-05,1.3464631998124653e-06,6.69948629103968e-07,1.63e-06
2500,4.173627593972603e-07,4.0385655421722495e-11,5.258749222429602e-08,6.982823072398473e-07,6.012237487271463e-11,3.0258583399172606e-07,2.5667927933633745e-11,2.558723074468641e-07,8.467201493817861e-07,3.598289573522541e-07,5.743820431958118e-10,4.576651457212232e-14,1.986440474564626e-09,1.6460025130312644e-13,9.68700654114556e-07,5.703960742076083e-08,8.511149663419868e-06,1.4278465730433655e-06,2e-05,1.2999275679498405e-06,6.807143640151702e-07,1.63e-06
2600,4.4129597901604554e-07,3.7726458697745154e-11,2.476746457839161e-08,6.929162218238738e-07,6.01607706710724e-11,3.003093443622776e-07,2.5502410934370713e-11,2.5706186251850024e-07,8.65086781659222e-07,3.582504786931897e-07,5.606770066519741e-10,4.580332035641026e-14,1.5285482459183121e-09,1.9177094279843646e-13,9.817741079878433e-07,5.960778971834403e-08,8.478570388404442e-06,1.4443797455760057e-06,2e-05,1.3178400800435396e-06,7.07469352180382e-07,1.63e-06
2700,4.777380897754899e-07,3.737777563539031e-11,5.5335757903179656e-08,7.05581956879174e-07,6.164223544459188e-11,2.9508381059338467e-07,2.4876824806650886e-11,2.298952454296905e-07,8.631677455887472e-07,3.4881940042810656e-07,5.158166344116395e-10,4.710349595620618e-14,3.1380700703218032e-09,1.886819012034099e-13,9.718741791851557e-07,5.93821456910648e-08,8.49525070698816e-06,1.4603979742162393e-06,2.0000000000000005e-05,1.2433768603418133e-06,7.487523089774606e-07,1.63e-06
2800,4.173948663358705e-07,3.6581273401844196e-11,-1.8351048007103876e-08,7.162574717492513e-07,6.162258996306447e-11,2.9020902210446193e-07,2.445069497470251e-11,2.5239949654605115e-07,8.509549297914696e-07,3.556580275339541e-07,5.262673433786073e-10,4.5620596107889457e-14,2.6281696306996007e-09,1.6147486754926164e-13,1.0149485514821295e-06,5.79295185244874e-08,8.482256338821054e-06,1.4637882806960789e-06,2e-05,1.2660190479483713e-06,7.617047492107483e-07,1.63e-06
2900,4.142473910894863e-07,3.577176664785992e-11,3.763884984515992e-08,7.074609486502995e-07,6.27969518911017e-11,2.7616673732974547e-07,2.4461865031882064e-11,2.3080434902619058e-07,8.580546117433914e-07,3.483362361222338e-07,4.807770027952115e-10,4.281083462920126e-14,1.6253252886841832e-09,1.3174154172769508e-13,1.0155148199273055e-06,5.845383993039883e-08,8.464888634715101e-06,1.5025873043946355e-06,2e-05,1.237191713686666e-06,7.417657472522951e-07,1.63e-06
3000,4.3753316777899945e-07,3.8397624746084326e-11,-3.870319898127254e-08,7.111880309716161e-07,6.208181954193222e-11,2.7796043161994274e-07,2.369854886065681e-11,2.5491960456420944e-07,8.570794917093609e-07,3.506774010223154e-07,4.845410919460165e-10,4.667267706798249e-14,1.796045964985326e-09,2.4870457545754453e-13,1.016396799318085e-06,5.8398085273075066e-08,8.491763687183227e-06,1.5418285940432668e-06,2e-05,1.2306481679938964e-06,8.060209579794849e-07,1.63e-06
3100,4.616178494940153e-07,3.6530773721908266e-11,3.1205567501789596e-08,7.187291279824242e-07,6.316496893888002e-11,2.7348260375090826e-07,2.331215601154569e-11,2.1496150267166236e-07,8.804141872039135e-07,3.4846095646277863e-07,4.748153839127456e-10,4.258177716087201e-14,1.3503221589726275e-09,2.1668673919790008e-13,1.035389126560653e-06,6.155569484153562e-08,8.521771703488402e-06,1.4892622294656908e-06,1.9999999999999998e-05,1.2317630812566739e-06,7.672515714653383e-07,1.63e-06
3200,3.931671340271947e-07,3.570302040447342e-11,6.346891798374699e-08,7.236290981731262e-07,6.23996019236692e-11,2.627351154314033e-07,2.3270957322246054e-11,2.3232707671579223e-07,8.728200106644136e-07,3.391197801708343e-07,4.846894658197727e-10,4.659153600136298e-14,1.657498463522431e-09,2.4968204081760345e-13,1.005005323185535e-06,6.094655556563096e-08,8.481818490515197e-06,1.5280017535904187e-06,2e-05,1.1667231134286487e-06,7.935232915678311e-07,1.63e-06
3300,4.104471300820449e-07,3.755105368199818e-11,-9.008182589070925e-10,7.303538485680272e-07,6.407752369738499e-11,2.636904120879624e-07,2.252550167944067e-11,1.8393113776911441e-07,8.784072894252919e-07,3.4350930983806215e-07,4.704106583781826e-10,4.631815066593304e-14,1.3929064250640478e-09,1.0463260251235552e-13,1.0420217393945553e-06,6.221480852350839e-08,8.442522492163508e-06,1.5758731997259696e-06,2e-05,1.1805120119896877e-06,8.400965476645023e-07,1.63e-06
3400,4.427552789767969e-07,3.7796201168707013e-11,-4.1381696975438035e-08,7.350280235485311e-07,6.364482496312479e-11,2.6577933312684096e-07,2.3141506774752907e-11,1.9512309897377169e-07,8.731936718729267e-07,3.3368548066296536e-07,4.674584344350282e-10,4.461665726376907e-14,2.393724790276398e-09,1.8271562669679334e-13,1.0237048140870163e-06,6.103099228908922e-08,8.481674865642662e-06,1.5235757241555836e-06,1.9999999999999998e-05,1.1443373916458328e-06,8.264670224403204e-07,1.63e-06
3500,4.0159845612932314e-07,3.5039110216371985e-11,1.539497476108763e-08,7.364307829350038e-07,6.496837926714462e-11,2.612033353872657e-07,2.3036116819573086e-11,2.0242211275048431e-07,8.685267883501948e-07,3.325705988838659e-07,4.682591939656176e-10,4.560339346118475e-14,2.4972243961823972e-09,2.5454455554507475e-13,1.0366014218752084e-06,6.175455541428056e-08,8.476025313959877e-06,1.5222554051759204e-06,2e-05,1.1425360857237153e-06,8.322337276457001e-07,1.63e-06
3600,4.2113426975919017e-07,3.604372186549991e-11,4.92574403133579e-08,7.419665238830492e-07,6.510499366713615e-11,2.468244921863532e-07,2.1575597219990512e-11,1.6390813535309903e-07,8.713117344209146e-07,3.2870419066112153e-07,4.6136267660739166e-10,4.283305616813215e-14,1.5886170023284079e-09,2.563692579373125e-13,1.0222906194907407e-06,6.284175738201466e-08,8.49110419370606e-06,1.5075927457294699e-06,2e-05,1.158616750847332e-06,8.935302860987527e-07,1.63e-06
3700,3.8887538813435835e-07,3.711103067274446e-11,1.0477664509430477e-07,7.311524222093309e-07,6.478209191246775e-11,2.581344503269564e-07,2.22170502340937e-11,1.5890254787352825e-07,8.796792788046489e-07,3.3564574144663155e-07,4.992396425651148e-10,4.305693661772972e-14,1.333221567234341e-09,1.0065624528249877e-13,1.02322474170964e-06,6.24016450447339e-08,8.426617653366675e-06,1.5928584053588453e-06,2e-05,1.1104617115132674e-06,8.52396133954882e-07,1.63e-06
3800,3.86567485932801e-07,3.6787865416865584e-11,9.323178703242919e-08,7.392665495558267e-07,6.48482012921925e-11,2.484065235164004e-07,2.133821374964138e-11,2.0495214874264498e-07,8.839232702760787e-07,3.343491029298457e-07,4.796880715326171e-10,4.03773634390763e-14,2.5510447274710298e-09,1.4020290152750535e-13,1.0578899570624165e-06,6.05324572430208e-08,8.4304285548341e-06,1.5343837557976563e-06,2e-05,1.081031296290204e-06,9.130189331056422e-07,1.63e-06
3900,3.9951330827553076e-07,3.471970854680639e-11,-5.755878961303096e-08,7.487932858672628e-07,6.554132910230652e-11,2.512471013037897e-07,2.1411678121421086e-11,2.197862147084102e-07,8.753980690451721e-07,3.2252296510606887e-07,5.129126418384845e-10,4.075385945983703e-14,1.7870778641373986e-09,2.115350451575183e-13,1.0594521948052558e-06,6.260837378378582e-08,8.44710554298803e-06,1.5895224518132022e-06,2.0000000000000005e-05,1.103813170657347e-06,8.919974787165073e-07,1.63e-06
4000,3.654403046489405e-07,3.607405388879147e-11,3.39569283850127e-08,7.579450299725935e-07,6.451774808323808e-11,2.3359443952488593e-07,2.1107438888260634e-11,1.8126047869544532e-07,8.660477495924932e-07,3.275094318884544e-07,5.191880476803575e-10,4.3700334401646525e-14,2.843309038534196e-09,9.798262506535182e-14,1.0461964280278477e-06,6.12578131134724e-08,8.394011909133234e-06,1.6115820588317718e-06,2e-05,1.1241476609812113e-06,9.183927817484395e-07,1.63e-06
4100,4.272983867366598e-07,3.3369346501697605e-11,4.962069772324724e-08,7.455090048224942e-07,6.510107399735362e-11,2.356235041505022e-07,2.052080508596183e-11,1.6917913012317217e-07,8.864009265498871e-07,3.1857096177426225e-07,4.692416828635293e-10,4.068810702898345e-14,1.7970555802511256e-09,2.0497884206917772e-13,1.0392572924702772e-06,6.217854775215614e-08,8.404631150113887e-06,1.6043337270626342e-06,2e-05,1.0976438205392974e-06,9.417646509818596e-07,1.63e-06
4200,3.620844557123977e-07,3.382231649864741e-11,-5.7078210262768464e-08,7.512271601773582e-07,6.654068699513602e-11,2.408967891070307e-07,2.011937666735979e-11,2.2334548488879104e-07,8.846366389995257e-07,3.3249000164413725e-07,4.752200214172454e-10,4.324375467373049e-14,8.59429832675443e-10,1.9256575132349835e-13,1.0635666376882635e-06,6.38437189022103e-08,8.455318437151544e-06,1.6041897017815946e-06,2e-05,1.0477554851811265e-06,9.444019696997486e-07,1.63e-06
4300,3.658697096656492e-07,3.5127285344445577e-11,-4.4189464984156506e-08,7.466378877679948e-07,6.554664435253972e-11,2.3041901578756395e-07,2.1137769014159344e-11,1.4348745096675265e-07,8.901580792017054e-07,3.2702394649020337e-07,5.074753401852963e-10,4.01991349740349e-14,1.5086187715895876e-09,1.996676122231023e-13,1.0560362130958722e-06,6.455057689562844e-08,8.460804301401571e-06,1.6033209773423683e-06,2e-05,1.0698442071120087e-06,9.466498757789748e-07,1.63e-06
4400,3.911910018752586e-07,3.3038876884275566e-11,1.7763483285722e-08,7.638579653432481e-07,6.704134442859582e-11,2.373336256080223e-07,1.9724223862618544e-11,1.719228037031316e-07,8.813023410487744e-07,3.2517519106921416e-07,4.5446201809968226e-10,4.216680212565176e-14,2.575597413335791e-09,9.106473970540174e-14,1.0248423418439634e-06,6.422202503631673e-08,8.379045014333138e-06,1.5919591851868786e-06,2e-05,1.0613152799640145e-06,9.634683161133485e-07,1.63e-06
4500,4.105659307533459e-07,3.425162162619024e-11,-1.3317759003333333e-08,7.530585559170977e-07,6.702386571970146e-11,2.3696687456359682e-07,2.051710103672117e-11,1.7360590979531e-07,8.869896324142426e-07,3.1487465870521165e-07,4.486771768728011e-10,4.2847573122355826e-14,2.0961115476988747e-09,1.621536917522078e-13,1.0337322263385997e-06,6.239347186862053e-08,8.407171286872623e-06,1.6203431375065912e-06,2e-05,1.0545728663383364e-06,9.523843062506213e-07,1.63e-06
4600,3.765530595056118e-07,3.345104886011406e-11,9.068406248114279e-08,7.570596618078475e-07,6.739433103429288e-11,2.3094378913947674e-07,2.0561878468714414e-11,1.800729088770605e-07,8.706414145076111e-07,3.2355671173913895e-07,4.338352032125561e-10,4.0853211771265464e-14,2.239649101099756e-09,2.2119638964623823e-13,1.0490036103308585e-06,6.41873182168115e-08,8.438419804747986e-06,1.6033794718937357e-06,1.9999999999999998e-05,1.0233998527417424e-06,9.244864573811473e-07,1.63e-06
4700,3.9228337618488223e-07,3.313180305894476e-11,-1.4524307022038722e-08,7.580247694453708e-07,6.684707650272814e-11,2.2949646781011357e-07,2.0220108370478483e-11,1.6594965421699906e-07,8.915429468029539e-07,3.228892687037635e-07,4.991041672321836e-10,4.2546231689248545e-14,2.31385380226497e-09,2.2349282114050679e-13,1.0380125537084583e-06,6.385439128930769e-08,8.41762243832063e-06,1.6155770274053781e-06,2.0000000000000005e-05,1.0149247239353935e-06,9.585508003258217e-07,1.63e-06
4800,3.9584020990353957e-07,3.489854575752993e-11,6.341229621877767e-08,7.57227129411641e-07,6.774927024523531e-11,2.2450953039046044e-07,2.0101520985938285e-11,1.4258268258818022e-07,8.864765777615627e-07,3.187641108339786e-07,4.986143928917773e-10,3.888964730389451e-14,2.8301215165837162e-09,1.9088762681831924e-13,1.0853007295091718e-06,6.272782253061145e-08,8.401975604533007e-06,1.6297247802865986e-06,2e-05,1.065823868636898e-06,9.436572786498611e-07,1.63e-06
4900,3.904559164992208e-07,3.3525369265142446e-11,-5.954621457010617e-08,7.595755188613045e-07,6.793808717587457e-11,2.174444801927895e-07,2.000159830431737e-11,1.5403133384415984e-07,8.808116398380514e-07,3.18114640252361e-07,4.750560891581931e-10,3.830754696332109e-14,2.4691207199233246e-09,1.4980564714429248e-13,1.0357661415667593e-06,6.488675994339064e-08,8.361059406855884e-06,1.5742429290258354e-06,2.0000000000000005e-05,1.0302036914127103e-06,9.494158224848458e-07,1.63e-06
5000,3.8462652159964464e-07,3.533511612647905e-11,7.775594144234228e-08,7.744408499657441e-07,6.665413730187618e-11,2.1956908009829486e-07,1.9255797182672764e-11,1.4824665929794958e-07,8.902911907940603e-07,3.225860314175483e-07,4.5410623054046457e-10,4.141998605089043e-14,2.8149056411795374e-09,1.019281014380236e-13,1.060125040625406e-06,6.404430666372749e-08,8.436828127474703e-06,1.5712365646075792e-06,2e-05,1.0462639340378167e-06,9.689954424243569e-07,1.63e-06
