milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1600,5.560524686407749e-07,4.2739443596460734e-11,-7.536608831166912e-09,6.449183835664066e-07,5.4041867971884636e-11,3.7123899118679647e-07,3.037565463843322e-11,2.908883294634508e-07,7.932346490287775e-07,4.161826525921181e-07,6.5308703795215e-10,5.273756142315858e-14,4.934384123778743e-09,3.592430621307256e-13,8.889171457330486e-07,5.1730418893109596e-08,8.722003579993844e-06,1.2875822873286996e-06,2e-05,1.5735656936091906e-06,4.3287670767209006e-07,1.63e-06
1700,4.804772710386108e-07,4.2363328713173234e-11,-6.3958642524923915e-09,6.594216134215911e-07,5.544458149413964e-11,3.6507396637452283e-07,3.000250726515506e-11,2.991668985760583e-07,8.175470974636461e-07,4.130015486353844e-07,5.797112762918253e-10,4.9037467688014114e-14,4.276527110953082e-09,4.171339175065744e-13,9.337252472643245e-07,5.301897335866592e-08,8.65654192719417e-06,1.3673049022847058e-06,2e-05,1.5607239553886449e-06,4.956253241240178e-07,1.63e-06
1800,5.349302559403931e-07,4.17377263111596e-11,7.513554672696667e-08,6.561339244428906e-07,5.5465997905371785e-11,3.513994177974815e-07,3.0133907395695647e-11,2.633559235953205e-07,8.059424913641612e-07,4.0798460188767866e-07,6.064531748914192e-10,5.1705915557516885e-14,4.896022569966488e-09,3.3095294753161743e-13,9.225089338587423e-07,5.438245485195029e-08,8.658923619126335e-06,1.3404054987081273e-06,2e-05,1.5238894781125365e-06,5.201314808885478e-07,1.63e-06
1900,4.695162959633356e-07,4.065113473778964e-11,6.85518830765269e-08,6.656163005747223e-07,5.549319391272744e-11,3.4107104157985386e-07,2.932514497879653e-11,2.554025757057555e-07,8.247912062303286e-07,3.9579370112577206e-07,5.524132548213199e-10,4.6923204810069873e-14,2.939612748508537e-09,2.3658658185743607e-13,9.513824501231387e-07,5.2923218146803985e-08,8.588699701885019e-06,1.4063539613989531e-06,2e-05,1.4894435142058724e-06,5.415133814795279e-07,1.63e-06
2000,4.846161410257431e-07,4.037617643741175e-11,4.543130934643005e-08,6.773149763030646e-07,5.6743782245716516e-11,3.420844722447383e-07,2.79260261520113e-11,2.5454513404274254e-07,8.180889624850233e-07,3.8642588333863006e-07,5.871241986690758e-10,4.892717763711363e-14,3.6604045835052048e-09,2.7095718542900317e-13,9.300148638419483e-07,5.444481909465063e-08,8.557927976749472e-06,1.4123987694486627e-06,1.9999999999999998e-05,1.4480331325539255e-06,5.434875398851814e-07,1.63e-06
2100,4.6724229758861623e-07,4.1543170954034983e-11,-1.8617043098131908e-08,6.683688276261847e-07,5.811393840486045e-11,3.3287709780892145e-07,2.765528438955853e-11,2.2864653026904616e-07,8.368013335828705e-07,3.886173227439818e-07,5.893658804013895e-10,4.8350938437411853e-14,3.908500930540079e-09,3.380985073960002e-13,9.55145002457291e-07,5.593082926780655e-08,8.600744862807563e-06,1.3985155974057815e-06,2e-05,1.409202092679628e-06,6.076046978706542e-07,1.63e-06
2200,5.069161217806075e-07,3.9015074071461055e-11,1.0130485914664897e-07,6.741616967045919e-07,5.854357536258103e-11,3.1590261133835876e-07,2.775939298332769e-11,2.503529031260883e-07,8.50184591323325e-07,3.6984453645910676e-07,5.607426802980201e-10,5.032840247535633e-14,3.3350542002892887e-09,2.349507204598415e-13,9.520223603292386e-07,5.521820821792906e-08,8.603063879913331e-06,1.436357890219221e-06,2e-05,1.4062452310378694e-06,6.094938194231973e-07,1.63e-06
2300,4.296916828429738e-07,4.049315911540491e-11,1.0577092861123092e-07,6.899164054139302e-07,5.90382161095136e-11,3.186198260716989e-07,2.6387996918195084e-11,2.1688671941807862e-07,8.473000717155753e-07,3.6431297103879214e-07,5.706507366316194e-10,4.9500089663272615e-14,2.9325770026942287e-09,2.477893130109244e-13,9.751646194140874e-07,5.794917806575364e-08,8.553492500582503e-06,1.4882341967137038e-06,2e-05,1.3559432474391953e-06,6.415943105011499e-07,1.63e-06
2400,4.844266655341029e-07,4.056139584770611e-11,2.13379128884712e-08,6.818008201745428e-07,5.918670104051401e-11,3.034242192123188e-07,2.606294300953916e-11,2.544207825303849e-07,8.449242056569685e-07,3.5868414126997425e-07,5.519690067740343e-10,4.8436040025922026e-14,3.3472946944988835e-09,2.9031989908852836e-13,9.853334676412004e-07,5.871220963533623e-08,8.562113979673266e-06,1.441727133628839e-06,1.9999999999999998e-05,1.3085616309224542e-06,6.497027164658283e-07,1.63e-06
2500,4.612758363021093e-07,4.031433550627299e-11,2.0499604728350163e-08,6.931412569759455e-07,6.029058434265665e-11,2.956598295266199e-07,2.5489578073372623e-11,2.180880096865439e-07,8.537105666713896e-07,3.540431784749945e-07,5.514932279340168e-10,4.809204190154864e-14,3.397919342109729e-09,3.180196524449703e-13,1.0110398268510392e-06,5.752359844407366e-08,8.564176673960216e-06,1.4331087928789153e-06,2e-05,1.3031272967783184e-06,7.145279797364955e-07,1.63e-06
2600,4.5599280010056953e-07,4.008901124796718e-11,-5.250690396785662e-08,7.06616543503189e-07,6.147550161747604e-11,2.919888583714486e-07,2.55269610499974e-11,1.9244487870033233e-07,8.652724922014989e-07,3.571025571649898e-07,5.047090789773234e-10,4.569777535556396e-14,2.336619266298576e-09,3.0888560836546e-13,9.968737552813135e-07,5.709636989124581e-08,8.557367333423873e-06,1.4457377450793098e-06,2e-05,1.322716230800836e-06,6.894783706820624e-07,1.63e-06
2700,4.6369692985533226e-07,3.842856602904635e-11,9.627926579256253e-08,7.021820226518169e-07,6.079252557628097e-11,2.885386941349187e-07,2.4556202398424847e-11,2.1279325044926289e-07,8.582624557198859e-07,3.6216485828371824e-07,5.225932265002585e-10,4.3126336145811123e-14,3.398706538568019e-09,1.7019469151504158e-13,1.0243547491140212e-06,5.7604696644414614e-08,8.522405605316954e-06,1.4616001713555652e-06,2e-05,1.286655324525905e-06,7.438989675540172e-07,1.63e-06
2800,4.568198695147529e-07,3.928616317575134e-11,9.687627507333918e-09,7.194397746638955e-07,6.046768409759404e-11,2.826130030425199e-07,2.4222001626004762e-11,2.440080376698755e-07,8.726354896034028e-07,3.458617707500195e-07,4.966195646766908e-10,4.503206064159528e-14,3.2574061040204727e-09,2.301424240201062e-13,9.765603505433967e-07,5.828794910163155e-08,8.507674543245701e-06,1.4753814705731798e-06,1.9999999999999998e-05,1.267973363484743e-06,7.287554892809938e-07,1.63e-06
2900,4.5138004705465154e-07,3.602245876771943e-11,9.90260270256539e-08,7.113468689340644e-07,6.204493058858453e-11,2.7611783332391444e-07,2.4163254663352973e-11,2.0097930729970455e-07,8.583342471636624e-07,3.436965644552358e-07,5.065560416862031e-10,4.355749448387422e-14,1.6942187360988214e-09,1.9339904175051714e-13,1.025957165414933e-06,5.809154442917342e-08,8.519784422808058e-06,1.5284934331301435e-06,2e-05,1.2565723432240744e-06,7.822684386268982e-07,1.63e-06
3000,3.9994158763094807e-07,3.7459830255266726e-11,-3.2624542536671806e-08,7.208422205497634e-07,6.16085200439082e-11,2.825817416936861e-07,2.3784370266905606e-11,2.2129389191389243e-07,8.77438695484189e-07,3.478266101352099e-07,5.077896402132971e-10,4.638413114753427e-14,2.1210327673311305e-09,1.765071943056164e-13,1.0269874836402753e-06,6.082729762738272e-08,8.489817180624758e-06,1.5137983252881345e-06,2e-05,1.2306165840594943e-06,8.054787847645012e-07,1.63e-06
3100,4.3358655697154267e-07,3.5719096525765564e-11,-2.0094056255204197e-10,7.274443202860598e-07,6.362420461083424e-11,2.6852178998800713e-07,2.3780641438324095e-11,1.980577293223335e-07,8.66314134631922e-07,3.4133302018713906e-07,4.927514078689745e-10,4.528079050781039e-14,3.357194086932288e-09,2.7244643530076336e-13,1.029136747394976e-06,6.088897580191256e-08,8.443043643378303e-06,1.5240514273506744e-06,2e-05,1.1956389390290794e-06,7.715948291234249e-07,1.63e-06
3200,4.317871284673099e-07,3.580416114456266e-11,-5.432285580620531e-08,7.358379424051302e-07,6.27064718798934e-11,2.611260663859467e-07,2.2705699125283962e-11,1.7772365892257898e-07,8.601428842086604e-07,3.456732590283802e-07,4.769347816916727e-10,4.129599799532365e-14,3.230962269523601e-09,1.2402815717641808e-13,1.0468193428683343e-06,5.8821672132569e-08,8.49497408586206e-06,1.543622107432691e-06,2.0000000000000005e-05,1.1772808480147053e-06,8.452856701029099e-07,1.63e-06
3300,4.4105676237810313e-07,3.581992485609258e-11,-8.171095430037156e-09,7.281764641363938e-07,6.42847317047825e-11,2.7278362192065747e-07,2.283318411262033e-11,2.087909014377859e-07,8.648069017555455e-07,3.329085426015104e-07,5.094118061381904e-10,4.4161878859923913e-14,2.2815755939289713e-09,2.277636362586477e-13,1.0500982655494346e-06,6.178538471917132e-08,8.493192397896898e-06,1.5091382850436812e-06,1.9999999999999998e-05,1.179506751397037e-06,8.5771214529552e-07,1.63e-06
3400,3.9919849267545976e-07,3.554029842255087e-11,-5.7473299653438684e-08,7.39961007874719e-07,6.315339090723809e-11,2.62799356833044e-07,2.3186019240573592e-11,2.0154338281265974e-07,8.847772943093226e-07,3.3573739402696623e-07,4.973251933695592e-10,4.09959605553309e-14,2.060766463487057e-09,1.23878574580881e-13,1.017401641412531e-06,6.231165409894544e-08,8.50181798035408e-06,1.5341009712353541e-06,2e-05,1.1399577061165329e-06,8.275888535366635e-07,1.63e-06
3500,4.2471486805324875e-07,3.580903741093011e-11,8.595730001148739e-08,7.367091012152911e-07,6.444924885714087e-11,2.499287869737416e-07,2.2879558562602596e-11,1.9539868248721735e-07,8.673102673155266e-07,3.278695469542453e-07,4.656549481449461e-10,4.09049688873841e-14,1.401719029026704e-09,1.217766642064464e-13,1.0426199766230124e-06,5.988879969695839e-08,8.429406189205713e-06,1.5317315694876802e-06,1.9999999999999998e-05,1.1478479251006823e-06,8.306779567120409e-07,1.63e-06
3600,4.247897401567657e-07,3.436206643732721e-11,3.924091177978817e-08,7.463231141044739e-07,6.36004476345558e-11,2.46500396883708e-07,2.180756645725936e-11,2.1488247714659508e-07,8.660051129028017e-07,3.3881156227452137e-07,4.90283652528506e-10,4.0678211070679075e-14,9.425846386829935e-10,1.6419861514879684e-13,1.0339892129488952e-06,6.057222682921522e-08,8.419814705008668e-06,1.5530105391449996e-06,2e-05,1.139021789715789e-06,8.368689900785629e-07,1.63e-06
3700,3.824428771834499e-07,3.5888789611154295e-11,-5.816788818190206e-08,7.448210422019982e-07,6.501931646693792e-11,2.4877643494116363e-07,2.1397786831279344e-11,1.667416940297464e-07,8.727406739413047e-07,3.3638265214246044e-07,5.1695084060543e-10,4.087369559010262e-14,1.4414383395469465e-09,2.1415477475074058e-13,1.0547721575988207e-06,6.324571316739622e-08,8.449550603691411e-06,1.5989899651106053e-06,2e-05,1.1049819025139101e-06,8.882294939076455e-07,1.63e-06
3800,3.9688995957698086e-07,3.577264670314258e-11,1.0204909845771244e-10,7.517551291977726e-07,6.401174502700814e-11,2.4047010935782394e-07,2.2021129019033624e-11,1.9046715642779533e-07,8.670972550431174e-07,3.252330131467955e-07,4.817335299219837e-10,4.274562053986466e-14,3.0854818491063775e-09,2.503637925795631e-13,1.0567789983463317e-06,6.212615693293972e-08,8.454671587528798e-06,1.5774818378109595e-06,2e-05,1.122246158862089e-06,8.544101591684879e-07,1.63e-06
3900,4.3656552661209965e-07,3.652236128861569e-11,3.5559210551959625e-08,7.51624138584764e-07,6.516932613142074e-11,2.4935618874998335e-07,2.1649809906620564e-11,1.8354009402128823e-07,8.718724014576186e-07,3.320724591448479e-07,4.781804429960968e-10,4.4251784822411186e-14,1.6424115869769057e-09,2.313800112550068e-13,1.0666948935495724e-06,6.119425812983662e-08,8.42191660586627e-06,1.5453659324148847e-06,2.0000000000000005e-05,1.0938360612800143e-06,8.899086602160871e-07,1.63e-06
4000,3.8626251881119847e-07,3.488961253708331e-11,9.148741126916841e-08,7.402250247207862e-07,6.609301941573022e-11,2.3943368730737873e-07,2.1666779291054995e-11,1.7297290880486244e-07,8.832360311089327e-07,3.3492308010242247e-07,4.4500052225038886e-10,4.243664739472798e-14,2.739197499440789e-09,1.167047438204506e-13,1.0606673562545722e-06,6.401099596586594e-08,8.442376807820502e-06,1.5668787615115998e-06,2e-05,1.093188329560162e-06,8.941790452094102e-07,1.63e-06
4100,3.84878729194864e-07,3.663085050116151e-11,6.832644701810974e-08,7.428561113602246e-07,6.637393947263046e-11,2.3199764273673815e-07,2.0780417874166562e-11,1.5842948923399875e-07,8.869097224621331e-07,3.3174494054624033e-07,4.765360692297965e-10,4.082916543540427e-14,2.113990013683723e-09,9.787614818788783e-14,1.047105921102254e-06,6.225899276416389e-08,8.41504146697678e-06,1.6025013724190475e-06,2e-05,1.0936137481937659e-06,9.266160159893093e-07,1.63e-06
4200,4.1559485894044747e-07,3.499016308962666e-11,-5.18721513419927e-08,7.420564901412855e-07,6.584547658927976e-11,2.3653734630830404e-07,2.0056409302600344e-11,1.424692053906243e-07,8.866221269261608e-07,3.185328340785703e-07,5.048026860641476e-10,3.949339748709899e-14,2.174033630916572e-09,1.560870930282655e-13,1.0607973913131867e-06,6.319085464669352e-08,8.39480067185396e-06,1.5664758526659587e-06,2.0000000000000005e-05,1.1052196166523912e-06,9.273364312486354e-07,1.63e-06
4300,4.134043751541054e-07,3.469030874244555e-11,5.5450405042782976e-08,7.457890513824645e-07,6.698616837622318e-11,2.339700936245955e-07,1.9857750638267543e-11,1.7642876436444833e-07,8.776213345298305e-07,3.2625901732497943e-07,4.414337260738124e-10,4.4026363584392476e-14,1.5684551478264778e-09,1.755751066303434e-13,1.0770354460750548e-06,6.324567578042329e-08,8.389736506508539e-06,1.6060177516064242e-06,1.9999999999999998e-05,1.0838899600994509e-06,9.376945766145135e-07,1.63e-06
4400,3.6116976747921826e-07,3.5766548516038396e-11,-3.5453101308672037e-08,7.628785370574465e-07,6.605096257944573e-11,2.376227423768617e-07,2.0301722528349663e-11,1.867005255918876e-07,8.763876105399607e-07,3.191013735970758e-07,4.658453587522604e-10,4.259369349351678e-14,2.356446345258717e-09,1.8987819846792442e-13,1.0473387731418681e-06,6.364080854674206e-08,8.40290230057327e-06,1.5827985184445236e-06,2e-05,1.0912532347055268e-06,9.339958104471932e-07,1.63e-06
4500,3.940732888683781e-07,3.351374202892596e-11,4.823569956758844e-08,7.666227992236277e-07,6.674393179720835e-11,2.2920472811733996e-07,2.011092541516447e-11,1.9279168485927576e-07,8.715369603336607e-07,3.310070605942003e-07,4.931248411168819e-10,3.8867068593212464e-14,1.8005752285299946e-09,2.1015298908009766e-13,1.0415276007209558e-06,6.409257590103524e-08,8.44824062756035e-06,1.6062451255358086e-06,2e-05,1.0575060864507574e-06,9.4327008537652e-07,1.63e-06
4600,3.570373219753567e-07,3.599284099726458e-11,-2.2658034782813484e-08,7.518074915110718e-07,6.758327099853198e-11,2.3103253684646172e-07,1.9841521277666497e-11,1.7801339492998928e-07,8.692913544282249e-07,3.2665137185612487e-07,5.022689220726152e-10,4.1960690746440895e-14,1.0720249032753456e-09,8.873851778054368e-14,1.0635096819027355e-06,6.262886865754369e-08,8.39755055908072e-06,1.6084952733569592e-06,2e-05,1.0765900553782354e-06,9.673947763713284e-07,1.63e-06
4700,3.5706120099181667e-07,3.4178358600663904e-11,1.0875111170902642e-07,7.608456309488401e-07,6.792851098231716e-11,2.2955477585882502e-07,2.0064153528899215e-11,1.6642387478187272e-07,8.830067537310751e-07,3.2908713592249826e-07,4.855368284386483e-10,3.85317867575618e-14,1.7423483676804208e-09,2.0070303274127833e-13,1.0813228045799398e-06,6.196602986194135e-08,8.41656814621096e-06,1.6104312645146083e-06,1.9999999999999998e-05,1.0462045848195642e-06,9.72085813198109e-07,1.63e-06
4800,3.951508754822534e-07,3.4419660719917136e-11,7.573055852723438e-08,7.616776615763397e-07,6.725728221707454e-11,2.1586239211665118e-07,1.9189085062013002e-11,2.1256480261062467e-07,8.766951561763105e-07,3.24336222766532e-07,4.4765937040087806e-10,4.345466833026186e-14,2.5499363503219053e-09,1.0276020594041117e-13,1.0795913596929493e-06,6.404184673277435e-08,8.393701526924397e-06,1.5796004863023577e-06,2.0000000000000005e-05,1.0302888556347333e-06,9.344350470813135e-07,1.63e-06
4900,3.9332951120330195e-07,3.5758490659396695e-11,-2.078148584048331e-08,7.749935121876107e-07,6.801816541998536e-11,2.1700569507653394e-07,1.971144531331422e-11,1.988920901208562e-07,8.704770306282925e-07,3.167115434000745e-07,4.3055156605875993e-10,3.898202004826285e-14,6.076691885717196e-10,2.2610254082438094e-13,1.064985972005805e-06,6.29066700616916e-08,8.38284247202355e-06,1.597392394272136e-06,2e-05,1.0468992664045298e-06,9.578878754163888e-07,1.63e-06
5000,4.010752936192789e-07,3.464549399989177e-11,-5.3391428547735194e-08,7.778032813478077e-07,6.70391502420183e-11,2.243782913964923e-07,1.942311393411502e-11,1.5480659134173538e-07,8.711642953642682e-07,3.214101644297031e-07,4.678982766822568e-10,3.927268276964164e-14,5.393778707992365e-10,1.7235050823003848e-13,1.0823386144101193e-06,6.279255814370802e-08,8.39838183303547e-06,1.5636244629768653e-06,2e-05,1.0253190807246396e-06,1.0008544786040644e-06,1.63e-06
