milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.00033331092081353883,0.00033331249961267534,0.00033331015925653517,-1.9631016135461523e-14,5.058685622339638e-14,1.7990207738916245e-11,-8.463892297849476e-18,1.7484550472929933e-11,-1.598038270611575e-14,1.7193861138323953e-11,6.539584089460724e-15,-2.011329325150618e-40,1.9205648470176693e-40,-4.350790788394147e-41,0.0,0.0,1.0132627366621881e-05,-1.0427535437153454e-05,-4.873692634144548e-09,4.732567565841484e-09,-4.016600182498198e-09,3.891042494456848e-09,4.5793195692153117e-11,3.4431851000738636e-09,3.930114087131212e-42,0.0,7.316461691267824e-33,0.0,-5.306190838215806e-47,6.644662231367095e-06,2.1812300189703928e-08,9.407394322924161e-34,-1.3323245943585826e-39,7.032522152900418e-50,6.644459327419628e-06,2.2584788017645267e-08,7.279465690250746e-42,4.872715548415062e-53,6.6446809654044e-06,2.2835549783516367e-08,-3.6302617944017198e-09,2.6071155811796696e-39,1.410242335077831e-50,2.0414275520645668e-42,1.8300253859789987e-52
1100,0.00033330950605538396,0.00033330919987286316,0.0003333094268203976,-5.914162458167116e-14,-2.6537000417663016e-14,1.7509309413670214e-11,-2.364008810661262e-18,4.521688989803183e-11,2.377795349590539e-13,1.307902286722007e-11,-9.015446684996441e-16,-3.121102940753304e-40,2.0678499795144318e-41,-1.7414588212224544e-41,0.0,0.0,1.125463038055367e-05,-1.0343428071163952e-05,-5.334490332914715e-09,5.342027261611648e-09,-5.57948706689594e-09,4.444107950005228e-09,4.5693779941960714e-11,3.780866846106727e-09,-6.265610263064492e-42,0.0,-1.0441258908139276e-31,0.0,8.705020650892734e-46,6.641569274380236e-06,2.4403163978380327e-08,2.9838063169327747e-34,8.896040369427482e-40,1.1384127634691542e-50,6.64256974019521e-06,2.5856549444268145e-08,-2.0023757541886821e-41,-6.0711937309824396e-52,6.643039532296364e-06,2.5028796878496386e-08,-3.724595770552749e-09,-2.1964477833727414e-39,3.869710520749986e-51,-1.5500238608639633e-41,-5.1213654725005595e-52
1200,0.0003333060500034656,0.0003333050940661182,0.00033330742002438027,8.287673216667927e-14,6.867356586180361e-14,1.9666434781213564e-11,5.875548900776067e-18,6.44343369871725e-11,2.1464647066431993e-13,9.09332231279462e-12,2.1384555946198184e-14,5.886777159489741e-41,-2.8618730326159166e-40,1.5753718029674374e-41,0.0,0.0,1.2596672324013163e-05,-1.1995275980254779e-05,-5.063601206479378e-09,5.210475206959912e-09,-6.0909173846215815e-09,5.271990665243053e-09,7.12783027258072e-11,4.483027225246717e-09,1.1035792758077607e-41,0.0,1.133895963179143e-31,0.0,6.849620279994482e-46,6.638784518370075e-06,2.7714640489150858e-08,1.5861958653441184e-34,1.2829699780780271e-39,-2.8799828413178616e-51,6.640990903449457e-06,2.7400365863824936e-08,1.6700431916884545e-41,-1.7338519812005985e-52,6.640464185407929e-06,2.7295898075360845e-08,-4.515140705377137e-09,-2.523648565292261e-39,3.127845645891035e-50,5.423297998559627e-42,-4.3356667701367206e-52
1300,0.0003333039620525203,0.000333305790411017,0.00033330602059416104,3.650855634860991e-14,2.7783131000585266e-14,3.225516369976992e-11,1.3400630510744537e-17,6.224308607363639e-11,1.1813610067892147e-13,1.2553059516330154e-11,1.69793595242673e-14,-2.986958595145331e-40,1.208370669134181e-41,6.475074232840127e-41,0.0,0.0,1.3386911645129004e-05,-1.2507414478282095e-05,-6.4857559414220635e-09,5.9415788750546946e-09,-5.540151822812929e-09,5.522519161896797e-09,6.545751078851824e-11,4.6778011510155595e-09,-1.6198493666156923e-41,0.0,5.214475391900961e-32,0.0,1.1083877397798976e-46,6.6381588918369874e-06,2.8869314326738148e-08,-6.74412517255496e-34,-4.552071940323198e-40,-2.650692355986689e-50,6.639063879161034e-06,2.779875929239702e-08,-2.1209978259066166e-41,-2.2479599339283288e-52,6.636917898638502e-06,2.9190728924522786e-08,-4.469770187751589e-09,-1.3213262407355746e-39,7.183176644176103e-50,2.2765544977737113e-41,-1.4422886766470353e-52
1400,0.0003333027386996675,0.0003333008764528954,0.00033330392472017534,8.146999015085334e-14,4.821370816278701e-14,3.782196172441896e-11,1.1778366799546572e-17,6.839039550560177e-11,3.0669395014107e-13,1.0476390876593309e-11,1.644432221730814e-14,1.837137613014642e-40,-8.330354325179873e-41,-3.4906277271517824e-41,0.0,0.0,1.3874250858334683e-05,-1.3828103319144893e-05,-6.60543720023442e-09,6.485039099261998e-09,-6.260260171451949e-09,6.220447827708546e-09,9.877717785760969e-11,4.9311883687139895e-09,-6.352770790596604e-42,0.0,-1.1475533135508164e-31,0.0,9.722328925725413e-46,6.6352936396827206e-06,3.182042844888012e-08,-2.0510497073580616e-34,7.617095357444894e-41,9.344528691995888e-51,6.634217394742634e-06,3.203071356265939e-08,2.7376457656126462e-42,-1.6229753417424478e-52,6.634754327220845e-06,3.249571803025767e-08,-4.990905487885227e-09,-9.289002416477511e-40,7.646970455586652e-51,1.9167746803478464e-41,2.5305206057518766e-53
1500,0.0003333011746479847,0.0003332989208032032,0.00033330029443901817,4.279319080673783e-14,1.7975522120340099e-13,4.590062447984905e-11,8.108981099869713e-19,9.369879493853396e-11,3.503078473024572e-13,1.8006870323434134e-11,3.22777801082964e-14,3.3751362546822904e-41,4.46613717964446e-41,-4.1968614111916284e-41,0.0,0.0,1.5086285246205866e-05,-1.4901428184467595e-05,-7.170051451679363e-09,7.51580908323494e-09,-6.898958658088742e-09,7.216992996483353e-09,9.727953827959479e-11,5.543839168934136e-09,-8.617600196832478e-43,0.0,-1.5782889453948208e-31,0.0,-2.4447155381811063e-46,6.634872772453801e-06,3.4762466157218685e-08,-2.447807648824726e-34,1.655444650027392e-39,-9.488097450357176e-51,6.634920982019726e-06,3.4290962253913684e-08,1.396832544222517e-41,4.17909611341081e-52,6.63345077595449e-06,3.245963007828109e-08,-5.475527210583469e-09,8.154005407786632e-40,1.8609137243269103e-53,2.699947871071271e-41,-4.831763250363191e-52
1600,0.00033329908532296306,0.00033329851892818107,0.0003332985136946892,6.478552271113804e-14,1.9495756859441469e-13,6.929058186751175e-11,1.5229465735537878e-18,9.395037088821914e-11,3.9517209679613695e-13,2.7320108418420886e-11,3.3095190812135975e-14,1.6128728256819355e-40,3.2571580956427416e-40,-2.6644717739092436e-41,0.0,0.0,1.6145115030549273e-05,-1.6098826942659803e-05,-7.84880777468328e-09,8.340561116363671e-09,-7.591939995218857e-09,8.673973258697069e-09,1.2468109507979953e-10,5.7033944360702155e-09,7.245506553804948e-42,0.0,-1.0088508796727954e-32,0.0,-7.427253088585935e-46,6.63284468536772e-06,3.551034382128039e-08,2.5618256256974744e-34,1.4740874129762545e-40,-6.060215157159452e-50,6.632080052965893e-06,3.644984534197629e-08,6.20622213819748e-42,5.002411348684925e-52,6.629693890518714e-06,3.6121902678587184e-08,-6.159121838776767e-09,-1.3032103407289754e-39,6.273861013488382e-51,-9.152958348531412e-42,-4.4924041531164816e-52
1700,0.0003332953822180444,0.0003332965199764724,0.00033329650357150667,4.7951698079805944e-14,1.1343691666055632e-13,7.844038537437279e-11,1.4430582380181776e-17,8.901106051018249e-11,3.300221167081867e-13,3.316052119598099e-11,3.7403137829008826e-14,-1.4706532966784414e-40,-6.604597640151897e-41,3.699759394095128e-42,0.0,0.0,1.7309026876682893e-05,-1.6759802995990095e-05,-8.340762837555201e-09,8.452685520385526e-09,-9.236191246894607e-09,8.594595715580455e-09,1.378902543406152e-10,6.239160415991517e-09,2.6161476057604933e-41,0.0,1.2158955166336023e-31,0.0,2.0393141699910824e-47,6.630036920687911e-06,3.807970455754895e-08,6.85088717632828e-34,6.762965496661628e-40,2.1974839283036163e-50,6.627745685509061e-06,3.696295640379246e-08,-9.669865020868865e-42,-5.3096550230956595e-52,6.629433354462776e-06,3.660835602736036e-08,-6.012343445323046e-09,2.420070481066112e-39,6.742584658691241e-50,-4.767757127516425e-42,1.778168699729881e-52
1800,0.00033329493915740016,0.00033329284937273627,0.0003332928974059128,4.62329402776277e-14,1.9717427747310532e-13,7.714975915975445e-11,1.7595449459628784e-17,1.1575648417181607e-10,4.2532372581232507e-13,3.564355738674055e-11,4.1345301084482436e-14,-2.6609145616987173e-41,-1.8982205662984618e-40,1.8699802280023407e-41,0.0,0.0,1.8357755456726476e-05,-1.7484868994206448e-05,-9.402844608484714e-09,9.923592560795715e-09,-9.473327272531168e-09,9.745740045141256e-09,1.4605445164500527e-10,6.4232940754946975e-09,-1.2825736280229955e-41,0.0,7.838531382101601e-32,0.0,5.63359858788372e-46,6.625443776860354e-06,3.996977246179791e-08,-1.8524006087971347e-34,2.0769761148249153e-39,1.400788938434163e-50,6.628240174576457e-06,3.8781382952322886e-08,-1.2684602801799354e-42,-5.989960372118292e-52,6.627895546482224e-06,3.923683839153706e-08,-6.8008630424636254e-09,1.12556193728074e-39,-6.619595384662817e-50,-1.9815317052097935e-41,1.9771573091676347e-52
1900,0.0003332907700711556,0.0003332904490495842,0.0003332903446599306,1.7351073485670513e-13,2.3416097117759767e-13,7.680384653239118e-11,1.5547083004709102e-17,1.4404703779916548e-10,5.718080851626825e-13,6.343653914779117e-11,4.28408096682009e-14,1.7894357148825975e-40,9.363183544061366e-41,-7.721591279633584e-41,0.0,0.0,1.898375595323864e-05,-1.9530703415244063e-05,-1.0432416842676553e-08,1.0199743287926815e-08,-1.0907435287681877e-08,9.969697752130223e-09,1.4350245663582488e-10,6.944941875768607e-09,-4.146516469973392e-42,0.0,4.31198664976789e-32,0.0,-6.950365884649232e-46,6.624905030997833e-06,4.3661077185581184e-08,-6.026811872489541e-34,2.5862515379700202e-39,4.851140245790024e-50,6.623485649868731e-06,4.1823049907392206e-08,7.213454485779064e-42,-2.041872278187885e-52,6.62487552725966e-06,4.224350144402229e-08,-7.4079902100310855e-09,5.020285589166496e-40,6.309139896295592e-50,2.3461172176207396e-41,-2.3726613130679764e-52
2000,0.00033328843986657003,0.00033329016655885577,0.00033328861696804094,1.8566389933934958e-13,3.207090418481271e-13,1.0084805066598328e-10,1.5132748359738557e-17,1.3693254229848168e-10,6.07454543060441e-13,6.516603187089971e-11,4.017895322591924e-14,1.9384680611855106e-40,-4.4136513127483865e-41,4.1573478241669923e-41,0.0,0.0,1.983122417717294e-05,-1.990650406298358e-05,-1.076353165665631e-08,1.045402196168307e-08,-1.1518791425069782e-08,1.1597993877984474e-08,1.9548188387527616e-10,7.587540451133616e-09,2.1503395871530438e-41,0.0,1.4059787723198078e-31,0.0,9.36219157306831e-46,6.622485703207453e-06,4.345061883043079e-08,-1.928967930630648e-34,-2.339830266415117e-39,-5.161204097494727e-50,6.622585298895349e-06,4.3614638929436e-08,-1.341837725097018e-41,5.2526079494307305e-52,6.6234170144069494e-06,4.529668050699609e-08,-7.670226360758065e-09,-2.4805196354685976e-39,2.7404371414469314e-50,8.266856909851585e-42,4.301419766047805e-53
2100,0.0003332869142597342,0.0003332870869026131,0.0003332864908100655,3.03568058945058e-13,2.6367054329245067e-13,1.1841493186818e-10,2.517599543488862e-17,1.934895526510459e-10,7.18156029902033e-13,6.596541296186911e-11,5.5766775840712914e-14,-1.7753934451040301e-40,1.8123321417274679e-40,-7.850150582955299e-41,0.0,0.0,2.1693228319068147e-05,-2.047493710972563e-05,-1.1883798658862243e-08,1.1844689757470988e-08,-1.209142895107244e-08,1.2319692378255213e-08,2.127853862036156e-10,7.750968566041115e-09,-1.6950030937831925e-41,0.0,-9.507877466387423e-32,0.0,9.299847416534715e-46,6.621312775069764e-06,4.555799839700827e-08,-7.272079707672416e-34,1.913723303203689e-39,4.427280263256412e-50,6.619481916357088e-06,4.783790748818719e-08,1.6548536006882098e-41,4.106122809797632e-52,6.621539675182406e-06,4.574197172102639e-08,-7.798355235871262e-09,2.255984026293361e-39,2.439937180559436e-50,4.744610228945444e-42,-2.8300501254915625e-52
2200,0.00033328581724971474,0.00033328481991756195,0.0003332854591733426,3.3038444087951585e-13,4.2494456325624646e-13,1.1606803754735762e-10,3.1212978313506614e-17,1.884170481065728e-10,6.879228745596623e-13,7.000582516337905e-11,7.412943600969373e-14,1.1340998338378637e-40,3.3515813878188215e-40,-1.843718198776445e-41,0.0,0.0,2.241838139234533e-05,-2.2430374547748533e-05,-1.226884937474224e-08,1.2230738774992772e-08,-1.2968549843654987e-08,1.2020317850287749e-08,2.0998524900580981e-10,8.07269379325805e-09,-1.998860836909527e-41,0.0,-9.060560918517648e-32,0.0,2.8036131503679694e-46,6.616619841567409e-06,4.9119207902187955e-08,1.3198649831874517e-33,1.8805092868817158e-39,-1.904897681924693e-50,6.616352856459558e-06,4.71680392921346e-08,2.719616158072142e-41,5.4303851141287975e-52,6.619272522580677e-06,4.7568959972857975e-08,-8.648539649604295e-09,-3.254678138100784e-40,-1.7769046934607865e-50,2.5580364861447e-41,4.212417802376403e-52
2300,0.00033328276450532586,0.000333281183026392,0.00033328360415740946,2.8067914797453173e-13,4.4817576967682144e-13,1.4553498690528578e-10,2.914059285852912e-17,1.950060588052342e-10,7.907597758400334e-13,1.0737748386181971e-10,6.658393877258066e-14,2.2291160752030713e-40,-7.026710321736275e-41,8.861513130203406e-41,0.0,0.0,2.2592397608759248e-05,-2.2308940250135984e-05,-1.3026409405578238e-08,1.3154843434403448e-08,-1.331220546237012e-08,1.3993668935485244e-08,2.4240043853144847e-10,8.264159493763655e-09,2.516183834124733e-41,0.0,1.4845430168639474e-31,0.0,-6.019401666387502e-46,6.615520990745198e-06,5.1308804860343934e-08,-1.0224327759571574e-33,2.473453314934971e-39,-2.0013935717811124e-50,6.61515848441382e-06,5.23310845608889e-08,-1.920865198196634e-41,-3.2623119777459935e-52,6.61508918887517e-06,5.188213459794403e-08,-8.697515959320489e-09,-1.237636388161612e-39,-6.202327947323227e-50,-1.2979407471989197e-41,-7.363520099887894e-53
2400,0.00033328080893647773,0.00033327910557274983,0.0003332796263442473,3.200642445219483e-13,4.759413358408761e-13,1.6139236684324827e-10,5.243670886989683e-17,2.4098220214854985e-10,1.0782125521122802e-12,1.1036516852566099e-10,7.977511835040811e-14,-2.5706965730730536e-40,3.2547247310845148e-40,3.5433539777125433e-41,0.0,0.0,2.4237877014330494e-05,-2.3567950470187266e-05,-1.421250192507392e-08,1.4200316671285335e-08,-1.4715475076219453e-08,1.429091565551589e-08,2.653783947064188e-10,9.120012681977878e-09,-1.9777594892133205e-41,0.0,6.479704418908588e-32,0.0,-9.796036949919283e-46,6.613091512286155e-06,5.273953894413099e-08,1.3725407043972e-33,-1.0267434307815281e-40,1.0496976940529097e-51,6.613875034943335e-06,5.1976172563174317e-08,1.0172674191361707e-41,5.841850270078813e-52,6.613035749632662e-06,5.231452301601239e-08,-9.420314494591394e-09,-1.8831162448676895e-39,-6.6607754409258005e-50,1.4303455414875743e-41,1.566501402271381e-52
2500,0.00033327751817089046,0.000333278425420997,0.00033327878366077094,4.887448015806335e-13,5.296006254261657e-13,1.5886104671631686e-10,5.60139351204021e-17,2.5723044304977883e-10,1.1792101650853509e-12,1.2066391180890074e-10,1.0833070817462907e-13,-2.0533708596592223e-40,-7.101415753724532e-41,1.8724923616143072e-42,0.0,0.0,2.4650115911364087e-05,-2.548717816695185e-05,-1.555149198503022e-08,1.498196603134371e-08,-1.4894267698820237e-08,1.4867255625680757e-08,2.9972100979104423e-10,9.097884403317644e-09,-1.5420350018716704e-41,0.0,1.2729074717750607e-31,0.0,5.649772738500205e-46,6.612441895793268e-06,5.608900796983739e-08,1.0199801040516673e-33,3.274374684583588e-39,-3.241716446882063e-50,6.6119401336422e-06,5.4283459965021706e-08,-3.3720515328124776e-42,-2.5624540272142135e-52,6.612693917701211e-06,5.390550307444979e-08,-9.496932076430933e-09,2.4370842190642995e-39,-3.108943875008116e-50,-1.562937847088762e-41,4.1358538017829335e-52
2600,0.0003332762863571009,0.0003332746998569768,0.00033327674558988,5.462530453552494e-13,6.543041974135541e-13,1.7091780668925523e-10,6.185861721928001e-17,2.7536527060822686e-10,1.4061162002805896e-12,1.5210120981607133e-10,1.1824176476297303e-13,2.2129816156873702e-40,-2.5340492850629976e-42,-4.5074299352989376e-41,0.0,0.0,2.57298251376546e-05,-2.628828488773221e-05,-1.6306850277677838e-08,1.5705909720868335e-08,-1.5661619685901558e-08,1.5482640019507243e-08,3.101246393385764e-10,9.891688715119413e-09,1.5360467111209515e-42,0.0,-4.6726942772781e-32,0.0,8.184079465509373e-46,6.610694262482391e-06,5.8500995008539155e-08,5.975027550040612e-34,-1.739871024751191e-39,-5.658985826186786e-50,6.610426306224632e-06,5.752701092106373e-08,-2.089273409522841e-41,1.0569993405811717e-52,6.610582673690014e-06,5.9039002123184317e-08,-1.0158289389056895e-08,1.4345430831192803e-39,-5.371957206473186e-50,-1.2348613116605376e-41,-5.795160953777577e-52
