milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
0,0.00033333482189186746,0.0003333322396871434,0.00033333266493245354,-8.071066264876192e-14,6.252129608621905e-15,-9.04524217516139e-12,4.858805010123488e-18,3.8498366573101806e-12,1.289960547120374e-13,6.934214407653713e-13,-9.129496962141654e-16,6.252945124045805e-41,1.2183661301133491e-40,-3.766971198776938e-41,0.0,0.0,-7.064798926046904e-07,6.605042392544427e-07,1.390419447985956e-10,-1.2950150245830954e-10,3.629516870905021e-10,4.5340475912206024e-10,5.93122866598798e-12,-5.842989175537797e-11,1.3911878131737545e-41,0.0,-6.504884301898535e-32,0.0,2.745390954525332e-46,6.665803148932234e-06,1.0672589834965778e-09,2.35443653488437e-34,-2.5938786619673192e-39,1.6469533333195514e-50,6.668136657267508e-06,-5.183256453993216e-10,1.7135552309907936e-41,-4.1587467535664664e-53,6.666081782288913e-06,-1.588854982837901e-09,3.174137470070625e-10,2.2883032128473788e-39,-3.47146528452316e-51,-2.5206326932846533e-42,-1.2374071587213939e-52
100,0.00033333248067525355,0.0003333307224057678,0.0003333311274704232,6.89069258735995e-14,3.507664578421831e-14,-5.8942562593627505e-12,-1.2268563794989786e-18,-1.5312112339829074e-11,-9.833211522830855e-16,-1.169496518760729e-11,-7.33244111316978e-17,4.787559117351879e-41,-1.19661401076612e-40,3.637569055807167e-41,0.0,0.0,7.078959753219726e-07,-1.559295555050097e-06,-5.531766182354165e-10,6.991995171544012e-11,-6.0177200587096e-10,1.2553628081904432e-10,-1.1592548173547668e-11,2.1126340799676312e-10,-1.0108291262713108e-41,0.0,4.922555875274755e-33,0.0,-1.050249462262595e-46,6.66442699221362e-06,7.917789844778189e-10,4.82250025495311e-34,1.8865510357117643e-39,6.871318697786652e-51,6.665784537035907e-06,7.434576502404367e-10,1.4018420979891515e-41,2.4213365893372694e-53,6.665655223262263e-06,2.9923266583077694e-09,-6.696228643977847e-11,5.264832044988732e-40,-2.810718679356579e-50,-3.388609640741199e-42,6.1302671917188306e-52
200,0.00033332727718477694,0.000333328739930832,0.0003333303528594021,-2.2466319036328346e-14,7.164197212658384e-14,9.253920056680608e-12,-8.373776122338773e-19,1.937667948442059e-11,1.1407205940455271e-13,3.429545409886035e-13,-2.880113103642425e-15,-2.745151719605728e-40,1.2919333426381815e-40,2.46114514640442e-41,0.0,0.0,2.5456613288523247e-06,-1.5374098500840376e-06,-1.2052427600685354e-09,5.266788874170781e-10,-8.666603247995368e-10,5.709318249320232e-10,-1.4095107601382708e-11,5.599862317950775e-10,4.377398931037941e-42,0.0,6.0176158235224566e-33,0.0,9.575579673561147e-46,6.663183052351983e-06,4.349901251970023e-09,1.0478248065148282e-33,1.6399941144120715e-39,-6.67056149007676e-50,6.662581086557298e-06,4.543006803774948e-09,6.107627038018423e-42,-1.8277428748792873e-52,6.662786227707514e-06,2.932710431483289e-09,-8.681121193617496e-10,-3.1575665236341676e-40,3.647682417418011e-50,1.437129519671662e-41,2.3170316017542066e-52
300,0.000333326565668529,0.00033332514064304374,0.0003333251173608331,-8.127828160839871e-14,2.957303501740025e-14,1.3747342471615666e-11,2.425497927134222e-18,7.489314351389314e-12,4.715920468285244e-14,1.1366268585849749e-11,2.5294502839113795e-15,-2.572075882475629e-40,1.107904246512631e-40,-7.757664826694276e-41,0.0,0.0,3.6827083553973248e-06,-2.467205120681916e-06,-1.142300436923164e-09,1.1699572797301518e-09,-1.7193689764023645e-09,1.1565839102565238e-09,7.045762681078761e-12,9.376736438722624e-10,-2.1879777526735648e-41,0.0,6.155458411983774e-32,0.0,6.5360204340158395e-46,6.660858135930008e-06,5.317298170288799e-09,-2.1502257123052894e-34,2.0781938416566717e-39,-4.365669727646499e-50,6.661174425323814e-06,7.435924602964957e-09,3.224196760031006e-42,-4.2723450317757535e-52,6.658625669104726e-06,7.448221964897074e-09,-8.695202563377693e-10,-1.584013369154205e-39,-6.059387128453004e-50,-1.6486887606690158e-41,5.0019565798990216e-52
400,0.0003333254642420576,0.0003333241714690883,0.00033332606492507194,-5.6660019077836064e-14,7.774577601296938e-15,4.7267494331947324e-12,1.0389160428365013e-17,2.9710847808575594e-12,1.0963892596276106e-13,-1.2473256380674028e-11,-4.427520510040734e-15,2.520186732888627e-40,-1.5115738048275648e-41,8.281051278810613e-41,0.0,0.0,3.904835255550222e-06,-4.169447582548504e-06,-8.747280781837952e-10,2.015398126591335e-09,-2.0124838658395033e-09,1.6634689395637787e-09,3.540135030837995e-12,1.2677845306055126e-09,-2.1502446096952825e-42,0.0,5.272816652505461e-32,0.0,-9.269834822386434e-46,6.6565317292210925e-06,1.0089943037745652e-08,-1.2220225431672903e-33,-1.0911611450820137e-39,-3.73006014740719e-50,6.6585622395856445e-06,7.48380231578919e-09,-2.739566885273381e-41,2.0405912647361353e-52,6.6578282657805e-06,8.824495530371623e-09,-1.5980120241587447e-09,5.7615422596094984e-40,-3.7201435638505665e-50,-2.2923036889922688e-41,-5.9593032167950865e-52
500,0.0003333215946294521,0.00033332163139612264,0.00033332279899697285,1.1153047484330929e-14,7.711381050058736e-14,-5.92503019905017e-12,3.2566847851734738e-18,1.8718525483252106e-11,-1.4421941126150403e-13,-3.819968493492711e-12,-6.876873680573667e-15,-2.5554422648889176e-40,1.4772455236219955e-40,6.655137220351485e-42,0.0,0.0,5.315231026555523e-06,-5.192074772951159e-06,-1.6886624517053674e-09,1.694000658214958e-09,-1.3320980332804377e-09,2.055973747777887e-09,1.7405431209914555e-11,1.4162579110115863e-09,1.8282456317100638e-41,0.0,-1.9478273850863007e-32,0.0,8.354117325648496e-46,6.655986631042052e-06,1.0388375216441933e-08,-5.164333065795488e-34,2.2982507762447314e-39,-3.677458022084997e-50,6.655425012334453e-06,1.0684869650290038e-08,-2.5412766793553937e-41,-1.4896127845808856e-52,6.6570010693632e-06,1.2019942270668749e-08,-1.9661112585577607e-09,-7.904281632300046e-40,4.674971773618928e-50,2.697786413196585e-41,6.046175962200888e-52
600,0.0003333184377866941,0.0003333213682614213,0.00033331925147025705,-3.4095293757175155e-14,-1.7485688106851393e-15,7.540972028728304e-12,-1.0750176547171177e-17,-1.973904430686429e-12,-3.236913071809193e-14,-7.399377501186905e-12,-3.9334779846543146e-15,-3.055628786822453e-41,-1.0192639275351866e-40,1.9131876322447798e-42,0.0,0.0,6.658109316249154e-06,-6.169608668677627e-06,-2.564412344175162e-09,2.027134837514353e-09,-2.5628855484623286e-09,2.3836223031148925e-09,9.357119822006601e-12,1.7637001051785413e-09,4.4693111630079e-42,0.0,-7.874769497374785e-33,0.0,-3.514671532673029e-46,6.654116724054293e-06,1.4759658623939088e-08,-2.632968410810924e-34,1.5313219010018698e-39,4.375644432407511e-51,6.652801772739362e-06,1.250237830578239e-08,-2.0959708604831537e-41,-1.1183974462505367e-52,6.6535260326709995e-06,1.4532848988661782e-08,-2.21940063486974e-09,1.3190889879167578e-39,2.592986089320934e-50,5.5981608060808355e-42,-1.0666957253884805e-52
700,0.0003333171135744618,0.0003333168070471486,0.00033331767069140147,6.851514174830335e-14,-1.3188055796556684e-14,1.8440366755805855e-11,-5.380986163980669e-18,1.4934554374100813e-11,1.3702434762324784e-13,-8.470396412120799e-12,1.3345556685662213e-14,6.173984750623676e-41,2.0997613535117907e-40,3.630938528702966e-41,0.0,0.0,7.721683732067816e-06,-7.388341814006702e-06,-2.5950969816931503e-09,3.4395802273144533e-09,-2.304870501003753e-09,2.246865588837687e-09,3.606378611447845e-11,2.244386863560282e-09,1.8057386873542252e-42,0.0,9.720278473596548e-32,0.0,-6.202565427424664e-47,6.649957840033204e-06,1.4210365745105198e-08,-1.618662251014604e-34,-7.765689734374678e-40,-6.48531161559656e-50,6.650943589894568e-06,1.674709486117474e-08,2.5226584346790683e-41,-3.884589636394373e-52,6.649795606511728e-06,1.5113084344828534e-08,-2.1733641671198107e-09,-2.272980843594181e-39,-5.220404507307126e-51,2.1916482337237856e-41,1.4683168636336505e-52
800,0.0003333161195680441,0.0003333166972186253,0.00033331615288044453,2.5324336523153116e-14,8.822274236210091e-15,7.74225330120342e-12,7.179829772147334e-18,1.344864084368557e-11,1.609941290911745e-14,1.5707259839478527e-11,8.311846536591454e-15,-3.189384691132893e-40,-8.200425116067314e-41,4.3129797977240446e-41,0.0,0.0,8.46297489792358e-06,-7.540549342819161e-06,-2.874842633104127e-09,3.054247142576927e-09,-2.9891241315662968e-09,3.4939375114577386e-09,1.5128013396474214e-11,2.799273014853468e-09,-2.3822701475639307e-41,0.0,1.0789120583977973e-31,0.0,-4.6285086701533754e-46,6.647842827290924e-06,1.7163101019147132e-08,3.0757672319423125e-34,1.9234791424792018e-39,5.249889089996335e-50,6.6499727794420795e-06,1.791623001178058e-08,-1.3731661277376783e-41,-5.96796794751816e-52,6.647990556638257e-06,1.7752194370204218e-08,-2.6900394081613822e-09,-1.0683478786513295e-39,5.811134182951713e-50,3.4547307917254335e-42,7.772537032189649e-53
900,0.0003333121170698428,0.0003333147852885441,0.00033331376913638106,-4.156420403917594e-15,3.038376288572263e-14,4.357567126788334e-12,-1.478491923094618e-18,6.874340526772456e-12,1.7931107074651378e-13,6.216580545085008e-12,1.369610503542092e-14,-7.504804368563953e-41,1.6544489295695013e-40,7.227328741105489e-41,0.0,0.0,9.718190997582683e-06,-8.927492720658657e-06,-3.457631314137781e-09,3.841557325809607e-09,-3.7232058009290482e-09,4.214102002525846e-09,2.0243429114135258e-11,3.1847131993383817e-09,-1.232315781566825e-41,0.0,-7.318708349888578e-32,0.0,-9.058012587866645e-46,6.646996364658837e-06,2.0170769079418823e-08,-8.615032005561201e-34,3.1926138689031323e-40,6.978162640603639e-50,6.646498125340245e-06,1.876826917194677e-08,2.089115302224273e-42,-2.9400275099652527e-52,6.645523708962269e-06,1.8401156058535658e-08,-3.0940898215984356e-09,2.3873295465587625e-39,1.7274102273354537e-50,2.332142298702179e-41,-4.215200655707534e-52
