miliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
2700,0.00033327513254885753,0.00033327410092266275,0.0003332731737595608,5.771929448505592e-13,6.672436718288681e-13,1.9162380515940934e-10,6.755823276188154e-17,3.2252987737634843e-10,1.2838133801631688e-12,1.487035853415847e-10,1.3126489437820133e-13,3.473663137438517e-41,4.11047330318689e-40,1.2381857089560052e-41,0.0,0.0,2.7199308828080122e-05,-2.7219447666111725e-05,-1.6446629631887468e-08,1.7207476850980163e-08,-1.7479149004006908e-08,1.724595203046485e-08,3.394143047895931e-10,1.0479381818031752e-08,-1.8597972229192946e-41,0.0,5.744783610419784e-32,0.0,3.8910771278926373e-47,6.606840123021113e-06,6.003416120256332e-08,6.336946968586255e-34,-8.750761057077883e-40,-4.305066160292365e-50,6.607960596313858e-06,6.088049583038732e-08,-1.0952662037454834e-41,3.413050499986199e-52,6.60730462120231e-06,6.052378545062623e-08,-1.069753712924009e-08,3.011428783062915e-39,-2.614869102442734e-50,2.2974359647811617e-41,1.3639076681524196e-52
2800,0.00033327046036959627,0.0003332705182036559,0.0003332713099128369,6.896354947724232e-13,8.216404417590629e-13,2.0190001165082773e-10,8.487327976449543e-17,3.4161857318480386e-10,1.4705779376514358e-12,1.7893554347185386e-10,1.405315653389166e-13,-5.195040030771689e-41,1.352246461464536e-40,5.046936366952741e-41,0.0,0.0,2.825916064246495e-05,-2.8359856063136788e-05,-1.7836254369349375e-08,1.705649376380253e-08,-1.829046111484213e-08,1.7844468363435263e-08,3.7745131702882397e-10,1.0643924240321008e-08,-6.57841889875075e-42,0.0,7.223965886119029e-32,0.0,-1.4589382037334072e-46,6.604178318176362e-06,6.214735755108212e-08,6.253594139600818e-34,4.375073709680142e-41,-4.417238841527229e-50,6.603824505115188e-06,6.049846290926088e-08,-7.141780665848445e-42,1.530866146589925e-52,6.604307605844776e-06,6.190401419755181e-08,-1.1277279645033802e-08,-1.1968573929168574e-39,-3.953771216497261e-50,-1.8567615777895302e-41,-5.667901422375731e-52
2900,0.00033327043151350124,0.0003332693591435208,0.00033326778850463777,6.995543485891284e-13,8.685866681561757e-13,2.1867795386194253e-10,7.607564377997075e-17,3.605463424366732e-10,1.8206604862206867e-12,1.765235079577376e-10,1.5586885262194342e-13,-3.960568439591312e-40,2.094913368954111e-40,8.186624751376331e-41,0.0,0.0,2.9402084906596877e-05,-2.9216042849147722e-05,-1.8936156502985192e-08,1.8413824388338e-08,-1.855079509632214e-08,1.8811842290063603e-08,3.795575268502069e-10,1.1236720138926175e-08,-1.1880179115516955e-41,0.0,1.756048525263947e-31,0.0,-8.869702434094508e-46,6.6014920914015305e-06,6.350610044532351e-08,4.639973353688012e-34,4.175521435343745e-40,1.403149209770331e-50,6.603620397107036e-06,6.320652783027768e-08,-1.2334470438737898e-41,4.572372545713246e-52,6.601105493668194e-06,6.464102671853999e-08,-1.1288811912641536e-08,1.1249824437112394e-39,-3.1397654069616876e-50,1.9353329211431942e-41,-5.3096861947855555e-53
3000,0.00033326809570684404,0.00033326764856900443,0.0003332684867946667,8.267975383930596e-13,9.256272123878025e-13,2.412795854989562e-10,9.872565825461506e-17,3.893912943553582e-10,2.1160671402477262e-12,2.0630412311242717e-10,1.577596930362258e-13,-5.5420340875670685e-40,3.0722811948419176e-40,1.2341951517237055e-40,0.0,0.0,3.0190025553600015e-05,-3.0158984634013973e-05,-2.0082232413835203e-08,1.974548885310164e-08,-2.0071082106400104e-08,1.950237374010613e-08,4.053629872634948e-10,1.1504527703301109e-08,-1.7970164388803906e-41,0.0,3.224228009554867e-31,0.0,-7.147064376321714e-46,6.598717334065279e-06,6.487362620541094e-08,2.1252581752907153e-33,5.4861502712884265e-40,-1.1458205804921086e-50,6.600092871767706e-06,6.555723602362015e-08,2.7079860673646443e-41,5.177078096034752e-52,6.599321039035266e-06,6.780086487412877e-08,-1.2201883060372554e-08,4.240412584316858e-39,7.718318542775915e-50,-9.185901970387519e-42,-4.067417693510083e-52
3100,0.0003332642124300921,0.00033326489770848784,0.00033326582609574196,1.0451531533124791e-12,1.0194846069740761e-12,2.652135467357377e-10,1.14178285843594e-16,4.505981669892329e-10,2.300265676786388e-12,2.2674411445273784e-10,1.900710827467766e-13,-1.9789383576029294e-40,6.7554707991147665e-40,9.620865033123671e-41,0.0,0.0,3.133644028003488e-05,-3.138328235182747e-05,-2.029779230732028e-08,2.1077896784630483e-08,-2.1374564375052962e-08,2.0768451894109066e-08,4.600440062743247e-10,1.1812513691664805e-08,3.760135470325786e-41,0.0,4.538313117442599e-31,0.0,1.1283433237669311e-45,6.596559106713429e-06,6.779091454678938e-08,2.2169692348462507e-33,1.4761446143052565e-39,-9.137988544171697e-51,6.5975936691381925e-06,6.908970682971608e-08,7.946629473032204e-42,-4.409528238106543e-52,6.596680390467531e-06,6.697842179859642e-08,-1.2417229764429497e-08,4.592726409286976e-39,6.731384811916789e-50,5.053181992630177e-41,2.991021997644573e-52
3200,0.0003332623433925709,0.00033326254944672604,0.0003332635445340732,1.157476115369303e-12,1.2103081332942235e-12,2.957860179782415e-10,1.2612520283463503e-16,4.5145342663272526e-10,2.3832837810464864e-12,2.583912375026613e-10,1.9275062832133829e-13,-6.989144811866905e-40,7.03749167454886e-40,6.53776089993526e-41,0.0,0.0,3.264639171557332e-05,-3.2212229619487665e-05,-2.2380952255454726e-08,2.1362962137500088e-08,-2.1567537929113113e-08,2.1750663735401465e-08,4.805252693659035e-10,1.2332910864243057e-08,3.383732021973624e-41,0.0,3.913453846238481e-31,0.0,9.966707880781491e-46,6.5947742979079086e-06,7.04143633972893e-08,1.741548328816454e-33,4.517363488179282e-39,1.4909186572007845e-50,6.594558175747091e-06,7.099497702452169e-08,3.741764861891332e-41,3.474108406690417e-52,6.595872616428677e-06,7.062188364692955e-08,-1.3120163172845535e-08,7.22017178772759e-39,-1.08268963992354e-50,8.306194690471187e-42,-2.927953957167237e-52
3300,0.0003332618220354772,0.00033326117777715493,0.00033326060627637073,1.2068812562208232e-12,1.3013781671368916e-12,3.0495550522450383e-10,1.480910094353709e-16,4.850407286171961e-10,2.7941989504912206e-12,2.766569388905203e-10,2.1532913549489444e-13,-1.0300008087757135e-39,9.274344802015519e-40,1.5153037501111702e-40,0.0,0.0,3.340292558283068e-05,-3.269969548814274e-05,-2.322720782161513e-08,2.2528748521026442e-08,-2.3123319529356268e-08,2.2462062404485473e-08,4.892269282665546e-10,1.278694412655678e-08,4.3996506419929834e-41,0.0,3.9529460008333876e-31,0.0,7.845063781362597e-46,6.5952994832522465e-06,7.393638280408962e-08,3.190220645977351e-33,3.6047542322005175e-39,5.709059977262981e-50,6.593743689428555e-06,7.231771328317332e-08,4.0930425143398187e-41,2.6443904522772723e-52,6.594563397945046e-06,7.404764586667271e-08,-1.3599294619752947e-08,4.6805205267704867e-39,4.2566852771861697e-50,4.733462997663158e-41,-2.7194321666880798e-52
3400,0.0003332566340525378,0.0003332567425915879,0.00033325914042279457,1.2877179916734793e-12,1.4850879671773395e-12,3.3863176513893243e-10,1.686065751859786e-16,5.266098365280915e-10,2.952568683887117e-12,3.1201936515311965e-10,2.496407730691654e-13,-9.288356335279854e-40,8.258788035373597e-40,1.5921740933343086e-40,0.0,0.0,3.345230581920971e-05,-3.393686208833387e-05,-2.3404390388411495e-08,2.3260538446804328e-08,-2.4152766539305192e-08,2.350935736413654e-08,5.361217250550203e-10,1.3317346493378514e-08,4.971056868367852e-41,0.0,5.142164133008402e-31,0.0,8.148719104957645e-46,6.592327514135644e-06,7.42443579077673e-08,4.232551659810396e-33,5.218923986524108e-39,-2.130818933404926e-51,6.592540723873716e-06,7.573374382469693e-08,7.414638870161384e-41,6.754956709802418e-52,6.5900447602616326e-06,7.59256087730058e-08,-1.4124396582539778e-08,5.799379944081478e-39,-2.9120752671028176e-50,5.196555535638841e-41,9.715296119663254e-53
3500,0.00033325713821386716,0.00033325442093781483,0.0003332544328951236,1.6050881046456197e-12,1.6317861771831062e-12,3.594303002304231e-10,1.754794214099954e-16,5.924091706545365e-10,3.1468760563939096e-12,3.3255135683331233e-10,2.5845900765985673e-13,-7.637233380708813e-40,1.2687740141106327e-39,1.7347103079206188e-40,0.0,0.0,3.4471389990642864e-05,-3.566186087807112e-05,-2.5467450658243627e-08,2.4448601382017555e-08,-2.528648316048319e-08,2.4195091912461973e-08,5.579359514264631e-10,1.3977599515119216e-08,6.044435493607978e-41,0.0,9.320218993069827e-31,0.0,5.793496820006566e-46,6.590652964982805e-06,7.880545401866849e-08,4.833623128374776e-33,8.164537342657463e-39,-1.0251956952594047e-50,6.587764445726158e-06,7.6392411832753e-08,8.518312598584714e-41,-1.6293048812123495e-52,6.590259012415142e-06,7.677988005545405e-08,-1.4349630053516834e-08,6.494798035270695e-39,7.54215793646586e-50,8.543067693595325e-41,1.274120118253585e-52
3600,0.00033325294829815775,0.00033325399124263945,0.0003332526253847046,1.6309216721321992e-12,1.7981447618997534e-12,3.881357704598973e-10,2.066125629260422e-16,6.063366360766251e-10,3.5852176780371138e-12,3.688975582007488e-10,2.8745579203970227e-13,-1.1453605564415374e-39,1.748056035831357e-39,3.4056132056857772e-40,0.0,0.0,3.5902845610042474e-05,-3.6032803922562496e-05,-2.6580146236364723e-08,2.522340953531955e-08,-2.6117998230066502e-08,2.5521717176768528e-08,6.225697202591571e-10,1.397456840913892e-08,6.604365412284457e-41,0.0,1.0580977139761997e-30,0.0,1.5225485801202347e-45,6.588000772018572e-06,8.03320853023589e-08,6.534025546696799e-33,1.163978750704772e-38,4.665820670690651e-50,6.5864049813224895e-06,7.882177785457149e-08,7.091966303810642e-41,6.21567378508252e-52,6.588275940419368e-06,8.079607880131103e-08,-1.4880935388766039e-08,1.1098522321604522e-38,2.0980830944285209e-50,5.627855364554416e-41,5.389256103832721e-52
3700,0.0003332511652529215,0.0003332519239566988,0.00033325321309509977,1.894845863354215e-12,1.893454976611649e-12,4.083850888066413e-10,2.3242871368335333e-16,6.386828732167586e-10,3.890260169815867e-12,3.9815237705825015e-10,3.1852142361042543e-13,-2.03209533894505e-39,1.981396645478738e-39,4.58990424037934e-40,0.0,0.0,3.706647870683369e-05,-3.738001513725602e-05,-2.682954265835043e-08,2.6238986802361564e-08,-2.7253458141140306e-08,2.7209811769355754e-08,6.391348472098781e-10,1.4636986553633782e-08,7.286713650671646e-41,0.0,1.1672342270558107e-30,0.0,2.5134366265020752e-45,6.584757380773894e-06,8.088739518689237e-08,9.26297849118238e-33,1.7162803116359642e-38,1.2814978554873486e-49,6.585460507035491e-06,8.089387920089706e-08,1.3795095851258719e-40,1.0016518102262217e-51,6.583973043775958e-06,8.194649178482122e-08,-1.5601087848420437e-08,1.430791204458343e-38,1.0136761630459115e-49,1.0017774290430769e-40,1.1503836650737182e-51
3800,0.000333250875324544,0.0003332480059196024,0.0003332488986462505,2.1320732684210405e-12,2.1302687386884352e-12,4.428455034440831e-10,2.5580143385576507e-16,6.939908055420643e-10,4.383483708615425e-12,4.1775539381472936e-10,3.452501687107904e-13,-2.561276802731999e-39,2.5400238454112435e-39,6.142649654068804e-40,0.0,0.0,3.841868968446728e-05,-3.8225780047437905e-05,-2.9174367474894086e-08,2.842507756948388e-08,-2.8642967901142993e-08,2.8719506825797007e-08,6.970790234309015e-10,1.5055043667061242e-08,8.74127275573012e-41,0.0,1.5460147130890236e-30,0.0,3.633367100025045e-45,6.581458997397878e-06,8.550956261519652e-08,9.013716154860585e-33,2.0621528346503372e-38,2.457520846116207e-49,6.5819630811612455e-06,8.444567192809817e-08,1.2962818312065063e-40,1.6348070931829087e-51,6.582667021562258e-06,8.395811615171167e-08,-1.5536685494255895e-08,2.1652991167669124e-38,1.6620441591764186e-49,1.6901907459229432e-40,6.610208483791097e-52
3900,0.00033324578661346807,0.0003332476543064888,0.00033324782418044015,2.2811553421277064e-12,2.2166390200506027e-12,4.5687031827351485e-10,2.716006789827141e-16,7.355321535780379e-10,4.6068175595846e-12,4.701001612000531e-10,3.6908500551108006e-13,-2.7649940327675534e-39,2.739077290538218e-39,7.156051613269421e-40,0.0,0.0,3.971537545675315e-05,-3.848868681119202e-05,-2.965570994661716e-08,2.8947495486174866e-08,-2.9280041450480422e-08,2.897620566784401e-08,7.294478315122421e-10,1.557163456453606e-08,1.4854590461613259e-40,0.0,1.858907670100832e-30,0.0,4.410533805006104e-45,6.580945148274265e-06,8.659773359147137e-08,1.1565437340944709e-32,2.391622644727051e-38,2.4808092519365648e-49,6.580029080686441e-06,8.768212040869606e-08,2.140779794654062e-40,1.7389838851877153e-51,6.579196161501094e-06,8.634841665086043e-08,-1.6059569595584038e-08,2.389072017620536e-38,3.1430543581185055e-49,2.1964743390153152e-40,1.3903535902149956e-51
4000,0.00033324577351520303,0.0003332456112675308,0.0003332455996054791,2.608820665490664e-12,2.524088366256757e-12,4.956124513202685e-10,3.190787491412497e-16,7.968143375945223e-10,5.059401436051147e-12,5.094908853129287e-10,4.1002527801724733e-13,-3.865066489878808e-39,3.5192322845061304e-39,8.878895814542606e-40,0.0,0.0,4.031982518613395e-05,-3.993237599247555e-05,-3.122552530381826e-08,3.026143027143355e-08,-3.1457692560894515e-08,3.090385685930092e-08,7.584237842113177e-10,1.5925296018876044e-08,1.9086902156613936e-40,0.0,2.439849381506567e-30,0.0,4.875595863387332e-45,6.578876207004176e-06,8.837346402199007e-08,1.5991943170998292e-32,3.2181832746727413e-38,4.179876888383032e-49,6.577097726216579e-06,8.900485040328438e-08,2.235045137982336e-40,2.554813690321205e-51,6.579924988186886e-06,8.940064946239557e-08,-1.6983528267885644e-08,2.938711419842264e-38,4.0468662829214226e-49,2.6342994429690302e-40,2.5662796826694868e-51
4100,0.00033324400632183835,0.0003332432604313314,0.0003332414474534579,2.892476817033719e-12,2.693063588075986e-12,5.372601817101644e-10,3.5609780605908675e-16,8.329978204523319e-10,5.513245010803447e-12,5.418968265093008e-10,4.340427706337404e-13,-4.441050956842242e-39,4.715664881789078e-39,1.036148274218108e-39,0.0,0.0,4.1622567204047066e-05,-4.1370916776883336e-05,-3.277502257979247e-08,3.1216829433722806e-08,-3.2796171957552876e-08,3.166015952865016e-08,8.064465998934076e-10,1.6793861719114376e-08,2.2198525698680235e-40,0.0,3.1135826938699604e-30,0.0,7.245845575910336e-45,6.576836094931998e-06,9.158085027865633e-08,1.896040605454014e-32,4.0159722688607937e-38,4.8218525652516504e-49,6.577458780457015e-06,8.922098920695505e-08,3.0328689066419853e-40,2.422831936684133e-51,6.576336480954465e-06,9.02006648629154e-08,-1.7439565634406465e-08,3.62100841632124e-38,4.574014866978605e-49,3.0125645465175413e-40,3.308329070307003e-51
4200,0.00033323914421727054,0.0003332410254959875,0.00033323971613180375,3.0692300815808138e-12,2.9692519743689137e-12,5.726568645477641e-10,3.764736527511653e-16,9.036319139293682e-10,5.8608306859802695e-12,5.849256508374001e-10,4.560380547032025e-13,-5.740129005854479e-39,5.277848908068864e-39,1.3721266455259611e-39,0.0,0.0,4.174116278696847e-05,-4.1740481330166164e-05,-3.3465847077267554e-08,3.2259891201718674e-08,-3.354164958317954e-08,3.263857496723711e-08,8.539349641095563e-10,1.708198407141821e-08,2.9296781022059504e-40,0.0,3.400608646132554e-30,0.0,8.767284324625708e-45,6.574189807973715e-06,9.155638792840559e-08,2.3571400791227733e-32,4.81182581523621e-38,5.865732367449962e-49,6.574495459383129e-06,9.243770183771737e-08,3.768053434334097e-40,4.30889714973187e-51,6.575130530981872e-06,9.135595524400899e-08,-1.7633284172354626e-08,4.4858273167830803e-38,5.18181904085871e-49,3.606960999330993e-40,3.726910652260756e-51
4300,0.0003332400379839118,0.00033323760780172183,0.0003332370516377818,3.439108548569e-12,3.2119154174723984e-12,5.844118892894061e-10,4.201461134474559e-16,9.332580475369104e-10,6.481932069150804e-12,6.145927240524805e-10,5.071385678676363e-13,-6.847947787298755e-39,6.916745499884072e-39,1.6775629849947723e-39,0.0,0.0,4.3488973379491254e-05,-4.282462767208904e-05,-3.422777701669898e-08,3.319632858967869e-08,-3.4237095390884964e-08,3.4721149221851165e-08,8.978730524816911e-10,1.7278672020825463e-08,3.872461252661127e-40,0.0,4.38720167204992e-30,0.0,1.183176876284951e-44,6.5723774370975386e-06,9.54918765863883e-08,2.7719892339142754e-32,5.52707228357577e-38,8.76007447744099e-49,6.570901507160445e-06,9.581140338963222e-08,4.9138175055118685e-40,5.644026147819454e-51,6.573265099256076e-06,9.343118783839926e-08,-1.79985642330519e-08,5.814538652557096e-38,8.815897480167114e-49,4.943060149148499e-40,5.518196896167481e-51
4400,0.0003332352239790569,0.0003332376443987038,0.0003332352656401835,3.6750327611875345e-12,3.383347247003745e-12,6.180518973430106e-10,4.724852870550024e-16,9.842724896850027e-10,7.062532588585657e-12,6.729250123033821e-10,5.315191158276795e-13,-8.862355533318824e-39,8.866408887855015e-39,2.1575565755518096e-39,0.0,0.0,4.4268369915988754e-05,-4.446264837705733e-05,-3.537643883867764e-08,3.438431380151115e-08,-3.609962692584522e-08,3.500599964700465e-08,9.408857964638647e-10,1.7728346667696795e-08,5.664831721153647e-40,0.0,5.4671878765096764e-30,0.0,1.8181127222938592e-44,6.5687971617577894e-06,9.70383753968757e-08,3.596209514092851e-32,7.147316449659032e-38,1.3113371291465831e-48,6.570620994635887e-06,9.846805305575195e-08,6.561789860661445e-40,1.03018972376385e-50,6.57053402544594e-06,9.666834379386583e-08,-1.8805847075128508e-08,7.440727267666164e-38,1.3233826201658884e-48,6.6885213276045596e-40,1.0227056759198166e-50
4500,0.0003332341402802276,0.0003332346659163976,0.0003332335792099372,3.994838082661573e-12,3.683504846185828e-12,6.652021525778924e-10,5.070687325579517e-16,1.0656428244650426e-09,7.596681965287334e-12,7.018981456298509e-10,5.641527734366033e-13,-1.1366061430108948e-38,1.0822502154521546e-38,2.721405477597553e-39,0.0,0.0,4.557439468400425e-05,-4.545097752803945e-05,-3.727955630462566e-08,3.654624380845225e-08,-3.7721181947925185e-08,3.7144336813332404e-08,9.800290783688954e-10,1.864970691052033e-08,7.922970055584463e-40,0.0,6.60494127180787e-30,0.0,2.5781410091461494e-44,6.56792297506532e-06,9.937547884417391e-08,4.388649453208856e-32,9.268597701005968e-38,1.9690423914459376e-48,6.568892484006794e-06,9.997254795933867e-08,8.610649153574377e-40,1.4729169000646983e-50,6.567681878696585e-06,1.0001838193280596e-07,-1.9062722448279185e-08,8.989012009055426e-38,1.94156992109307e-48,8.583141088330925e-40,1.460344322916494e-50
4600,0.0003332305678737917,0.0003332330200021806,0.00033323060180372394,4.386188363235848e-12,3.9342202344255376e-12,7.073903216403637e-10,5.558354657716948e-16,1.1281332521973545e-09,7.93942660664866e-12,7.531846514205098e-10,6.065646617252204e-13,-1.37151859242235e-38,1.36011948667048e-38,3.461261464836092e-39,0.0,0.0,4.669919858264308e-05,-4.5363879609374195e-05,-3.887437551681071e-08,3.7451767979165526e-08,-3.906585301202107e-08,3.837400930585541e-08,1.0104833609079127e-09,1.858254907132406e-08,9.96432540528278e-40,0.0,7.671639775714565e-30,0.0,3.5661625426969754e-44,6.565496777009083e-06,1.0022358594043801e-07,5.168065232951536e-32,1.1440705828958708e-37,2.6858803735218984e-48,6.565707964476829e-06,1.0125808061240684e-07,1.0797272417231504e-39,2.0494316132041828e-50,6.566072855150057e-06,1.0289673045373145e-07,-1.9985632225150125e-08,1.1070457529910324e-37,2.6238461890027845e-48,1.0704788086412784e-39,2.093481900462774e-50
4700,0.0003332284651019173,0.0003332282273243753,0.0003332285252910012,4.884235926555381e-12,4.255588569272161e-12,7.311979770160291e-10,6.048969652644397e-16,1.1902970215180035e-09,8.759780288414237e-12,8.045132371283e-10,6.430379723172395e-13,-1.668899035957357e-38,1.6687801979143513e-38,4.2215257259394797e-39,0.0,0.0,4.7350483930311634e-05,-4.722475580811669e-05,-3.998686530908586e-08,3.9310668583229764e-08,-4.026334662241581e-08,3.9203853450489524e-08,1.0803560546767906e-09,1.9356028299289156e-08,1.3090076796907672e-39,0.0,9.34611561921585e-30,0.0,4.629905317080753e-44,6.562093704839389e-06,1.0442122722712493e-07,6.405010488181158e-32,1.3427439945479128e-37,3.434899929211858e-48,6.561836986768798e-06,1.020496107602142e-07,1.3487715752509932e-39,2.8116114462776217e-50,6.563681041928717e-06,1.0356627695926204e-07,-2.020285057687546e-08,1.3454785265110423e-37,3.446322160236995e-48,1.3671263376655969e-39,2.8287452711805464e-50
4800,0.00033322602720425225,0.0003332272837811474,0.0003332289816924912,5.2781702602846456e-12,4.545473394526799e-12,7.8644566033397e-10,6.711847644365864e-16,1.2223236905605944e-09,9.423569965876943e-12,8.601977705093718e-10,6.959678693087766e-13,-2.0225541883585024e-38,2.0318147344793164e-38,5.227618484220547e-39,0.0,0.0,4.8473423276183826e-05,-4.7733809459831675e-05,-4.149429972215816e-08,4.062528192898003e-08,-4.0944761895270276e-08,4.0297798667315105e-08,1.0983547742247762e-09,1.9678365513824995e-08,1.6445036573106765e-39,0.0,1.086132811531642e-29,0.0,5.986263563863096e-44,6.561593976917526e-06,1.0695742631818318e-07,7.709682062497082e-32,1.6692426695573217e-37,4.572412811478836e-48,6.559656019269519e-06,1.0594564569562534e-07,1.71596678426073e-39,3.79194497617045e-50,6.562355567934053e-06,1.0522286336830412e-07,-2.1283080383495138e-08,1.6292482443006477e-37,4.5370029334384677e-48,1.718105590922907e-39,3.678495292764456e-50
4900,0.0003332241778989385,0.00033322383017470383,0.00033322667139212153,5.72555952363198e-12,4.887206579912341e-12,8.265041269077119e-10,7.221460848681374e-16,1.3157174041048378e-09,9.96483103564533e-12,9.12955384656446e-10,7.367638001960307e-13,-2.405839937564618e-38,2.444957011716382e-38,6.194854843928636e-39,0.0,0.0,4.8507185997801635e-05,-4.8716364560224706e-05,-4.2348823619251895e-08,4.205156049514701e-08,-4.268618796369398e-08,4.2230341406794966e-08,1.1649663738154507e-09,2.0576972546172473e-08,2.055127662876337e-39,0.0,1.3090871641212834e-29,0.0,7.680579768420286e-44,6.559107570979432e-06,1.0678347583625253e-07,9.013398598117709e-32,1.978645942683905e-37,5.731633092304824e-48,6.560121010119045e-06,1.0774715460248757e-07,2.084240338853608e-39,4.834137667552075e-50,6.557171496682847e-06,1.0934951559190646e-07,-2.1663108581779076e-08,1.9564603696810975e-37,5.714276475598184e-48,2.0907436264169078e-39,4.788919128113757e-50
5000,0.0003332223709379865,0.000333224519512228,0.00033322440636497137,6.054600628732222e-12,5.2713858913199595e-12,8.752742185403735e-10,7.952770765376264e-16,1.3581738678533132e-09,1.0583999477839517e-11,9.76123220588526e-10,8.002459413890371e-13,-2.86794746561881e-38,2.868679706949964e-38,7.381779840514455e-39,0.0,0.0,5.044553708385164e-05,-5.0644256860003494e-05,-4.378867991777171e-08,4.220017533798743e-08,-4.47456209108821e-08,4.31942082764528e-08,1.2051374033274044e-09,2.0885963406354545e-08,2.5844823204482618e-39,0.0,1.5385274605971248e-29,0.0,9.649149981435423e-44,6.557194178730122e-06,1.0973732973338114e-07,1.0828264475653262e-31,2.390634312954441e-37,7.323863744325007e-48,6.557798486947203e-06,1.1085326834593477e-07,2.5201621098172812e-39,6.199366291355096e-50,6.5559400983961e-06,1.091045733416961e-07,-2.207231002188388e-08,2.368043359910439e-37,7.274784016631534e-48,2.5546268915369245e-39,6.21399305052016e-50
