miliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
2700,0.00033327461906890274,0.0003332746637205835,0.00033327463686916986,6.569134022272187e-13,6.940703525844629e-13,1.9096315150336595e-10,7.147625892867658e-17,3.1160217199855856e-10,1.4115079919776916e-12,1.5125793792406757e-10,1.211778619793179e-13,-1.3044066163784442e-40,1.1421367848527243e-41,4.797447477917855e-42,0.0,0.0,2.6997483662892766e-05,-2.6543180611092366e-05,-1.7266636958798986e-08,1.6506256236020038e-08,-1.7358494374086037e-08,1.702185673045214e-08,3.3748479253998643e-10,1.0235234122382524e-08,2.338122307522749e-41,0.0,2.732218700333017e-31,0.0,9.776121382476454e-46,6.607801513289852e-06,5.975708975325166e-08,1.646333026773118e-33,3.308439706714596e-40,-2.185029417458955e-50,6.607659770307062e-06,5.987429563111281e-08,-1.9218927873901903e-41,-6.991903643436335e-53,6.606096007424109e-06,5.825333117390382e-08,-1.0834445531836846e-08,-7.426948391555034e-41,-6.519183329187999e-50,-1.613146053724434e-41,-7.081085805012986e-54
2800,0.000333272567763678,0.00033327201656695654,0.00033327267174984544,6.152456686267193e-13,8.389859933394765e-13,2.0952045844815013e-10,6.963270217134572e-17,3.2081353045449693e-10,1.5352117893091822e-12,1.570164064186799e-10,1.3143114847729755e-13,1.3212304749222096e-40,2.243913447163959e-40,1.1620853507895834e-40,0.0,0.0,2.782131211068738e-05,-2.8596900065953737e-05,-1.742470771543433e-08,1.7303248137306832e-08,-1.8297898846342758e-08,1.7374441528427158e-08,3.4761783835088954e-10,1.0644373053898864e-08,3.8352614382639376e-42,0.0,5.716576433376154e-32,0.0,-3.431738458392084e-46,6.604216806678326e-06,6.111412308850988e-08,3.0829798209802274e-34,-1.0018707625009184e-39,7.463737109319291e-50,6.605227239574638e-06,6.286950018548826e-08,1.8395182864422477e-41,-1.1497653767286864e-53,6.603167958544653e-06,6.148731867801233e-08,-1.120779463314002e-08,1.8177623554456526e-39,-2.4257151626223253e-50,-1.6846490559499748e-41,4.368836051158034e-52
2900,0.00033326780693294054,0.0003332702257240575,0.00033326949014664877,7.955574172167379e-13,9.071633017668127e-13,2.2573470536636744e-10,8.7409225196201e-17,3.747585147851243e-10,1.859487964165811e-12,1.794727478737947e-10,1.6003787693603728e-13,-2.661022285064868e-40,1.7344281429768989e-40,4.726142747091775e-41,0.0,0.0,2.9294840699977435e-05,-2.8774736469127883e-05,-1.9462420640103808e-08,1.8607088993076423e-08,-1.941142887922901e-08,1.8726309533536383e-08,3.8367061873232193e-10,1.0850342430520633e-08,-7.823720968959065e-42,0.0,1.408390811122472e-31,0.0,4.973768353113619e-46,6.603005711604595e-06,6.387677263141247e-08,-3.3482828654843774e-35,3.567930407572427e-39,7.28753413706805e-50,6.60222484413839e-06,6.565074228919462e-08,1.6279432479520412e-41,-2.560109143247432e-52,6.601114233757123e-06,6.429156449797341e-08,-1.1719782687245922e-08,1.9384078989495367e-39,-6.219694208129714e-50,2.251999827880631e-41,-9.455956138645658e-53
3000,0.00033326685156694725,0.0003332669162340636,0.0003332664878698745,8.980920477549131e-13,9.152089605059968e-13,2.444808932110016e-10,9.553932263232048e-17,4.043932674974968e-10,1.9817083622244825e-12,2.0258838691225364e-10,1.6288566173836688e-13,-2.8311355759026826e-40,1.0955774691605007e-40,1.051862715438894e-40,0.0,0.0,2.9290735374587236e-05,-3.06685194138924e-05,-1.9347328846605804e-08,1.9784465207121217e-08,-1.9755837265262492e-08,1.9164652324829973e-08,4.2427611298645376e-10,1.1401885581988773e-08,2.8686432756043654e-41,0.0,4.056828839229185e-31,0.0,-3.626508195280153e-46,6.600961216578667e-06,6.522526939389478e-08,9.147216150937534e-34,4.916165811450277e-39,-6.039574669765275e-50,6.600034939190299e-06,6.72722562659688e-08,2.381159007592172e-41,2.9235313894242786e-52,6.6003159252930414e-06,6.583942179147528e-08,-1.1729626090169868e-08,4.951906065202352e-39,-4.1624006312535105e-50,3.8011235679672605e-41,8.772956782980306e-54
3100,0.00033326530972984145,0.0003332654374015233,0.00033326571381909245,9.619001474050945e-13,1.1011014154658797e-12,2.830647936248784e-10,1.2337597655511427e-16,4.330068407937968e-10,2.2955229075701025e-12,2.3080980473129065e-10,1.7814441649423428e-13,-6.294348911069273e-40,4.642591890230761e-40,1.4787493031752175e-40,0.0,0.0,3.102652819714503e-05,-3.0926892639312444e-05,-2.113950120536877e-08,1.9954561634722876e-08,-2.124807739803024e-08,2.1231563747258416e-08,4.458329074319491e-10,1.2249850582195529e-08,2.1067169069058066e-41,0.0,4.475762233176865e-31,0.0,-3.559035415942898e-46,6.597686279414163e-06,6.983601577682915e-08,3.238263178064719e-33,5.055518170429709e-39,-2.4865327717692757e-50,6.598692669483124e-06,6.855869154147684e-08,-1.8730240530472526e-42,-2.7686772848946548e-52,6.59906398761525e-06,6.891955261721761e-08,-1.23148193726484e-08,3.5719867015066964e-39,-1.6389861933783233e-50,1.56913206339434e-41,-4.639793831297942e-52
3200,0.0003332633860599978,0.00033326263818350834,0.0003332632751971923,1.0057536395959488e-12,1.1790692964745004e-12,2.96737173898859e-10,1.247648666824309e-16,4.830156122612441e-10,2.503471648788861e-12,2.4710643644334986e-10,2.024654318585704e-13,-8.40280517758361e-40,7.681285887015433e-40,7.302621862656962e-41,0.0,0.0,3.1530506614936706e-05,-3.173395237892292e-05,-2.1609258984122266e-08,2.0973457779771515e-08,-2.2210806810329184e-08,2.1934915443756892e-08,4.597581307848374e-10,1.2673208010547783e-08,5.292159899457432e-42,0.0,3.0607155370099174e-31,0.0,1.5522646774495918e-46,6.5956412380624635e-06,7.123598085195542e-08,2.7478986317020867e-33,7.194404369363416e-39,-1.7012402073868114e-50,6.595931945551761e-06,7.134151031913004e-08,5.565415516729921e-41,4.792621223634324e-52,6.596998225290803e-06,7.154306544646714e-08,-1.3045564331502662e-08,2.7625155841273506e-39,-4.4848835078388894e-51,2.57288312238962e-41,2.0367717748400408e-53
3300,0.0003332604060337066,0.00033326128777950596,0.00033325896746184985,1.1432507011599071e-12,1.2765589981113552e-12,3.1663459327697324e-10,1.5428906055257272e-16,4.904459775249691e-10,2.6226570765978787e-12,2.935173730232115e-10,2.3176427454627125e-13,-6.691301323523958e-40,7.158810526571976e-40,1.0833461524540414e-40,0.0,0.0,3.351098187677085e-05,-3.241431099824361e-05,-2.2706202836111867e-08,2.276916684105352e-08,-2.318111824618922e-08,2.264226810099892e-08,5.035599793413843e-10,1.3038497186029467e-08,3.7065543919680815e-41,0.0,5.208947383736783e-31,0.0,-2.159222463835698e-46,6.594202994314619e-06,7.321083514401573e-08,3.421053434949465e-33,4.2976839192155035e-39,4.031365858254334e-50,6.593728590177945e-06,7.410162938503745e-08,1.1856375422607644e-41,-2.516626903700427e-52,6.594704875604772e-06,7.23899703474874e-08,-1.3112709828272403e-08,8.125896502005332e-39,8.82121305215342e-50,3.526467593799942e-41,3.283918955687698e-52
3400,0.00033325881802514205,0.0003332586635196022,0.00033325939220052984,1.2931861976377837e-12,1.4066872371197063e-12,3.4489390336625585e-10,1.601597356001356e-16,5.230321065605673e-10,3.0987008635616655e-12,2.9951733766166433e-10,2.554795691763857e-13,-1.190348191397401e-39,1.1409382040506193e-39,2.2914283478413432e-40,0.0,0.0,3.391052183746202e-05,-3.440757163272609e-05,-2.448355608824155e-08,2.391532335106525e-08,-2.3658046284624306e-08,2.321829762034862e-08,5.409378315265589e-10,1.3178875506939562e-08,8.871382008997627e-42,0.0,6.258637905200183e-31,0.0,8.22788181104182e-46,6.589940501076652e-06,7.430765869207187e-08,3.629181080995714e-33,8.321616079511137e-39,-2.780569769019091e-50,6.59318390035937e-06,7.66228610489994e-08,4.159649419947623e-41,7.593424975724592e-52,6.592370991528468e-06,7.378018028277967e-08,-1.3853790818552059e-08,8.317752569604353e-39,6.708348609606706e-51,5.011055092461175e-41,-3.0783208859426073e-52
3500,0.0003332553762175452,0.00033325674500501106,0.000333255355067302,1.564318207901298e-12,1.5441295222435668e-12,3.5435078669940447e-10,1.8518774088259215e-16,5.70927937784446e-10,3.186697155487134e-12,3.332197119177109e-10,2.6658874967855043e-13,-1.2516946625473883e-39,1.1421015046013824e-39,2.6653700603086528e-40,0.0,0.0,3.504280626803706e-05,-3.570957339812603e-05,-2.4905191249351605e-08,2.475252325479578e-08,-2.5320653167902667e-08,2.5412315134324805e-08,5.805324430705919e-10,1.3764903223064338e-08,5.816786195868376e-41,0.0,7.092526772663992e-31,0.0,1.705385678383122e-45,6.590852480533917e-06,7.824996146255465e-08,6.00289982114708e-33,1.0266426594199674e-38,9.290289576814487e-51,6.589835956514801e-06,7.599969481260537e-08,7.005422382899306e-41,6.4247274239114036e-52,6.587770100429825e-06,7.854840500120142e-08,-1.4078802611962163e-08,6.578316009251575e-39,4.884464979402934e-50,6.381683319116971e-41,-1.4909545305612467e-52
3600,0.00033325348882903215,0.00033325242033887734,0.00033325221349530246,1.7660599888653043e-12,1.686919736603025e-12,3.9343203131231196e-10,2.0446611891986782e-16,6.199096705924342e-10,3.5689369689059688e-12,3.6703832131838193e-10,2.794409362240972e-13,-1.5155961565571566e-39,1.758458932255209e-39,3.3349974550169097e-40,0.0,0.0,3.6641871346780845e-05,-3.6662566819809285e-05,-2.6814806438523383e-08,2.565565716675184e-08,-2.6829450206903533e-08,2.599554189239064e-08,5.904981787723682e-10,1.4372389054650698e-08,4.451657430079339e-41,0.0,1.1896527333939372e-30,0.0,2.22652392045825e-45,6.586263359474266e-06,7.991221018243379e-08,6.873921958398538e-33,1.055995679669034e-38,1.8805411911086482e-50,6.586228427120241e-06,7.866333844321635e-08,6.450266211019219e-41,4.103397401923297e-52,6.58727852911152e-06,8.022878729315487e-08,-1.4501310557625964e-08,1.0445456727381677e-38,1.0607453669831285e-49,5.578898084339248e-41,5.8111378691951724e-52
3700,0.0003332526185421115,0.0003332532092723464,0.0003332502715480136,1.8998677377931507e-12,1.9457519910863468e-12,4.2001009700048646e-10,2.1696551191350385e-16,6.500026320546266e-10,3.945260177593421e-12,3.946047167295197e-10,3.2108721322263017e-13,-1.644020279272324e-39,1.8099234663448694e-39,3.928926829376902e-40,0.0,0.0,3.7161517555652956e-05,-3.7575519956171406e-05,-2.682143885437195e-08,2.6879198471822808e-08,-2.8026876776254656e-08,2.637313571173274e-08,6.273993525019809e-10,1.451584384822091e-08,7.89136843293552e-41,0.0,1.3027032321289748e-30,0.0,1.3316954648344221e-45,6.58597419830458e-06,8.042099697998953e-08,9.004751070119699e-33,1.637504500816063e-38,8.964449161286265e-50,6.58593627253308e-06,8.233241141735336e-08,1.3123208889975887e-40,6.357167035561102e-52,6.586034811868044e-06,8.169225109672964e-08,-1.5542464906973816e-08,1.4662611461932145e-38,1.5845086580778753e-49,1.251149279283695e-40,4.176343106638909e-52
3800,0.00033324944779709176,0.00033325101289810713,0.00033324881385196387,2.0663912251903533e-12,2.0568737465065227e-12,4.506840069785213e-10,2.5309291558690847e-16,6.832190917684364e-10,4.174516267234667e-12,4.250583681072358e-10,3.3306423825234956e-13,-2.709164367092454e-39,2.1932429163628025e-39,5.857620785570178e-40,0.0,0.0,3.7437754416349616e-05,-3.770877475631616e-05,-2.8899240336827442e-08,2.8024197938223412e-08,-2.8943881105342377e-08,2.7933009930162963e-08,6.825823721569259e-10,1.4935435535787267e-08,9.058926058478938e-41,0.0,1.557477022165045e-30,0.0,2.721237325737766e-45,6.581962307077125e-06,8.41631462170619e-08,9.775370060522669e-33,2.1271521306202715e-38,2.2335425781983512e-49,6.583027671939802e-06,8.470941318031285e-08,1.3758756942265328e-40,6.558195749656926e-52,6.584361408269542e-06,8.395776227684817e-08,-1.563375950496816e-08,1.9484008679285578e-38,2.471734662936127e-49,1.7577209706196163e-40,1.0041408659772139e-51
3900,0.0003332467641388498,0.00033324841961136623,0.0003332468170125353,2.303244403482865e-12,2.240131347193307e-12,4.685597902936734e-10,2.718397626221286e-16,7.312831595671634e-10,4.589749653981782e-12,4.6275325462379397e-10,3.7133735868396547e-13,-2.959302915675621e-39,3.0322499257425614e-39,7.78613714141318e-40,0.0,0.0,3.845843407189944e-05,-3.8270489127040504e-05,-2.998626205221406e-08,2.9186734944239196e-08,-3.03294040698663e-08,2.9116231888814685e-08,7.187266955613869e-10,1.5598656249767496e-08,1.1790730868607921e-40,0.0,2.0300992235957025e-30,0.0,4.557188460608219e-45,6.579883701990177e-06,8.751782445639213e-08,1.1901038556953638e-32,2.684560670361166e-38,2.4283871006687836e-49,6.581639128025976e-06,8.623597296241559e-08,1.930170162230651e-40,2.1458564910132466e-51,6.579211901085161e-06,8.581011546206243e-08,-1.623624992382001e-08,2.5056223871085197e-38,2.432878144685311e-49,1.7365586706829898e-40,1.640856659342691e-51
4000,0.0003332451639547537,0.0003332445066435338,0.0003332463968419915,2.5424771233152753e-12,2.4691012439053566e-12,4.911906975164843e-10,3.1790656442791314e-16,7.758260652507701e-10,5.142666434437714e-12,4.904115439466912e-10,3.8997613412363964e-13,-4.0401710454038554e-39,3.751513463491204e-39,8.683810785065065e-40,0.0,0.0,4.0509522624355096e-05,-3.995395859365627e-05,-3.0352512652535214e-08,2.9774878895884674e-08,-3.077539062281715e-08,3.0624013637876125e-08,7.602451100575415e-10,1.5874107468956074e-08,1.794220688638498e-40,0.0,2.349038367857337e-30,0.0,5.5440554031280335e-45,6.57861906052255e-06,8.802551201425306e-08,1.5621118700355047e-32,3.1614005725939165e-38,4.0042704608732575e-49,6.5790421026739524e-06,8.783406911717444e-08,2.6670931604149183e-40,2.8569467034396583e-51,6.577023355716248e-06,8.680289826072839e-08,-1.6924819284353367e-08,3.038554855798534e-38,4.159205941798544e-49,2.7051896715617045e-40,2.4565798031648863e-51
4100,0.0003332431273376003,0.00033324169076279686,0.0003332418177911422,2.7793881181322284e-12,2.611156132348726e-12,5.408884287209487e-10,3.3545648422903147e-16,8.45595903772225e-10,5.5495511666970144e-12,5.422784285099472e-10,4.396519753965652e-13,-4.451246978363049e-39,4.325465011309571e-39,1.0197908062394815e-39,0.0,0.0,4.123133086908655e-05,-4.08484178629935e-05,-3.2631451669569563e-08,3.1381930908993176e-08,-3.238812694037837e-08,3.162522330907167e-08,8.144534761769697e-10,1.647844311305289e-08,2.349692448071527e-40,0.0,3.1277577182050816e-30,0.0,7.098865653977705e-45,6.57635828814327e-06,8.896798352425124e-08,1.772403532405647e-32,3.8897801351789823e-38,4.948901323969399e-49,6.577220462574082e-06,8.992513999356317e-08,2.9912942803481367e-40,2.49744777911103e-51,6.5768500591884384e-06,9.036184045353201e-08,-1.7251544319067575e-08,3.783885667231583e-38,4.3532869054936096e-49,3.21623581610357e-40,3.021399133720863e-51
4200,0.000333241180451339,0.00033324038611810434,0.0003332416551533185,3.096639493894585e-12,2.9214746714708007e-12,5.642487460761042e-10,3.8360227227088417e-16,8.95771028146428e-10,5.8472021318573095e-12,5.692826021107381e-10,4.591316645717909e-13,-5.8666923186830093e-39,5.823345113090585e-39,1.3013348058102263e-39,0.0,0.0,4.222334571657913e-05,-4.180895506574437e-05,-3.3370272096037794e-08,3.2948939883471534e-08,-3.292359494133736e-08,3.23958529711749e-08,8.235255137024811e-10,1.6936371000285082e-08,2.7534570394644006e-40,0.0,3.4781782079871226e-30,0.0,7.696094886616062e-45,6.5740250088604535e-06,9.166907479124807e-08,2.383747260996452e-32,4.554936292529068e-38,5.758630899331175e-49,6.574863244223659e-06,9.151704852390015e-08,3.9794611684261175e-40,4.103240967336635e-51,6.574044155210777e-06,9.356895815442752e-08,-1.8008543660631048e-08,4.3896323904607497e-38,6.287775428919422e-49,3.787230913616223e-40,3.923810715763411e-51
4300,0.00033323788642536606,0.0003332369368211361,0.0003332383168105983,3.3757252757435044e-12,3.0692854001489914e-12,6.074145407587393e-10,4.226886464615838e-16,9.634745827051223e-10,6.495568428120201e-12,6.311454227106838e-10,4.923347214573722e-13,-7.128869305006455e-39,7.008976101445758e-39,1.6131919117862513e-39,0.0,0.0,4.369733134381627e-05,-4.2372201965347116e-05,-3.447126385042373e-08,3.432957125268458e-08,-3.4708660642755197e-08,3.429708012128516e-08,8.840724054510348e-10,1.720652517266833e-08,4.059804241716204e-40,0.0,4.225092407828597e-30,0.0,1.216401350787069e-44,6.5714906402225575e-06,9.58761451822533e-08,2.683117874129946e-32,5.956305894229965e-38,9.205809122153633e-49,6.57181681995325e-06,9.584735145691014e-08,5.134347198924995e-40,5.371842752684044e-51,6.572640994290992e-06,9.511139157889679e-08,-1.8172051710305748e-08,5.920516080417877e-38,8.57279998788883e-49,5.145582133867816e-40,5.941788197986711e-51
4400,0.0003332369353192693,0.0003332357377243808,0.00033323751839200376,3.647946085144221e-12,3.3723402023945246e-12,6.331156577229742e-10,4.643946188561463e-16,1.0055006720954677e-09,6.911214727330354e-12,6.703919412402973e-10,5.384853196287102e-13,-8.863002644265348e-39,8.90016498099572e-39,2.1995689459716808e-39,0.0,0.0,4.444211353716908e-05,-4.421531305176264e-05,-3.574763368578474e-08,3.496875597617874e-08,-3.582762951149938e-08,3.555321422145024e-08,9.108940367925661e-10,1.8119004689592994e-08,5.806455435056483e-40,0.0,5.156991329172985e-30,0.0,1.8401535280486436e-44,6.568439739451877e-06,9.780504976841368e-08,3.4863054669930386e-32,7.178458790948048e-38,1.2948358114996968e-48,6.568814248247815e-06,9.577869972715073e-08,6.7705111008793685e-40,1.0095176396186645e-50,6.571020507448991e-06,9.858647178352761e-08,-1.8716339915436727e-08,7.415361314850647e-38,1.3616603551736443e-48,6.244909454065963e-40,9.762936619604888e-51
4500,0.0003332330312847547,0.0003332336984209506,0.0003332351739612352,4.0835984324504295e-12,3.692731486463908e-12,6.66611036133037e-10,5.03837867316996e-16,1.0570302748818378e-09,7.39030543650571e-12,7.116269799376124e-10,5.749799038671968e-13,-1.1327164665161832e-38,1.1099635529508068e-38,2.8047450922314916e-39,0.0,0.0,4.487966574407107e-05,-4.509176807414745e-05,-3.6723063207683076e-08,3.5895969578676e-08,-3.703747665245018e-08,3.708257048467846e-08,9.838326207862943e-10,1.8130334771547252e-08,7.693121461427473e-40,0.0,6.437151946443099e-30,0.0,2.6396844250812514e-44,6.5689654863967135e-06,1.004848436363885e-07,4.33733135556042e-32,8.913617871711633e-38,1.8653807891591666e-48,6.568653603266211e-06,9.822223690157782e-08,8.565395788078368e-40,1.5441952901385092e-50,6.568008726788973e-06,9.984156258691403e-08,-1.9568192462620225e-08,8.954154548589904e-38,1.9509132218684548e-48,8.240906378645238e-40,1.5160160490777976e-50
4600,0.00033323281820001044,0.0003332303767035827,0.00033323227391574624,4.43018773247215e-12,3.9523895957775035e-12,7.011558192101543e-10,5.588515368499476e-16,1.1252473555217623e-09,7.99821232128068e-12,7.737885551177001e-10,6.166787679712729e-13,-1.3618025782463654e-38,1.352049572332351e-38,3.502289209654925e-39,0.0,0.0,4.5617249997686696e-05,-4.647480889532555e-05,-3.816955654912597e-08,3.7619894293136935e-08,-3.8027052829112685e-08,3.839694492550812e-08,1.009562086076522e-09,1.9100327238259506e-08,1.0227269393881392e-39,0.0,7.888197277957246e-30,0.0,3.560612922633836e-44,6.5656748735780825e-06,1.0228991629304613e-07,5.17155669536247e-32,1.1325107383831732e-37,2.5494102145818758e-48,6.565246107031346e-06,1.0054849974126412e-07,1.0677911115599259e-39,2.0483022743239077e-50,6.56677039762576e-06,1.0255855450672196e-07,-1.9674625764518272e-08,1.1390431008319474e-37,2.682389932247335e-48,1.0738234844249656e-39,2.117846545811729e-50
4700,0.00033323021086188633,0.0003332296159076973,0.0003332311684810194,4.841884984815587e-12,4.209496770364474e-12,7.480648760019101e-10,6.172027132656135e-16,1.1756357101883232e-09,8.742694698255063e-12,8.228344388446514e-10,6.567781452671985e-13,-1.7049678209237133e-38,1.6831851362477275e-38,4.201614970028592e-39,0.0,0.0,4.6861583128610785e-05,-4.6548030596550245e-05,-3.968574667076159e-08,3.8783623626163786e-08,-4.02525196197749e-08,3.981231024592951e-08,1.0848350851842924e-09,1.9500810128262192e-08,1.3078085878581522e-39,0.0,9.387751637266236e-30,0.0,4.647786175637105e-44,6.562218215084274e-06,1.0307718208437577e-07,6.269951005070642e-32,1.3676321465689738e-37,3.559880023627821e-48,6.564700757971294e-06,1.0456550615924254e-07,1.3875362988751025e-39,2.809204239066347e-50,6.563154204159225e-06,1.0255164209432414e-07,-2.0711294037556693e-08,1.3492435126565531e-37,3.54738785709631e-48,1.3616640044123732e-39,2.892321461310403e-50
4800,0.00033322847874284666,0.0003332282899255643,0.00033322854277586134,5.210203735718728e-12,4.4790675193030205e-12,7.79739849185747e-10,6.745906638640425e-16,1.248336969581299e-09,9.481402168281048e-12,8.615243229485171e-10,6.933798167993955e-13,-1.9917352193276934e-38,2.038457399238631e-38,5.0922580349291225e-39,0.0,0.0,4.821299773066932e-05,-4.7781884539287514e-05,-4.0744923947790644e-08,3.94929921270612e-08,-4.184543236893697e-08,4.038419413344909e-08,1.1040933854625835e-09,2.0053108821957677e-08,1.6704550807117756e-39,0.0,1.1092292637824362e-29,0.0,5.991078517944357e-44,6.560679469758397e-06,1.0659791394380708e-07,7.674915292712616e-32,1.664562315169547e-37,4.551325365179638e-48,6.562084925464348e-06,1.0529458379753598e-07,1.7039645520021524e-39,3.786230851408219e-50,6.562258173238715e-06,1.0545836672608725e-07,-2.0875986319024272e-08,1.6790158823083128e-37,4.507243916366693e-48,1.6849317673757986e-39,3.746568256280676e-50
4900,0.0003332238954959448,0.0003332242397009508,0.00033322548669877756,5.606579158113095e-12,4.822757611386117e-12,8.10904311734596e-10,7.345092161623322e-16,1.2880904238358804e-09,1.0003876007180591e-11,9.162481085744045e-10,7.409312926094198e-13,-2.4155814219749404e-38,2.4347010360400174e-38,6.170568379803181e-39,0.0,0.0,4.9554785497836745e-05,-4.9592067199221525e-05,-4.2937744640828694e-08,4.1730107842434175e-08,-4.2542970148572275e-08,4.135933917116886e-08,1.183974402954127e-09,2.017041326236126e-08,2.042952812878934e-39,0.0,1.3080752194058127e-29,0.0,7.647494858813703e-44,6.558705413992908e-06,1.0842968064052391e-07,9.184560813187196e-32,1.9986048959772543e-37,5.75589086762908e-48,6.558040015972697e-06,1.0837558039876924e-07,2.060700262405112e-39,4.833396307799522e-50,6.557426351513081e-06,1.0831468516565085e-07,-2.1669419576029062e-08,1.9839919520613587e-37,5.710613746420441e-48,2.098272923656711e-39,4.776155775506289e-50
5000,0.00033322472607306037,0.00033322380071491126,0.0003332227040168954,6.216543173804746e-12,5.162247414285068e-12,8.529909360353553e-10,8.01766023539099e-16,1.3746061828340662e-09,1.0857457173349426e-11,9.925486301722895e-10,7.989832948707644e-13,-2.911985219494851e-38,2.8631315027554687e-38,7.476214853692743e-39,0.0,0.0,5.0271584872408026e-05,-4.950043414834443e-05,-4.452337249265043e-08,4.2991714775236106e-08,-4.348877561749526e-08,4.329519079861239e-08,1.2302064833613238e-09,2.0695187914860637e-08,2.5756892197477765e-39,0.0,1.5348213560011063e-29,0.0,9.737429826806254e-44,6.5579767723225e-06,1.1088622419756233e-07,1.0754603219121524e-31,2.341972248032087e-37,7.222578234560023e-48,6.5566939433077686e-06,1.0853607921263303e-07,2.5374544876158047e-39,6.150880876106696e-50,6.555167885313347e-06,1.096184594981912e-07,-2.1834083957693274e-08,2.3602792617914954e-37,7.233244633148603e-48,2.5488657596203628e-39,6.225710542668641e-50
