miliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
2700,0.0003332740256399596,0.00033327444786504723,0.0003332748403189966,5.093164234109325e-13,7.693076046719495e-13,1.9633451722477591e-10,6.799243199974318e-17,3.2840627787179423e-10,1.5120704341903917e-12,1.6205895995025855e-10,1.2423150042808619e-13,-3.981784538923432e-40,2.276909654690223e-40,2.5258265664122983e-41,0.0,0.0,2.673819818201488e-05,-2.6575538623106798e-05,-1.765989889265051e-08,1.613004961651237e-08,-1.6417746611642227e-08,1.6380997394591812e-08,3.371822514330099e-10,1.045286334633549e-08,-1.40306915228119e-41,0.0,2.6085954938841145e-31,0.0,3.9443640480629425e-46,6.607414637191221e-06,6.036946939369531e-08,-4.974143880828645e-34,-1.7077590387847527e-41,3.679764410176867e-50,6.607619956204477e-06,6.045504263797169e-08,-1.625398108232828e-41,-2.5506069822324503e-52,6.608318013123639e-06,6.035316196030087e-08,-1.0437944266975578e-08,1.9564287739923772e-39,3.7558077420961537e-50,3.3653282824000954e-41,-2.388957507179258e-52
2800,0.00033326996894115157,0.0003332704786005563,0.0003332722638603258,6.686503023647881e-13,7.456053008784418e-13,2.080756907778032e-10,7.25197864875818e-17,3.4369651511943035e-10,1.6550941766730842e-12,1.789128425750463e-10,1.348541431553267e-13,4.299275471852498e-41,3.786707202086955e-40,7.897642855370347e-41,0.0,0.0,2.7820509401062647e-05,-2.8109086064467532e-05,-1.8446832857585468e-08,1.7000241053775515e-08,-1.820536565194619e-08,1.8186532493215945e-08,3.734913578003737e-10,1.0860446707414932e-08,1.4864707626868568e-41,0.0,3.041860579336115e-32,0.0,3.4065076815679745e-46,6.6049463370094765e-06,6.146471004089647e-08,-2.4978332012570214e-34,1.959095290764291e-39,2.7261841868669116e-50,6.604482996537098e-06,6.048143890280022e-08,2.8225016448875226e-41,2.2029760729631716e-53,6.6041732739213365e-06,6.088412645813452e-08,-1.0912634315702056e-08,8.09350915670287e-40,-7.085967886489345e-50,-1.323962167785774e-41,2.4993175739790036e-52
2900,0.0003332694380008369,0.0003332702928894422,0.0003332678044732796,7.866478145067495e-13,9.183297864114465e-13,2.347344466005908e-10,8.55869079700537e-17,3.472565513373105e-10,1.7223737088230885e-12,1.8127885021004656e-10,1.4778584481034343e-13,-1.1477362257032575e-41,1.844037627650858e-40,-2.5101725552759536e-41,0.0,0.0,2.944789327112076e-05,-2.9024624285515276e-05,-1.892010024673114e-08,1.9018506768000718e-08,-1.949191857513036e-08,1.8361880196242023e-08,3.7920016826542307e-10,1.083047764810386e-08,-1.738872839565236e-41,0.0,3.1549550792300096e-31,0.0,1.8021202320935803e-46,6.600970396956926e-06,6.51665398038513e-08,1.5249992580200735e-33,7.027093058322448e-40,2.558932514008095e-51,6.603087096061049e-06,6.330692364103697e-08,-1.0090667320186409e-41,1.0117418589478676e-52,6.602729205681963e-06,6.33211210977245e-08,-1.121903609622777e-08,1.6666496318136454e-39,1.0822172858079194e-50,3.1809684526166165e-41,2.116779536405027e-52
3000,0.00033326696757625,0.0003332686176627417,0.0003332665989727555,8.10457907940387e-13,9.366953594282553e-13,2.379419542602675e-10,9.419968843183577e-17,4.0538855863289656e-10,2.0245523087620132e-12,2.0914772769184483e-10,1.7936139285147966e-13,-2.82391486225037e-40,6.294380104354115e-40,3.369241450776581e-41,0.0,0.0,3.01328406565078e-05,-3.0054932203902714e-05,-2.005661670264763e-08,2.015099777572632e-08,-1.9957949204074033e-08,2.0001598142456135e-08,4.030801698222961e-10,1.1729834445129869e-08,2.8881550446543555e-41,0.0,3.3981285329354114e-31,0.0,-2.7488082443557624e-47,6.601058603834469e-06,6.6936268000717e-08,3.9143596789530294e-34,3.532695058663381e-39,-5.335110446716344e-50,6.599317636939145e-06,6.584147490769124e-08,3.7962338828105143e-41,-3.039150086912907e-52,6.599402502404158e-06,6.538113765605464e-08,-1.2029713085587459e-08,2.2838572289702288e-39,7.213043756314432e-50,-7.479631859617482e-43,1.2987462712307897e-52
3100,0.0003332663375534309,0.00033326478809388003,0.00033326459123676457,1.0284724611462298e-12,1.1018656051802522e-12,2.734569555501694e-10,1.2156557484963944e-16,4.3851168256581526e-10,2.1703444625596034e-12,2.302285029411761e-10,1.783555819304404e-13,-7.229263302615743e-40,4.4345206431511975e-40,3.963128812113294e-41,0.0,0.0,3.070979077312737e-05,-3.1233470478587306e-05,-2.1073627401212092e-08,1.986430248922153e-08,-2.1442996295912384e-08,2.0060768514486703e-08,4.3024023926531115e-10,1.1836589087291467e-08,2.7528483216084343e-41,0.0,2.9457743628423294e-31,0.0,3.41220214335832e-46,6.597740029082879e-06,6.785171442678194e-08,1.7717211026031183e-33,3.6282866712197844e-39,6.791645316394166e-50,6.5990844248853615e-06,6.976693208082285e-08,3.141343172923155e-41,5.573064478723205e-52,6.597634178832135e-06,6.772846325532704e-08,-1.2307934259462767e-08,1.894163788231809e-39,-1.803462475573479e-50,1.4838213479615676e-41,-2.614901953414183e-53
3200,0.00033326262764673495,0.0003332630898848366,0.0003332631500606558,1.0189217424419514e-12,1.1835423257249755e-12,3.033829014232476e-10,1.1754203945349488e-16,4.70867928912121e-10,2.5859311642458753e-12,2.59996274961618e-10,2.1166652580601153e-13,-8.738667602987593e-40,3.1701063286951554e-40,8.351758161457925e-41,0.0,0.0,3.143250271026438e-05,-3.268138555231248e-05,-2.1814357591618027e-08,2.177127474952495e-08,-2.1396869656270504e-08,2.2113973499394896e-08,4.929628892476219e-10,1.215334248755856e-08,2.1112287828176113e-41,0.0,4.316461780542084e-31,0.0,4.523995065710102e-46,6.5963768195110835e-06,7.038886903629921e-08,1.957655983973299e-33,2.485733392290393e-39,3.673126699870258e-51,6.59725263086718e-06,7.188788844793207e-08,5.781995670605369e-41,-2.9434220263628055e-53,6.594617202571608e-06,6.962909719181127e-08,-1.2798798588903097e-08,3.735687446901439e-39,5.239182140065274e-51,4.4423535374739247e-41,6.976248311693778e-52
3300,0.00033326085550984763,0.00033325955276474205,0.0003332600217274839,1.238816122697607e-12,1.3166983073959182e-12,3.1823775056632997e-10,1.5454531290888039e-16,5.168224761166502e-10,2.8118529089892856e-12,2.848824384345211e-10,2.286809761591106e-13,-4.717958789549523e-40,8.144256208903994e-40,1.3799919907535571e-40,0.0,0.0,3.34425858224975e-05,-3.273637355178565e-05,-2.355891439472921e-08,2.2398325659176532e-08,-2.304597857204065e-08,2.2210913822469913e-08,4.925753561627493e-10,1.3056066870278118e-08,2.00450139060412e-41,0.0,5.353747040109673e-31,0.0,1.442218580761558e-45,6.595068568996605e-06,7.404176383248817e-08,3.8801777928817885e-33,5.393637675851998e-39,5.599281400950792e-50,6.5924435140702324e-06,7.149678453048258e-08,2.5628879307958477e-41,-1.9973650976178356e-52,6.59512691208347e-06,7.341881023842866e-08,-1.3090085665139096e-08,4.673026055892663e-39,4.822996086170351e-50,1.3376456647339808e-41,5.32918424545222e-52
3400,0.00033325662827508916,0.0003332574358631034,0.0003332570138639533,1.3839750602561824e-12,1.5055227110741949e-12,3.360315587218313e-10,1.5580810810516395e-16,5.343489373593546e-10,3.067817333103168e-12,2.990416234796769e-10,2.3982981982825577e-13,-9.618916369461083e-40,1.0843111787926256e-39,2.279317119267992e-40,0.0,0.0,3.46558260891909e-05,-3.434470655437159e-05,-2.399715481245951e-08,2.3824702240015005e-08,-2.4124788475354643e-08,2.392935230400126e-08,5.364307069938941e-10,1.310784215302379e-08,2.51077253744825e-41,0.0,5.273226490570341e-31,0.0,9.568207276934967e-46,6.591361212814903e-06,7.426070571823534e-08,2.836268201161634e-33,5.892655907707949e-39,1.0797074419584577e-49,6.590223991814454e-06,7.408746257096854e-08,4.160724079482615e-41,-7.666089611073784e-53,6.591950230125412e-06,7.603268153005755e-08,-1.3738016553340683e-08,9.626484782633474e-39,3.649606835155043e-50,6.125099040327989e-41,5.579690535610549e-52
3500,0.00033325650551998664,0.0003332564199452549,0.0003332576159095397,1.5209112455937904e-12,1.5867096235624483e-12,3.6406676386849507e-10,1.7380103393316344e-16,5.560261627349898e-10,3.2826536122449796e-12,3.376597487710794e-10,2.742678722805016e-13,-9.821359146378974e-40,9.433548713471227e-40,2.8191595055508004e-40,0.0,0.0,3.5011186589932836e-05,-3.450718982740975e-05,-2.5818807324452505e-08,2.5200360760566867e-08,-2.502814891587254e-08,2.4419479959789274e-08,5.786528439914099e-10,1.3596387705119508e-08,4.1598888303885665e-41,0.0,7.722676757295336e-31,0.0,2.6236492768638404e-46,6.589519369765859e-06,7.742948465071171e-08,5.220690423863869e-33,8.627351986323184e-39,7.0087145761192205e-50,6.588554959173071e-06,7.738269865552781e-08,4.461753516609984e-41,-3.1908540524819822e-52,6.588017252702431e-06,7.679110985699773e-08,-1.4320696129302417e-08,8.99185173108425e-39,1.0390600309644175e-49,7.60926323001737e-41,7.380470838221437e-52
3600,0.00033325346474461697,0.0003332534249570571,0.00033325341947584885,1.658790331858102e-12,1.6929655639470263e-12,3.754595234407107e-10,2.0001423943413205e-16,6.0714233684841e-10,3.5436995771479745e-12,3.5549298008420887e-10,2.835802132601557e-13,-1.3794280363661904e-39,1.4719854772951197e-39,2.895675993598869e-40,0.0,0.0,3.551533060268153e-05,-3.623375265380183e-05,-2.625608521560096e-08,2.5216542831150133e-08,-2.656267661090171e-08,2.5588160577877487e-08,6.235053088195697e-10,1.4007594624938682e-08,3.3249039599400005e-41,0.0,1.08037442362792e-30,0.0,1.8153917499067706e-45,6.5887655014764455e-06,7.963127127576419e-08,5.324824991363768e-33,1.1730906815710723e-38,1.131239009382444e-49,6.5878198550079235e-06,7.881989986103434e-08,5.892806733712252e-41,-6.324077918070762e-53,6.587004625099975e-06,7.946796955110793e-08,-1.4799170084554189e-08,1.223332681203592e-38,7.481833355479375e-50,1.0517428565086234e-40,4.8270778451741286e-52
3700,0.00033325164187324267,0.0003332531167137843,0.0003332516336472058,1.948612701959998e-12,1.8648402093163427e-12,4.22632305421777e-10,2.3183424746393544e-16,6.566455956994083e-10,3.88642946419997e-12,3.8787832585220825e-10,3.0593141361865727e-13,-2.076234252912502e-39,2.1281329253313314e-39,4.275734584060285e-40,0.0,0.0,3.6756995982647056e-05,-3.70942464723684e-05,-2.68606766473415e-08,2.7159470295065823e-08,-2.7755518254523864e-08,2.7087300344687663e-08,6.587999846870788e-10,1.4951282415156894e-08,5.209139293298503e-41,0.0,1.2648566378611637e-30,0.0,2.2754635398720248e-45,6.5839449743503596e-06,8.245184594597977e-08,8.563124043955221e-33,1.54869843197099e-38,6.635786619134558e-50,6.585853233278017e-06,8.052017936781106e-08,1.066811753680298e-40,4.187113460862578e-52,6.584167446509628e-06,8.318318110193943e-08,-1.534933084929484e-08,1.3061713886522598e-38,9.156811238222502e-50,1.0872636197075786e-40,7.385165628040674e-52
3800,0.0003332501867231608,0.00033324838782526845,0.00033324939041835344,2.1723973120861063e-12,2.0340178591404546e-12,4.346923664603186e-10,2.478191017422345e-16,6.843083542886902e-10,4.288025069475848e-12,4.2634218166284705e-10,3.4656680048392674e-13,-2.115714769214781e-39,2.5241716262993962e-39,5.817293878167421e-40,0.0,0.0,3.802754136971278e-05,-3.7655605399230676e-05,-2.804571818635425e-08,2.791977510663567e-08,-2.79674371053326e-08,2.7766983785863958e-08,6.918941019123568e-10,1.5362748164101707e-08,8.031961555153118e-41,0.0,1.477846055885067e-30,0.0,2.875380263274528e-45,6.582925684467501e-06,8.354451246974381e-08,1.0489100398199607e-32,2.132159018797683e-38,1.8422066973694213e-49,6.583588376523422e-06,8.534820557222522e-08,1.5550947243279705e-40,7.168748818340577e-52,6.581479622590102e-06,8.400863644459138e-08,-1.59123781644029e-08,2.2103523341772397e-38,1.2885335998108728e-49,1.6949348668716426e-40,1.579906679216978e-51
3900,0.00033324803947890996,0.0003332458525704846,0.0003332469560610473,2.2348296669873533e-12,2.3435928145688968e-12,4.7969788821977e-10,2.7822694953953966e-16,7.437226768845546e-10,4.81892363074028e-12,4.6036144108008845e-10,3.6409636814543766e-13,-3.0109900712895714e-39,3.141803125815965e-39,7.781166004552134e-40,0.0,0.0,3.876306884561766e-05,-3.8358032990196405e-05,-2.913829217065563e-08,2.8522584043475428e-08,-2.985122237670544e-08,2.944843652715978e-08,7.127493753980921e-10,1.529025757974735e-08,1.3895006080249814e-40,0.0,1.9137640350908624e-30,0.0,3.2709271693702185e-45,6.581764666001173e-06,8.455519925052884e-08,1.1792713250502485e-32,2.508894624055194e-38,2.3710494083504137e-49,6.5804359975159106e-06,8.639822287503271e-08,1.6846803177731136e-40,1.5557765896596537e-51,6.57903293987612e-06,8.679030558226121e-08,-1.5961932838737695e-08,2.4149528242543114e-38,2.8026418780149066e-49,1.8869527944551464e-40,2.0555255077016363e-51
4000,0.00033324639804210263,0.00033324432985331844,0.00033324617504956934,2.5456199463264527e-12,2.508152639300385e-12,5.114297060339384e-10,3.1445794366987304e-16,8.044067542229011e-10,4.958186079929314e-12,4.983288320961702e-10,4.0382768547272323e-13,-3.7972635647092127e-39,3.884356869972466e-39,8.84459170785592e-40,0.0,0.0,4.0720635685923046e-05,-3.9661038936445145e-05,-3.15824707964716e-08,3.0751419570386785e-08,-3.1411647408485166e-08,3.0572244462020264e-08,7.564399098223596e-10,1.612649978147666e-08,1.753498106183079e-40,0.0,2.5678916315777798e-30,0.0,5.935437694549594e-45,6.57700037347742e-06,8.70339224011556e-08,1.6447939181500782e-32,3.0081259802886837e-38,3.568383715029858e-49,6.5795207192535455e-06,8.724253683448682e-08,2.5024185197106315e-40,2.1176202418563443e-51,6.577483414019489e-06,8.845705413533905e-08,-1.6676370126304764e-08,2.8907047013548987e-38,3.770959286928683e-49,2.6720782188975586e-40,2.2063884310635564e-51
4100,0.00033324257951873186,0.0003332429352608107,0.0003332429418714963,2.812057560595977e-12,2.7068569928759594e-12,5.198343610253935e-10,3.4772147359548713e-16,8.370789820188996e-10,5.561482024305567e-12,5.387032098464453e-10,4.3125161504612723e-13,-4.8234364737438055e-39,4.3018461636872714e-39,1.1499037274777077e-39,0.0,0.0,4.024880162986415e-05,-4.043264036522545e-05,-3.187487105158183e-08,3.1673680432530837e-08,-3.239644269000358e-08,3.1180036627259976e-08,8.156523654266074e-10,1.6502239251086673e-08,2.2069326980438135e-40,0.0,2.846188569966893e-30,0.0,5.846346539429716e-45,6.576889065897588e-06,9.076818478783854e-08,1.8555275034866732e-32,3.9547989374459645e-38,5.0689323814116704e-49,6.574996344475676e-06,9.103457541082648e-08,3.2398592722329616e-40,3.3271216758218625e-51,6.574708170952656e-06,9.050160741652013e-08,-1.71175054222863e-08,4.023024498778334e-38,5.225671469702209e-49,3.2058159672031857e-40,2.459991407401167e-51
4200,0.00033324162719392154,0.0003332398508348111,0.00033324223636545377,3.1240639487753266e-12,2.9136215457504577e-12,5.539336994946118e-10,3.8294144592642957e-16,8.900433048488024e-10,5.951759161242603e-12,5.681638020237804e-10,4.665237720886541e-13,-5.7195684598615304e-39,5.318797876238279e-39,1.3095371326428767e-39,0.0,0.0,4.142122387316678e-05,-4.237689789759915e-05,-3.384498828812112e-08,3.2658901358849306e-08,-3.3857763485358606e-08,3.335449391307499e-08,8.267978405957904e-10,1.7201210981369984e-08,3.1600619403750337e-40,0.0,3.4086702554803414e-30,0.0,7.882671115413849e-45,6.572476091207707e-06,9.206002563653608e-08,2.2421466845601802e-32,4.4066238351903364e-38,5.2425963404691874e-49,6.573602997862616e-06,9.231056270245239e-08,3.495008084661589e-40,3.36592584204725e-51,6.573302799528852e-06,9.190825255299728e-08,-1.7917437752348542e-08,4.40481187711145e-38,6.226046012916469e-49,4.0310769119102814e-40,4.353608050332912e-51
4300,0.0003332388534322368,0.0003332380890700467,0.00033323899877721,3.334601859132078e-12,3.0955809953582584e-12,5.838550454720211e-10,4.269434463849874e-16,9.567567142071692e-10,6.5119103486822735e-12,6.195246057650977e-10,4.920434026231528e-13,-6.655917212663118e-39,6.829225566324596e-39,1.5949956928722406e-39,0.0,0.0,4.300578807416714e-05,-4.2548036804317515e-05,-3.525096556818795e-08,3.4241938997296225e-08,-3.485379513486007e-08,3.401119132154261e-08,9.008268172628304e-10,1.749510225997197e-08,4.20274480926081e-40,0.0,4.439552575619138e-30,0.0,1.1762489455320592e-44,6.5705634149519065e-06,9.432406989015778e-08,2.893089009237571e-32,5.827576711136462e-38,8.689198598122733e-49,6.570803330184902e-06,9.601495515752743e-08,5.129329017481372e-40,5.609090652248707e-51,6.572448093445092e-06,9.373389643044726e-08,-1.8388798134810086e-08,5.909961957510268e-38,9.253298933826084e-49,4.8509202650659425e-40,6.199238626510018e-51
4400,0.00033323701904752176,0.000333235262316487,0.00033323491169819856,3.7028437371798825e-12,3.35817108629966e-12,6.337698833011987e-10,4.735031256810854e-16,1.0136644316719563e-09,6.987224924649185e-12,6.720658030735714e-10,5.394201412814903e-13,-8.80610462333997e-39,8.849482213094229e-39,2.1070634524603567e-39,0.0,0.0,4.3776091656568026e-05,-4.37321624890381e-05,-3.636235137489993e-08,3.493705524257224e-08,-3.61398239039488e-08,3.551455871277596e-08,9.176068539332181e-10,1.7777673667485978e-08,5.8706886326310425e-40,0.0,5.149297368237746e-30,0.0,1.9246083060468263e-44,6.568329963332883e-06,9.624497631570864e-08,3.536715772358664e-32,7.305651049455894e-38,1.2861266170876708e-48,6.571266468649494e-06,9.58467175594558e-08,6.729131412338877e-40,9.468268204116293e-51,6.570694025652681e-06,9.637407736518067e-08,-1.8828262104236453e-08,7.059304269038699e-38,1.3508023252231967e-48,6.3013995520849694e-40,1.038435802402663e-50
4500,0.00033323301292068487,0.00033323547373280063,0.000333233362532367,4.125587345287154e-12,3.693988742010197e-12,6.57586453015479e-10,5.16087111738231e-16,1.076684333566604e-09,7.416184262983027e-12,7.128255694232465e-10,5.620504037257025e-13,-1.0921855301215361e-38,1.1007480660832124e-38,2.8014342663806563e-39,0.0,0.0,4.5176664205163894e-05,-4.458107911072054e-05,-3.78276070802838e-08,3.633536053594356e-08,-3.6788619429589184e-08,3.722710255166385e-08,9.589338809209556e-10,1.838372835347494e-08,7.506890657121883e-40,0.0,6.581241970742838e-30,0.0,2.6647322248665434e-44,6.567259604093129e-06,9.884822589960584e-08,4.3417528268016546e-32,9.24318975797716e-38,1.8431405167644216e-48,6.567585074167192e-06,9.972057531558727e-08,8.693992845221764e-40,1.4987879580141036e-50,6.566615453535085e-06,1.0029371840237941e-07,-1.94421708597265e-08,8.971193033294951e-38,1.8443405443699723e-48,8.764228813798835e-40,1.4883602633467932e-50
4600,0.00033323328667435705,0.000333230485585435,0.0003332321976682825,4.479549912974657e-12,3.986035375658207e-12,7.155080005408918e-10,5.494487927151248e-16,1.1225445971696865e-09,8.0761294835088e-12,7.753795473784872e-10,6.130736566617236e-13,-1.3785555371523666e-38,1.3724801988140953e-38,3.366161240455601e-39,0.0,0.0,4.55688484622346e-05,-4.649808345582174e-05,-3.872565019379701e-08,3.8039860058114365e-08,-3.795195377267818e-08,3.746860276193026e-08,1.0144154472657382e-09,1.8583705213889052e-08,1.022093674620937e-39,0.0,7.821744909447265e-30,0.0,3.56145300844286e-44,6.5639398059613056e-06,1.0152819204255625e-07,5.359032878879709e-32,1.097833069014595e-37,2.6258951112043238e-48,6.565285548998232e-06,1.0089134101334558e-07,1.1025825044214172e-39,2.159487188076899e-50,6.564027921197639e-06,1.0075209298208064e-07,-2.001169674905559e-08,1.1293236190377773e-37,2.6314096721907822e-48,1.084552558475052e-39,2.066859548139547e-50
4700,0.0003332297448538893,0.0003332290560984463,0.0003332291384900022,4.770929223012171e-12,4.2265080876642475e-12,7.5118054951959e-10,6.068995346369051e-16,1.1942452575984276e-09,8.606051751191274e-12,8.089938250460136e-10,6.409964115816747e-13,-1.6883025063023174e-38,1.6737159476436728e-38,4.2350482973242094e-39,0.0,0.0,4.7014847216418434e-05,-4.655912280497852e-05,-4.0120427325447725e-08,3.8880768266135146e-08,-3.9289766933109906e-08,3.870466128754167e-08,1.0844310124744261e-09,1.948037696963659e-08,1.3209023038535702e-39,0.0,9.420931429024033e-30,0.0,4.638026341722919e-44,6.5631570276452945e-06,1.0264425535435886e-07,6.357358707736504e-32,1.3721393270752699e-37,3.513489174707996e-48,6.5627012434128805e-06,1.0471721503282984e-07,1.4020661249242068e-39,2.8167817226564887e-50,6.563511053270564e-06,1.0435007744886288e-07,-2.0653736751005536e-08,1.3927147310369375e-37,3.4533020115438304e-48,1.3945141797935634e-39,2.8544071074786467e-50
4800,0.0003332291916848028,0.0003332274100025005,0.0003332289539305907,5.181365498621024e-12,4.617105832794567e-12,7.70023591631192e-10,6.795788344997728e-16,1.224022014124617e-09,9.435460683073462e-12,8.694993574353486e-10,7.065267040023955e-13,-2.0033786745158527e-38,2.0094213971729612e-38,5.1542243608572104e-39,0.0,0.0,4.8452162413146764e-05,-4.759221703901386e-05,-4.108865053000927e-08,4.062259921242938e-08,-4.139613223718896e-08,4.0762681706986975e-08,1.1313704461709416e-09,1.968137837847736e-08,1.6495190171947132e-39,0.0,1.1012919054998297e-29,0.0,6.02862741455537e-44,6.561498637105207e-06,1.0431680089996121e-07,7.7281945951422e-32,1.6549335228310632e-37,4.5566400153888384e-48,6.562326788053897e-06,1.0475368409781283e-07,1.7032957496718765e-39,3.690869263541437e-50,6.559568840627447e-06,1.043296852125083e-07,-2.1009721286070546e-08,1.6657211337234386e-37,4.543848612206808e-48,1.687971981270036e-39,3.6922780511926886e-50
4900,0.00033322699046477936,0.0003332243843222941,0.00033322405445773825,5.643074684209927e-12,4.939380880481111e-12,8.104135142711879e-10,7.307856375271268e-16,1.3183690606460111e-09,9.888408402987128e-12,9.31777555873925e-10,7.410065826861991e-13,-2.4463775526163435e-38,2.427640061254437e-38,6.257456641838704e-39,0.0,0.0,4.871519158300651e-05,-4.829507486340539e-05,-4.216690454213617e-08,4.182718237237177e-08,-4.276891197334527e-08,4.141212035418782e-08,1.1501919837609515e-09,2.0156097691618217e-08,2.0419078159412286e-39,0.0,1.3061918632947034e-29,0.0,7.601669278098805e-44,6.559864599161068e-06,1.0925135217853163e-07,9.115220288770755e-32,1.9928236024664357e-37,5.671749319145895e-48,6.559862723037182e-06,1.0716929798375693e-07,2.109857077896553e-39,4.724815551861108e-50,6.557254498983689e-06,1.0863208631331779e-07,-2.160956197677709e-08,1.9902334651567342e-37,5.708370796759717e-48,2.0560634557607072e-39,4.776433856320167e-50
5000,0.0003332223567345207,0.0003332229284742291,0.0003332228906767086,6.177408043131653e-12,5.262431862656769e-12,8.706766404571579e-10,7.983696496917004e-16,1.3795222474788427e-09,1.0702829114057074e-11,9.768174907373628e-10,7.822737348024053e-13,-2.872242716061871e-38,2.8972618889387935e-38,7.497938478083186e-39,0.0,0.0,4.985334641745015e-05,-5.036109969342549e-05,-4.4229913808666704e-08,4.2563294321759835e-08,-4.376458793106684e-08,4.35976871162017e-08,1.2297113160060351e-09,2.0877171500002785e-08,2.552132496178456e-39,0.0,1.524324845981399e-29,0.0,9.610142425295518e-44,6.557532490611166e-06,1.1058476372809263e-07,1.0643306020441705e-31,2.391266407556218e-37,7.282282537007218e-48,6.557935844315098e-06,1.1006992024335656e-07,2.5368519588387374e-39,6.211554314008728e-50,6.557837654313537e-06,1.111515107500559e-07,-2.1973302956466174e-08,2.355388899055893e-37,7.315222027754273e-48,2.551841247319979e-39,6.234822357058287e-50
