milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1000,1.9982404421448705,0.031020042144869312,7.2091234276854586e-06,769.9999921306211,7.869379139612956e-06,1.4575365377184073e-07,309.9999924897787,2469.9999869565527,1.3038008854158668e-05,7.51022142376845e-06,7.510221485893456e-06,1.7461596066792163e-15,4650.0,1.1000573385695178e-15,9.453399296202218e-16,6.475238003109412e-17,6.799999998878777,1.2737035430748309e-17,-6.47481428072872e-31,-1.6782084536626696e-28,19.999999989908382,-8.008408894647287e-27,4.279671311067981e-09,3.752129880776179e-10,-9.364674006978966e-35,-1.366720943032909e-35,259.9092793430949,0.0017393004405332568,-1.8472731211895036e-33,6.381946559146758e-15,7.723625423769076e-06,5.3587297314667454e-14,3.780205338585177e-16,4.690719423680876e-09,0.0,-1.6873786601412106e-36,7.460117245493835e-10,0.0,0.0,0.0,0.0,0.0005
1100,1.998069848780478,0.030849448780476848,7.217765044815533e-06,769.99999046693,9.53307022740197e-06,1.6588021889962546e-07,309.9999909024918,2469.9999856387212,1.4354976227278398e-05,9.097508356782252e-06,9.097508449617412e-06,2.4230695091155385e-15,4650.0,1.6698850161594336e-15,1.4171296497385696e-15,1.0493291514322278e-16,6.79999999865659,1.801276652106864e-17,-1.4584192763413348e-30,-2.5329896089618595e-28,19.999999988888433,-7.556257436489567e-27,4.4023609420713344e-09,4.082135972485982e-10,-1.4209242702271156e-34,-3.347473975103743e-35,259.9002127770166,0.0019085671759853152,-4.5690423277769305e-33,9.687504745969456e-15,9.367189915722778e-06,8.010282299092581e-14,5.751419160187255e-16,5.365792983401629e-09,0.0,-4.348562486135744e-36,9.351980634428112e-10,0.0,0.0,0.0,0.0,0.0005
1200,1.9979002080435837,0.030679808043582564,7.226364288625788e-06,769.9999886430342,1.1356966093649269e-05,1.8700231638781896e-07,309.9999891624517,2469.999984319433,1.567337429392038e-05,1.0837548376887276e-05,1.0837548511018752e-05,3.274477367201068e-15,4650.0,2.449769856145801e-15,2.053502887243162e-15,1.6317739539751746e-16,6.799999998416953,2.4791997778958012e-17,-2.5362990009065435e-30,-3.3744854147271877e-28,19.999999987867266,-6.97192531079538e-27,4.503820538920116e-09,4.3789702437818196e-10,-1.8829751457756607e-34,-6.161161260548037e-35,259.8911473160448,0.002076879894400851,-8.438981106343649e-33,1.4211438741734096e-14,1.1169963643176886e-05,1.1573343844563833e-13,8.453620441097e-16,6.045865938767136e-09,0.0,-8.101587584095656e-36,1.1451503571880945e-09,0.0,0.0,0.0,0.0,0.0005
1300,1.9977315144582606,0.03051111445825942,7.234921332652465e-06,769.9999866587473,1.3341252926821907e-05,2.0912110621639278e-07,309.99998726948934,2469.9999829987005,1.699319516939211e-05,1.2730510683028173e-05,1.2730510871372161e-05,4.327220920663098e-15,4650.0,3.4905538282923366e-15,2.8912759877515163e-15,2.4483941616182025e-16,6.7999999981604375,3.3347144520620856e-17,-3.8309504568402684e-30,-4.111617990610601e-28,19.999999986844884,-7.260436394396719e-27,4.587374397429188e-09,4.6456839621552476e-10,-2.157664759540471e-34,-9.769791467800049e-35,259.8820829544731,0.0022442440794239096,-1.3418962697022978e-32,2.024858507449629e-14,1.3132131632274675e-05,1.624685761665247e-13,1.2064623963157772e-15,6.7281765999033365e-09,0.0,-1.2849731833928545e-35,1.3749950149365155e-09,0.0,0.0,0.0,0.0,0.0005
1400,1.9975637625789926,0.030343362578991506,7.243436350335313e-06,769.9999845138823,1.548611787401448e-05,2.322377196396266e-07,309.9999852234362,2469.999981676534,1.831443099942716e-05,1.477656368587603e-05,1.4776563943999065e-05,5.610154073107463e-15,4650.0,4.8525089309459695e-15,3.972632787563679e-15,3.5663398095077058e-16,6.799999997887594,4.39833710789695e-17,-5.285509782392755e-30,-4.814560446274406e-28,19.999999985821297,-7.719072881411494e-27,4.656844429591471e-09,4.882774782802353e-10,-2.519304161422838e-34,-1.4148525615556747e-34,259.87301968662484,0.002410665184257048,-1.9406965844758932e-32,2.814842829181522e-14,1.5253879896221213e-05,2.225578028336999e-13,1.679538630939767e-15,7.409450372004234e-09,0.0,-1.8641610017502805e-35,1.6241291293868552e-09,0.0,0.0,0.0,0.0,0.0005
1500,1.9973969469955275,0.030176546995526344,7.251909514686986e-06,769.999982208256,1.7791744114398676e-05,2.563533225783689e-07,309.99998302412604,2469.999980352945,1.9637073963649555e-05,1.6975873837784954e-05,1.6975874184146626e-05,7.153985582118393e-15,4650.0,6.601618586307756e-15,5.343642716913476e-15,5.059615494401645e-16,6.799999997598953,5.70295074016632e-17,-6.823078760735327e-30,-5.48536990365908e-28,19.999999984796506,-8.34234037620581e-27,4.714161374793461e-09,5.094114886668494e-10,-3.0185396010410153e-34,-1.9224972017046427e-34,259.86395750686273,0.0025761486268059903,-2.625879109489098e-32,3.8293569369815697e-14,1.753539044537694e-05,2.984563081892857e-13,2.287690639966907e-15,8.088280539221524e-09,0.0,-2.541639080845717e-35,1.8916355969534683e-09,0.0,0.0,0.0,0.0,0.0005
1600,1.9972310623283005,0.030010662328299204,7.260340998450282e-06,769.9999797416842,2.025831586875527e-05,2.814690479068947e-07,309.9999806713928,2469.999979027943,2.0961116273008584e-05,1.9328606957143588e-05,1.9328607413460582e-05,8.991533068665474e-15,4650.0,8.815353468964096e-15,7.0565782853240154e-15,7.019173866270973e-16,6.799999997295031,7.28521526168321e-17,-8.427217997547654e-30,-6.12768291570041e-28,19.999999983770525,-8.780921206300407e-27,4.76203335803479e-09,5.280797623539857e-10,-3.465104904083178e-34,-2.510134104046852e-34,259.8548964095794,0.0027406997942575864,-3.4128460573543933e-32,5.1133165850903336e-14,1.9976846364399033e-05,3.9291037592920833e-13,3.0580570680962337e-15,8.762469417770669e-09,0.0,-3.3208683711685907e-35,2.1768888287317798e-09,0.0,0.0,0.0,0.0,0.0005
1700,1.997066103231379,0.029845703231377578,7.268730974071729e-06,769.9999771139853,2.2886014813907697e-05,3.0758604516175345e-07,309.9999781650724,2469.9999777015387,2.2286550171063495e-05,2.183492723793499e-05,2.1834927829442645e-05,1.1157507680384542e-14,4650.0,1.1577853366463707e-14,9.167963485668541e-15,9.544586379709338e-16,6.799999996976324,9.184390609700891e-17,-1.0046586657089988e-29,-6.781076837073616e-28,19.999999982743358,-8.56836409809486e-27,4.801948442332585e-09,5.445597092881546e-10,-3.8513720338034856e-34,-3.176584413500521e-34,259.8458363892039,0.002904324040134182,-4.2981938810776445e-32,6.71550364216488e-14,2.257842817706537e-05,5.088848160372321e-13,4.020118136302884e-15,9.43101841755147e-09,0.0,-4.1986081827802437e-35,2.4791161108916294e-09,0.0,0.0,0.0,0.0,0.0005
1800,1.9969020643906712,0.029681664390669937,7.277079613633474e-06,769.9999743249781,2.567502208976759e-05,3.347054482408023e-07,309.99997550500143,2469.9999763737405,2.3613367933974042e-05,2.4494998007425446e-05,2.4494998763255042e-05,1.3688751482948508e-14,4650.0,1.4985578406960702e-14,1.17408057602372e-14,1.2753460374350967e-15,6.7999999966433124,1.1443711626354242e-16,-1.1683196414072726e-29,-7.4106041196805e-28,19.999999981715,-8.342553544388365e-27,4.835617672190544e-09,5.59033401585933e-10,-4.2383179572248775e-34,-3.914142137701809e-34,259.8367774401978,0.003067026686084857,-5.277553241985228e-32,8.691837326642455e-14,2.5340315885491787e-05,6.49643637416207e-13,5.207686057505413e-15,1.0092691788631249e-08,0.0,-5.165795940190722e-35,2.7976542806090702e-09,0.0,0.0,0.0,0.0,0.0005
1900,1.996738940524689,0.029518540524687466,7.285387088926476e-06,769.9999713744828,2.862551738991492e-05,3.6282839269196246e-07,309.999972691018,2469.9999750445586,2.494156187000551e-05,2.7308981272228644e-05,2.7308982225700995e-05,1.6624067741224113e-14,4650.0,1.9143236933125085e-14,1.484298172101839e-14,1.677471591278082e-15,6.799999996296458,1.4109396530841273e-16,-1.3324675397585762e-29,-8.022057166644186e-28,19.99999998068547,-8.066032194610372e-27,4.864137626438515e-09,5.717155301610862e-10,-4.606385909859298e-34,-4.721061076922938e-34,259.827719557057,0.003228813021124168,-6.35009230320578e-32,1.110301706413319e-13,2.8262688043524243e-05,8.186916100600792e-13,6.657470812786952e-15,1.0746849660024995e-08,0.0,-6.217301265859296e-35,3.131826144514102e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9965767263836343,0.02935632638363298,7.293653571367823e-06,769.999968262321,3.1737679206551575e-05,3.919560067920346e-07,309.99996972296094,2469.999973714001,2.627112431990757e-05,3.0277038068006207e-05,3.0277039257011645e-05,2.0004394633981497e-14,4650.0,2.4168345678312804e-14,1.8548943568798287e-14,2.1755916146071315e-15,6.7999999959362105,1.7231747813928244e-16,-1.4961873090600746e-29,-8.603337795257905e-28,19.999999979654763,-7.79393338562037e-27,4.888550397735523e-09,5.828078680522668e-10,-4.962284578756571e-34,-5.59569496492294e-34,259.81866273431035,0.003389688302542899,-7.508520793279056e-32,1.401716140689083e-13,3.134572201051358e-05,1.019832401173913e-12,8.410686049843892e-15,1.1392892550680002e-08,0.0,-7.349391413588223e-35,3.480981547705767e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.9964154167493342,0.02919501674933273,7.301879232060682e-06,769.9999649883152,3.5011684939138577e-05,4.2208941351216983e-07,309.9999666006704,2469.9999723820765,2.760204765638415e-05,3.339932833976346e-05,3.3399329807108215e-05,2.3872731398028962e-14,4650.0,3.018969507782421e-14,2.2939075211329965e-14,2.786067610348629e-15,6.799999995563002,2.0864771633909618e-16,-1.6584947317134422e-29,-9.151186867791922e-28,19.999999978622895,-7.563597761692991e-27,4.9096609436575795e-09,5.924971154312224e-10,-5.304106738036344e-34,-6.534369087899501e-34,259.8096069665197,0.0035496577559767455,-8.748842685531855e-32,1.750891945135261e-13,3.4589594058031205e-05,1.257144487686544e-12,1.0512508503778936e-14,1.2030442582017624e-08,0.0,-8.55643555379831e-35,3.8445009557722884e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.996255006434816,0.029034606434814255,7.310064241758427e-06,769.9999615522894,3.844771082146324e-05,4.532297291015504e-07,309.9999633239874,2469.9999710487937,2.8934324284188767e-05,3.6676011056070894e-05,3.667601284985831e-05,2.8274209014342474e-14,4650.0,3.734927266261253e-14,2.810039097206053e-14,3.527172133508643e-15,6.799999995177252,2.5066640608218833e-16,-1.817333788255429e-29,-9.670327083457234e-28,19.999999977589866,-7.237167321754757e-27,4.9281904926150166e-09,6.009579020989027e-10,-5.620989346691271e-34,-7.533709228597541e-34,259.8005522482797,0.0037087265758283913,-1.0066052926774054e-31,2.1660583737150568e-13,3.799447929831376e-05,1.5350041149194298e-12,1.3012755289429208e-14,1.2659191891408514e-08,0.0,-9.834036169739874e-35,4.221790639240075e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.9960954902865193,0.028875090286517687,7.318208770897711e-06,769.9999579540685,4.204593181687367e-05,4.853780681444862e-07,309.9999598927542,2469.9999697141607,3.026794664084612e-05,4.0107243890678975e-05,4.010724606459662e-05,3.325591369965522e-14,4650.0,4.579640508103361e-14,3.4124589822216536e-14,4.418189444883726e-15,6.79999999477936,2.989830966123053e-16,-1.973442281751677e-29,-1.0141620162915637e-27,19.999999976555685,-6.983237515325245e-27,4.944356783157715e-09,6.08369037061778e-10,-5.925252202748738e-34,-8.589808896798047e-34,259.79149857421953,0.0038668999230554602,-1.1452010119460012e-31,2.655870199861663e-13,4.1560551574531636e-05,1.858027359499437e-12,1.5963821446661235e-14,1.3279316727674212e-08,0.0,-1.117631264789209e-34,4.61227207630029e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.9959368631789656,0.028716463178964112,7.326312989476349e-06,769.9999541934782,4.580652205975081e-05,5.185355313895476e-07,309.9999563068137,2469.9999683781857,3.160290719469374e-05,4.3693183919856656e-05,4.369318653367367e-05,3.886729967570583e-14,4650.0,5.5701289689016535e-14,4.111242915168127e-14,5.481456332670309e-15,6.799999994369719,3.5426722041858995e-16,-2.1248165019010278e-29,-1.0577244371110094e-27,19.99999997552035,-6.732999560945817e-27,4.958800752235844e-09,6.148594752485408e-10,-6.209454324226052e-34,-9.69963057888688e-34,259.78244593899774,0.004024182930504228,-1.2903020383308162e-31,3.230190236928324e-13,4.5287983914246256e-05,2.231196751095719e-12,1.942544350936621e-14,1.389056359108649e-08,0.0,-1.2578370563216522e-34,5.015423183676442e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.9957791200191506,0.02855872001914919,7.334377067168394e-06,769.9999502703458,4.9729654457269835e-05,5.527032158337197e-07,309.99995256601005,2469.999967040877,3.2939198446518906e-05,4.743398705804862e-05,4.7433990177941706e-05,4.515984726733233e-14,4650.0,6.724388324266847e-14,4.917015563321267e-14,6.7406940901305576e-15,6.7999999939487035,4.1722173447479977e-16,-2.2703697775947947e-29,-1.0981502056986015e-27,19.999999974483877,-6.484088742517749e-27,4.971834288060003e-09,6.205557132152433e-10,-6.472447598871367e-34,-1.0859712324253409e-33,259.7733943373066,0.004180580698514254,-1.4413606629297846e-31,3.8994468116309866e-13,4.917694812123469e-05,2.659758582323063e-12,2.3460788087462112e-14,1.449299101686046e-08,0.0,-1.403493013381973e-34,5.4307413640497415e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.9956222557473104,0.0284018557473091,7.342401173345177e-06,769.9999461844997,5.381550061763238e-05,5.878822164840898e-07,309.9999486701886,2469.9999657022413,3.4276812929845607e-05,5.132980796019442e-05,5.1329811659044055e-05,5.218700317928097e-14,4650.0,8.061196755243995e-14,5.8408885403303e-14,8.22071866357834e-15,6.799999993516674,4.885785292466165e-16,-2.4105088534504173e-29,-1.1344414228317736e-27,19.999999973446265,-6.343736776286973e-27,4.9833098662459176e-09,6.255902468080855e-10,-6.723283744749165e-34,-1.2065932829368249e-33,259.7643437638734,0.004336098294152124,-1.5975423637640437e-31,4.674521909967955e-13,5.322761470198552e-05,3.149205119268528e-12,2.813577094471276e-14,1.508709812220152e-08,0.0,-1.5540132239700596e-34,5.857736861681197e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.995466265328405,0.0282458653284036,7.350385476853672e-06,769.9999419357688,5.8064231423808026e-05,6.240736111090212e-07,309.9999446191949,2469.9999643622873,3.5615743207833e-05,5.538080100946026e-05,5.538080536748258e-05,6.000483021632034e-14,4650.0,9.602363811895396e-14,6.895162351472194e-14,9.950736243168341e-15,6.799999993073986,5.691513760597553e-16,-2.544052936304281e-29,-1.1680448547280579e-27,19.99999997240752,-6.215062578577036e-27,4.993878607806293e-09,6.300408558050044e-10,-6.95718621014603e-34,-1.3316916053986841e-33,259.75529421345084,0.0044907407597316856,-1.7587950957268812e-31,5.568051372802726e-13,5.744015345434712e-05,3.705471237635668e-12,3.352697291394543e-14,1.5672586598875327e-08,0.0,-1.7090819990955517e-34,6.295973468028766e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.9953111437622963,0.028090743762294795,7.358330146277255e-06,769.9999375239838,6.247601642268305e-05,6.61278477014044e-07,309.99994041287596,2469.9999630210223,3.695598187695237e-05,5.958711916962714e-05,5.958712427460305e-05,6.867123558657956e-14,4650.0,1.1370010065820259e-13,8.092483235958417e-14,1.1960380423704016e-14,6.799999992620978,6.597720154749305e-16,-2.6708052898919077e-29,-1.1993078441810378e-27,19.999999971367647,-6.11655976799834e-27,5.003550658601816e-09,6.339920445136779e-10,-7.177788078971003e-34,-1.4609697871756598e-33,259.7462456808281,0.004644513102631396,-1.9246171066766047e-31,6.592852177626428e-13,6.181473284032949e-05,4.334699811034451e-12,3.971206452363772e-14,1.6249776421499127e-08,0.0,-1.8682241611804936e-34,6.745030944073929e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9951568860796551,0.0279364860796537,7.366235349833137e-06,769.9999329489763,6.705102405432138e-05,6.994978846218666e-07,309.9999360510798,2469.9999616784535,3.829752156551373e-05,6.39489144388588e-05,6.39489203865253e-05,7.82462800678605e-14,4650.0,1.3387667998775074e-13,9.446182942560091e-14,1.4281310334096283e-14,6.799999992157971,7.613160000522057e-16,-2.790713216337411e-29,-1.228700190552067e-27,19.99999997032666,-6.0643689885001846e-27,5.012259253123694e-09,6.375128081667996e-10,-7.389290810343855e-34,-1.594148249954188e-33,259.7371981608266,0.00479742029938929,-2.0945382452194596e-31,7.762558879634694e-13,6.635152022161045e-05,5.04333587262901e-12,4.677368097770009e-14,1.6819051382054568e-08,0.0,-2.030984928051494e-34,7.20451767528488e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.9950034873347964,0.02778308733479505,7.37410125531174e-06,769.9999282105787,7.178942170093741e-05,7.387328937103301e-07,309.9999315336549,2469.9999603345896,3.9640354931139065e-05,6.846633844998783e-05,6.846634534471235e-05,8.879268784784489e-14,4650.0,1.5682343917348922e-13,1.0970876849526348e-13,1.69500620700329e-14,6.799999991685289,8.747510425270642e-16,-2.9041206189994936e-29,-1.2562857474920996e-27,19.999999969284552,-6.028105721256554e-27,5.02048417825517e-09,6.40672825613743e-10,-7.590585159030776e-34,-1.73108102317266e-33,259.72815164829257,0.004949467302870804,-2.2684475921414265e-31,9.092815157322639e-13,7.105068191202444e-05,5.8382823029402916e-12,5.480667805282379e-14,1.7380251689576972e-08,0.0,-2.1973396741023934e-34,7.674038430646872e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.994850942618423,0.027630542618421756,7.381928030177978e-06,769.9999233086247,7.669137561919138e-05,7.789845596921498e-07,309.99992686045084,2469.999958989437,4.098447466525365e-05,7.313954141349445e-05,7.313954936844579e-05,1.0037494141779184e-13,4650.0,1.8280843082961146e-13,1.2681399928023259e-13,2.0002973993933657e-14,6.799999991203236,1.0010508495312977e-15,-3.0112239040481643e-29,-1.2828091417088384e-27,19.999999968241337,-6.000512335653363e-27,5.028162881818876e-09,6.435106233351422e-10,-7.785275980624266e-34,-1.8715585436681364e-33,259.71910613810996,0.005100659029519672,-2.4460390671299594e-31,1.0599150191996287e-12,7.59123831040125e-05,6.726623417438418e-12,6.390520028682322e-14,1.7933734330833157e-08,0.0,-2.3669598800620513e-34,8.153254703494082e-09,0.0,0.0,0.0,0.0,0.0005
3200,1.9946992470490077,0.0274788470490064,7.389715841495085e-06,769.9999182429494,8.17570509501488e-05,8.202539304284293e-07,309.99992203131825,2469.9999576430037,4.232987349004463e-05,7.796867280079734e-05,7.796868193845632e-05,1.1305988947712321e-13,4650.0,2.1212275645735262e-13,1.459352513786231e-13,2.347962045618541e-14,6.799999990712101,1.1412537848984719e-15,-3.112486049040287e-29,-1.3087800348256127e-27,19.999999967197017,-5.9685811970475526e-27,5.0353710160551316e-09,6.460616549535471e-10,-7.975671452313108e-34,-2.0154415119498087e-33,259.7100616251918,0.005251000367979592,-2.6271418711151637e-31,1.2298426706321332e-12,8.093678788147326e-05,7.71580973965351e-12,7.417149906278496e-14,1.847971165270486e-08,0.0,-2.5396786110656486e-34,8.641837522089817e-09,0.0,0.0,0.0,0.0,0.0005
