milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
2400,68179.11853713664,0.16260724478099536,6.406763929778697e-08,0.043308965559445356,1.0180824647619755e-09,3.5431674054221767,3.3033727082630507e-15,-6.202319017739068e-19,10.01939089659549
2500,68177.99626606896,0.19010066262067046,8.459106859614262e-08,0.043308956106529455,1.1201652274646196e-09,3.5431674054221762,3.783152475813559e-15,2.7424236291831302e-18,11.514471800919832
2600,68178.19515617352,0.21218506010199556,9.152912427231527e-08,0.04330892718310558,1.4132612912549977e-09,3.543167405422174,6.32581128133882e-15,3.740528998148493e-18,12.05626290658037
2700,68176.26935445139,0.22501296375464674,9.495592299131939e-08,0.04330892421893605,1.6473942493518613e-09,3.5431674054221727,7.19670189305971e-15,4.75273498290227e-18,12.998358950721105
2800,68176.10598183889,0.2585319811966482,1.2161329538465087e-07,0.043308909733646005,1.9264875619200073e-09,3.543167405422171,9.028734782220562e-15,3.878104090552344e-18,14.081666375264893
2900,68174.2526744568,0.26307628053211846,1.311831500586111e-07,0.04330889097409545,2.7061398944018665e-09,3.5431674054221736,7.888735000600612e-15,6.124382259721094e-18,15.359966574066053
3000,68173.92766649318,0.2810018078252835,1.4910496866306028e-07,0.04330884961065558,2.502512510330568e-09,3.543167405422168,8.907647155898999e-15,7.301993395724462e-18,16.61969098465151
3100,68172.97641473195,0.308194050008025,1.8196459102959986e-07,0.04330885870457173,2.783843815863591e-09,3.5431674054221647,1.2032879513026655e-14,7.171257565451533e-18,17.91042303934013
3200,68171.28039287555,0.345598573914599,1.90186570577854e-07,0.043308825431054826,3.9688561586635865e-09,3.5431674054221647,1.7122556857476608e-14,1.031188866258062e-17,18.74490317499911
3300,68170.6439733136,0.40210549243578264,2.179914188672149e-07,0.04330879383505024,4.56453118982449e-09,3.5431674054221602,2.053418620924061e-14,1.1115631343307306e-17,19.443410638159676
3400,68169.35234598424,0.43485001515764937,2.2908496928849673e-07,0.0433087652925217,4.64905636587823e-09,3.543167405422157,2.040474441525986e-14,1.4265080480579613e-17,20.57780106842449
3500,68168.20489663616,0.44791511129353856,2.6798565951389773e-07,0.04330874005064629,5.466662762708978e-09,3.5431674054221536,2.65120363268341e-14,1.7645760122818586e-17,21.971939960508138
3600,68166.72673089641,0.4877814477150503,2.9016164762372186e-07,0.04330871676140343,6.3784208375415725e-09,3.5431674054221474,2.807137022320644e-14,1.876784634908671e-17,23.34625125176384
3700,68165.43972738413,0.5235680642016965,3.3988680624938044e-07,0.04330866844881484,7.368188067131753e-09,3.5431674054221447,3.660347467290266e-14,2.2960051041377757e-17,23.835420309345725
3800,68163.20836861887,0.5958932824503091,3.5751489963348214e-07,0.04330863711518393,9.00115018576695e-09,3.5431674054221376,4.162632501748545e-14,2.848380850097327e-17,25.54121424838754
3900,68162.90706838208,0.6210318894385369,4.1735089367205164e-07,0.04330859880033712,9.562933092529405e-09,3.5431674054221327,4.966870602564662e-14,3.4010591715856244e-17,26.69397201051959
4000,68161.56568146762,0.6894688842189179,4.3870970402516765e-07,0.04330854002805916,1.0781571975696948e-08,3.543167405422122,5.671592634505033e-14,4.070982254146701e-17,27.991856344374966
4100,68159.04566749602,0.7059375844394851,5.127993961342761e-07,0.043308511008452476,1.2903713480342103e-08,3.5431674054221163,6.429823226300482e-14,4.505324483276444e-17,29.964689492580888
4200,68158.14934428598,0.7669712712912018,5.571896228802132e-07,0.043308440955291266,1.4091125180185379e-08,3.543167405422106,7.667895626077692e-14,5.644337687780336e-17,31.713527216502257
4300,68156.95643649339,0.8273988242630846,5.998104119066873e-07,0.04330840169059901,1.539446076388782e-08,3.543167405422092,8.795100796630963e-14,6.652320224835394e-17,32.104247799242025
4400,68155.62572517587,0.8635780587332565,6.563492487676314e-07,0.04330834013802908,1.7579631576838577e-08,3.543167405422079,1.003931307158272e-13,7.784926896692771e-17,33.51355820694896
4500,68154.25648107762,0.9403409909398082,7.032911551975766e-07,0.0433082855227135,1.9424088691376873e-08,3.5431674054220648,1.14705035147186e-13,9.053404072647339e-17,34.9594175218734
4600,68152.37774400573,0.9853616171018605,7.770375823783859e-07,0.04330822878423642,2.222647848577445e-08,3.5431674054220528,1.2752724113769917e-13,1.0301295533230536e-16,37.59345765333324
4700,68149.91942968445,1.0707593126130721,8.375134859425089e-07,0.043308140393081264,2.4271444927738735e-08,3.543167405422035,1.4258831665536959e-13,1.1874555971311142e-16,39.00201089308822
4800,68148.33543696233,1.1427556563907706,9.052748446809913e-07,0.04330808212841409,2.7083826169008703e-08,3.5431674054220132,1.6571932917803494e-13,1.3905232263544644e-16,40.74881062695702
4900,68146.43662339573,1.1942180120064863,9.970963207554824e-07,0.04330801421934576,2.9531135635115787e-08,3.5431674054219937,1.8623973407072291e-13,1.6189315264993342e-16,41.822676136841196
5000,68144.92960959427,1.2457162775171806,1.0755309869870029e-06,0.043307921970342625,3.268707349698106e-08,3.5431674054219715,2.0628874183323368e-13,1.8541111850889217e-16,43.536348304568605
