milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.39051528725,0.013671220467260515,-5.910665342246837e-09,0.043309028790470744,1.346753162113894e-10,3.543167405422177,1.7286798922480877e-15,5.827732433765035e-19,-0.6150413726748799
100,68189.80416643443,0.01614032648302913,-1.6104235633456129e-09,0.043309028263241796,-1.3330619241947074e-10,3.5431674054221816,6.641792964586072e-16,2.1257882154876083e-18,-0.5091654786821306
200,68190.26700327365,-0.008813312914653721,-1.3018006574878816e-08,0.04330902658112729,-3.180755337216607e-10,3.5431674054221776,-2.5024333729578506e-15,-8.504527732623472e-19,0.6304048609779503
300,68190.56629201275,0.016918858697180628,2.9118577537446545e-09,0.043309025304529444,4.253766692732072e-10,3.5431674054221824,-1.92863486199263e-15,1.0159857576804883e-18,-0.28786755046537954
400,68189.88521720513,0.017399160665182746,-3.962122508035486e-09,0.04330901123141868,-3.812628373704456e-10,3.5431674054221793,8.084426692549701e-16,6.570981035281621e-19,0.7474276137468612
500,68190.27525054796,0.014586264232537123,1.3014062150522388e-08,0.04330902405478085,1.9971688264048246e-10,3.5431674054221807,1.4087063439890734e-15,8.84444704878012e-21,-0.07175851303029196
600,68189.74097035718,0.018073487657860397,-7.673413323877984e-09,0.04330900326038011,-4.3537210509511485e-10,3.543167405422181,1.6747320908955677e-15,-1.763191859516487e-18,0.07536833505989815
700,68188.59661287484,-0.01251213793825066,-6.666672439825202e-09,0.04330900328489725,-6.026063950700873e-12,3.543167405422178,-1.9411948681768756e-15,1.639673063027903e-18,0.4956187291119555
800,68189.35964707583,-0.008591319871752438,-5.361991726152898e-09,0.043309025758173345,-3.773657363398728e-10,3.543167405422178,1.046294119435761e-15,-3.506131603944118e-19,1.41759557611129
900,68188.09592655361,0.015128823056993423,-1.1737816990267264e-08,0.04330901343515854,2.8543718716377035e-10,3.543167405422179,2.353922511712662e-15,-1.9864936040859724e-18,1.1485667221900582
1000,68188.13982851767,0.013123603688849255,8.135013443478447e-09,0.04330900243864851,3.752018248141124e-10,3.543167405422178,2.486608981921766e-15,-2.258164699840049e-19,2.185559199567294
1100,68188.25844844777,0.029751846393066404,-2.105056658526282e-09,0.04330900006380684,1.0075557142848096e-10,3.543167405422178,2.5211904414118316e-15,6.936166527314322e-19,2.862514583778293
1200,68187.16511935591,0.008320990598525292,-4.8658193553586645e-09,0.043309025413146476,-2.562452622152664e-10,3.543167405422182,-6.8213409250771e-16,2.2104305624927342e-18,2.865091816000524
1300,68187.27396296599,0.040047452056477764,1.3670389130552187e-08,0.043309011487219135,1.646822211828935e-11,3.5431674054221785,-2.176282078875685e-15,2.067980106766304e-18,3.416795082239582
1400,68186.06938657066,0.022205746797314223,4.158286342684641e-09,0.043309005216770516,-1.327365693454395e-10,3.5431674054221816,-1.8154808667101115e-15,2.0632493918695277e-18,3.6931289263102913
1500,68186.19541305093,0.05301693279614737,1.5356111952517614e-09,0.043308997762214946,3.6475597923316735e-10,3.543167405422181,1.795150114373564e-15,2.3119073933310465e-19,4.117597571747807
1600,68184.8323463744,0.05495306987627143,2.9813859023325113e-09,0.04330899778843493,5.015979396785692e-11,3.543167405422178,-1.5904976727587326e-16,1.3223863653942884e-19,4.670919158520573
1700,68184.32922414929,0.045488285133377375,2.1389772832528115e-09,0.043308990509796794,5.68607960430833e-10,3.543167405422181,1.5138667535676091e-15,1.7181441772470874e-18,5.8288800124294005
1800,68184.18290423704,0.06435001830708947,1.4436359611500662e-08,0.04330900903732282,-1.6129395383728022e-10,3.543167405422182,2.345873734777006e-15,-7.216961361966024e-19,6.115569586959471
1900,68183.67203561461,0.09475109870205434,3.353089439292063e-08,0.043309005924237295,4.958936213069228e-10,3.5431674054221807,2.862572213326643e-15,-9.698445437066334e-19,6.53495723392109
2000,68182.03873503231,0.10070186053978976,2.1955087531603405e-08,0.043308992099834104,1.044987583172196e-10,3.5431674054221776,2.4690362797127316e-16,5.181169182466131e-19,6.699954885025097
2100,68181.54098194708,0.09622763441998544,2.8886355150190154e-08,0.043308987564216,6.158591577061264e-10,3.5431674054221767,2.128980439400552e-15,4.832029258263332e-19,7.92729948181294
2200,68181.16728260246,0.1181958915788166,3.456047057206685e-08,0.04330895764412158,3.241655958262926e-10,3.5431674054221762,-4.2207712190280673e-16,-1.7428545956518937e-19,8.322775490497225
2300,68179.9077733431,0.12135603210688396,6.05524135257426e-08,0.04330897615111338,5.601569950936848e-10,3.5431674054221767,2.8142544107034023e-16,-6.673002552611813e-20,10.139576163804218
